"","Symbol","Security.Name","Market.Category","Test.Issue","Financial.Status","Round.Lot.Size","ETF","NextShares"
"1756","IJT","iShares S&P Small-Cap 600 Growth ETF","G","N","N",100,"Y","N"
"1757","IKNX","Ikonics Corporation - Common Stock","S","N","N",100,"N","N"
"1758","ILMN","Illumina, Inc. - Common Stock","Q","N","N",100,"N","N"
"1759","ILPT","Industrial Logistics Properties Trust - Common Shares of Beneficial Interest","Q","N","N",100,"N","N"
"1760","IMAB","I-MAB - American Depositary Shares","G","N","N",100,"N","N"
"1761","IMAC","IMAC Holdings, Inc. - Common Stock","S","N","N",100,"N","N"
"1762","IMACW","IMAC Holdings, Inc. - Warrant","S","N","N",100,"N","N"
"1763","IMBI","iMedia Brands, Inc. - Class A Common Stock","S","N","N",100,"N","N"
"1764","IMGN","ImmunoGen, Inc. - Common Stock","Q","N","N",100,"N","N"
"1765","IMKTA","Ingles Markets, Incorporated - Class A Common Stock","Q","N","N",100,"N","N"
"1766","IMMP","Immutep Limited - American Depositary Shares","G","N","N",100,"N","N"
"1767","IMMR","Immersion Corporation - Common Stock","Q","N","N",100,"N","N"
"1768","IMMU","Immunomedics, Inc. - Common Stock","G","N","N",100,"N","N"
"1769","IMNM","Immunome, Inc. - Common Stock","S","N","N",100,"N","N"
"1770","IMOS","ChipMOS TECHNOLOGIES INC. - American Depositary Shares","Q","N","N",100,"N","N"
"1771","IMRA","IMARA Inc. - Common Stock","Q","N","N",100,"N","N"
"1772","IMRN","Immuron Limited - American Depositary Shares","S","N","N",100,"N","N"
"1773","IMRNW","Immuron Limited - Warrants","S","N","N",100,"N","N"
"1774","IMTE","Integrated Media Technology Limited - Ordinary Shares","S","N","N",100,"N","N"
"1775","IMTX","Immatics N.V. - Ordinary Shares","S","N","N",100,"N","N"
"1776","IMTXW","Immatics N.V. - Warrants","S","N","N",100,"N","N"
"1777","IMUX","Immunic, Inc.  - Common Stock","Q","N","N",100,"N","N"
"1778","IMV","IMV Inc. - Common Shares","S","N","N",100,"N","N"
"1779","IMVT","Immunovant, Inc.  - Common Stock","Q","N","N",100,"N","N"
"1780","IMXI","International Money Express, Inc. - Common Stock","S","N","N",100,"N","N"
"1781","INAQU","INSU Acquisition Corp. II - Unit","S","N","N",100,"N","N"
"1782","INBK","First Internet Bancorp - Common Stock","Q","N","N",100,"N","N"
"1783","INBKL","First Internet Bancorp - 6.0% Fixed-to-Floating Rate Subordinated Notes due 2026","Q","N","N",100,"N","N"
"1784","INBKZ","First Internet Bancorp - Fixed-to-Floating Rate Subordinated Notes Due 2029","Q","N","N",100,"N","N"
"1785","INBX","Inhibrx, Inc. - Common Stock","G","N","N",100,"N","N"
"1786","INCY","Incyte Corporation - Common Stock","Q","N","N",100,"N","N"
"1787","INDB","Independent Bank Corp. - Common Stock","Q","N","N",100,"N","N"
"1788","INDY","iShares S&P India Nifty 50 Index Fund","G","N","N",100,"Y","N"
"1789","INFI","Infinity Pharmaceuticals, Inc. - Common Stock","Q","N","N",100,"N","N"
"1790","INFN","Infinera Corporation - Common Stock","Q","N","N",100,"N","N"
"1791","INFR","Legg Mason Global Infrastructure ETF","G","N","N",100,"Y","N"
"1792","INGN","Inogen, Inc - Common Stock","Q","N","N",100,"N","N"
"1793","INMB","INmune Bio Inc. - Common stock","S","N","N",100,"N","N"
"1794","INMD","InMode Ltd.  - Ordinary Shares","Q","N","N",100,"N","N"
"1795","INO","Inovio Pharmaceuticals, Inc. - Common Stock","Q","N","N",100,"N","N"
"1796","INOD","Innodata Inc. - Common Stock","G","N","N",100,"N","N"
"1797","INOV","Inovalon Holdings, Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"1798","INPX","Inpixon  - Common Stock","S","N","N",100,"N","N"
"1799","INSE","Inspired Entertainment, Inc. - Common Stock","S","N","N",100,"N","N"
"1800","INSG","Inseego Corp. - Common Stock","Q","N","N",100,"N","N"
"1801","INSM","Insmed, Inc. - Common Stock","Q","N","N",100,"N","N"
"1802","INSU","Insurance Acquisition Corp. - Class A Common Stock","S","N","N",100,"N","N"
"1803","INSUU","Insurance Acquisition Corp. - Unit","S","N","N",100,"N","N"
"1804","INSUW","Insurance Acquisition Corp. - Warrant","S","N","N",100,"N","N"
"1805","INTC","Intel Corporation - Common Stock","Q","N","N",100,"N","N"
"1806","INTG","The Intergroup Corporation - Common Stock","S","N","N",100,"N","N"
"1807","INTU","Intuit Inc. - Common Stock","Q","N","N",100,"N","N"
"1808","INTZ","Intrusion Inc. - Common Stock","S","N","N",100,"N","N"
"1809","INVA","Innoviva, Inc. - Common Stock","Q","N","N",100,"N","N"
"1810","INVE","Identiv, Inc. - Common Stock","S","N","N",100,"N","N"
"1811","INZY","Inozyme Pharma, Inc. - Common Stock","Q","N","N",100,"N","N"
"1812","IONS","Ionis Pharmaceuticals, Inc. - Common Stock","Q","N","N",100,"N","N"
"1813","IOSP","Innospec Inc. - Common Stock","Q","N","N",100,"N","N"
"1814","IOVA","Iovance Biotherapeutics, Inc. - Common Stock","G","N","N",100,"N","N"
"1815","IPAR","Inter Parfums, Inc. - Common Stock","Q","N","N",100,"N","N"
"1816","IPDN","Professional Diversity Network, Inc. - Common Stock","S","N","N",100,"N","N"
"1817","IPGP","IPG Photonics Corporation - Common Stock","Q","N","N",100,"N","N"
"1818","IPHA","Innate Pharma S.A. - American Depositary Shares","Q","N","N",100,"N","N"
"1819","IPKW","Invesco International BuyBack Achievers ETF","G","N","N",100,"Y","N"
"1820","IPLDP","Interstate Power and Light Company - Interstate Power & Light Company Perp Preferred 5.10% Series D","Q","N","N",100,"N","N"
"1821","IPWR","Ideal Power Inc. - Common Stock","S","N","N",100,"N","N"
"1822","IQ","iQIYI, Inc. - American Depositary Shares","Q","N","N",100,"N","N"
"1823","IRBT","iRobot Corporation - Common Stock","Q","N","N",100,"N","N"
"1824","IRCP","IRSA Propiedades Comerciales S.A. - American Depository Shares","Q","N","N",100,"N","N"
"1825","IRDM","Iridium Communications Inc - Common Stock","Q","N","N",100,"N","N"
"1826","IRIX","IRIDEX Corporation - Common Stock","G","N","N",100,"N","N"
"1827","IRMD","iRadimed Corporation - Common Stock","S","N","N",100,"N","N"
"1828","IROQ","IF Bancorp, Inc. - Common Stock","S","N","N",100,"N","N"
"1829","IRTC","iRhythm Technologies, Inc. - Common Stock","Q","N","N",100,"N","N"
"1830","IRWD","Ironwood Pharmaceuticals, Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"1831","ISBC","Investors Bancorp, Inc. - Common Stock","Q","N","N",100,"N","N"
"1832","ISDX","Invesco RAFI Strategic Developed ex-US ETF","G","N","N",100,"Y","N"
"1833","ISEE","IVERIC bio, Inc. - Common Stock","Q","N","N",100,"N","N"
"1834","ISEM","Invesco RAFI Strategic Emerging Markets ETF","G","N","N",100,"Y","N"
"1835","ISHG","iShares 1-3 Year International Treasury Bond ETF","G","N","N",100,"Y","N"
"1836","ISIG","Insignia Systems, Inc. - Common Stock","S","N","D",100,"N","N"
"1837","ISNS","Image Sensing Systems, Inc. - Common Stock","S","N","N",100,"N","N"
"1838","ISRG","Intuitive Surgical, Inc. - Common Stock","Q","N","N",100,"N","N"
"1839","ISSC","Innovative Solutions and Support, Inc. - Common Stock","Q","N","N",100,"N","N"
"1840","ISTB","iShares Core 1-5 Year USD Bond ETF","G","N","N",100,"Y","N"
"1841","ISTR","Investar Holding Corporation - Common Stock","G","N","N",100,"N","N"
"1842","ITACU","Industrial Tech Acquisitions, Inc. - Unit","S","N","N",100,"N","N"
"1843","ITCI","Intra-Cellular Therapies Inc. - Common Stock","Q","N","N",100,"N","N"
"1844","ITI","Iteris, Inc. - Common Stock","S","N","N",100,"N","N"
"1845","ITIC","Investors Title Company - Common Stock","Q","N","N",100,"N","N"
"1846","ITMR","Itamar Medical Ltd. - American Depository Shares","S","N","N",100,"N","N"
"1847","ITOS","iTeos Therapeutics, Inc. - Common Stock","G","N","N",100,"N","N"
"1848","ITRI","Itron, Inc. - Common Stock","Q","N","N",100,"N","N"
"1849","ITRM","Iterum Therapeutics plc - Ordinary Share","G","N","D",100,"N","N"
"1850","ITRN","Ituran Location and Control Ltd. - Ordinary Shares","Q","N","N",100,"N","N"
"1851","IUS","Invesco RAFI Strategic US ETF","G","N","N",100,"Y","N"
"1852","IUSB","iShares Core Total USD Bond Market ETF","G","N","N",100,"Y","N"
"1853","IUSG","iShares Core S&P U.S. Growth ETF","G","N","N",100,"Y","N"
"1854","IUSS","Invesco RAFI Strategic US Small Company ETF","G","N","N",100,"Y","N"
"1855","IUSV","iShares Core S&P U.S. Value ETF","G","N","N",100,"Y","N"
"1856","IVA","Inventiva S.A. - American Depository Shares","G","N","N",100,"N","N"
"1857","IVAC","Intevac, Inc. - Common Stock","Q","N","N",100,"N","N"
"1858","IXUS","iShares Core MSCI Total International Stock ETF","G","N","N",100,"Y","N"
"1859","IZEA","IZEA Worldwide, Inc. - Common Stock","S","N","N",100,"N","N"
"1860","JACK","Jack In The Box Inc. - Common Stock","Q","N","N",100,"N","N"
"1861","JAGX","Jaguar Health, Inc. - Common Stock","S","N","D",100,"N","N"
"1862","JAKK","JAKKS Pacific, Inc. - Common Stock","Q","N","D",100,"N","N"
"1863","JAMF","Jamf Holding Corp. - Common Stock","Q","N","N",100,"N","N"
"1864","JAN","JanOne Inc. - Common Stock","S","N","N",100,"N","N"
"1865","JAZZ","Jazz Pharmaceuticals plc - Ordinary Shares","Q","N","N",100,"N","N"
"1866","JBHT","J.B. Hunt Transport Services, Inc. - Common Stock","Q","N","N",100,"N","N"
"1867","JBLU","JetBlue Airways Corporation - Common Stock","Q","N","N",100,"N","N"
"1868","JBSS","John B. Sanfilippo & Son, Inc. - Common Stock","Q","N","N",100,"N","N"
"1869","JCOM","j2 Global, Inc. - Common Stock","Q","N","N",100,"N","N"
"1870","JCS","Communications Systems, Inc. - Common Stock","G","N","N",100,"N","N"
"1871","JCTCF","Jewett-Cameron Trading Company - Common Shares","S","N","N",100,"N","N"
"1872","JD","JD.com, Inc. - American Depositary Shares","Q","N","N",100,"N","N"
"1873","JFIN","Jiayin Group Inc. - American Depositary Shares","G","N","N",100,"N","N"
"1874","JFU","9F Inc. - American Depositary Shares","G","N","N",100,"N","N"
"1875","JG","Aurora Mobile Limited - American Depositary Shares","G","N","N",100,"N","N"
"1876","JJSF","J & J Snack Foods Corp. - Common Stock","Q","N","N",100,"N","N"
"1877","JKHY","Jack Henry & Associates, Inc. - Common Stock","Q","N","N",100,"N","N"
"1878","JKI","iShares Morningstar Mid-Cap ETF","G","N","N",100,"Y","N"
"1879","JMPNL","JMP Group LLC - 7.25% Senior Notes due 2027","G","N","N",100,"N","N"
"1880","JMPNZ","JMP Group LLC - 6.875% Senior Notes due 2029","G","N","N",100,"N","N"
"1881","JNCE","Jounce Therapeutics, Inc. - Common Stock","Q","N","N",100,"N","N"
"1882","JOBS","51job, Inc. - American Depositary Shares, each representing two common shares","Q","N","N",100,"N","N"
"1883","JOUT","Johnson Outdoors Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"1884","JRJC","China Finance Online Co. Limited - American Depositary Shares","Q","N","N",100,"N","N"
"1885","JRSH","Jerash Holdings (US), Inc. - Common Stock","S","N","N",100,"N","N"
"1886","JRVR","James River Group Holdings, Ltd. - Common Shares","Q","N","N",100,"N","N"
"1887","JSM","Navient Corporation - 6% Senior Notes due December 15, 2043","Q","N","N",100,"N","N"
"1888","JSMD","Janus Henderson Small/Mid Cap Growth Alpha ETF","G","N","N",100,"Y","N"
"1889","JSML","Janus Henderson Small Cap Growth Alpha ETF","G","N","N",100,"Y","N"
"1890","JVA","Coffee Holding Co., Inc. - Common Stock","S","N","N",100,"N","N"
"1891","JYNT","The Joint Corp. - Common Stock","S","N","N",100,"N","N"
"1892","KALA","Kala Pharmaceuticals, Inc. - Common Stock","Q","N","N",100,"N","N"
"1893","KALU","Kaiser Aluminum Corporation - Common Stock","Q","N","N",100,"N","N"
"1894","KALV","KalVista Pharmaceuticals, Inc. - Common Stock","G","N","N",100,"N","N"
"1895","KBAL","Kimball International, Inc. - Class B Common Stock","Q","N","N",100,"N","N"
"1896","KBLM","KBL Merger Corp. IV - Common Stock","S","N","D",100,"N","N"
"1897","KBLMR","KBL Merger Corp. IV - Rights","S","N","D",100,"N","N"
"1898","KBLMU","KBL Merger Corp. IV - Unit","S","N","D",100,"N","N"
"1899","KBLMW","KBL Merger Corp. IV - Warrant","S","N","D",100,"N","N"
"1900","KBNT","Kubient, Inc. - Common Stock","S","N","N",100,"N","N"
"1901","KBNTW","Kubient, Inc. - Warrant","S","N","N",100,"N","N"
"1902","KBSF","KBS Fashion Group Limited - Common Stock","S","N","N",100,"N","N"
"1903","KBWB","Invesco KBW Bank ETF","G","N","N",100,"Y","N"
"1904","KBWD","Invesco KBW High Dividend Yield Financial ETF","G","N","N",100,"Y","N"
"1905","KBWP","Invesco KBW Property & Casualty Insurance ETF","G","N","N",100,"Y","N"
"1906","KBWR","Invesco KBW Regional Banking ETF","G","N","N",100,"Y","N"
"1907","KBWY","Invesco KBW Premium Yield Equity REIT ETF","G","N","N",100,"Y","N"
"1908","KC","Kingsoft Cloud Holdings Limited - American Depositary Shares","Q","N","N",100,"N","N"
"1909","KCAPL","Portman Ridge Finance Corporation - 6.125% Notes due 2022","Q","N","N",100,"N","N"
"1910","KDNY","Chinook Therapeutics, Inc. - Common Stock","Q","N","N",100,"N","N"
"1911","KDP","Keurig Dr Pepper Inc. - Common Stock","Q","N","N",100,"N","N"
"1912","KE","Kimball Electronics, Inc. - Common Stock","Q","N","N",100,"N","N"
"1913","KELYA","Kelly Services, Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"1914","KELYB","Kelly Services, Inc. - Class B Common Stock","Q","N","N",100,"N","N"
"1915","KEQU","Kewaunee Scientific Corporation - Common Stock","G","N","N",100,"N","N"
"1916","KERN","Akerna Corp. - Common Stock","S","N","N",100,"N","N"
"1917","KERNW","Akerna Corp. - Warrant","S","N","N",100,"N","N"
"1918","KFFB","Kentucky First Federal Bancorp - Common Stock","G","N","N",100,"N","N"
"1919","KFRC","Kforce, Inc. - Common Stock","Q","N","N",100,"N","N"
"1920","KHC","The Kraft Heinz Company - Common Stock","Q","N","N",100,"N","N"
"1921","KIDS","OrthoPediatrics Corp. - Common Stock","G","N","N",100,"N","N"
"1922","KIN","Kindred Biosciences, Inc. - Common Stock","S","N","N",100,"N","N"
"1923","KINS","Kingstone Companies, Inc - Common Stock","S","N","N",100,"N","N"
"1924","KIRK","Kirkland's, Inc. - Common Stock","Q","N","N",100,"N","N"
"1925","KLAC","KLA Corporation  - Common Stock","Q","N","N",100,"N","N"
"1926","KLDO","Kaleido Biosciences, Inc. - Common Stock","Q","N","N",100,"N","N"
"1927","KLIC","Kulicke and Soffa Industries, Inc. - Common Stock","Q","N","N",100,"N","N"
"1928","KLXE","KLX Energy Services Holdings, Inc.  - Common Stock","Q","N","N",100,"N","N"
"1929","KMDA","Kamada Ltd. - Ordinary Shares","Q","N","N",100,"N","N"
"1930","KNDI","Kandi Technologies Group, Inc. - Common Stock","Q","N","N",100,"N","N"
"1931","KNSA","Kiniksa Pharmaceuticals, Ltd. - Class A Common Stock","Q","N","N",100,"N","N"
"1932","KNSL","Kinsale Capital Group, Inc. - Common Stock","Q","N","N",100,"N","N"
"1933","KOD","Kodiak Sciences Inc - Common Stock","G","N","N",100,"N","N"
"1934","KOPN","Kopin Corporation - Common Stock","S","N","N",100,"N","N"
"1935","KOR","Corvus Gold Inc. - Common Shares","S","N","N",100,"N","N"
"1936","KOSS","Koss Corporation - Common Stock","S","N","N",100,"N","N"
"1937","KPTI","Karyopharm Therapeutics Inc. - Common Stock","Q","N","N",100,"N","N"
"1938","KRKR","36Kr Holdings Inc. - American Depositary Shares","G","N","N",100,"N","N"
"1939","KRMA","Global X Conscious Companies ETF","G","N","N",100,"Y","N"
"1940","KRMD","Repro Med Systems, Inc. - Common Stock","S","N","N",100,"N","N"
"1941","KRNT","Kornit Digital Ltd. - Ordinary Shares","Q","N","N",100,"N","N"
"1942","KRNY","Kearny Financial - Common Stock","Q","N","N",100,"N","N"
"1943","KRON","Kronos Bio, Inc. - Common Stock","Q","N","N",100,"N","N"
"1944","KROS","Keros Therapeutics, Inc. - common stock","G","N","N",100,"N","N"
"1945","KRTX","Karuna Therapeutics, Inc. - Common Stock","G","N","N",100,"N","N"
"1946","KRUS","Kura Sushi USA, Inc. - Class A Common Stock","G","N","N",100,"N","N"
"1947","KRYS","Krystal Biotech, Inc. - Common Stock","G","N","N",100,"N","N"
"1948","KSMT","Kismet Acquisition One Corp - Ordinary Shares","S","N","N",100,"N","N"
"1949","KSMTU","Kismet Acquisition One Corp - Unit","S","N","N",100,"N","N"
"1950","KSMTW","Kismet Acquisition One Corp - Warrant","S","N","N",100,"N","N"
"1951","KSPN","Kaspien Holdings Inc. - Common Stock","S","N","D",100,"N","N"
"1952","KTCC","Key Tronic Corporation - Common Stock","G","N","N",100,"N","N"
"1953","KTOS","Kratos Defense & Security Solutions, Inc. - Common Stock","Q","N","N",100,"N","N"
"1954","KTOV","Kitov Pharma Ltd. - American Depositary Shares","S","N","N",100,"N","N"
"1955","KTOVW","Kitov Pharma Ltd. - Warrants","S","N","N",100,"N","N"
"1956","KTRA","Kintara Therapeutics, Inc. - Common Stock","S","N","N",100,"N","N"
"1957","KURA","Kura Oncology, Inc. - Common Stock","Q","N","N",100,"N","N"
"1958","KVHI","KVH Industries, Inc. - Common Stock","Q","N","N",100,"N","N"
"1959","KXIN","Kaixin Auto Holdings - Ordinary Share","S","N","D",100,"N","N"
"1960","KYMR","Kymera Therapeutics, Inc. - Common Stock","G","N","N",100,"N","N"
"1961","KZIA","Kazia Therapeutics Limited - American Depositary Shares","S","N","N",100,"N","N"
"1962","KZR","Kezar Life Sciences, Inc. - Common Stock","Q","N","N",100,"N","N"
"1963","LACQ","Leisure Acquisition Corp. - Common Stock","S","N","N",100,"N","N"
"1964","LACQU","Leisure Acquisition Corp. - Unit","S","N","N",100,"N","N"
"1965","LACQW","Leisure Acquisition Corp. - Warrant","S","N","N",100,"N","N"
"1966","LAKE","Lakeland Industries, Inc. - Common Stock","G","N","N",100,"N","N"
"1967","LAMR","Lamar Advertising Company - Class A Common Stock","Q","N","N",100,"N","N"
"1968","LANC","Lancaster Colony Corporation - Common Stock","Q","N","N",100,"N","N"
"1969","LAND","Gladstone Land Corporation - Common Stock","G","N","N",100,"N","N"
"1970","LANDP","Gladstone Land Corporation - 6.375% Series A Cumulative Term Preferred Stock","G","N","N",100,"N","N"
"1971","LARK","Landmark Bancorp Inc. - Common Stock","G","N","N",100,"N","N"
"1972","LASR","nLIGHT, Inc. - Common Stock","Q","N","N",100,"N","N"
"1973","LATN","Union Acquisition Corp. II - Ordinary Shares","S","N","N",100,"N","N"
"1974","LATNU","Union Acquisition Corp. II - Units","S","N","N",100,"N","N"
"1975","LATNW","Union Acquisition Corp. II - Warrant","S","N","N",100,"N","N"
"1976","LAUR","Laureate Education, Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"1977","LAWS","Lawson Products, Inc. - Common Stock","Q","N","N",100,"N","N"
"1978","LAZY","Lazydays Holdings, Inc. - Common Stock","S","N","N",100,"N","N"
"1979","LBAI","Lakeland Bancorp, Inc. - Common Stock","Q","N","N",100,"N","N"
"1980","LBC","Luther Burbank Corporation - Common Stock","Q","N","N",100,"N","N"
"1981","LBRDA","Liberty Broadband Corporation - Class A Common Stock","Q","N","N",100,"N","N"
"1982","LBRDK","Liberty Broadband Corporation - Class C Common Stock","Q","N","N",100,"N","N"
"1983","LBTYA","Liberty Global plc - Class A Ordinary Shares","Q","N","N",100,"N","N"
"1984","LBTYB","Liberty Global plc - Class B Ordinary Shares","Q","N","N",100,"N","N"
"1985","LBTYK","Liberty Global plc - Class C Ordinary Shares","Q","N","N",100,"N","N"
"1986","LCA","Landcadia Holdings II, Inc. - Class A Common Stock","S","N","N",100,"N","N"
"1987","LCAHU","Landcadia Holdings II, Inc. - Unit","S","N","N",100,"N","N"
"1988","LCAHW","Landcadia Holdings II, Inc. - Warrant","S","N","N",100,"N","N"
"1989","LCAPU","Lionheart Acquisition Corp. II - Unit","S","N","N",100,"N","N"
"1990","LCNB","LCNB Corporation - Common Stock","S","N","N",100,"N","N"
"1991","LCUT","Lifetime Brands, Inc. - Common Stock","Q","N","N",100,"N","N"
"1992","LCYAU","Landcadia Holdings III, Inc. - Unit","S","N","N",100,"N","N"
"1993","LDEM","iShares ESG MSCI EM Leaders ETF","G","N","N",100,"Y","N"
"1994","LDSF","First Trust Low Duration Strategic Focus ETF","G","N","N",100,"Y","N"
"1995","LE","Lands' End, Inc. - Common Stock","S","N","N",100,"N","N"
"1996","LECO","Lincoln Electric Holdings, Inc. - Common Shares","Q","N","N",100,"N","N"
"1997","LEDS","SemiLEDS Corporation - Common Stock","S","N","N",100,"N","N"
"1998","LEGH","Legacy Housing Corporation - Common Stock","Q","N","N",100,"N","N"
"1999","LEGN","Legend Biotech Corporation - American Depositary Shares","Q","N","N",100,"N","N"
"2000","LEGR","First Trust Indxx Innovative Transaction & Process ETF","G","N","N",100,"Y","N"
"2001","LEVL","Level One Bancorp, Inc. - Common Stock","Q","N","N",100,"N","N"
"2002","LEVLP","Level One Bancorp, Inc. - Depositary Shares, Each Representing a 1/100th Interest in a Share of 7.50% Non-Cumulative Perpetual Preferred Stock, Series B","Q","N","N",100,"N","N"
"2003","LFAC","LF Capital Acquistion Corp. - Class A Common Stock","S","N","N",100,"N","N"
"2004","LFACU","LF Capital Acquistion Corp. - Unit","S","N","N",100,"N","N"
"2005","LFACW","LF Capital Acquistion Corp. - Warrant","S","N","N",100,"N","N"
"2006","LFUS","Littelfuse, Inc. - Common Stock","Q","N","N",100,"N","N"
"2007","LFVN","Lifevantage Corporation - Common Stock","S","N","N",100,"N","N"
"2008","LGHL","Lion Group Holding Ltd. - American Depositary Share","S","N","N",100,"N","N"
"2009","LGHLW","Lion Group Holding Ltd. - Warrant","S","N","N",100,"N","N"
"2010","LGIH","LGI Homes, Inc. - Common Stock","Q","N","N",100,"N","N"
"2011","LGND","Ligand Pharmaceuticals Incorporated - Common Stock","G","N","N",100,"N","N"
"2012","LHCG","LHC Group - common stock","Q","N","N",100,"N","N"
"2013","LI","Li Auto Inc. - American Depositary Shares","Q","N","N",100,"N","N"
"2014","LIFE","aTyr Pharma, Inc. - Common Stock","S","N","N",100,"N","N"
"2015","LILA","Liberty Latin America Ltd. - Class A Common Stock","Q","N","N",100,"N","N"
"2016","LILAK","Liberty Latin America Ltd. - Class C Common Stock","Q","N","N",100,"N","N"
"2017","LINC","Lincoln Educational Services Corporation - Common Stock","Q","N","N",100,"N","N"
"2018","LIND","Lindblad Expeditions Holdings Inc.  - Common Stock","S","N","N",100,"N","N"
"2019","LIQT","LiqTech International, Inc. - Common Stock","S","N","N",100,"N","N"
"2020","LITE","Lumentum Holdings Inc. - Common Stock","Q","N","N",100,"N","N"
"2021","LIVE","Live Ventures Incorporated - Common Stock","S","N","N",100,"N","N"
"2022","LIVK","LIV Capital Acquisition Corp. - Class A Ordinary Shares","S","N","N",100,"N","N"
"2023","LIVKU","LIV Capital Acquisition Corp. - Unit","S","N","N",100,"N","N"
"2024","LIVKW","LIV Capital Acquisition Corp. - Warrant","S","N","N",100,"N","N"
"2025","LIVN","LivaNova PLC - Ordinary Shares","Q","N","N",100,"N","N"
"2026","LIVX","LiveXLive Media, Inc. - Common Stock","S","N","N",100,"N","N"
"2027","LIZI","LIZHI INC. - American Depositary Shares","G","N","N",100,"N","N"
"2028","LJPC","La Jolla Pharmaceutical Company - Common Stock","S","N","N",100,"N","N"
"2029","LKCO","Luokung Technology Corp - Ordinary Shares","S","N","D",100,"N","N"
"2030","LKFN","Lakeland Financial Corporation - Common Stock","Q","N","N",100,"N","N"
"2031","LKQ","LKQ Corporation - Common Stock","Q","N","N",100,"N","N"
"2032","LLIT","Lianluo Smart Limited - Class A Common Stock","S","N","D",100,"N","N"
"2033","LLNW","Limelight Networks, Inc. - Common Stock","Q","N","N",100,"N","N"
"2034","LMAT","LeMaitre Vascular, Inc. - Common Stock","G","N","N",100,"N","N"
"2035","LMB","Limbach Holdings, Inc. - Common Stock","S","N","N",100,"N","N"
"2036","LMBS","First Trust Low Duration Opportunities ETF","G","N","N",100,"Y","N"
"2037","LMFA","LM Funding America, Inc. - Common Stock","S","N","D",100,"N","N"
"2038","LMFAW","LM Funding America, Inc. - Warrant","S","N","N",100,"N","N"
"2039","LMNL","Liminal BioSciences Inc. - Common Shares","G","N","N",100,"N","N"
"2040","LMNR","Limoneira Co - Common Stock","Q","N","N",100,"N","N"
"2041","LMNX","Luminex Corporation - Common Stock","Q","N","N",100,"N","N"
"2042","LMPX","LMP Automotive Holdings, Inc. - Common Stock","S","N","N",100,"N","N"
"2043","LMRK","Landmark Infrastructure Partners LP - Common Units","G","N","N",100,"N","N"
"2044","LMRKN","Landmark Infrastructure Partners LP - Preferred Stock","G","N","N",100,"N","N"
"2045","LMRKO","Landmark Infrastructure Partners LP - Preferred Units","G","N","N",100,"N","N"
"2046","LMRKP","Landmark Infrastructure Partners LP - 8.00% Series A Cumulative Redeemable Perpetual Preferred Units","G","N","N",100,"N","N"
"2047","LMST","Limestone Bancorp, Inc. - Common Stock","S","N","N",100,"N","N"
"2048","LNDC","Landec Corporation - Common Stock","Q","N","N",100,"N","N"
"2049","LNGR","Global X Longevity Thematic ETF","G","N","N",100,"Y","N"
"2050","LNSR","LENSAR, Inc. - Common Stock","S","N","N",100,"N","N"
"2051","LNT","Alliant Energy Corporation - Common Stock","Q","N","N",100,"N","N"
"2052","LNTH","Lantheus Holdings, Inc. - Common Stock","G","N","N",100,"N","N"
"2053","LOAC","Longevity Acquisition Corporation - Ordinary Shares","S","N","D",100,"N","N"
"2054","LOACR","Longevity Acquisition Corporation - Right","S","N","N",100,"N","N"
"2055","LOACU","Longevity Acquisition Corporation - Units","S","N","N",100,"N","N"
"2056","LOACW","Longevity Acquisition Corporation - Warrant","S","N","N",100,"N","N"
"2057","LOAN","Manhattan Bridge Capital, Inc - Common Stock","S","N","N",100,"N","N"
"2058","LOB","Live Oak Bancshares, Inc. - Common Stock","Q","N","N",100,"N","N"
"2059","LOCO","El Pollo Loco Holdings, Inc. - Common Stock","Q","N","N",100,"N","N"
"2060","LOGC","LogicBio Therapeutics, Inc. - Common Stock","G","N","N",100,"N","N"
"2061","LOGI","Logitech International S.A. - Registered Shares","Q","N","N",100,"N","N"
"2062","LONE","Lonestar Resources US Inc. - Class A Common Stock","G","N","N",100,"N","N"
"2063","LOOP","Loop Industries, Inc. - Common Stock","G","N","N",100,"N","N"
"2064","LOPE","Grand Canyon Education, Inc. - Common Stock","Q","N","N",100,"N","N"
"2065","LORL","Loral Space and Communications, Inc. - Common Stock","Q","N","N",100,"N","N"
"2066","LOVE","The Lovesac Company - Common Stock","G","N","N",100,"N","N"
"2067","LPCN","Lipocine Inc. - Common Stock","S","N","N",100,"N","N"
"2068","LPLA","LPL Financial Holdings Inc. - Common Stock","Q","N","N",100,"N","N"
"2069","LPRO","Open Lending Corporation - Class A Common Stock","G","N","N",100,"N","N"
"2070","LPSN","LivePerson, Inc. - Common Stock","Q","N","N",100,"N","N"
"2071","LPTH","LightPath Technologies, Inc. - Class A Common Stock","S","N","N",100,"N","N"
"2072","LPTX","Leap Therapeutics, Inc. - Common Stock","G","N","N",100,"N","N"
"2073","LQDA","Liquidia Technologies, Inc. - Common Stock","S","N","N",100,"N","N"
"2074","LQDT","Liquidity Services, Inc. - Common Stock","Q","N","N",100,"N","N"
"2075","LRCX","Lam Research Corporation - Common Stock","Q","N","N",100,"N","N"
