"","Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary.Quote","X"
"2449","RELX","RELX PLC","22.07","$42.64B","2015","Consumer Services","Publishing","https://old.nasdaq.com/symbol/relx",NA
"2450","RNR","RenaissanceRe Holdings Ltd.","173.19","$8.87B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/rnr",NA
"2451","RNR^E","RenaissanceRe Holdings Ltd.","25.35","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rnr^e",NA
"2452","RNR^F","RenaissanceRe Holdings Ltd.","27.37","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rnr^f",NA
"2453","SOL","Renesola Ltd.","4.15","$203.93M","2008","Technology","Semiconductors","https://old.nasdaq.com/symbol/sol",NA
"2454","RENN","Renren Inc.","4.16","$98.09M","2011","Technology","EDP Services","https://old.nasdaq.com/symbol/renn",NA
"2455","RPLA","Replay Acquisition Corp.","10.285","$369.62M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/rpla",NA
"2456","RPLA.U","Replay Acquisition Corp.","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/rpla.u",NA
"2457","RPLA.WS","Replay Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rpla.ws",NA
"2458","RSG","Republic Services, Inc.","93.14","$29.66B","1998","Public Utilities","Environmental Services","https://old.nasdaq.com/symbol/rsg",NA
"2459","REZI","Resideo Technologies, Inc.","12.18","$1.5B","2018","Capital Goods","Wholesale Distributors","https://old.nasdaq.com/symbol/rezi",NA
"2460","RMD","ResMed Inc.","176.12","$25.52B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/rmd",NA
"2461","RFP","Resolute Forest Products Inc.","5.19","$446.75M","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/rfp",NA
"2462","QSR","Restaurant Brands International Inc.","59.6","$18.07B","2014","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/qsr",NA
"2463","RPAI","Retail Properties of America, Inc.","5.98","$1.28B","2012","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rpai",NA
"2464","RVI","Retail Value Inc.","13.42","$266.11M","2018","Finance","Real Estate","https://old.nasdaq.com/symbol/rvi",NA
"2465","REVG","REV Group, Inc.","8.65","$549.07M","2017","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/revg",NA
"2466","REV","Revlon, Inc.","6.15","$327.96M","1996","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/rev",NA
"2467","RVLV","Revolve Group, Inc.","17.44","$1.21B","2019","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/rvlv",NA
"2468","REX","REX American Resources Corporation","72.69","$450.57M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/rex",NA
"2469","REXR","Rexford Industrial Realty, Inc.","51.37","$6.36B","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rexr",NA
"2470","REXR^A","Rexford Industrial Realty, Inc.","25.55","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rexr^a",NA
"2471","REXR^B","Rexford Industrial Realty, Inc.","26.535","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rexr^b",NA
"2472","REXR^C","Rexford Industrial Realty, Inc.","26.7328","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rexr^c",NA
"2473","RXN","Rexnord Corporation","31.95","$3.86B","2012","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/rxn",NA
"2474","RH","RH","371.46","$7.25B","2012","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/rh",NA
"2475","LEAP.U","Ribbit LEAP, Ltd.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/leap.u",NA
"2476","RNG","Ringcentral, Inc.","287.41","$25.57B","2013","Technology","EDP Services","https://old.nasdaq.com/symbol/rng",NA
"2477","RIO","Rio Tinto Plc","62.09","$77.41B","2002","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/rio",NA
"2478","RBA","Ritchie Bros. Auctioneers Incorporated","65.27","$7.1B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/rba",NA
"2479","RAD","Rite Aid Corporation","10.07","$556.11M","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/rad",NA
"2480","RFM","RiverNorth Flexible Municipal Income Fund, Inc.","20.45","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/rfm",NA
"2481","RMM","RiverNorth Managed Duration Municipal Income Fund, Inc.","16.91","$333.8M","2019","n/a","n/a","https://old.nasdaq.com/symbol/rmm",NA
"2482","RMI","RiverNorth Opportunistic Municipal Income Fund, Inc.","20.83","$132.76M","2018","n/a","n/a","https://old.nasdaq.com/symbol/rmi",NA
"2483","RIV","RiverNorth Opportunities Fund, Inc.","14.48","$135.37M","2015","n/a","n/a","https://old.nasdaq.com/symbol/riv",NA
"2484","RIV~","RiverNorth Opportunities Fund, Inc.","0.011","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/riv~",NA
"2485","RMPL^","RiverNorth Specialty Finance Corporation","25.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rmpl^",NA
"2486","RSF","RiverNorth Specialty Finance Corporation","15.15","$82.81M","2019","n/a","n/a","https://old.nasdaq.com/symbol/rsf",NA
"2487","OPP","RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.","14.11","$188.86M","2016","n/a","n/a","https://old.nasdaq.com/symbol/opp",NA
"2488","RLI","RLI Corp.","85.72","$3.85B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/rli",NA
"2489","RLJ","RLJ Lodging Trust","8.98","$1.48B","2011","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rlj",NA
"2490","RLJ^A","RLJ Lodging Trust","23.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rlj^a",NA
"2491","RMG","RMG Acquisition Corp.","10.54","$303.03M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/rmg",NA
"2492","RMG.U","RMG Acquisition Corp.","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/rmg.u",NA
"2493","RMG.WS","RMG Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rmg.ws",NA
"2494","RHI","Robert Half International Inc.","58.14","$6.66B","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/rhi",NA
"2495","RKT","Rocket Companies, Inc.","22.96","$45.91B","2020","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/rkt",NA
"2496","ROK","Rockwell Automation, Inc.","244.28","$28.33B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/rok",NA
"2497","RCI","Rogers Communication, Inc.","41","$20.7B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/rci",NA
"2498","ROG","Rogers Corporation","110.32","$2.06B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/rog",NA
"2499","ROL","Rollins, Inc.","57.47","$18.84B","n/a","Finance","Diversified Commercial Services","https://old.nasdaq.com/symbol/rol",NA
"2500","ROP","Roper Technologies, Inc.","414.39","$43.39B","1992","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/rop",NA
"2501","RST","Rosetta Stone","29.95","$737.04M","2009","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/rst",NA
"2502","RY","Royal Bank Of Canada","74.16","$105.47B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/ry",NA
"2503","RY^T","Royal Bank Of Canada","28.86","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ry^t",NA
"2504","RCL","Royal Caribbean Group","71.09","$15.26B","1993","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/rcl",NA
"2505","RDS.A","Royal Dutch Shell PLC","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rds.a",NA
"2506","RDS.B","Royal Dutch Shell PLC","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rds.b",NA
"2507","RGT","Royce Global Value Trust, Inc.","12.65","$132.87M","2013","n/a","n/a","https://old.nasdaq.com/symbol/rgt",NA
"2508","RMT","Royce Micro-Cap Trust, Inc.","8.33","$359.01M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rmt",NA
"2509","RVT","Royce Value Trust, Inc.","13.62","$1.37B","1986","n/a","n/a","https://old.nasdaq.com/symbol/rvt",NA
"2510","RES","RPC, Inc.","2.82","$606.65M","n/a","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/res",NA
"2511","RPM","RPM International Inc.","87.24","$11.34B","n/a","Basic Industries","Paints/Coatings","https://old.nasdaq.com/symbol/rpm",NA
"2512","RPT","RPT Realty","5.57","$450.87M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rpt",NA
"2513","RPT^D","RPT Realty","41.83","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rpt^d",NA
"2514","RYB","RYB Education, Inc.","2.8901","$79.73M","2017","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/ryb",NA
"2515","R","Ryder System, Inc.","47.24","$2.54B","n/a","Consumer Services","Rental/Leasing Companies","https://old.nasdaq.com/symbol/r",NA
"2516","RYI","Ryerson Holding Corporation","7.56","$288.17M","2014","Basic Industries","Metal Fabrications","https://old.nasdaq.com/symbol/ryi",NA
"2517","RHP","Ryman Hospitality Properties, Inc.","42.55","$2.34B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rhp",NA
"2518","SPGI","S&P Global Inc.","356.76","$85.98B","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/spgi",NA
"2519","SBR","Sabine Royalty Trust","29.95","$436.65M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/sbr",NA
"2520","SB","Safe Bulkers, Inc","1.08","$110.29M","2008","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/sb",NA
"2521","SB^C","Safe Bulkers, Inc","19.27","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sb^c",NA
"2522","SB^D","Safe Bulkers, Inc","19.32","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sb^d",NA
"2523","SFE","Safeguard Scientifics, Inc.","5.98","$124.28M","n/a","Finance","Finance/Investors Services","https://old.nasdaq.com/symbol/sfe",NA
"2524","SAFE","Safehold Inc.","64.46","$3.29B","2017","Consumer Services","Real Estate","https://old.nasdaq.com/symbol/safe",NA
"2525","SAIL","SailPoint Technologies Holdings, Inc.","44.6","$4.04B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/sail",NA
"2526","CRM","Salesforce.com Inc","265.98","$242.04B","2004","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/crm",NA
"2527","SMM","Salient Midstream & MLP Fund","3.91","$69.29M","2012","n/a","n/a","https://old.nasdaq.com/symbol/smm",NA
"2528","SBH","Sally Beauty Holdings, Inc.","9.52","$1.07B","n/a","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/sbh",NA
"2529","SJT","San Juan Basin Royalty Trust","2.5698","$119.78M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/sjt",NA
"2530","SBG.U","Sandbridge Acquisition Corporation","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/sbg.u",NA
"2531","SD","SandRidge Energy, Inc.","1.9","$68.05M","2016","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/sd",NA
"2532","SAND          ","Sandstorm Gold Ltd","8.73","$1.67B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/sand",NA
"2533","SC","Santander Consumer USA Holdings Inc.","19.94","$6.1B","2014","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/sc",NA
"2534","SAP","SAP SE","157.14","$187.57B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/sap",NA
"2535","SAF","Saratoga Investment Corp","25.08","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/saf",NA
"2536","SAK","Saratoga Investment Corp","25.89","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/sak",NA
"2537","SAR","Saratoga Investment Corp","19.2","$215.38M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sar",NA
"2538","SSL","Sasol Ltd.","7.51","$4.75B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/ssl",NA
"2539","BFS","Saul Centers, Inc.","27.73","$643.34M","1993","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/bfs",NA
"2540","BFS^D","Saul Centers, Inc.","24.37","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bfs^d",NA
"2541","BFS^E","Saul Centers, Inc.","24.35","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bfs^e",NA
"2542","SCPE","SC Health Corporation","10.08","$229.95M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/scpe",NA
"2543","SCPE.U","SC Health Corporation","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/scpe.u",NA
"2544","SCPE.WS","SC Health Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/scpe.ws",NA
"2545","SLB","Schlumberger N.V.","16.23","$22.53B","n/a","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/slb",NA
"2546","SNDR","Schneider National, Inc.","24.91","$4.42B","2017","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/sndr",NA
"2547","SWM","Schweitzer-Mauduit International, Inc.","32.26","$1.01B","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/swm",NA
"2548","SAIC","SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","80.1","$4.66B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/saic",NA
"2549","SALT","Scorpio Bulkers Inc.","15.54","$192.49M","2013","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/salt",NA
"2550","SBBA","Scorpio Tankers Inc.","23.38","n/a","2020","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/sbba",NA
"2551","STNG","Scorpio Tankers Inc.","11.34","$666.88M","2010","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/stng",NA
"2552","SMG","Scotts Miracle-Gro Company (The)","164.05","$9.15B","1992","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/smg",NA
"2553","KTF","Scudder Municiple Income Trust","11.1","$438.46M","1988","n/a","n/a","https://old.nasdaq.com/symbol/ktf",NA
"2554","KSM","Scudder Strategic Municiple Income Trust","10.71","$119.99M","1989","n/a","n/a","https://old.nasdaq.com/symbol/ksm",NA
"2555","SRL","Scully Royalty Ltd.","4.43","$55.62M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/srl",NA
"2556","SCU","Sculptor Capital Management, Inc.","11.58","$639.63M","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/scu",NA
"2557","SCVX","SCVX Corp.","10.02","$288.08M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/scvx",NA
"2558","SCVX.U","SCVX Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/scvx.u",NA
"2559","SCVX.WS","SCVX Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/scvx.ws",NA
"2560","SE","Sea Limited","172.12","$83.95B","2017","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/se",NA
"2561","SA","Seabridge Gold, Inc.","19.87","$1.32B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/sa",NA
"2562","CKH","SEACOR Holdings, Inc.","32.11","$653.11M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/ckh",NA
"2563","SMHI","SEACOR Marine Holdings Inc.","2.31","$53.19M","2017","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/smhi",NA
"2564","SEE","Sealed Air Corporation","42.68","$6.64B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/see",NA
"2565","SEAS","SeaWorld Entertainment, Inc.","22.68","$1.78B","2013","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/seas",NA
"2566","WTTR","Select Energy Services, Inc.","3.78","$389.73M","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/wttr",NA
"2567","SEM","Select Medical Holdings Corporation","22.45","$3.01B","2009","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/sem",NA
"2568","SLQT","SelectQuote, Inc.","19.62","$3.19B","2020","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/slqt",NA
"2569","SRE","Sempra Energy","126.01","$36.45B","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/sre",NA
"2570","SRE^A","Sempra Energy","102.55","n/a","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/sre^a",NA
"2571","SRE^B","Sempra Energy","102.96","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sre^b",NA
"2572","SREA","Sempra Energy","27.24","n/a","2019","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/srea",NA
"2573","ST","Sensata Technologies Holding plc","47.74","$7.51B","2010","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/st",NA
"2574","SXT","Sensient Technologies Corporation","62.64","$2.65B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/sxt",NA
"2575","SQNS","Sequans Communications S.A.","5.5","$166.72M","2011","Technology","Semiconductors","https://old.nasdaq.com/symbol/sqns",NA
"2576","SRG","Seritage Growth Properties","14.1","$788.18M","2015","Finance","Real Estate","https://old.nasdaq.com/symbol/srg",NA
"2577","SRG^A","Seritage Growth Properties","18","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/srg^a",NA
"2578","SCI","Service Corporation International","44.94","$7.92B","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/sci",NA
"2579","NOW","ServiceNow, Inc.","508.61","$97.55B","2012","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/now",NA
"2580","SFL","SFL Corporation Ltd","7.84","$936.08M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/sfl",NA
"2581","SHAK","Shake Shack, Inc.","72.18","$2.98B","2015","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/shak",NA
"2582","SJR","Shaw Communications Inc.","17.96","$9.21B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/sjr",NA
"2583","SHLX","Shell Midstream Partners, L.P.","9.6","$3.78B","2014","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/shlx",NA
"2584","SHW","Sherwin-Williams Company (The)","698.4","$63.59B","n/a","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/shw",NA
"2585","FOUR","Shift4 Payments, Inc.","55.71","$4.46B","2020","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/four",NA
