,index,value
0,TZA,Direxion Small Cap Bear 3X Shar
1,TDAC,Trident Acquisitions Corp.
2,TPAC,TRANS-PACIFIC AEROSPACE CO INC
3,HZAC,Horizon Acquisition Corporation
4,TZPC,THERMAFREEZE PRODUCTS CORPORATI
5,TAC,TransAlta Corporation
6,TTAC,TrimTabs US Free Cash Flow Qual
7,TZACU,Tenzing Acquisition Corp.
8,TRAC,TRACK DATA CORP
9,TWAC,TWA CORP
10,TZAC,Tenzing Acquisition Corp.
11,TZACW,TZACW
12,TXAC,TXAC
