,index,value
0,DHC,Diversified Healthcare Trust
1,NPHC,NUTRA PHARMA CORP
2,DLHC,DLH Holdings Corp.
3,DPHCU,DiamondPeak Holdings Corp.
4,OPHC,"OptimumBank Holdings, Inc."
5,CPHC,Canterbury Park Holding Corpora
6,DPHS,DPHS
7,DPHCW,DPHCW
8,DPHC,DPHC
