,index,value
0,ARCB,ArcBest Corporation
1,RYB,"RYB Education, Inc."
2,ARYA,ARYA Sciences Acquisition Corp 
3,ARYC,ARRAYIT CORP
4,ARB,AltShares Merger Arbitrage ETF
