,index,value
0,LOAC,Longevity Acquisition Corporati
1,LOAN,"Manhattan Bridge Capital, Inc"
2,LOAK,Live Oak Acquisition Corp.
3,LOCK,"LifeLock, Inc."
4,OAK,OAK
5,LOOK,LOOK
6,TOAK,TOAK
