,index,value
0,KBLB,KRAIG BIOCRAFT LABORATORIES INC
1,KMLM,KFA Mount Lucas Index Strategy 
2,KBLMW,KBLMW
3,KBLMR,KBLMR
4,KBLMU,KBLMU
