,index,value
0,SPAK,Defiance Next Gen SPAC Derived 
1,SPRQ,Spartan Acquisition Corp. II
2,SPHQ,Invesco S&P 500 Quality ETF
3,SPAB,SPDR Portfolio Aggregate Bond E
4,SPQQ,SPQQ
5,SPQQ,Siren Large Cap Blend Index ETF
6,SPA,SPA
7,SPAN,SPAN
8,SRAQ,SRAQ
9,SPAG,SPAG
10,SAQ,SAQ
11,SPAR,SPAR
12,SPAK,SPAK
13,SPAQ,SPAQ
14,GSPAQ,GSPAQ
15,GPAQ,GPAQ
