,index,value
0,HAAC,Health Assurance Acquisition Co
1,HYMC,Hycroft Mining Holding Corporat
2,HZAC,Horizon Acquisition Corporation
3,HCAC,Hennessy Capital Acquisition Co
4,YAC,Yucaipa Acquisition Corporation
5,JYAC,Jiya Acquisition Corp.
6,HYAC,Haymaker Acquisition Corp. II
7,HYACU,Haymaker Acquisition Corp. II
8,HYACW,HYACW
9,HYAS,HYAS
10,HYQC,HYQC
11,HSAC,HSAC
