,index,value
0,SAMA,Schultze Special Purpose Acquis
1,^SAMAU,^SAMAU
2,SAMAW,SAMAW
3,SAMAU,Schultze Special Purpose Acquis
4,SAMAX,Moderately Aggressive Balanced 
