,index,value
0,HCHC,"HC2 Holdings, Inc."
1,HCC,"Warrior Met Coal, Inc."
2,HCCI,"Heritage-Crystal Clean, Inc."
3,ICCH,"ICC Holdings, Inc."
4,HCCH,HL Acquisitions Corp.
5,HCCA,HEALTHCARE CORPORATION OF AMERI
6,HCCHU,HL Acquisitions Corp.
7,HCCHW,HCCHW
8,HCCHR,HL Acquisitions Corp.
9,HTCH,HTCH
10,RCCH,RCC HOLDINGS CORP
11,HCCC,HCCC
12,HCCO,HCCO
13,CCH,CCH
