,index,value
0,GMGI,GOLDEN MATRIX GROUP INC
1,SMHI,SEACOR Marine Holdings Inc.
2,GMHIU,"Gores Metropoulos, Inc."
3,GMNI,GEMINI GROUP GLOBAL CORP
4,MHI,Pioneer Municipal High Income T
5,FMHI,First Trust Municipal High Inco
6,OMHI,OM HOLDINGS INTERNATIONAL INC
7,WMHI,WORLD MOBILE HLDGS
8,GRHI,GOLD ROCK HOLDINGS INC
9,GMEI,GAMBIT ENERGY INC
10,EMHI,EAST MORGAN HOLDINGS INC
11,GMCI,GMCI
12,GHI,GHI
13,GMVI,GMVI
14,GMUI,GMUI
15,GUHI,GUHI
16,GMHIW,GMHIW
17,GMHI,GMHI
18,DMHI,DMHI
