,index,value
0,FTOCU,FTAC Olympus Acquisition Corp.
1,MTACU,MedTech Acquisition Corporation
2,ETACU,E.Merge Technology Acquisition 
3,FCACU,Falcon Capital Acquisition Corp
4,FLACU,Frazier Lifesciences Acquisitio
5,ITACU,"Industrial Tech Acquisitions, I"
6,PTACU,PropTech Acquisition Corporatio
7,CTACU,CTACU
8,FTACX,FTACX
9,ATACU,ATACU
10,FTACU,FTACU
11,FSACU,FSACU
12,FTACW,FTACW
13,FTAC,FTAC
