,index,value
0,MMYT,MakeMyTrip Limited
1,DMYD,"dMY Technology Group, Inc. II"
2,MYT,"Urban Tea, Inc."
3,DMYI,"dMY Technology Group, Inc. III"
4,AMYT,Amryt Pharma plc
5,DMYT,"dMY Technology Group, Inc."
6,DLYT,DAIS CORPORATION
