,index,value
0,CCL,Carnival Corporation
1,CCTL,COIN CITADEL
2,CCC,Clarivate Plc
3,CMCL,Caledonia Mining Corporation Pl
4,CCCC,"C4 Therapeutics, Inc."
5,CCEL,CRYO-CELL INTERNATIONAL INC
6,CCC.L,COMPUTACENTER PLC ORD 7 5/9P
7,CCCI,CHINA CABLE & COMMUNICATIONS IN
8,CLCL,CALCOL INC
9,CCCR,CCCR
10,CRCL,CRCL
11,CCCLX,Ziegler FAMCO Covered Call Fund
12,CCCL,CCCL
