,index,value
0,IRBT,iRobot Corporation
1,SRET,Global X SuperDividend REIT ETF
2,IRT,"Independence Realty Trust, Inc."
3,ARET,ARETE INDUSTRIES INC
4,IRET,Investors Real Estate Trust Sha
5,LRET,LRET
6,IREP,INTEREP NATIONAL RADIO SALES IN
7,IRETP,IRETP
8,IRGT,IRGT
9,IRE,IRE
