,index,value
0,FNCL,Fidelity MSCI Financials Index 
1,MNRL,"Brigham Minerals, Inc."
2,MNCL,Monocle Acquisition Corporation
3,MNCLX,MFS North Carolina Municipal Bo
4,MNCLW,MNCLW
5,MNCLU,Monocle Acquisition Corporation
6,MNC.L,MNC.L
7,BNCL,BNCL
8,MDCL,MDCL
