,index,value
0,ALXN,"Alexion Pharmaceuticals, Inc."
1,MAXN,"Maxeon Solar Technologies, Ltd."
2,AAN,"Aarons Holdings Company, Inc."
3,AAXN,"Axon Enterprise, Inc."
4,AAON,"AAON, Inc."
5,AAXJ,iShares MSCI All Country Asia e
6,ADXN,Addex Therapeutics Ltd
7,AIXN,AIXIN LIFE INTERNATIONAL INC
8,AXN,AXN
9,AAXT,AAMAXAN TRANS GROUP INC
