,index,value
0,KLAC,KLA Corporation
1,ACAC,Acies Acquisition Corp.
2,FCAC,Falcon Capital Acquisition Corp
3,MCAC,Mountain Crest Acquisition Corp
4,CCAC,CITIC Capital Acquisition Corp.
5,DCAC,DANIELS CORPORATE ADVISORY CO I
6,CAC,Camden National Corporation
7,HCAC,Hennessy Capital Acquisition Co
8,KCPC,KEY CAPITAL CORP
9,BCAC,BCAC
10,KAAC,KAAC
11,ECAC,ECAC
12,KCC,KCC
13,KCAP,KCAP
14,SCAC,SCAC
15,KCAC,KCAC
