,index,value
0,MGI,"Moneygram International, Inc."
1,WMG,Warner Music Group Corp.
2,GMGI,GOLDEN MATRIX GROUP INC
3,TMGI,MARQUIE GROUP INC
4,WUGI,Esoterica NextG Economy ETF
5,SMGI,SMG INDUSTRIES INC
6,WMGR,WELLNESS MATRIX GROUP INC
7,WUGI,WUGI
8,WOGI,WORLD OIL GROUP INC
9,WMHI,WORLD MOBILE HLDGS
10,WSGI,WSGI
11,IMGI,IMAGINON INC
12,AMGI,AMGI
13,VMGI,VMGI
14,WMSI,WMSI
15,WMGI,WMGI
16,WMGIZ,WMGIZ
17,WMBI,WMBI
