,index,value
0,PAA,"Plains All American Pipeline, L"
1,CPA,"Copa Holdings, S.A. Copa Holdin"
2,CPTA,Capitala Finance Corp.
3,CPAH,CounterPath Corporation
4,MPAA,"Motorcar Parts of America, Inc."
5,CPAC,Cementos Pacasmayo S.A.A.
6,CTAA,Qwest Corporation 7% Notes due 
7,CAPA,HighCape Capital Acquisition Co
8,CPAAU,Conyers Park II Acquisition Cor
9,CAA,CAA
10,CPLA,CPLA
11,CPAI,CHAMPION PAIN CARE CORP
12,CCAA,CCAA
13,CPAAW,CPAAW
14,CPKA,CPKA
15,CHAA,CHAA
16,CPAA,CPAA
