,index,value
0,CGC,Canopy Growth Corporation
1,LAC,Lithium Americas Corp.
2,KGC,Kinross Gold Corporation
3,IGC,India Globalization Capital Inc
4,LNC,Lincoln National Corporation
5,LC,LendingClub Corporation
6,TGC,"Tengasco, Inc."
7,LTC,"LTC Properties, Inc."
