,index,value
0,SPH,"Suburban Propane Partners, L.P."
1,SBH,"Sally Beauty Holdings, Inc. (Na"
2,TBPH,"Theravance Biopharma, Inc."
3,SCPH,scPharmaceuticals Inc.
4,SPPH,SPENCER PHARMACEUTICAL INC
5,KBPH,KYTO TECHNOLOGY AND LIFE SCI IN
6,SBPH,SBPH
