,index,value
0,PDI,PIMCO Dynamic Income Fund
1,PDMI,PARADIGM MEDICAL INDUSTRIES INC
2,PDLI,"PDL BioPharma, Inc."
3,ADLI,AMERICAN MEDICAL TECHNOLOGIES
4,PHLI,PACIFICHEALTH LABORATORIES INC
5,PCLI,PROTOCALL TECHNOLOGIES INC
6,PDLB,PDL Community Bancorp
7,PDLIX,"PNC Fds, Tax-Exempt Limited Mat"
8,PDII,PDII
9,PDLA,PDLA
