,index,value
0,ORAN,Orange
1,VRSN,"VeriSign, Inc."
2,ORN,"Orion Group Holdings, Inc."
3,MRSN,"Mersana Therapeutics, Inc."
4,ARSN,AUREUS INC
5,OSN,"Ossen Innovation Co., Ltd."
6,ORBN,OREGON BANCORP INC
