,index,value
0,AKBA,"Akebia Therapeutics, Inc."
1,ACA,"Arcosa, Inc."
2,AKVA,ARKANOVA ENERGY COMPANY
3,ACCA,ACACIA DIVERSIFIED HOLDINGS INC
4,AMCA,iShares Russell 1000 Pure U.S. 
5,AKCNS.IS,AKCANSA
6,AKCA,AKCA
7,AKOA,AKOA
