,index,value
0,TOTA,Tottenham Acquisition I Limited
1,TOTAX,USA Mutuals Takeover Targets Fu
2,TOTAR,Tottenham Acquisition I Limited
3,TOTAW,TOTAW
4,DOTAU,DOTAU
5,TOTAU,Tottenham Acquisition I Limited
