,index,value
0,CFFN,"Capitol Federal Financial, Inc."
1,PFFA,Virtus InfraCap U.S. Preferred 
2,CFFI,C&F Financial Corporation
3,FFA,First Trust Enhanced Equity Inc
4,CFA,VictoryShares US 500 Volatility
5,CEFA,Global X S&P Catholic Values De
6,CEFA,CEFA
7,CFXA,Colfax Corporation 5.75% Tangib
8,CFFAW,CFFAW
9,CFFAX,CFFAX
10,CFFAU,CFFAU
11,CFFA,CFFA
12,CBFA,CBFA
