,index,value
0,REGN,"Regeneron Pharmaceuticals, Inc."
1,RESN,Resonant Inc.
2,REYN,Reynolds Consumer Products Inc.
3,RXN,Rexnord Corporation
4,RENN,Renren Inc.
5,REXR,"Rexford Industrial Realty, Inc."
6,EXN,Excellon Resources Inc.
7,REX,REX American Resources Corporat
8,RECN,RECN
9,RENX,RENX
10,REXX,REXX
11,REXNORD.BO,REXNORD ELECTRONICS & CONTROLS
12,REN,REN
13,REON,REON
14,REXI,REXI
15,4RX.SG,Rexnord Corp. Registered Shs DL
16,4RX.F,"REXNORD CORP. DL-,01"
17,REXN,REXN
