,index,value
0,LMACU,Liberty Media Acquisition Corpo
1,CFACU,CF Finance Acquisition Corp. II
2,FLACU,Frazier Lifesciences Acquisitio
3,LWACU,Locust Walk Acquisition Corp.
4,LOACU,Longevity Acquisition Corporati
5,LFAC,LF Capital Acquistion Corp.
6,LFACU,LF Capital Acquistion Corp.
7,LFACW,LFACW
8,LSACU,LifeSci Acquisition Corp.
9,MFACU,MFACU
