,index,value
0,JCP,JCP
1,BCAP,BARON CAP ENTERPRISE INC
2,HCAP,Harvest Capital Credit Corporat
3,CCAP,"Crescent Capital BDC, Inc."
4,LCAP,Lionheart Acquisition Corp. II
5,NCAP,NORTHSIGHT CAPITAL INC
6,CAP,Capitol Investment Corp. V
7,FCAP,"First Capital, Inc."
8,JCAPX,Janus Henderson Forty Fund - I 
9,MCAP,MANGO CAPITAL INC
10,TCAP,TCAP
11,SCAP,SCAP
12,KCAP,KCAP
13,JCAP,JCAP
14,GCAP,GCAP
