,index,value
0,NTR,Nutrien Ltd.
1,NTAP,"NetApp, Inc."
2,TRP,TC Energy Corporation
3,NTRR,NEUTRA CORP
4,NTRA,"Natera, Inc."
5,NTRS,Northern Trust Corporation
6,NTP,Nam Tai Property Inc.
7,NRP,Natural Resource Partners LP Li
8,NTIP,"Network-1 Technologies, Inc."
9,NGRP,NGEN TECHNOLOGIES HOLDINGS CORP
10,NTRB,NUTRIBAND INC
11,NTBP,NEW TRIPOLI BANCORP INC
12,NTRU,NATUR INTERNATIONAL CORP
13,STRP,STRP
14,CTRP,CTRP
15,NTRPD,NTRPD
16,NTRSP,NTRSP
17,PTRP,PTRP
18,NTRP,NTRP
19,NTRI,NTRI
