,index,value
0,STZ,"Constellation Brands, Inc."
1,UTZ,Utz Brands Inc
2,MTZ,"MasTec, Inc."
3,HTA,"Healthcare Trust of America, In"
4,HT,Hersha Hospitality Trust
5,HTH,Hilltop Holdings Inc.
6,BTZ,BlackRock Credit Allocation Inc
7,HTD,John Hancock Tax Advantaged Div
8,NTZ,"Natuzzi, S.p.A."
9,HTY,John Hancock Tax-Advantaged Glo
10,CTZ,Qwest Corporation 6.625% Notes 
11,HTS,HTS
12,HTF,HTF
13,HBZ,HBZ
14,HRZ,HRZ
