"","date","TRUP"
"156","2015-03-02",8.07
"157","2015-03-03",8.14
"158","2015-03-04",8.12
"159","2015-03-05",8
"160","2015-03-06",7.99
"161","2015-03-09",8.01
"162","2015-03-10",7.98
"163","2015-03-11",7.99
"164","2015-03-12",8.02
"165","2015-03-13",7.87
"166","2015-03-16",7.99
"167","2015-03-17",7.95
"168","2015-03-18",7.95
"169","2015-03-19",7.82
"170","2015-03-20",8.25
"171","2015-03-23",8.41
"172","2015-03-24",8.47
"173","2015-03-25",8.33
"174","2015-03-26",8.28
"175","2015-03-27",8.31
"176","2015-03-30",8.12
"177","2015-03-31",8
"178","2015-04-01",8.05
"179","2015-04-02",7.98
"180","2015-04-06",8.13
"181","2015-04-07",8.2
"182","2015-04-08",8.22
"183","2015-04-09",8.22
"184","2015-04-10",8.34
"185","2015-04-13",8.4
"186","2015-04-14",8.24
"187","2015-04-15",8.37
"188","2015-04-16",8.37
"189","2015-04-17",8.2
"190","2015-04-20",8.12
"191","2015-04-21",8.1
"192","2015-04-22",8.18
"193","2015-04-23",8.3
"194","2015-04-24",8.09
"195","2015-04-27",8.09
"196","2015-04-28",8.12
"197","2015-04-29",7.85
"198","2015-04-30",7.41
"199","2015-05-01",7.74
"200","2015-05-04",7.91
"201","2015-05-05",7.98
"202","2015-05-06",8.04
"203","2015-05-07",8.04
"204","2015-05-08",8.23
"205","2015-05-11",8.08
"206","2015-05-12",8.04
"207","2015-05-13",7.98
"208","2015-05-14",8.24
"209","2015-05-15",8.18
"210","2015-05-18",8.18
"211","2015-05-19",8.33
"212","2015-05-20",8.26
"213","2015-05-21",8.29
"214","2015-05-22",8.33
"215","2015-05-26",8.3
"216","2015-05-27",8.38
"217","2015-05-28",8.44
"218","2015-05-29",8.38
"219","2015-06-01",8.37
"220","2015-06-02",8.3
"221","2015-06-03",8.3
"222","2015-06-04",8.01
"223","2015-06-05",8.04
"224","2015-06-08",8
"225","2015-06-09",8.04
"226","2015-06-10",8.15
"227","2015-06-11",8.14
"228","2015-06-12",8.12
"229","2015-06-15",8.3
"230","2015-06-16",8.49
"231","2015-06-17",8.46
"232","2015-06-18",8.43
"233","2015-06-19",8.32
"234","2015-06-22",8.45
"235","2015-06-23",8.5
"236","2015-06-24",8.47
"237","2015-06-25",8.47
"238","2015-06-26",8.36
"239","2015-06-29",8.19
"240","2015-06-30",8.24
"241","2015-07-01",8.34
"242","2015-07-02",8.25
"243","2015-07-06",8
"244","2015-07-07",8
"245","2015-07-08",8.03
"246","2015-07-09",8.17
"247","2015-07-10",8.13
"248","2015-07-13",8.36
"249","2015-07-14",8.43
"250","2015-07-15",8.42
"251","2015-07-16",8.44
"252","2015-07-17",8.63
"253","2015-07-20",8.4
"254","2015-07-21",8.49
"255","2015-07-22",8.47
"256","2015-07-23",8.46
"257","2015-07-24",7.78
"258","2015-07-27",7.65
"259","2015-07-28",7.55
"260","2015-07-29",7.57
"261","2015-07-30",7.65
"262","2015-07-31",7.72
"263","2015-08-03",7.78
"264","2015-08-04",7.59
"265","2015-08-05",8.41
"266","2015-08-06",8.15
"267","2015-08-07",8.02
"268","2015-08-10",8.2
"269","2015-08-11",8.32
"270","2015-08-12",8.57
"271","2015-08-13",8.48
"272","2015-08-14",8.44
"273","2015-08-17",8.41
"274","2015-08-18",8.03
"275","2015-08-19",7.77
"276","2015-08-20",7.01
"277","2015-08-21",7.21
"278","2015-08-24",7.03
"279","2015-08-25",7
"280","2015-08-26",7.29
"281","2015-08-27",7.21
"282","2015-08-28",7.15
"283","2015-08-31",7
"284","2015-09-01",6.83
"285","2015-09-02",7.18
"286","2015-09-03",7.26
"287","2015-09-04",7.19
"288","2015-09-08",7.46
"289","2015-09-09",7.44
"290","2015-09-10",7.68
"291","2015-09-11",7.76
"292","2015-09-14",8.01
"293","2015-09-15",7.72
"294","2015-09-16",7.83
"295","2015-09-17",8.16
"296","2015-09-18",8.06
"297","2015-09-21",8.16
"298","2015-09-22",8.22
"299","2015-09-23",8.15
"300","2015-09-24",8.22
"301","2015-09-25",8.25
"302","2015-09-28",8.05
"303","2015-09-29",7.71
"304","2015-09-30",7.55
"305","2015-10-01",7.52
"306","2015-10-02",7.57
"307","2015-10-05",7.64
"308","2015-10-06",7.31
"309","2015-10-07",7.59
"310","2015-10-08",7.73
"311","2015-10-09",7.66
"312","2015-10-12",7.68
"313","2015-10-13",7.49
"314","2015-10-14",7.5
"315","2015-10-15",7.65
"316","2015-10-16",7.28
"317","2015-10-19",7.22
"318","2015-10-20",7.32
"319","2015-10-21",6.91
"320","2015-10-22",6.93
"321","2015-10-23",6.86
"322","2015-10-26",6.81
"323","2015-10-27",6.64
"324","2015-10-28",6.4
"325","2015-10-29",6.4
"326","2015-10-30",6.57
"327","2015-11-02",7
"328","2015-11-03",6.97
"329","2015-11-04",7.49
"330","2015-11-05",7.42
"331","2015-11-06",7.44
"332","2015-11-09",7.59
"333","2015-11-10",7.49
"334","2015-11-11",7.25
"335","2015-11-12",7.34
"336","2015-11-13",7.27
"337","2015-11-16",7.28
"338","2015-11-17",7.41
"339","2015-11-18",7.58
"340","2015-11-19",7.62
"341","2015-11-20",7.55
"342","2015-11-23",8.12
"343","2015-11-24",8.3
"344","2015-11-25",8.19
"345","2015-11-27",8.08
"346","2015-11-30",8.18
"347","2015-12-01",8.47
"348","2015-12-02",8.51
"349","2015-12-03",8.45
"350","2015-12-04",8.63
"351","2015-12-07",8.63
"352","2015-12-08",8.7
"353","2015-12-09",8.7
"354","2015-12-10",8.69
"355","2015-12-11",8.21
"356","2015-12-14",8.28
"357","2015-12-15",8.45
"358","2015-12-16",8.49
"359","2015-12-17",8.49
"360","2015-12-18",8.53
"361","2015-12-21",8.93
"362","2015-12-22",9.03
"363","2015-12-23",9.38
"364","2015-12-24",9.46
"365","2015-12-28",9.7
"366","2015-12-29",9.85
"367","2015-12-30",9.9
"368","2015-12-31",9.76
"369","2016-01-04",9.3
"370","2016-01-05",9.27
"371","2016-01-06",8.92
"372","2016-01-07",8.62
"373","2016-01-08",8.5
"374","2016-01-11",8.69
"375","2016-01-12",8.49
"376","2016-01-13",8.25
"377","2016-01-14",8.35
"378","2016-01-15",8.16
"379","2016-01-19",7.85
"380","2016-01-20",8.02
"381","2016-01-21",8.02
"382","2016-01-22",8
"383","2016-01-25",7.82
"384","2016-01-26",8
"385","2016-01-27",7.88
"386","2016-01-28",8.04
"387","2016-01-29",8.31
"388","2016-02-01",8.3
"389","2016-02-02",8.26
"390","2016-02-03",8.56
"391","2016-02-04",8.69
"392","2016-02-05",8.57
"393","2016-02-08",8.51
"394","2016-02-09",8.63
"395","2016-02-10",8.5
"396","2016-02-11",8.37
"397","2016-02-12",9.64
"398","2016-02-16",9.66
"399","2016-02-17",9.73
"400","2016-02-18",9.49
"401","2016-02-19",9.39
"402","2016-02-22",9.18
"403","2016-02-23",8.71
"404","2016-02-24",8.9
"405","2016-02-25",9.07
"406","2016-02-26",9.15
"407","2016-02-29",9.08
"408","2016-03-01",9.47
"409","2016-03-02",9.51
"410","2016-03-03",9.59
"411","2016-03-04",9.45
"412","2016-03-07",9.49
"413","2016-03-08",9.45
"414","2016-03-09",9.47
"415","2016-03-10",9.51
"416","2016-03-11",9.69
"417","2016-03-14",9.62
"418","2016-03-15",9.46
"419","2016-03-16",9.51
"420","2016-03-17",9.49
"421","2016-03-18",9.58
"422","2016-03-21",9.46
"423","2016-03-22",9.5
"424","2016-03-23",9.35
"425","2016-03-24",9.36
"426","2016-03-28",9.29
"427","2016-03-29",9.67
"428","2016-03-30",9.64
"429","2016-03-31",9.85
"430","2016-04-01",9.71
"431","2016-04-04",9.66
"432","2016-04-05",9.56
"433","2016-04-06",9.61
"434","2016-04-07",9.54
"435","2016-04-08",9.59
"436","2016-04-11",9.78
"437","2016-04-12",9.93
"438","2016-04-13",10.7
"439","2016-04-14",11.71
"440","2016-04-15",11.67
"441","2016-04-18",11.89
"442","2016-04-19",12.06
"443","2016-04-20",12.26
"444","2016-04-21",12.36
"445","2016-04-22",12.56
"446","2016-04-25",12.39
"447","2016-04-26",12.89
"448","2016-04-27",12.66
"449","2016-04-28",12.56
"450","2016-04-29",12.47
"451","2016-05-02",12.55
"452","2016-05-03",12.57
"453","2016-05-04",12.74
"454","2016-05-05",12.75
"455","2016-05-06",14.4
"456","2016-05-09",15.15
"457","2016-05-10",15.06
"458","2016-05-11",15.28
"459","2016-05-12",15.75
"460","2016-05-13",15.75
"461","2016-05-16",15.6
"462","2016-05-17",14.67
"463","2016-05-18",15.2
"464","2016-05-19",15.46
"465","2016-05-20",15.92
"466","2016-05-23",15.7
"467","2016-05-24",15.65
"468","2016-05-25",15.77
"469","2016-05-26",15.12
"470","2016-05-27",14.74
"471","2016-05-31",15.12
"472","2016-06-01",14.36
"473","2016-06-02",13.83
"474","2016-06-03",13.78
"475","2016-06-06",13.35
"476","2016-06-07",13.18
"477","2016-06-08",13.28
"478","2016-06-09",12.93
"479","2016-06-10",12.86
"480","2016-06-13",12.67
"481","2016-06-14",13.17
"482","2016-06-15",13
"483","2016-06-16",12.98
"484","2016-06-17",12.98
"485","2016-06-20",12.76
"486","2016-06-21",13.04
"487","2016-06-22",12.91
"488","2016-06-23",13.02
"489","2016-06-24",12.85
"490","2016-06-27",12.58
"491","2016-06-28",12.72
"492","2016-06-29",13.03
"493","2016-06-30",13.25
"494","2016-07-01",13.52
"495","2016-07-05",13.71
"496","2016-07-06",14.17
"497","2016-07-07",14.28
"498","2016-07-08",14.78
"499","2016-07-11",14.39
"500","2016-07-12",14.21
"501","2016-07-13",14.36
"502","2016-07-14",14.43
"503","2016-07-15",14.69
"504","2016-07-18",15.21
"505","2016-07-19",15.34
"506","2016-07-20",15.23
"507","2016-07-21",15.28
"508","2016-07-22",15.46
"509","2016-07-25",15.19
"510","2016-07-26",15.1
"511","2016-07-27",14.89
"512","2016-07-28",14.93
"513","2016-07-29",15.08
"514","2016-08-01",15.08
"515","2016-08-02",15.72
"516","2016-08-03",15.04
"517","2016-08-04",15
"518","2016-08-05",14.99
"519","2016-08-08",14.95
"520","2016-08-09",15.01
"521","2016-08-10",14.97
"522","2016-08-11",14.95
"523","2016-08-12",14.66
"524","2016-08-15",14.87
"525","2016-08-16",14.98
"526","2016-08-17",14.8
"527","2016-08-18",14.93
"528","2016-08-19",14.71
"529","2016-08-22",14.86
"530","2016-08-23",14.7
"531","2016-08-24",14.7
"532","2016-08-25",14.88
"533","2016-08-26",14.91
"534","2016-08-29",14.79
"535","2016-08-30",15.03
"536","2016-08-31",15.03
"537","2016-09-01",15.01
"538","2016-09-02",15.04
"539","2016-09-06",15.18
"540","2016-09-07",15.29
"541","2016-09-08",15.97
"542","2016-09-09",16.07
"543","2016-09-12",16.83
"544","2016-09-13",16.65
"545","2016-09-14",16.790001
"546","2016-09-15",16.790001
"547","2016-09-16",16.27
"548","2016-09-19",16.32
"549","2016-09-20",16.139999
"550","2016-09-21",16.74
"551","2016-09-22",16.93
"552","2016-09-23",16.610001
"553","2016-09-26",16.32
"554","2016-09-27",16.719999
"555","2016-09-28",16.870001
"556","2016-09-29",16.379999
"557","2016-09-30",16.9
"558","2016-10-03",16.51
"559","2016-10-04",16.059999
"560","2016-10-05",15.98
"561","2016-10-06",16.07
"562","2016-10-07",16.040001
"563","2016-10-10",16.290001
"564","2016-10-11",16.07
"565","2016-10-12",15.99
"566","2016-10-13",15.95
"567","2016-10-14",16.52
"568","2016-10-17",16.83
"569","2016-10-18",16.440001
"570","2016-10-19",16.18
"571","2016-10-20",16.219999
"572","2016-10-21",16.01
"573","2016-10-24",16.27
"574","2016-10-25",16.309999
"575","2016-10-26",16.23
"576","2016-10-27",16.23
"577","2016-10-28",16.01
"578","2016-10-31",16.190001
"579","2016-11-01",15.56
"580","2016-11-02",14.94
"581","2016-11-03",14.97
"582","2016-11-04",15.06
"583","2016-11-07",14.81
"584","2016-11-08",14.75
"585","2016-11-09",15.45
"586","2016-11-10",16.15
"587","2016-11-11",17.18
"588","2016-11-14",16.76
"589","2016-11-15",16.52
"590","2016-11-16",16.5
"591","2016-11-17",16.75
"592","2016-11-18",16.65
"593","2016-11-21",16.73
"594","2016-11-22",16.99
"595","2016-11-23",16.75
"596","2016-11-25",16.73
"597","2016-11-28",16.860001
"598","2016-11-29",16.889999
"599","2016-11-30",16.65
"600","2016-12-01",16.49
"601","2016-12-02",15.53
"602","2016-12-05",15.86
"603","2016-12-06",15.65
"604","2016-12-07",15.66
"605","2016-12-08",15.86
"606","2016-12-09",16.43
"607","2016-12-12",16.51
"608","2016-12-13",16.23
"609","2016-12-14",15.9
"610","2016-12-15",15.99
"611","2016-12-16",15.77
"612","2016-12-19",15.6
"613","2016-12-20",16.02
"614","2016-12-21",15.77
"615","2016-12-22",15.73
"616","2016-12-23",15.65
"617","2016-12-27",15.8
"618","2016-12-28",15.65
"619","2016-12-29",15.79
"620","2016-12-30",15.52
"621","2017-01-03",15.69
"622","2017-01-04",15.9
"623","2017-01-05",15.89
"624","2017-01-06",16.07
"625","2017-01-09",15.72
"626","2017-01-10",15.24
"627","2017-01-11",14.7
"628","2017-01-12",14.09
"629","2017-01-13",14.25
"630","2017-01-17",13.91
"631","2017-01-18",14.06
"632","2017-01-19",13.92
"633","2017-01-20",14.23
"634","2017-01-23",14.44
"635","2017-01-24",15.02
"636","2017-01-25",15.5
"637","2017-01-26",15.85
"638","2017-01-27",16.18
"639","2017-01-30",15.98
"640","2017-01-31",15.99
"641","2017-02-01",16.1
"642","2017-02-02",16.07
"643","2017-02-03",16.43
"644","2017-02-06",16.42
"645","2017-02-07",16.360001
"646","2017-02-08",16.26
"647","2017-02-09",16.84
"648","2017-02-10",16.84
"649","2017-02-13",16.5
"650","2017-02-14",16.530001
"651","2017-02-15",16.99
"652","2017-02-16",16.4
"653","2017-02-17",16.129999
"654","2017-02-21",16.059999
"655","2017-02-22",16
"656","2017-02-23",16.18
"657","2017-02-24",16.27
"658","2017-02-27",15.71
"659","2017-02-28",15.55
"660","2017-03-01",15.54
"661","2017-03-02",15.33
"662","2017-03-03",15.07
"663","2017-03-06",14.77
"664","2017-03-07",14.51
"665","2017-03-08",14.24
"666","2017-03-09",14.25
"667","2017-03-10",14.17
"668","2017-03-13",14.2
"669","2017-03-14",14.22
"670","2017-03-15",14.37
"671","2017-03-16",14.77
"672","2017-03-17",14.79
"673","2017-03-20",14.85
"674","2017-03-21",14.65
"675","2017-03-22",14.25
"676","2017-03-23",14.4
"677","2017-03-24",14.37
"678","2017-03-27",14.21
"679","2017-03-28",14.21
"680","2017-03-29",14.2
"681","2017-03-30",14.17
"682","2017-03-31",14.22
"683","2017-04-03",14.39
"684","2017-04-04",14.48
"685","2017-04-05",14.43
"686","2017-04-06",14.74
"687","2017-04-07",14.81
"688","2017-04-10",14.76
"689","2017-04-11",14.75
"690","2017-04-12",14.65
"691","2017-04-13",14.46
"692","2017-04-17",14.45
"693","2017-04-18",14.63
"694","2017-04-19",14.73
"695","2017-04-20",14.84
"696","2017-04-21",15.34
"697","2017-04-24",15.44
"698","2017-04-25",15.7
"699","2017-04-26",15.79
"700","2017-04-27",15.87
"701","2017-04-28",15.89
"702","2017-05-01",16.25
"703","2017-05-02",16.48
"704","2017-05-03",16.4
"705","2017-05-04",17.969999
"706","2017-05-05",17.01
"707","2017-05-08",16.82
"708","2017-05-09",16.639999
"709","2017-05-10",16.559999
"710","2017-05-11",16.48
"711","2017-05-12",16.84
"712","2017-05-15",16.93
"713","2017-05-16",16.940001
"714","2017-05-17",16.799999
"715","2017-05-18",17.049999
"716","2017-05-19",16.85
"717","2017-05-22",16.950001
"718","2017-05-23",16.98
"719","2017-05-24",17.02
"720","2017-05-25",17.18
"721","2017-05-26",18.83
"722","2017-05-30",20.049999
"723","2017-05-31",20.34
"724","2017-06-01",20.969999
"725","2017-06-02",21.66
"726","2017-06-05",21.48
"727","2017-06-06",20.969999
"728","2017-06-07",21.35
"729","2017-06-08",21.4
"730","2017-06-09",21.42
"731","2017-06-12",21.32
"732","2017-06-13",21.190001
"733","2017-06-14",20.93
"734","2017-06-15",20.799999
"735","2017-06-16",20.48
"736","2017-06-19",20.57
"737","2017-06-20",20.82
"738","2017-06-21",21.040001
"739","2017-06-22",21.25
"740","2017-06-23",22.299999
"741","2017-06-26",22.620001
"742","2017-06-27",22.629999
"743","2017-06-28",23.16
"744","2017-06-29",22.360001
"745","2017-06-30",22.379999
"746","2017-07-03",22.41
"747","2017-07-05",22.4
"748","2017-07-06",22.23
"749","2017-07-07",22.200001
"750","2017-07-10",22.059999
"751","2017-07-11",22.110001
"752","2017-07-12",22.940001
"753","2017-07-13",22.93
"754","2017-07-14",22.75
"755","2017-07-17",22.690001
"756","2017-07-18",22.620001
"757","2017-07-19",22.65
"758","2017-07-20",22.299999
"759","2017-07-21",22.49
"760","2017-07-24",23.74
"761","2017-07-25",23.719999
"762","2017-07-26",23.68
"763","2017-07-27",24.639999
"764","2017-07-28",24.370001
"765","2017-07-31",23.82
"766","2017-08-01",23.299999
"767","2017-08-02",23.870001
"768","2017-08-03",23.24
"769","2017-08-04",23.15
"770","2017-08-07",22.889999
"771","2017-08-08",22.809999
"772","2017-08-09",22.6
"773","2017-08-10",22.4
"774","2017-08-11",22.5
"775","2017-08-14",22.870001
"776","2017-08-15",22.57
"777","2017-08-16",22.559999
"778","2017-08-17",22.27
"779","2017-08-18",22.1
"780","2017-08-21",22.219999
"781","2017-08-22",22.67
"782","2017-08-23",22.74
"783","2017-08-24",22.27
"784","2017-08-25",21.860001
"785","2017-08-28",22.639999
"786","2017-08-29",22.5
"787","2017-08-30",22.27
"788","2017-08-31",21.879999
"789","2017-09-01",21.715
"790","2017-09-05",21.190001
"791","2017-09-06",21.16
"792","2017-09-07",21
"793","2017-09-08",21.969999
"794","2017-09-11",22.530001
"795","2017-09-12",22.33
"796","2017-09-13",22.73
"797","2017-09-14",22.860001
"798","2017-09-15",23.26
"799","2017-09-18",23.139999
"800","2017-09-19",23.25
"801","2017-09-20",23.5
"802","2017-09-21",23.68
"803","2017-09-22",23.65
"804","2017-09-25",24.27
"805","2017-09-26",25.42
"806","2017-09-27",26.93
"807","2017-09-28",26.42
"808","2017-09-29",26.41
"809","2017-10-02",26.08
"810","2017-10-03",26.83
"811","2017-10-04",28.02
"812","2017-10-05",27.08
"813","2017-10-06",27.049999
"814","2017-10-09",27.25
"815","2017-10-10",28.120001
"816","2017-10-11",28.049999
"817","2017-10-12",28.07
"818","2017-10-13",27.889999
"819","2017-10-16",28.030001
"820","2017-10-17",28.02
"821","2017-10-18",28.190001
"822","2017-10-19",28.389999
"823","2017-10-20",28.5
"824","2017-10-23",28.15
"825","2017-10-24",27.99
"826","2017-10-25",27.969999
"827","2017-10-26",28.02
"828","2017-10-27",27.92
"829","2017-10-30",27.549999
"830","2017-10-31",28.16
"831","2017-11-01",28.049999
"832","2017-11-02",27.959999
"833","2017-11-03",31.719999
"834","2017-11-06",32.68
"835","2017-11-07",31.290001
"836","2017-11-08",30.370001
"837","2017-11-09",29.98
"838","2017-11-10",30.190001
"839","2017-11-13",31.27
"840","2017-11-14",31.129999
"841","2017-11-15",30.690001
"842","2017-11-16",30.549999
"843","2017-11-17",30.389999
"844","2017-11-20",30.1
"845","2017-11-21",29.52
"846","2017-11-22",29.549999
"847","2017-11-24",29.93
"848","2017-11-27",30.110001
"849","2017-11-28",30.620001
"850","2017-11-29",30.040001
"851","2017-11-30",29.780001
"852","2017-12-01",28.940001
"853","2017-12-04",28.57
"854","2017-12-05",28.719999
"855","2017-12-06",29.48
"856","2017-12-07",29.950001
"857","2017-12-08",29.75
"858","2017-12-11",29.629999
"859","2017-12-12",30.129999
"860","2017-12-13",31.66
"861","2017-12-14",31.709999
"862","2017-12-15",32.130001
"863","2017-12-18",32.330002
"864","2017-12-19",32.16
"865","2017-12-20",30.99
"866","2017-12-21",30.35
"867","2017-12-22",29.879999
"868","2017-12-26",30.139999
"869","2017-12-27",29.91
"870","2017-12-28",29.75
"871","2017-12-29",29.27
"872","2018-01-02",28.940001
"873","2018-01-03",29.629999
"874","2018-01-04",31.190001
"875","2018-01-05",32.139999
"876","2018-01-08",32.209999
"877","2018-01-09",31.91
"878","2018-01-10",32.16
"879","2018-01-11",35.040001
"880","2018-01-12",34.380001
"881","2018-01-16",33.93
"882","2018-01-17",34.09
"883","2018-01-18",33.830002
"884","2018-01-19",33.759998
"885","2018-01-22",33.610001
"886","2018-01-23",34.25
"887","2018-01-24",34.439999
"888","2018-01-25",34.990002
"889","2018-01-26",35.599998
"890","2018-01-29",36.75
"891","2018-01-30",35.16
"892","2018-01-31",34.919998
"893","2018-02-01",34.099998
"894","2018-02-02",33.810001
"895","2018-02-05",32.810001
"896","2018-02-06",32.34
"897","2018-02-07",32.049999
"898","2018-02-08",31.440001
"899","2018-02-09",31.530001
"900","2018-02-12",31.15
"901","2018-02-13",31.27
"902","2018-02-14",31.139999
"903","2018-02-15",29.68
"904","2018-02-16",28.290001
"905","2018-02-20",28.01
"906","2018-02-21",28.610001
"907","2018-02-22",28.639999
"908","2018-02-23",30.4
"909","2018-02-26",29.780001
"910","2018-02-27",29.690001
"911","2018-02-28",29.629999
"912","2018-03-01",30.049999
"913","2018-03-02",31.59
"914","2018-03-05",31.73
"915","2018-03-06",31.42
"916","2018-03-07",31.35
"917","2018-03-08",32.779999
"918","2018-03-09",35.799999
"919","2018-03-12",36.540001
"920","2018-03-13",35.09
"921","2018-03-14",35.119999
"922","2018-03-15",34.119999
"923","2018-03-16",31.370001
"924","2018-03-19",31.32
"925","2018-03-20",31.25
"926","2018-03-21",30.98
"927","2018-03-22",29.68
"928","2018-03-23",28.959999
"929","2018-03-26",30.110001
"930","2018-03-27",29.200001
"931","2018-03-28",28.700001
"932","2018-03-29",29.889999
"933","2018-04-02",28.620001
"934","2018-04-03",28.809999
"935","2018-04-04",27.870001
"936","2018-04-05",26.639999
"937","2018-04-06",27.02
"938","2018-04-09",26.18
"939","2018-04-10",26.110001
"940","2018-04-11",26.790001
"941","2018-04-12",26.469999
"942","2018-04-13",26.790001
"943","2018-04-16",27.4
"944","2018-04-17",28.1
"945","2018-04-18",28.700001
"946","2018-04-19",28.93
"947","2018-04-20",27.74
"948","2018-04-23",26.48
"949","2018-04-24",26.139999
"950","2018-04-25",26.18
"951","2018-04-26",26.51
"952","2018-04-27",26
"953","2018-04-30",26.280001
"954","2018-05-01",27.58
"955","2018-05-02",27.709999
"956","2018-05-03",26.75
"957","2018-05-04",26.66
"958","2018-05-07",26.77
"959","2018-05-08",26.780001
"960","2018-05-09",26.76
"961","2018-05-10",27.379999
"962","2018-05-11",28.42
"963","2018-05-14",27.360001
"964","2018-05-15",27.59
"965","2018-05-16",27.74
"966","2018-05-17",28.23
"967","2018-05-18",29.360001
"968","2018-05-21",30.58
"969","2018-05-22",30.15
"970","2018-05-23",30.09
"971","2018-05-24",30.65
"972","2018-05-25",31.65
"973","2018-05-29",32.119999
"974","2018-05-30",32.580002
"975","2018-05-31",31.77
"976","2018-06-01",32.470001
"977","2018-06-04",32.59
"978","2018-06-05",33.009998
"979","2018-06-06",34.209999
"980","2018-06-07",35.130001
"981","2018-06-08",35.380001
"982","2018-06-11",35.330002
"983","2018-06-12",36.080002
"984","2018-06-13",37.009998
"985","2018-06-14",38.400002
"986","2018-06-15",39.16
"987","2018-06-18",39.799999
"988","2018-06-19",40.27
"989","2018-06-20",41.07
