"","date","LIVE"
"338","2008-05-06",61
"339","2008-05-07",61
"340","2008-05-08",61
"341","2008-05-09",61
"342","2008-05-12",59
"343","2008-05-13",61
"344","2008-05-14",60
"345","2008-05-15",61
"346","2008-05-16",60
"347","2008-05-19",58.799999
"348","2008-05-20",57
"349","2008-05-21",57
"350","2008-05-22",55
"351","2008-05-23",54
"352","2008-05-27",49
"353","2008-05-28",49
"354","2008-05-29",50
"355","2008-05-30",55.599998
"356","2008-06-02",55.599998
"357","2008-06-03",51
"358","2008-06-04",57
"359","2008-06-05",58
"360","2008-06-06",60
"361","2008-06-09",57.400002
"362","2008-06-10",57.400002
"363","2008-06-11",57.400002
"364","2008-06-12",51.400002
"365","2008-06-13",50.599998
"366","2008-06-16",50.599998
"367","2008-06-17",50.599998
"368","2008-06-18",47.799999
"369","2008-06-19",50.599998
"370","2008-06-20",54
"371","2008-06-23",51.200001
"372","2008-06-24",48.200001
"373","2008-06-25",49
"374","2008-06-26",49
"375","2008-06-27",47
"376","2008-06-30",47.200001
"377","2008-07-01",48
"378","2008-07-02",47.200001
"379","2008-07-03",47.200001
"380","2008-07-07",47.799999
"381","2008-07-08",46
"382","2008-07-09",46.599998
"383","2008-07-10",46.200001
"384","2008-07-11",45
"385","2008-07-14",41
"386","2008-07-15",41.200001
"387","2008-07-16",42
"388","2008-07-17",40.799999
"389","2008-07-18",41.599998
"390","2008-07-21",41.599998
"391","2008-07-22",41.200001
"392","2008-07-23",40.200001
"393","2008-07-24",40.200001
"394","2008-07-25",40.200001
"395","2008-07-28",38.200001
"396","2008-07-29",41
"397","2008-07-30",34.799999
"398","2008-07-31",40
"399","2008-08-01",40
"400","2008-08-04",40
"401","2008-08-05",40
"402","2008-08-06",38.200001
"403","2008-08-07",39
"404","2008-08-08",37
"405","2008-08-11",38
"406","2008-08-12",34.599998
"407","2008-08-13",34.400002
"408","2008-08-14",40.599998
"409","2008-08-15",39.599998
"410","2008-08-18",40
"411","2008-08-19",38
"412","2008-08-20",38
"413","2008-08-21",41
"414","2008-08-22",40
"415","2008-08-25",42
"416","2008-08-26",42
"417","2008-08-27",42.200001
"418","2008-08-28",42.200001
"419","2008-08-29",43.799999
"420","2008-09-02",43.799999
"421","2008-09-03",51.400002
"422","2008-09-04",45
"423","2008-09-05",38.200001
"424","2008-09-08",40
"425","2008-09-09",40
"426","2008-09-10",38.799999
"427","2008-09-11",38.799999
"428","2008-09-12",38.200001
"429","2008-09-15",38.200001
"430","2008-09-16",38.200001
"431","2008-09-17",38.200001
"432","2008-09-18",36
"433","2008-09-19",47.200001
"434","2008-09-22",40
"435","2008-09-23",40
"436","2008-09-24",42.400002
"437","2008-09-25",31.200001
"438","2008-09-26",31.200001
"439","2008-09-29",32
"440","2008-09-30",30
"441","2008-10-01",30
"442","2008-10-02",30.4
"443","2008-10-03",38
"444","2008-10-06",39.799999
"445","2008-10-07",39.799999
"446","2008-10-08",37.200001
"447","2008-10-09",35
"448","2008-10-10",27.200001
"449","2008-10-13",30
"450","2008-10-14",29
"451","2008-10-15",29
"452","2008-10-16",28
"453","2008-10-17",28
"454","2008-10-20",31
"455","2008-10-21",30
"456","2008-10-22",30
"457","2008-10-23",30
"458","2008-10-24",30
"459","2008-10-27",31
"460","2008-10-28",31
"461","2008-10-29",32
"462","2008-10-30",32
"463","2008-10-31",32
"464","2008-11-03",35.799999
"465","2008-11-04",36
"466","2008-11-05",36
"467","2008-11-06",34
"468","2008-11-07",32
"469","2008-11-10",32
"470","2008-11-11",35
"471","2008-11-12",33.200001
"472","2008-11-13",31.799999
"473","2008-11-14",36
"474","2008-11-17",28
"475","2008-11-18",35
"476","2008-11-19",34.799999
"477","2008-11-20",28
"478","2008-11-21",20.6
"479","2008-11-24",24
"480","2008-11-25",31.799999
"481","2008-11-26",35
"482","2008-11-28",36
"483","2008-12-01",27
"484","2008-12-02",25
"485","2008-12-03",25
"486","2008-12-04",25.799999
"487","2008-12-05",35
"488","2008-12-08",35
"489","2008-12-09",32
"490","2008-12-10",34.799999
"491","2008-12-11",34.799999
"492","2008-12-12",29.799999
"493","2008-12-15",35
"494","2008-12-16",34.400002
"495","2008-12-17",35.200001
"496","2008-12-18",34.400002
"497","2008-12-19",34.400002
"498","2008-12-22",34.400002
"499","2008-12-23",34.400002
"500","2008-12-24",34.400002
"501","2008-12-26",28.4
"502","2008-12-29",24.4
"503","2008-12-30",26.200001
"504","2008-12-31",30
"505","2009-01-02",35
"506","2009-01-05",35
"507","2009-01-06",34
"508","2009-01-07",34
"509","2009-01-08",34
"510","2009-01-09",34
"511","2009-01-12",34
"512","2009-01-13",34
"513","2009-01-14",30
"514","2009-01-15",34
"515","2009-01-16",34
"516","2009-01-20",34
"517","2009-01-21",32
"518","2009-01-22",32
"519","2009-01-23",32
"520","2009-01-26",32.599998
"521","2009-01-27",32.599998
"522","2009-01-28",32.599998
"523","2009-01-29",30
"524","2009-01-30",30
"525","2009-02-02",30
"526","2009-02-03",30
"527","2009-02-04",30
"528","2009-02-05",30
"529","2009-02-06",30
"530","2009-02-09",30
"531","2009-02-10",30
"532","2009-02-11",30
"533","2009-02-12",30.200001
"534","2009-02-13",30
"535","2009-02-17",30
"536","2009-02-18",31
"537","2009-02-19",31
"538","2009-02-20",28
"539","2009-02-23",28
"540","2009-02-24",29
"541","2009-02-25",29
"542","2009-02-26",29
"543","2009-02-27",29
"544","2009-03-02",28
"545","2009-03-03",28
"546","2009-03-04",28
"547","2009-03-05",28
"548","2009-03-06",30
"549","2009-03-09",30
"550","2009-03-10",35
"551","2009-03-11",34.799999
"552","2009-03-12",37
"553","2009-03-13",39
"554","2009-03-16",39
"555","2009-03-17",39
"556","2009-03-18",39
"557","2009-03-19",39
"558","2009-03-20",39
"559","2009-03-23",35.599998
"560","2009-03-24",40
"561","2009-03-25",40
"562","2009-03-26",43
"563","2009-03-27",39.799999
"564","2009-03-30",40
"565","2009-03-31",40
"566","2009-04-01",42
"567","2009-04-02",37.200001
"568","2009-04-03",37.200001
"569","2009-04-06",37.400002
"570","2009-04-07",37.400002
"571","2009-04-08",37.400002
"572","2009-04-09",37.400002
"573","2009-04-13",37
"574","2009-04-14",37
"575","2009-04-15",36.400002
"576","2009-04-16",36.400002
"577","2009-04-17",36.400002
"578","2009-04-20",36.400002
"579","2009-04-21",40.799999
"580","2009-04-22",35.799999
"581","2009-04-23",40.799999
"582","2009-04-24",36
"583","2009-04-27",40
"584","2009-04-28",40
"585","2009-04-29",40
"586","2009-04-30",40
"587","2009-05-01",40
"588","2009-05-04",40
"589","2009-05-05",39.599998
"590","2009-05-06",36
"591","2009-05-07",36
"592","2009-05-08",36
"593","2009-05-11",34.599998
"594","2009-05-12",34.599998
"595","2009-05-13",29.200001
"596","2009-05-14",29.200001
"597","2009-05-15",29.4
"598","2009-05-18",31.6
"599","2009-05-19",31.6
"600","2009-05-20",31.6
"601","2009-05-21",31.6
"602","2009-05-22",30.200001
"603","2009-05-26",30.200001
"604","2009-05-27",30.200001
"605","2009-05-28",29
"606","2009-05-29",29
"607","2009-06-01",29
"608","2009-06-02",25.6
"609","2009-06-03",25.6
"610","2009-06-04",29.200001
"611","2009-06-05",28.200001
"612","2009-06-08",25
"613","2009-06-09",25
"614","2009-06-10",25
"615","2009-06-11",25
"616","2009-06-12",25
"617","2009-06-15",25.6
"618","2009-06-16",25.200001
"619","2009-06-17",22.6
"620","2009-06-18",24.799999
"621","2009-06-19",23
"622","2009-06-22",21.4
"623","2009-06-23",24.799999
"624","2009-06-24",24.799999
"625","2009-06-25",24.799999
"626","2009-06-26",24.799999
"627","2009-06-29",24.799999
"628","2009-06-30",24.799999
"629","2009-07-01",24.4
"630","2009-07-02",24.4
"631","2009-07-06",24.4
"632","2009-07-07",24.4
"633","2009-07-08",21
"634","2009-07-09",21
"635","2009-07-10",20.6
"636","2009-07-13",20.200001
"637","2009-07-14",20.200001
"638","2009-07-15",24
"639","2009-07-16",24
"640","2009-07-17",24
"641","2009-07-20",24
"642","2009-07-21",24
"643","2009-07-22",24
"644","2009-07-23",24
"645","2009-07-24",21.6
"646","2009-07-27",21.6
"647","2009-07-28",20.6
"648","2009-07-29",20.6
"649","2009-07-30",24
"650","2009-07-31",24
"651","2009-08-03",24.6
"652","2009-08-04",26.4
"653","2009-08-05",28.4
"654","2009-08-06",29
"655","2009-08-07",29
"656","2009-08-10",28
"657","2009-08-11",24.200001
"658","2009-08-12",29
"659","2009-08-13",28.6
"660","2009-08-14",28.6
"661","2009-08-17",25.799999
"662","2009-08-18",27
"663","2009-08-19",29
"664","2009-08-20",28.4
"665","2009-08-21",30.4
"666","2009-08-24",30
"667","2009-08-25",28
"668","2009-08-26",31.200001
"669","2009-08-27",28.4
"670","2009-08-28",28.4
"671","2009-08-31",32
"672","2009-09-01",32
"673","2009-09-02",32
"674","2009-09-03",34
"675","2009-09-04",34
"676","2009-09-08",34
"677","2009-09-09",27
"678","2009-09-10",32.200001
"679","2009-09-11",32
"680","2009-09-14",28.799999
"681","2009-09-15",29.200001
"682","2009-09-16",28.6
"683","2009-09-17",28.6
"684","2009-09-18",28
"685","2009-09-21",27
"686","2009-09-22",28.200001
"687","2009-09-23",30
"688","2009-09-24",30
"689","2009-09-25",30.799999
"690","2009-09-28",32
"691","2009-09-29",28.6
"692","2009-09-30",32
"693","2009-10-01",32
"694","2009-10-02",32
"695","2009-10-05",30
"696","2009-10-06",32
"697","2009-10-07",32
"698","2009-10-08",36
"699","2009-10-09",40
"700","2009-10-12",40.599998
"701","2009-10-13",35.400002
"702","2009-10-14",41.799999
"703","2009-10-15",41.599998
"704","2009-10-16",46.599998
"705","2009-10-19",45
"706","2009-10-20",45
"707","2009-10-21",41
"708","2009-10-22",44
"709","2009-10-23",45
"710","2009-10-26",42
"711","2009-10-27",35.599998
"712","2009-10-28",40
"713","2009-10-29",39
"714","2009-10-30",39
"715","2009-11-02",40
"716","2009-11-03",42.400002
"717","2009-11-04",46.599998
"718","2009-11-05",42.400002
"719","2009-11-06",39
"720","2009-11-09",41
"721","2009-11-10",45
"722","2009-11-11",45
"723","2009-11-12",45.799999
"724","2009-11-13",36.400002
"725","2009-11-16",39.200001
"726","2009-11-17",40
"727","2009-11-18",37
"728","2009-11-19",36.200001
"729","2009-11-20",40
"730","2009-11-23",39.799999
"731","2009-11-24",40
"732","2009-11-25",40
"733","2009-11-27",37
"734","2009-11-30",40
"735","2009-12-01",40
"736","2009-12-02",41
"737","2009-12-03",36
"738","2009-12-04",39
"739","2009-12-07",39.200001
"740","2009-12-08",39.200001
"741","2009-12-09",39.200001
"742","2009-12-10",39.200001
"743","2009-12-11",39.200001
"744","2009-12-14",35
"745","2009-12-15",35.200001
"746","2009-12-16",35.200001
"747","2009-12-17",35.200001
"748","2009-12-18",33.200001
"749","2009-12-21",34
"750","2009-12-22",35
"751","2009-12-23",32.200001
"752","2009-12-24",32.200001
"753","2009-12-28",31
"754","2009-12-29",31
"755","2009-12-30",28.200001
"756","2009-12-31",24
"757","2010-01-04",25.200001
"758","2010-01-05",26.6
"759","2010-01-06",27.799999
"760","2010-01-07",24.4
"761","2010-01-08",25.6
"762","2010-01-11",28
"763","2010-01-12",28
"764","2010-01-13",28
"765","2010-01-14",33
"766","2010-01-15",31
"767","2010-01-19",30
"768","2010-01-20",31
"769","2010-01-21",30
"770","2010-01-22",31.6
"771","2010-01-25",30.200001
"772","2010-01-26",31.200001
"773","2010-01-27",31.200001
"774","2010-01-28",28.799999
"775","2010-01-29",30
"776","2010-02-01",30
"777","2010-02-02",30
"778","2010-02-03",30
"779","2010-02-04",28.799999
"780","2010-02-05",28.200001
"781","2010-02-08",28.200001
"782","2010-02-09",26.4
"783","2010-02-10",27.799999
"784","2010-02-11",26.4
"785","2010-02-12",26.4
"786","2010-02-16",26.4
"787","2010-02-17",26.4
"788","2010-02-18",26.4
"789","2010-02-19",24.6
"790","2010-02-22",21
"791","2010-02-23",15
"792","2010-02-24",15.2
"793","2010-02-25",13
"794","2010-02-26",13
"795","2010-03-01",12.4
"796","2010-03-02",12.4
"797","2010-03-03",13
"798","2010-03-04",13.4
"799","2010-03-05",13.2
"800","2010-03-08",14
"801","2010-03-09",13.8
"802","2010-03-10",14
"803","2010-03-11",14.2
"804","2010-03-12",14
"805","2010-03-15",13.2
"806","2010-03-16",12.2
"807","2010-03-17",12
"808","2010-03-18",12.6
"809","2010-03-19",12.2
"810","2010-03-22",11.6
"811","2010-03-23",12.8
"812","2010-03-24",13.6
"813","2010-03-25",12.4
"814","2010-03-26",12.4
"815","2010-03-29",12.4
"816","2010-03-30",11.8
"817","2010-03-31",12
"818","2010-04-01",13
"819","2010-04-05",13
"820","2010-04-06",12.2
"821","2010-04-07",13
"822","2010-04-08",12.2
"823","2010-04-09",12
"824","2010-04-12",12
"825","2010-04-13",11.8
"826","2010-04-14",11
"827","2010-04-15",12
"828","2010-04-16",12.2
"829","2010-04-19",12
"830","2010-04-20",11.4
"831","2010-04-21",12
"832","2010-04-22",11.6
"833","2010-04-23",11.4
"834","2010-04-26",13.8
"835","2010-04-27",12.4
"836","2010-04-28",13
"837","2010-04-29",12
"838","2010-04-30",12.6
"839","2010-05-03",12.6
"840","2010-05-04",12
"841","2010-05-05",13.8
"842","2010-05-06",13.4
"843","2010-05-07",11.6
"844","2010-05-10",12
"845","2010-05-11",11.8
"846","2010-05-12",11.6
"847","2010-05-13",12.4
"848","2010-05-14",12.6
"849","2010-05-17",13
"850","2010-05-18",12
"851","2010-05-19",11.6
"852","2010-05-20",11.6
"853","2010-05-21",11.6
"854","2010-05-24",11.6
"855","2010-05-25",12.2
"856","2010-05-26",12
"857","2010-05-27",12
"858","2010-05-28",12
"859","2010-06-01",12
"860","2010-06-02",10.6
"861","2010-06-03",11.6
"862","2010-06-04",10.6
"863","2010-06-07",10.4
"864","2010-06-08",10.4
"865","2010-06-09",10.4
"866","2010-06-10",11.2
"867","2010-06-11",10.4
"868","2010-06-14",10.4
"869","2010-06-15",10.4
"870","2010-06-16",12
"871","2010-06-17",12
"872","2010-06-18",11.4
"873","2010-06-21",10.6
"874","2010-06-22",10.6
"875","2010-06-23",10.6
"876","2010-06-24",12
"877","2010-06-25",10.6
"878","2010-06-28",10.6
"879","2010-06-29",10.4
"880","2010-06-30",10.4
"881","2010-07-01",10.4
"882","2010-07-02",10.8
"883","2010-07-06",10.6
"884","2010-07-07",10.6
"885","2010-07-08",10.6
"886","2010-07-09",10
"887","2010-07-12",10
"888","2010-07-13",10
"889","2010-07-14",10
"890","2010-07-15",10
"891","2010-07-16",9
"892","2010-07-19",8.8
"893","2010-07-20",9.2
"894","2010-07-21",9.2
"895","2010-07-22",9.2
"896","2010-07-23",9.2
"897","2010-07-26",9.2
"898","2010-07-27",9.2
"899","2010-07-28",9.2
"900","2010-07-29",9.2
"901","2010-07-30",8.6
"902","2010-08-02",10.2
"903","2010-08-03",9
"904","2010-08-04",8.2
"905","2010-08-05",7
"906","2010-08-06",7.2
"907","2010-08-09",8.4
"908","2010-08-10",8.4
"909","2010-08-11",8.4
"910","2010-08-12",8.4
"911","2010-08-13",7.4
"912","2010-08-16",7.4
"913","2010-08-17",7.4
"914","2010-08-18",8
"915","2010-08-19",8.6
"916","2010-08-20",8.8
"917","2010-08-23",8.8
"918","2010-08-24",8.8
"919","2010-08-25",7.4
"920","2010-08-26",7.4
"921","2010-08-27",7.4
"922","2010-08-30",7.4
"923","2010-08-31",7.6
"924","2010-09-01",7.4
"925","2010-09-02",7.6
"926","2010-09-03",7.4
"927","2010-09-07",7.4
"928","2010-09-08",7.4
"929","2010-09-09",9.04
"930","2010-09-10",11.48
"931","2010-09-13",9.2
"932","2010-09-14",9
"933","2010-09-15",9
"934","2010-09-16",9.1
"935","2010-09-17",9.94
"936","2010-09-20",9
"937","2010-09-21",9.4
"938","2010-09-22",9.4
"939","2010-09-23",9.5
"940","2010-09-24",9.8
"941","2010-09-27",9
"942","2010-09-28",9
"943","2010-09-29",9.88
"944","2010-09-30",9.88
"945","2010-10-01",9.5
"946","2010-10-04",9.5
"947","2010-10-05",9
"948","2010-10-06",10.46
"949","2010-10-07",10.5
"950","2010-10-08",10.5
"951","2010-10-11",10.96
"952","2010-10-12",9.92
"953","2010-10-13",9.22
"954","2010-10-14",9.5
"955","2010-10-15",9
"956","2010-10-18",9.4
"957","2010-10-19",8.84
"958","2010-10-20",8.84
"959","2010-10-21",28
"960","2010-10-22",19.780001
"961","2010-10-25",18.799999
"962","2010-10-26",18.379999
"963","2010-10-27",17.799999
"964","2010-10-28",16.42
"965","2010-10-29",15.58
"966","2010-11-01",13.38
"967","2010-11-02",13.3
"968","2010-11-03",12.92
"969","2010-11-04",12.52
"970","2010-11-05",13.62
"971","2010-11-08",13.44
"972","2010-11-09",12.84
"973","2010-11-10",12.66
"974","2010-11-11",11.9
"975","2010-11-12",11.5
"976","2010-11-15",11.36
"977","2010-11-16",11.7
"978","2010-11-17",13.9
"979","2010-11-18",15.2
"980","2010-11-19",13.98
"981","2010-11-22",13.7
"982","2010-11-23",13.38
"983","2010-11-24",14.3
"984","2010-11-26",14.6
"985","2010-11-29",14.14
"986","2010-11-30",13.34
"987","2010-12-01",13.92
"988","2010-12-02",16.940001
"989","2010-12-03",17.58
"990","2010-12-06",17.34
"991","2010-12-07",15.7
"992","2010-12-08",15.16
"993","2010-12-09",15.78
"994","2010-12-10",17
"995","2010-12-13",15.2
"996","2010-12-14",14.7
"997","2010-12-15",14.3
"998","2010-12-16",14.24
"999","2010-12-17",14.78
"1000","2010-12-20",14.14
"1001","2010-12-21",13.78
"1002","2010-12-22",13.26
"1003","2010-12-23",13.78
"1004","2010-12-27",13.5
"1005","2010-12-28",14.36
"1006","2010-12-29",13.92
"1007","2010-12-30",13.4
"1008","2010-12-31",13.64
"1009","2011-01-03",13.24
"1010","2011-01-04",13.02
"1011","2011-01-05",13.02
"1012","2011-01-06",12.52
"1013","2011-01-07",12.4
"1014","2011-01-10",13.26
"1015","2011-01-11",13.22
"1016","2011-01-12",13.6
"1017","2011-01-13",13.52
"1018","2011-01-14",13.28
"1019","2011-01-18",13.42
"1020","2011-01-19",12.76
"1021","2011-01-20",12.9
"1022","2011-01-21",12.46
"1023","2011-01-24",12.38
"1024","2011-01-25",11.88
"1025","2011-01-26",12.02
"1026","2011-01-27",12.02
"1027","2011-01-28",11.66
"1028","2011-01-31",11.52
"1029","2011-02-01",11.02
"1030","2011-02-02",11
"1031","2011-02-03",11.02
"1032","2011-02-04",9.42
"1033","2011-02-07",9.96
"1034","2011-02-08",10.82
"1035","2011-02-09",10.1
"1036","2011-02-10",10.14
"1037","2011-02-11",10
"1038","2011-02-14",10.32
"1039","2011-02-15",10.8
"1040","2011-02-16",10.12
"1041","2011-02-17",10.12
"1042","2011-02-18",10
"1043","2011-02-22",9.8
"1044","2011-02-23",9.8
"1045","2011-02-24",9.2
"1046","2011-02-25",9.8
"1047","2011-02-28",9.6
"1048","2011-03-01",8.78
"1049","2011-03-02",7.14
"1050","2011-03-03",7.9
"1051","2011-03-04",8.24
"1052","2011-03-07",9.02
"1053","2011-03-08",9.22
"1054","2011-03-09",9.36
"1055","2011-03-10",8.86
"1056","2011-03-11",8.9
"1057","2011-03-14",9.4
"1058","2011-03-15",9.18
"1059","2011-03-16",8.16
"1060","2011-03-17",8.8
"1061","2011-03-18",8.1
"1062","2011-03-21",7.56
"1063","2011-03-22",7.6
"1064","2011-03-23",7.26
"1065","2011-03-24",7.44
