"","date","CIGI"
"1","2007-01-03",13.288473
"2","2007-01-04",13.171445
"3","2007-01-05",13.183148
"4","2007-01-08",13.218256
"5","2007-01-09",13.218256
"6","2007-01-10",13.118783
"7","2007-01-11",12.931539
"8","2007-01-12",13.01931
"9","2007-01-16",12.908134
"10","2007-01-17",13.218256
"11","2007-01-18",13.306026
"12","2007-01-19",13.27677
"13","2007-01-22",13.188999
"14","2007-01-23",13.610298
"15","2007-01-24",13.70392
"16","2007-01-25",13.715623
"17","2007-01-26",13.920422
"18","2007-01-29",14.014043
"19","2007-01-30",14.505559
"20","2007-01-31",14.698654
"21","2007-02-01",14.727911
"22","2007-02-02",14.55237
"23","2007-02-05",14.575775
"24","2007-02-06",14.722059
"25","2007-02-07",14.827384
"26","2007-02-08",14.885899
"27","2007-02-09",14.93856
"28","2007-02-12",14.897601
"29","2007-02-13",14.891749
"30","2007-02-14",14.944412
"31","2007-02-15",14.862493
"32","2007-02-16",15.096548
"33","2007-02-20",14.967817
"34","2007-02-21",15.108251
"35","2007-02-22",15.067291
"36","2007-02-23",14.915155
"37","2007-02-26",14.85079
"38","2007-02-27",14.751317
"39","2007-02-28",14.669397
"40","2007-03-01",14.277355
"41","2007-03-02",14.148625
"42","2007-03-05",13.984786
"43","2007-03-06",14.294909
"44","2007-03-07",14.610884
"45","2007-03-08",14.932709
"46","2007-03-09",14.663546
"47","2007-03-12",14.739614
"48","2007-03-13",14.318315
"49","2007-03-14",14.125219
"50","2007-03-15",13.943827
"51","2007-03-16",14.183733
"52","2007-03-19",14.306612
"53","2007-03-20",14.944412
"54","2007-03-21",15.23113
"55","2007-03-22",15.675834
"56","2007-03-23",15.763604
"57","2007-03-26",15.798713
"58","2007-03-27",15.99766
"59","2007-03-28",15.868929
"60","2007-03-29",15.939146
"61","2007-03-30",16.184904
"62","2007-04-02",16.062025
"63","2007-04-03",16.073727
"64","2007-04-04",15.91574
"65","2007-04-05",16.278526
"66","2007-04-09",16.430662
"67","2007-04-10",16.214161
"68","2007-04-11",16.179052
"69","2007-04-12",16.354593
"70","2007-04-13",16.149796
"71","2007-04-16",16.161497
"72","2007-04-17",16.08543
"73","2007-04-18",16.231714
"74","2007-04-19",16.348742
"75","2007-04-20",16.571095
"76","2007-04-23",16.904623
"77","2007-04-24",17.074312
"78","2007-04-25",17.284962
"79","2007-04-26",16.957285
"80","2007-04-27",17.115273
"81","2007-04-30",17.267408
"82","2007-05-01",17.331774
"83","2007-05-02",17.589233
"84","2007-05-03",17.776478
"85","2007-05-04",18.203629
"86","2007-05-07",18.145115
"87","2007-05-08",18.139263
"88","2007-05-09",18.613224
"89","2007-05-10",18.320656
"90","2007-05-11",18.420128
"91","2007-05-14",18.285547
"92","2007-05-15",18.531305
"93","2007-05-16",19.286133
"94","2007-05-17",19.678175
"95","2007-05-18",20.140432
"96","2007-05-21",20.280867
"97","2007-05-22",20.070217
"98","2007-05-23",19.923933
"99","2007-05-24",19.373903
"100","2007-05-25",19.327091
"101","2007-05-29",19.689877
"102","2007-05-30",19.976595
"103","2007-05-31",20.058514
"104","2007-06-01",20.479813
"105","2007-06-04",20.579287
"106","2007-06-05",21.211235
"107","2007-06-06",21.152721
"108","2007-06-07",20.626097
"109","2007-06-08",20.825045
"110","2007-06-11",20.965477
"111","2007-06-12",20.801638
"112","2007-06-13",20.719719
"113","2007-06-14",20.772381
"114","2007-06-15",21.410181
"115","2007-06-18",21.661791
"116","2007-06-19",21.650087
"117","2007-06-20",21.076653
"118","2007-06-21",21.006437
