"","date","CRVS"
"84","2016-07-21",14.12
"85","2016-07-22",14.19
"86","2016-07-25",13.59
"87","2016-07-26",13.37
"88","2016-07-27",13.1
"89","2016-07-28",12.89
"90","2016-07-29",13.15
"91","2016-08-01",13.3
"92","2016-08-02",12.85
"93","2016-08-03",13.05
"94","2016-08-04",13.16
"95","2016-08-05",13.59
"96","2016-08-08",13.79
"97","2016-08-09",14.01
"98","2016-08-10",14.13
"99","2016-08-11",14.28
"100","2016-08-12",13.87
"101","2016-08-15",14.1
"102","2016-08-16",14
"103","2016-08-17",13.89
"104","2016-08-18",14.15
"105","2016-08-19",13.85
"106","2016-08-22",13.81
"107","2016-08-23",13.98
"108","2016-08-24",13.69
"109","2016-08-25",13.88
"110","2016-08-26",14.11
"111","2016-08-29",14.08
"112","2016-08-30",13.99
"113","2016-08-31",13.65
"114","2016-09-01",13.62
"115","2016-09-02",13.59
"116","2016-09-06",14.42
"117","2016-09-07",14.45
"118","2016-09-08",14.94
"119","2016-09-09",15.61
"120","2016-09-12",16.219999
"121","2016-09-13",16.120001
"122","2016-09-14",15.84
"123","2016-09-15",15.61
"124","2016-09-16",15.13
"125","2016-09-19",14.75
"126","2016-09-20",15
"127","2016-09-21",14.98
"128","2016-09-22",15.57
"129","2016-09-23",15.84
"130","2016-09-26",15.92
"131","2016-09-27",16.469999
"132","2016-09-28",16.49
"133","2016-09-29",16.200001
"134","2016-09-30",16.450001
"135","2016-10-03",16.370001
"136","2016-10-04",16.389999
"137","2016-10-05",16.59
"138","2016-10-06",16.309999
"139","2016-10-07",16.24
"140","2016-10-10",16.290001
"141","2016-10-11",16.139999
"142","2016-10-12",15.82
"143","2016-10-13",15.32
"144","2016-10-14",15.18
"145","2016-10-17",15.02
"146","2016-10-18",14.86
"147","2016-10-19",14.81
"148","2016-10-20",14.74
"149","2016-10-21",14.45
"150","2016-10-24",14.29
"151","2016-10-25",14.14
"152","2016-10-26",14.08
"153","2016-10-27",13.78
"154","2016-10-28",13.63
"155","2016-10-31",13.35
"156","2016-11-01",13.58
"157","2016-11-02",13.12
"158","2016-11-03",13.63
"159","2016-11-04",13.6
"160","2016-11-07",13.74
"161","2016-11-08",14.26
"162","2016-11-09",15.64
"163","2016-11-10",16.35
"164","2016-11-11",15.96
"165","2016-11-14",15.61
"166","2016-11-15",15.49
"167","2016-11-16",15.08
"168","2016-11-17",15.03
"169","2016-11-18",15.2
"170","2016-11-21",14.85
"171","2016-11-22",14.95
"172","2016-11-23",15.79
"173","2016-11-25",15.5
"174","2016-11-28",14.84
"175","2016-11-29",14.99
"176","2016-11-30",15.43
"177","2016-12-01",15.59
"178","2016-12-02",15.36
"179","2016-12-05",15.89
"180","2016-12-06",16.42
"181","2016-12-07",16.370001
"182","2016-12-08",16.610001
"183","2016-12-09",16.68
"184","2016-12-12",15.93
"185","2016-12-13",16.16
"186","2016-12-14",16.700001
"187","2016-12-15",16.15
"188","2016-12-16",15.31
"189","2016-12-19",15.13
"190","2016-12-20",15.19
"191","2016-12-21",15.01
"192","2016-12-22",15.06
"193","2016-12-23",14.87
"194","2016-12-27",14.65
"195","2016-12-28",15.11
"196","2016-12-29",15.2
"197","2016-12-30",14.3
"198","2017-01-03",14.43
"199","2017-01-04",14.98
"200","2017-01-05",14.8
"201","2017-01-06",14.75
"202","2017-01-09",14.19
"203","2017-01-10",14.05
"204","2017-01-11",14.09
"205","2017-01-12",14.2
"206","2017-01-13",14.17
"207","2017-01-17",14.11
"208","2017-01-18",14.03
"209","2017-01-19",13.96
"210","2017-01-20",14.14
"211","2017-01-23",13.98
"212","2017-01-24",13.86
"213","2017-01-25",13.83
"214","2017-01-26",13.62
"215","2017-01-27",13.69
"216","2017-01-30",13.88
"217","2017-01-31",14.12
"218","2017-02-01",14.02
"219","2017-02-02",13.97
"220","2017-02-03",14
"221","2017-02-06",13.83
"222","2017-02-07",14.04
"223","2017-02-08",14.03
"224","2017-02-09",13.85
"225","2017-02-10",13.85
"226","2017-02-13",13.84
"227","2017-02-14",13.9
"228","2017-02-15",13.82
"229","2017-02-16",13.26
"230","2017-02-17",13.47
"231","2017-02-21",13.44
"232","2017-02-22",13.33
"233","2017-02-23",13.22
"234","2017-02-24",13.35
"235","2017-02-27",14.8
"236","2017-02-28",14.38
"237","2017-03-01",14.38
"238","2017-03-02",13.96
"239","2017-03-03",13.75
"240","2017-03-06",13.38
"241","2017-03-07",13.5
"242","2017-03-08",15.57
"243","2017-03-09",16.209999
"244","2017-03-10",17.459999
"245","2017-03-13",19.15
"246","2017-03-14",19.790001
"247","2017-03-15",20.34
"248","2017-03-16",20.42
"249","2017-03-17",20.5
"250","2017-03-20",20.9
"251","2017-03-21",20.370001
"252","2017-03-22",19.93
"253","2017-03-23",20.440001
"254","2017-03-24",20.9
"255","2017-03-27",21.370001
"256","2017-03-28",21.129999
"257","2017-03-29",21.02
"258","2017-03-30",20.66
"259","2017-03-31",20.77
"260","2017-04-03",20.709999
"261","2017-04-04",10.36
"262","2017-04-05",10.1
"263","2017-04-06",9.83
"264","2017-04-07",9.54
"265","2017-04-10",10.18
"266","2017-04-11",10.09
"267","2017-04-12",10.15
"268","2017-04-13",10.09
"269","2017-04-17",10.02
"270","2017-04-18",9.55
"271","2017-04-19",9.54
"272","2017-04-20",9.65
"273","2017-04-21",9.8
"274","2017-04-24",10.09
"275","2017-04-25",10.24
"276","2017-04-26",10.24
"277","2017-04-27",10.19
"278","2017-04-28",9.93
"279","2017-05-01",9.64
"280","2017-05-02",9.95
"281","2017-05-03",9.68
"282","2017-05-04",9.74
"283","2017-05-05",9.99
"284","2017-05-08",10.1
"285","2017-05-09",9.87
"286","2017-05-10",9.92
"287","2017-05-11",10.11
"288","2017-05-12",10.68
"289","2017-05-15",10.74
"290","2017-05-16",10.84
"291","2017-05-17",10.78
"292","2017-05-18",11.27
"293","2017-05-19",11.19
"294","2017-05-22",11.12
"295","2017-05-23",11.2
"296","2017-05-24",11.31
"297","2017-05-25",11.13
"298","2017-05-26",11.01
"299","2017-05-30",10.13
"300","2017-05-31",10.16
"301","2017-06-01",10.76
"302","2017-06-02",11.32
"303","2017-06-05",11.08
"304","2017-06-06",10
"305","2017-06-07",9.44
"306","2017-06-08",9.7
"307","2017-06-09",9.89
"308","2017-06-12",9.78
"309","2017-06-13",10.13
"310","2017-06-14",10.74
"311","2017-06-15",10.9
"312","2017-06-16",11
"313","2017-06-19",11.2
"314","2017-06-20",10.93
"315","2017-06-21",11.4
"316","2017-06-22",11.07
"317","2017-06-23",11.3
"318","2017-06-26",12.13
"319","2017-06-27",11.73
"320","2017-06-28",12.65
"321","2017-06-29",12.45
"322","2017-06-30",12.1
"323","2017-07-03",12.48
"324","2017-07-05",12.37
"325","2017-07-06",12.47
"326","2017-07-07",12.73
"327","2017-07-10",12.66
"328","2017-07-11",12.74
"329","2017-07-12",12.58
"330","2017-07-13",12.2
"331","2017-07-14",12.17
"332","2017-07-17",11.99
"333","2017-07-18",12.01
"334","2017-07-19",11.99
"335","2017-07-20",12
"336","2017-07-21",12.28
"337","2017-07-24",12.25
"338","2017-07-25",12.17
"339","2017-07-26",12.3
"340","2017-07-27",12.34
"341","2017-07-28",12.12
"342","2017-07-31",12.23
"343","2017-08-01",12.09
"344","2017-08-02",11.84
"345","2017-08-03",12.07
"346","2017-08-04",12.26
"347","2017-08-07",12.17
"348","2017-08-08",11.65
"349","2017-08-09",11.3
"350","2017-08-10",11.61
"351","2017-08-11",11.68
"352","2017-08-14",11.84
"353","2017-08-15",12.27
"354","2017-08-16",12.59
"355","2017-08-17",12.39
"356","2017-08-18",12.26
"357","2017-08-21",11.92
"358","2017-08-22",11.87
"359","2017-08-23",13
"360","2017-08-24",14.67
"361","2017-08-25",14.55
"362","2017-08-28",14.55
"363","2017-08-29",15.24
"364","2017-08-30",15.9
"365","2017-08-31",16.17
"366","2017-09-01",16.17
"367","2017-09-05",16.049999
"368","2017-09-06",16.08
"369","2017-09-07",16.27
"370","2017-09-08",16.99
"371","2017-09-11",17.1
"372","2017-09-12",17.02
"373","2017-09-13",16.700001
"374","2017-09-14",16.9
"375","2017-09-15",17.15
"376","2017-09-18",17.23
"377","2017-09-19",16.85
"378","2017-09-20",16.360001
"379","2017-09-21",16.01
"380","2017-09-22",16.25
"381","2017-09-25",16.049999
"382","2017-09-26",16.02
"383","2017-09-27",16.33
"384","2017-09-28",16.15
"385","2017-09-29",15.94
"386","2017-10-02",16.93
"387","2017-10-03",16.77
"388","2017-10-04",16.129999
"389","2017-10-05",16.360001
"390","2017-10-06",16.67
"391","2017-10-09",16.9
"392","2017-10-10",16.66
"393","2017-10-11",16.299999
"394","2017-10-12",16.17
"395","2017-10-13",15.59
"396","2017-10-16",14.88
"397","2017-10-17",15.22
"398","2017-10-18",15.55
"399","2017-10-19",15.4
"400","2017-10-20",14.78
"401","2017-10-23",14.8
"402","2017-10-24",14
"403","2017-10-25",14.18
"404","2017-10-26",13.91
"405","2017-10-27",14.53
"406","2017-10-30",14.74
"407","2017-10-31",13.58
"408","2017-11-01",13.97
"409","2017-11-02",14.42
"410","2017-11-03",14.55
"411","2017-11-06",14.19
"412","2017-11-07",13.72
"413","2017-11-08",13.02
"414","2017-11-09",12.92
"415","2017-11-10",12.79
"416","2017-11-13",12.32
"417","2017-11-14",12.13
"418","2017-11-15",11.66
"419","2017-11-16",11.8
"420","2017-11-17",11.27
"421","2017-11-20",10.5
"422","2017-11-21",10.09
"423","2017-11-22",10.24
"424","2017-11-24",11.51
"425","2017-11-27",11.49
"426","2017-11-28",11.43
"427","2017-11-29",11.28
"428","2017-11-30",11.21
"429","2017-12-01",11.37
"430","2017-12-04",11.19
"431","2017-12-05",11
"432","2017-12-06",10.69
"433","2017-12-07",10.68
"434","2017-12-08",10.57
"435","2017-12-11",10.95
"436","2017-12-12",10.86
"437","2017-12-13",10.6
"438","2017-12-14",10.24
"439","2017-12-15",9.3
"440","2017-12-18",9.8
"441","2017-12-19",9.92
"442","2017-12-20",10.17
"443","2017-12-21",10.29
"444","2017-12-22",10.55
"445","2017-12-26",10.63
"446","2017-12-27",10.37
"447","2017-12-28",10.55
"448","2017-12-29",10.36
"449","2018-01-02",11.17
"450","2018-01-03",10.8
"451","2018-01-04",11.21
"452","2018-01-05",10.85
"453","2018-01-08",9.95
"454","2018-01-09",10.14
"455","2018-01-10",10.34
"456","2018-01-11",10.51
"457","2018-01-12",10.39
"458","2018-01-16",9.98
"459","2018-01-17",9.99
"460","2018-01-18",9.91
"461","2018-01-19",9.94
"462","2018-01-22",9.87
"463","2018-01-23",9.86
"464","2018-01-24",9.84
"465","2018-01-25",9.85
"466","2018-01-26",9.87
"467","2018-01-29",9.51
"468","2018-01-30",9.27
"469","2018-01-31",8.42
"470","2018-02-01",8.24
"471","2018-02-02",8.03
"472","2018-02-05",8
"473","2018-02-06",8.15
"474","2018-02-07",8.19
"475","2018-02-08",8.19
"476","2018-02-09",7.95
"477","2018-02-12",7.91
"478","2018-02-13",8.16
"479","2018-02-14",8.15
"480","2018-02-15",8.2
"481","2018-02-16",8.12
"482","2018-02-20",8.06
"483","2018-02-21",8.12
"484","2018-02-22",7.48
"485","2018-02-23",8.17
"486","2018-02-26",8.19
"487","2018-02-27",8.39
"488","2018-02-28",8.19
"489","2018-03-01",7.82
"490","2018-03-02",8.95
"491","2018-03-05",8.55
"492","2018-03-06",9.04
"493","2018-03-07",9.52
"494","2018-03-08",9.74
"495","2018-03-09",9.88
"496","2018-03-12",9.78
"497","2018-03-13",10.63
"498","2018-03-14",10.54
"499","2018-03-15",10.01
"500","2018-03-16",10.32
"501","2018-03-19",10.23
"502","2018-03-20",10.16
"503","2018-03-21",10.23
"504","2018-03-22",10.75
"505","2018-03-23",10.2
"506","2018-03-26",11.21
"507","2018-03-27",11.05
"508","2018-03-28",11.18
"509","2018-03-29",11.53
"510","2018-04-02",10.86
"511","2018-04-03",11.09
"512","2018-04-04",11.27
"513","2018-04-05",10.91
"514","2018-04-06",10.12
"515","2018-04-09",10.47
"516","2018-04-10",11.21
"517","2018-04-11",11.02
"518","2018-04-12",11.09
"519","2018-04-13",11.1
"520","2018-04-16",10.83
"521","2018-04-17",10.81
"522","2018-04-18",10.87
"523","2018-04-19",10.65
"524","2018-04-20",10.56
"525","2018-04-23",10.38
"526","2018-04-24",9.97
"527","2018-04-25",9.81
"528","2018-04-26",9.8
"529","2018-04-27",9.75
"530","2018-04-30",9.6
"531","2018-05-01",9.71
"532","2018-05-02",9.69
"533","2018-05-03",9.42
"534","2018-05-04",9.66
"535","2018-05-07",9.65
"536","2018-05-08",9.7
"537","2018-05-09",9.7
"538","2018-05-10",9.93
"539","2018-05-11",9.85
"540","2018-05-14",9.83
"541","2018-05-15",9.49
"542","2018-05-16",9.81
"543","2018-05-17",10.07
"544","2018-05-18",10.89
"545","2018-05-21",10.88
"546","2018-05-22",11.02
"547","2018-05-23",11.09
"548","2018-05-24",11.12
"549","2018-05-25",11.48
"550","2018-05-29",12.62
"551","2018-05-30",13.24
"552","2018-05-31",13.73
"553","2018-06-01",13.18
"554","2018-06-04",11.56
"555","2018-06-05",12.15
"556","2018-06-06",12.98
"557","2018-06-07",12.98
"558","2018-06-08",12.93
"559","2018-06-11",12.88
"560","2018-06-12",12.89
"561","2018-06-13",12.47
"562","2018-06-14",12.97
"563","2018-06-15",13.1
"564","2018-06-18",12.71
"565","2018-06-19",12.92
"566","2018-06-20",12.89
"567","2018-06-21",12.5
"568","2018-06-22",11.16
"569","2018-06-25",12.26
"570","2018-06-26",11.96
"571","2018-06-27",11.04
"572","2018-06-28",11.16
"573","2018-06-29",10.98
"574","2018-07-02",10.59
"575","2018-07-03",10.78
"576","2018-07-05",10.8
"577","2018-07-06",11.4
"578","2018-07-09",11.2
"579","2018-07-10",11.04
"580","2018-07-11",11.04
"581","2018-07-12",11.31
"582","2018-07-13",11.05
"583","2018-07-16",10.25
"584","2018-07-17",10.29
"585","2018-07-18",10.06
"586","2018-07-19",10.85
"587","2018-07-20",10.48
"588","2018-07-23",10.58
"589","2018-07-24",10.45
"590","2018-07-25",10.43
"591","2018-07-26",10.19
"592","2018-07-27",9.84
"593","2018-07-30",9.69
"594","2018-07-31",9.87
"595","2018-08-01",9.72
"596","2018-08-02",9.42
"597","2018-08-03",9.06
"598","2018-08-06",9.3
"599","2018-08-07",9.04
"600","2018-08-08",8.82
"601","2018-08-09",9.42
"602","2018-08-10",9.37
"603","2018-08-13",9.48
"604","2018-08-14",9.11
"605","2018-08-15",9.47
"606","2018-08-16",9.7
"607","2018-08-17",9.53
"608","2018-08-20",9.69
"609","2018-08-21",9.7
"610","2018-08-22",9.95
"611","2018-08-23",9.78
"612","2018-08-24",10.04
"613","2018-08-27",10.03
"614","2018-08-28",10.2
"615","2018-08-29",10.65
"616","2018-08-30",10.74
"617","2018-08-31",10.96
"618","2018-09-04",11.08
"619","2018-09-05",10.8
"620","2018-09-06",10.28
"621","2018-09-07",10.46
"622","2018-09-10",10.65
"623","2018-09-11",10.58
"624","2018-09-12",9.96
"625","2018-09-13",9.84
"626","2018-09-14",10.02
"627","2018-09-17",9.65
"628","2018-09-18",9.53
"629","2018-09-19",9.44
"630","2018-09-20",9.42
"631","2018-09-21",8.86
"632","2018-09-24",8.85
"633","2018-09-25",8.7
"634","2018-09-26",8.99
"635","2018-09-27",8.87
"636","2018-09-28",8.58
"637","2018-10-01",8.22
"638","2018-10-02",8.36
"639","2018-10-03",8.94
"640","2018-10-04",8.67
"641","2018-10-05",8.66
"642","2018-10-08",8.57
"643","2018-10-09",8.51
"644","2018-10-10",8.65
"645","2018-10-11",8.62
"646","2018-10-12",8.2
"647","2018-10-15",8.3
"648","2018-10-16",8.89
"649","2018-10-17",8.63
"650","2018-10-18",8.16
"651","2018-10-19",7.99
"652","2018-10-22",7.97
"653","2018-10-23",8.15
"654","2018-10-24",7.49
"655","2018-10-25",7.85
"656","2018-10-26",7.52
"657","2018-10-29",7.3
"658","2018-10-30",7.63
"659","2018-10-31",7.59
"660","2018-11-01",8.2
"661","2018-11-02",8.25
"662","2018-11-05",8.2
"663","2018-11-06",7.57
"664","2018-11-07",7.9
"665","2018-11-08",7.99
"666","2018-11-09",7.91
"667","2018-11-12",7.51
"668","2018-11-13",7.25
"669","2018-11-14",6.81
"670","2018-11-15",6.97
"671","2018-11-16",6.98
"672","2018-11-19",6.66
"673","2018-11-20",6.4
"674","2018-11-21",6.49
"675","2018-11-23",6.6
"676","2018-11-26",6.24
"677","2018-11-27",5.95
"678","2018-11-28",6.08
"679","2018-11-29",6.09
"680","2018-11-30",5.98
"681","2018-12-03",6.24
"682","2018-12-04",5.98
"683","2018-12-06",5.94
"684","2018-12-07",5.89
"685","2018-12-10",5.82
"686","2018-12-11",5.63
"687","2018-12-12",5.94
"688","2018-12-13",5.48
"689","2018-12-14",5.26
"690","2018-12-17",5.04
"691","2018-12-18",4.87
"692","2018-12-19",4.39
"693","2018-12-20",4.3
"694","2018-12-21",4.12
"695","2018-12-24",3.78
"696","2018-12-26",3.39
"697","2018-12-27",3.29
"698","2018-12-28",3.61
"699","2018-12-31",3.67
"700","2019-01-02",4.27
"701","2019-01-03",4.07
"702","2019-01-04",4.33
"703","2019-01-07",4.55
"704","2019-01-08",4.74
"705","2019-01-09",4.32
"706","2019-01-10",4.4
"707","2019-01-11",4.34
"708","2019-01-14",4.18
"709","2019-01-15",4.17
"710","2019-01-16",4.14
"711","2019-01-17",4.04
"712","2019-01-18",4.12
"713","2019-01-22",3.75
"714","2019-01-23",3.84
"715","2019-01-24",3.86
"716","2019-01-25",3.99
"717","2019-01-28",3.88
"718","2019-01-29",3.83
"719","2019-01-30",3.9
"720","2019-01-31",3.99
"721","2019-02-01",4.03
"722","2019-02-04",4.16
"723","2019-02-05",4.21
"724","2019-02-06",4.45
"725","2019-02-07",4.25
"726","2019-02-08",4.22
"727","2019-02-11",4.16
"728","2019-02-12",4.13
"729","2019-02-13",4.27
"730","2019-02-14",4.09
"731","2019-02-15",4.13
"732","2019-02-19",4.16
"733","2019-02-20",4.19
"734","2019-02-21",3.91
"735","2019-02-22",4.14
"736","2019-02-25",4.35
"737","2019-02-26",4.42
"738","2019-02-27",4.97
"739","2019-02-28",4.84
"740","2019-03-01",4.83
"741","2019-03-04",4.78
"742","2019-03-05",4.56
"743","2019-03-06",4.33
"744","2019-03-07",4.18
"745","2019-03-08",4.33
"746","2019-03-11",4.44
"747","2019-03-12",4.07
"748","2019-03-13",4.23
"749","2019-03-14",4.21
"750","2019-03-15",4.18
"751","2019-03-18",4.29
"752","2019-03-19",4.35
"753","2019-03-20",4.44
"754","2019-03-21",4.4
"755","2019-03-22",4.01
"756","2019-03-25",4.07
"757","2019-03-26",4.04
"758","2019-03-27",4
"759","2019-03-28",3.91
"760","2019-03-29",4.02
"761","2019-04-01",4
"762","2019-04-02",4.03
"763","2019-04-03",4.03
"764","2019-04-04",3.89
"765","2019-04-05",3.96
"766","2019-04-08",3.81
"767","2019-04-09",3.8
"768","2019-04-10",3.94
"769","2019-04-11",3.9
"770","2019-04-12",3.92
"771","2019-04-15",3.88
"772","2019-04-16",3.86
"773","2019-04-17",3.89
"774","2019-04-18",3.95
"775","2019-04-22",4.2
"776","2019-04-23",4.33
"777","2019-04-24",4.58
"778","2019-04-25",4.33
"779","2019-04-26",4.54
"780","2019-04-29",4.47
"781","2019-04-30",4.23
"782","2019-05-01",4.22
"783","2019-05-02",4.17
"784","2019-05-03",4.06
"785","2019-05-06",4.18
"786","2019-05-07",4.04
"787","2019-05-08",4.05
"788","2019-05-09",4.11
"789","2019-05-10",4.36
"790","2019-05-13",4.22
"791","2019-05-14",4.31
"792","2019-05-15",4.44
"793","2019-05-16",4.18
"794","2019-05-17",4.1
"795","2019-05-20",3.92
"796","2019-05-21",4.01
"797","2019-05-22",4
"798","2019-05-23",3.9
"799","2019-05-24",4.03
"800","2019-05-28",3.9
"801","2019-05-29",3.84
"802","2019-05-30",3.84
"803","2019-05-31",3.77
"804","2019-06-03",3.99
"805","2019-06-04",4.06
"806","2019-06-05",3.87
"807","2019-06-06",3.42
"808","2019-06-07",3.41
"809","2019-06-10",3.66
"810","2019-06-11",3.47
"811","2019-06-12",3.46
"812","2019-06-13",3.64
"813","2019-06-14",3.38
"814","2019-06-17",3.63
"815","2019-06-18",3.81
"816","2019-06-19",3.6
"817","2019-06-20",3.61
"818","2019-06-21",3.36
"819","2019-06-24",3.42
"820","2019-06-25",3.42
"821","2019-06-26",3.3
"822","2019-06-27",3.39
"823","2019-06-28",3.74
"824","2019-07-01",4.15
"825","2019-07-02",5.02
"826","2019-07-03",6.3
"827","2019-07-05",6.5
"828","2019-07-08",5.96
"829","2019-07-09",5.61
"830","2019-07-10",5.6
"831","2019-07-11",5.48
"832","2019-07-12",5.61
"833","2019-07-15",6.03
"834","2019-07-16",5.41
"835","2019-07-17",5.43
"836","2019-07-18",5.61
"837","2019-07-19",6.05
"838","2019-07-22",5.41
"839","2019-07-23",5.06
"840","2019-07-24",4.73
"841","2019-07-25",4.68
"842","2019-07-26",4.34
"843","2019-07-29",3.94
"844","2019-07-30",3.97
"845","2019-07-31",3.91
"846","2019-08-01",3.83
"847","2019-08-02",3.79
"848","2019-08-05",3.44
"849","2019-08-06",3.56
"850","2019-08-07",3.53
"851","2019-08-08",3.58
"852","2019-08-09",4.32
"853","2019-08-12",4.02
"854","2019-08-13",3.95
"855","2019-08-14",3.92
"856","2019-08-15",4.15
"857","2019-08-16",4.04
"858","2019-08-19",4.2
"859","2019-08-20",4.09
"860","2019-08-21",3.8
"861","2019-08-22",3.67
"862","2019-08-23",3.51
"863","2019-08-26",3.61
"864","2019-08-27",3.45
"865","2019-08-28",3.49
"866","2019-08-29",3.52
"867","2019-08-30",3.41
"868","2019-09-03",3.45
"869","2019-09-04",3.38
"870","2019-09-05",3.69
"871","2019-09-06",3.67
"872","2019-09-09",3.87
"873","2019-09-10",4.19
"874","2019-09-11",4.15
"875","2019-09-12",3.81
"876","2019-09-13",3.73
"877","2019-09-16",3.59
"878","2019-09-17",3.38
"879","2019-09-18",3.41
"880","2019-09-19",3.53
"881","2019-09-20",3.56
"882","2019-09-23",3.51
"883","2019-09-24",3.39
"884","2019-09-25",3.28
"885","2019-09-26",3.17
"886","2019-09-27",3.15
"887","2019-09-30",3.01
"888","2019-10-01",2.76
"889","2019-10-02",2.68
"890","2019-10-03",2.56
"891","2019-10-04",2.64
"892","2019-10-07",2.76
"893","2019-10-08",2.66
"894","2019-10-09",2.6
"895","2019-10-10",2.9
"896","2019-10-11",3.05
"897","2019-10-14",3
"898","2019-10-15",3.26
"899","2019-10-16",3.33
"900","2019-10-17",3.52
"901","2019-10-18",3.64
"902","2019-10-21",3.5
"903","2019-10-22",3.5
"904","2019-10-23",3.43
"905","2019-10-24",3.5
"906","2019-10-25",3.11
"907","2019-10-28",3.66
"908","2019-10-29",3.54
"909","2019-10-30",3.49
"910","2019-10-31",3.33
"911","2019-11-01",3.46
"912","2019-11-04",3.89
"913","2019-11-05",3.86
"914","2019-11-06",3.82
"915","2019-11-07",3.8
"916","2019-11-08",3.45
"917","2019-11-11",3.21
"918","2019-11-12",2.91
"919","2019-11-13",2.93
"920","2019-11-14",2.63
"921","2019-11-15",2.89
"922","2019-11-18",2.77
"923","2019-11-19",2.74
"924","2019-11-20",2.7
"925","2019-11-21",2.8
"926","2019-11-22",3.02
"927","2019-11-25",3.15
"928","2019-11-26",2.92
"929","2019-11-27",3.03
"930","2019-11-29",3.05
"931","2019-12-02",3.17
"932","2019-12-03",4.47
"933","2019-12-04",4.12
"934","2019-12-05",4.56
"935","2019-12-06",4.3
"936","2019-12-09",4.05
"937","2019-12-10",3.96
"938","2019-12-11",3.83
"939","2019-12-12",3.54
"940","2019-12-13",3.53
"941","2019-12-16",3.67
"942","2019-12-17",4.06
"943","2019-12-18",4.35
"944","2019-12-19",4.23
"945","2019-12-20",4.29
"946","2019-12-23",4.18
"947","2019-12-24",4.57
"948","2019-12-26",4.75
"949","2019-12-27",4.43
"950","2019-12-30",4.89
"951","2019-12-31",5.44
"952","2020-01-02",4.99
"953","2020-01-03",4.71
"954","2020-01-06",4.51
"955","2020-01-07",4.8
"956","2020-01-08",4.77
"957","2020-01-09",5.1
"958","2020-01-10",5.2
"959","2020-01-13",4.57
"960","2020-01-14",4.54
"961","2020-01-15",5.08
"962","2020-01-16",5.38
"963","2020-01-17",5.7
"964","2020-01-21",5.94
"965","2020-01-22",5.93
"966","2020-01-23",5.93
"967","2020-01-24",5.81
"968","2020-01-27",5.61
"969","2020-01-28",5.98
"970","2020-01-29",5.91
"971","2020-01-30",5.49
"972","2020-01-31",5.52
"973","2020-02-03",5.82
"974","2020-02-04",5.38
"975","2020-02-05",4.83
"976","2020-02-06",5.22
"977","2020-02-07",4.87
"978","2020-02-10",4.92
"979","2020-02-11",5.08
"980","2020-02-12",4.61
"981","2020-02-13",4.4
"982","2020-02-14",4.33
"983","2020-02-18",4.37
"984","2020-02-19",4.31
"985","2020-02-20",4.55
"986","2020-02-21",4.11
"987","2020-02-24",3.94
"988","2020-02-25",3.76
"989","2020-02-26",3.71
"990","2020-02-27",3.33
"991","2020-02-28",3.44
"992","2020-03-02",3.24
"993","2020-03-03",3.28
"994","2020-03-04",3.86
"995","2020-03-05",3.595
"996","2020-03-06",3.15
"997","2020-03-09",2.72
"998","2020-03-10",2.8
