"","date","RVLV"
"1","2019-06-07",34
"2","2019-06-10",33.299999
"3","2019-06-11",35.450001
"4","2019-06-12",36.509998
"5","2019-06-13",40.400002
"6","2019-06-14",42.009998
"7","2019-06-17",40.869999
"8","2019-06-18",40.830002
"9","2019-06-19",46.959999
"10","2019-06-20",44.290001
"11","2019-06-21",38.860001
"12","2019-06-24",34.220001
"13","2019-06-25",35.099998
"14","2019-06-26",33.549999
"15","2019-06-27",34.299999
"16","2019-06-28",34.5
"17","2019-07-01",32.790001
"18","2019-07-02",34.810001
"19","2019-07-03",34.900002
"20","2019-07-05",38.599998
"21","2019-07-08",37.299999
"22","2019-07-09",38.310001
"23","2019-07-10",37.049999
"24","2019-07-11",38.529999
"25","2019-07-12",37.740002
"26","2019-07-15",37.849998
"27","2019-07-16",37.150002
"28","2019-07-17",35.689999
"29","2019-07-18",33.939999
"30","2019-07-19",34.139999
"31","2019-07-22",34.389999
"32","2019-07-23",34.09
"33","2019-07-24",34.139999
"34","2019-07-25",33.52
"35","2019-07-26",34.290001
"36","2019-07-29",35.110001
"37","2019-07-30",33.98
"38","2019-07-31",34.470001
"39","2019-08-01",33.400002
"40","2019-08-02",33.57
"41","2019-08-05",31.559999
"42","2019-08-06",32.32
"43","2019-08-07",29.99
"44","2019-08-08",30.959999
"45","2019-08-09",26.120001
"46","2019-08-12",26.43
"47","2019-08-13",25.75
"48","2019-08-14",22.1
"49","2019-08-15",24.469999
"50","2019-08-16",23.690001
"51","2019-08-19",24.41
"52","2019-08-20",23.77
"53","2019-08-21",25.379999
"54","2019-08-22",25.41
"55","2019-08-23",23.01
"56","2019-08-26",22.93
"57","2019-08-27",21.610001
"58","2019-08-28",22.190001
"59","2019-08-29",23.299999
"60","2019-08-30",22.67
"61","2019-09-03",21.51
"62","2019-09-04",22.15
"63","2019-09-05",23.35
"64","2019-09-06",22.23
"65","2019-09-09",21.809999
"66","2019-09-10",24.41
"67","2019-09-11",25.059999
"68","2019-09-12",24.610001
"69","2019-09-13",25.58
"70","2019-09-16",26.549999
"71","2019-09-17",25.6
"72","2019-09-18",23.809999
"73","2019-09-19",24.110001
"74","2019-09-20",23.83
"75","2019-09-23",23.940001
"76","2019-09-24",21.83
"77","2019-09-25",22.25
"78","2019-09-26",22.09
"79","2019-09-27",22.84
"80","2019-09-30",23.370001
"81","2019-10-01",23.43
"82","2019-10-02",22.879999
"83","2019-10-03",24.190001
"84","2019-10-04",24.16
"85","2019-10-07",23.860001
"86","2019-10-08",22.559999
"87","2019-10-09",21.91
"88","2019-10-10",21.01
"89","2019-10-11",21.73
"90","2019-10-14",22.6
"91","2019-10-15",21.07
"92","2019-10-16",22
"93","2019-10-17",21.799999
"94","2019-10-18",22.02
"95","2019-10-21",22.66
"96","2019-10-22",21.16
"97","2019-10-23",21.41
"98","2019-10-24",21.139999
"99","2019-10-25",20.969999
"100","2019-10-28",21.379999
"101","2019-10-29",20.51
"102","2019-10-30",21.08
"103","2019-10-31",20.76
"104","2019-11-01",21.24
"105","2019-11-04",20.799999
"106","2019-11-05",19.450001
"107","2019-11-06",19.66
"108","2019-11-07",19.33
"109","2019-11-08",16.33
"110","2019-11-11",15.3
"111","2019-11-12",15.52
"112","2019-11-13",16.15
"113","2019-11-14",15.65
"114","2019-11-15",15.46
"115","2019-11-18",15.14
"116","2019-11-19",14.81
"117","2019-11-20",14.66
"118","2019-11-21",15.02
"119","2019-11-22",15.32
"120","2019-11-25",16.530001
"121","2019-11-26",17.190001
"122","2019-11-27",16.74
"123","2019-11-29",16.120001
"124","2019-12-02",16.219999
"125","2019-12-03",16.66
"126","2019-12-04",17.59
"127","2019-12-05",17.200001
"128","2019-12-06",16.74
"129","2019-12-09",17.17
"130","2019-12-10",17.040001
"131","2019-12-11",16.809999
"132","2019-12-12",17.139999
"133","2019-12-13",17.049999
"134","2019-12-16",17.129999
"135","2019-12-17",16.809999
"136","2019-12-18",17
"137","2019-12-19",17.66
"138","2019-12-20",19.02
"139","2019-12-23",18.33
"140","2019-12-24",18.73
"141","2019-12-26",19.299999
"142","2019-12-27",18.99
"143","2019-12-30",18.35
"144","2019-12-31",18.360001
"145","2020-01-02",18.389999
"146","2020-01-03",18.889999
"147","2020-01-06",19.09
"148","2020-01-07",19.41
"149","2020-01-08",19.24
"150","2020-01-09",20
"151","2020-01-10",19.09
"152","2020-01-13",19.32
"153","2020-01-14",20.639999
"154","2020-01-15",20.41
"155","2020-01-16",20.690001
"156","2020-01-17",20.879999
"157","2020-01-21",20.35
"158","2020-01-22",18.98
"159","2020-01-23",17.950001
"160","2020-01-24",17.639999
"161","2020-01-27",17.65
"162","2020-01-28",18.120001
"163","2020-01-29",18.18
"164","2020-01-30",17.99
"165","2020-01-31",17.790001
"166","2020-02-03",17.42
"167","2020-02-04",17.17
"168","2020-02-05",17.870001
"169","2020-02-06",18.51
"170","2020-02-07",18.110001
"171","2020-02-10",18.35
"172","2020-02-11",18.9
"173","2020-02-12",19.530001
"174","2020-02-13",18.969999
"175","2020-02-14",19.49
"176","2020-02-18",19.700001
"177","2020-02-19",20.52
"178","2020-02-20",20.559999
"179","2020-02-21",20.99
"180","2020-02-24",18.860001
"181","2020-02-25",19.309999
"182","2020-02-26",16.780001
"183","2020-02-27",15.58
"184","2020-02-28",16.299999
"185","2020-03-02",15.76
"186","2020-03-03",14.5
"187","2020-03-04",15.14
"188","2020-03-05",14.3
"189","2020-03-06",13.99
"190","2020-03-09",12.32
"191","2020-03-10",12.4
"192","2020-03-11",11.1
"193","2020-03-12",9.04
"194","2020-03-13",9.49
"195","2020-03-16",8.77
"196","2020-03-17",9.22
"197","2020-03-18",7.85
"198","2020-03-19",8.81
"199","2020-03-20",7.66
"200","2020-03-23",7.3
"201","2020-03-24",8.56
"202","2020-03-25",8.98
"203","2020-03-26",9.19
"204","2020-03-27",8.3
"205","2020-03-30",8.41
"206","2020-03-31",8.64
"207","2020-04-01",8.13
"208","2020-04-02",8.63
"209","2020-04-03",8.38
"210","2020-04-06",8.6
"211","2020-04-07",8.61
"212","2020-04-08",9.52
"213","2020-04-09",10.14
"214","2020-04-13",10.32
"215","2020-04-14",11.05
"216","2020-04-15",10.95
"217","2020-04-16",10.95
"218","2020-04-17",11.75
"219","2020-04-20",11.94
"220","2020-04-21",11.15
"221","2020-04-22",10.66
"222","2020-04-23",10.47
"223","2020-04-24",10.56
"224","2020-04-27",11.1
"225","2020-04-28",10.91
"226","2020-04-29",11.04
"227","2020-04-30",10.99
"228","2020-05-01",10.25
"229","2020-05-04",9.98
"230","2020-05-05",10.35
"231","2020-05-06",10.1
"232","2020-05-07",10.37
"233","2020-05-08",13.03
"234","2020-05-11",13.95
"235","2020-05-12",14.49
"236","2020-05-13",14.64
"237","2020-05-14",14.93
"238","2020-05-15",13.41
"239","2020-05-18",13.5
"240","2020-05-19",13.63
"241","2020-05-20",13.14
"242","2020-05-21",13.2
"243","2020-05-22",14.59
"244","2020-05-26",14.61
"245","2020-05-27",15.05
"246","2020-05-28",13.78
"247","2020-05-29",14.06
"248","2020-06-01",14.44
"249","2020-06-02",15.3
"250","2020-06-03",16.52
"251","2020-06-04",17.120001
"252","2020-06-05",17.459999
"253","2020-06-08",18.67
"254","2020-06-09",16.67
"255","2020-06-10",16.4
"256","2020-06-11",15.07
"257","2020-06-12",15.11
"258","2020-06-15",15.32
"259","2020-06-16",16.1
"260","2020-06-17",16.690001
"261","2020-06-18",16.610001
"262","2020-06-19",16.309999
"263","2020-06-22",15.98
"264","2020-06-23",15.52
"265","2020-06-24",14.8
"266","2020-06-25",15.35
"267","2020-06-26",15.11
"268","2020-06-29",15.3
"269","2020-06-30",14.86
"270","2020-07-01",15.63
"271","2020-07-02",15.47
"272","2020-07-06",15.57
"273","2020-07-07",15.62
"274","2020-07-08",17.18
"275","2020-07-09",16
"276","2020-07-10",17.200001
"277","2020-07-13",15.92
"278","2020-07-14",15.77
"279","2020-07-15",15.91
"280","2020-07-16",16.030001
"281","2020-07-17",16
"282","2020-07-20",15.52
"283","2020-07-21",15.8
"284","2020-07-22",16
"285","2020-07-23",16.120001
"286","2020-07-24",15.78
"287","2020-07-27",15.75
"288","2020-07-28",15.68
"289","2020-07-29",16.33
"290","2020-07-30",16.200001
"291","2020-07-31",16.370001
"292","2020-08-03",16.4
"293","2020-08-04",16.190001
"294","2020-08-05",16.860001
"295","2020-08-06",17.059999
"296","2020-08-07",17.639999
"297","2020-08-10",19
"298","2020-08-11",18.65
"299","2020-08-12",19.5
