"","date","HIMX"
"265","2008-01-22",5
"266","2008-01-23",5.15
"267","2008-01-24",5.18
"268","2008-01-25",5.07
"269","2008-01-28",5.08
"270","2008-01-29",5.07
"271","2008-01-30",5.08
"272","2008-01-31",4.93
"273","2008-02-01",5.09
"274","2008-02-04",4.98
"275","2008-02-05",4.94
"276","2008-02-06",5.1
"277","2008-02-07",5.1
"278","2008-02-08",5.02
"279","2008-02-11",4.99
"280","2008-02-12",5.11
"281","2008-02-13",5.11
"282","2008-02-14",5.34
"283","2008-02-15",5.35
"284","2008-02-19",5.4
"285","2008-02-20",5.59
"286","2008-02-21",5.52
"287","2008-02-22",5.62
"288","2008-02-25",5.69
"289","2008-02-26",5.54
"290","2008-02-27",5.5
"291","2008-02-28",5.5
"292","2008-02-29",5.38
"293","2008-03-03",5.37
"294","2008-03-04",5.28
"295","2008-03-05",5.49
"296","2008-03-06",5.3
"297","2008-03-07",5.26
"298","2008-03-10",5.12
"299","2008-03-11",5.24
"300","2008-03-12",5.26
"301","2008-03-13",5.15
"302","2008-03-14",5
"303","2008-03-17",4.63
"304","2008-03-18",4.45
"305","2008-03-19",4.28
"306","2008-03-20",4.75
"307","2008-03-24",4.51
"308","2008-03-25",4.85
"309","2008-03-26",4.9
"310","2008-03-27",4.95
"311","2008-03-28",4.9
"312","2008-03-31",4.85
"313","2008-04-01",4.81
"314","2008-04-02",4.95
"315","2008-04-03",5
"316","2008-04-04",4.93
"317","2008-04-07",4.75
"318","2008-04-08",4.87
"319","2008-04-09",4.77
"320","2008-04-10",4.84
"321","2008-04-11",4.71
"322","2008-04-14",4.61
"323","2008-04-15",4.61
"324","2008-04-16",4.8
"325","2008-04-17",4.77
"326","2008-04-18",4.88
"327","2008-04-21",4.84
"328","2008-04-22",4.78
"329","2008-04-23",4.85
"330","2008-04-24",4.83
"331","2008-04-25",4.85
"332","2008-04-28",5.2
"333","2008-04-29",5.2
"334","2008-04-30",5.03
"335","2008-05-01",5.12
"336","2008-05-02",5.2
"337","2008-05-05",5.1
"338","2008-05-06",5.1
"339","2008-05-07",5.02
"340","2008-05-08",4.95
"341","2008-05-09",4.94
"342","2008-05-12",4.89
"343","2008-05-13",4.88
"344","2008-05-14",4.93
"345","2008-05-15",4.99
"346","2008-05-16",4.9
"347","2008-05-19",4.87
"348","2008-05-20",4.84
"349","2008-05-21",4.94
"350","2008-05-22",5
"351","2008-05-23",5
"352","2008-05-27",5
"353","2008-05-28",5.8
"354","2008-05-29",5.67
"355","2008-05-30",5.5
"356","2008-06-02",5.71
"357","2008-06-03",6
"358","2008-06-04",6.14
"359","2008-06-05",6.07
"360","2008-06-06",5.99
"361","2008-06-09",5.89
"362","2008-06-10",5.96
"363","2008-06-11",5.82
"364","2008-06-12",5.62
"365","2008-06-13",5.59
"366","2008-06-16",5.81
"367","2008-06-17",5.66
"368","2008-06-18",5.71
"369","2008-06-19",5.7
"370","2008-06-20",5.44
"371","2008-06-23",5.3
"372","2008-06-24",5.34
"373","2008-06-25",5.37
"374","2008-06-26",5.11
"375","2008-06-27",5.24
"376","2008-06-30",5.12
"377","2008-07-01",5.06
"378","2008-07-02",5.11
"379","2008-07-03",5.02
"380","2008-07-07",5.25
"381","2008-07-08",5.28
"382","2008-07-09",5.2
"383","2008-07-10",5.1
"384","2008-07-11",5.1
"385","2008-07-14",5.02
"386","2008-07-15",5
"387","2008-07-16",4.98
"388","2008-07-17",4.36
"389","2008-07-18",4.33
"390","2008-07-21",4.35
"391","2008-07-22",4.19
"392","2008-07-23",4.09
"393","2008-07-24",4.03
"394","2008-07-25",4
"395","2008-07-28",3.94
"396","2008-07-29",3.97
"397","2008-07-30",3.88
"398","2008-07-31",3.8
"399","2008-08-01",3.7
"400","2008-08-04",3.54
"401","2008-08-05",3.38
"402","2008-08-06",3.29
"403","2008-08-07",3.43
"404","2008-08-08",3.62
"405","2008-08-11",3.76
"406","2008-08-12",3.64
"407","2008-08-13",3.62
"408","2008-08-14",3.64
"409","2008-08-15",3.62
"410","2008-08-18",3.6
"411","2008-08-19",3.58
"412","2008-08-20",3.6
"413","2008-08-21",3.59
"414","2008-08-22",3.56
"415","2008-08-25",3.58
"416","2008-08-26",3.59
"417","2008-08-27",3.59
"418","2008-08-28",3.57
"419","2008-08-29",3.5
"420","2008-09-02",3.51
"421","2008-09-03",3.5
"422","2008-09-04",3.41
"423","2008-09-05",3.38
"424","2008-09-08",3.31
"425","2008-09-09",3
"426","2008-09-10",3.18
"427","2008-09-11",3.02
"428","2008-09-12",3.1
"429","2008-09-15",3.01
"430","2008-09-16",3.01
"431","2008-09-17",2.83
"432","2008-09-18",2.89
"433","2008-09-19",3.06
"434","2008-09-22",3
"435","2008-09-23",2.97
"436","2008-09-24",3.02
"437","2008-09-25",3.17
"438","2008-09-26",3.27
"439","2008-09-29",2.95
"440","2008-09-30",2.89
"441","2008-10-01",3.03
"442","2008-10-02",2.89
"443","2008-10-03",2.73
"444","2008-10-06",2.5
"445","2008-10-07",2.35
"446","2008-10-08",2.44
"447","2008-10-09",2.5
"448","2008-10-10",2.31
"449","2008-10-13",2.75
"450","2008-10-14",2.4
"451","2008-10-15",2.32
"452","2008-10-16",2.35
"453","2008-10-17",2.38
"454","2008-10-20",2.44
"455","2008-10-21",2.32
"456","2008-10-22",2.18
"457","2008-10-23",2.06
"458","2008-10-24",1.96
"459","2008-10-27",1.92
"460","2008-10-28",1.69
"461","2008-10-29",1.67
"462","2008-10-30",1.76
"463","2008-10-31",1.87
"464","2008-11-03",1.95
"465","2008-11-04",2.12
"466","2008-11-05",1.95
"467","2008-11-06",1.9
"468","2008-11-07",1.89
"469","2008-11-10",1.8
"470","2008-11-11",1.71
"471","2008-11-12",1.67
"472","2008-11-13",1.7
"473","2008-11-14",2.01
"474","2008-11-17",1.94
"475","2008-11-18",1.84
"476","2008-11-19",1.68
"477","2008-11-20",1.33
"478","2008-11-21",1.34
"479","2008-11-24",1.31
"480","2008-11-25",1.4
"481","2008-11-26",1.4
"482","2008-11-28",1.41
"483","2008-12-01",1.36
"484","2008-12-02",1.3
"485","2008-12-03",1.28
"486","2008-12-04",1.13
"487","2008-12-05",1.03
"488","2008-12-08",1.09
"489","2008-12-09",1.24
"490","2008-12-10",1.32
"491","2008-12-11",1.25
"492","2008-12-12",1.33
"493","2008-12-15",1.35
"494","2008-12-16",1.37
"495","2008-12-17",1.41
"496","2008-12-18",1.46
"497","2008-12-19",1.52
"498","2008-12-22",1.45
"499","2008-12-23",1.45
"500","2008-12-24",1.48
"501","2008-12-26",1.48
"502","2008-12-29",1.48
"503","2008-12-30",1.45
"504","2008-12-31",1.61
"505","2009-01-02",1.83
"506","2009-01-05",1.79
"507","2009-01-06",1.87
"508","2009-01-07",1.74
"509","2009-01-08",1.65
"510","2009-01-09",1.63
"511","2009-01-12",1.5
"512","2009-01-13",1.42
"513","2009-01-14",1.4
"514","2009-01-15",1.37
"515","2009-01-16",1.38
"516","2009-01-20",1.37
"517","2009-01-21",1.38
"518","2009-01-22",1.52
"519","2009-01-23",1.56
"520","2009-01-26",1.6
"521","2009-01-27",1.65
"522","2009-01-28",1.68
"523","2009-01-29",1.62
"524","2009-01-30",1.68
"525","2009-02-02",1.66
"526","2009-02-03",1.58
"527","2009-02-04",1.63
"528","2009-02-05",1.57
"529","2009-02-06",1.61
"530","2009-02-09",1.69
"531","2009-02-10",1.68
"532","2009-02-11",1.78
"533","2009-02-12",1.75
"534","2009-02-13",1.81
"535","2009-02-17",1.76
"536","2009-02-18",1.71
"537","2009-02-19",1.61
"538","2009-02-20",1.79
"539","2009-02-23",1.63
"540","2009-02-24",1.68
"541","2009-02-25",1.73
"542","2009-02-26",1.72
"543","2009-02-27",1.65
"544","2009-03-02",1.42
"545","2009-03-03",1.45
"546","2009-03-04",1.67
"547","2009-03-05",1.56
"548","2009-03-06",1.57
"549","2009-03-09",1.59
"550","2009-03-10",1.7
"551","2009-03-11",1.67
"552","2009-03-12",1.8
"553","2009-03-13",1.76
"554","2009-03-16",1.78
"555","2009-03-17",1.9
"556","2009-03-18",2.34
"557","2009-03-19",2.18
"558","2009-03-20",2.24
"559","2009-03-23",2.54
"560","2009-03-24",2.81
"561","2009-03-25",3.1
"562","2009-03-26",2.97
"563","2009-03-27",2.8
"564","2009-03-30",2.41
"565","2009-03-31",2.8
"566","2009-04-01",2.82
"567","2009-04-02",2.84
"568","2009-04-03",2.8
"569","2009-04-06",2.63
"570","2009-04-07",2.52
"571","2009-04-08",2.66
"572","2009-04-09",2.8
"573","2009-04-13",2.92
"574","2009-04-14",2.86
"575","2009-04-15",2.86
"576","2009-04-16",2.89
"577","2009-04-17",2.88
"578","2009-04-20",2.63
"579","2009-04-21",2.76
"580","2009-04-22",2.81
"581","2009-04-23",2.75
"582","2009-04-24",2.74
"583","2009-04-27",2.64
"584","2009-04-28",2.53
"585","2009-04-29",2.61
"586","2009-04-30",2.71
"587","2009-05-01",2.73
"588","2009-05-04",2.9
"589","2009-05-05",2.84
"590","2009-05-06",2.91
"591","2009-05-07",2.72
"592","2009-05-08",2.77
"593","2009-05-11",2.69
"594","2009-05-12",2.55
"595","2009-05-13",2.53
"596","2009-05-14",2.52
"597","2009-05-15",2.47
"598","2009-05-18",2.59
"599","2009-05-19",2.89
"600","2009-05-20",3.09
"601","2009-05-21",3.14
"602","2009-05-22",3.03
"603","2009-05-26",3.22
"604","2009-05-27",3.1
"605","2009-05-28",3.23
"606","2009-05-29",3.63
"607","2009-06-01",3.43
"608","2009-06-02",3.42
"609","2009-06-03",3.08
"610","2009-06-04",3.25
"611","2009-06-05",3.27
"612","2009-06-08",3.49
"613","2009-06-09",3.58
"614","2009-06-10",3.48
"615","2009-06-11",3.52
"616","2009-06-12",3.54
"617","2009-06-15",3.59
"618","2009-06-16",3.52
"619","2009-06-17",3.38
"620","2009-06-18",3.3
"621","2009-06-19",3.35
"622","2009-06-22",3.2
"623","2009-06-23",3.17
"624","2009-06-24",3.17
"625","2009-06-25",3.22
"626","2009-06-26",3.47
"627","2009-06-29",3.6
"628","2009-06-30",3.75
"629","2009-07-01",3.85
"630","2009-07-02",3.94
"631","2009-07-06",3.59
"632","2009-07-07",3.51
"633","2009-07-08",3.5
"634","2009-07-09",3.44
"635","2009-07-10",3.49
"636","2009-07-13",3.46
"637","2009-07-14",3.52
"638","2009-07-15",3.62
"639","2009-07-16",3.78
"640","2009-07-17",3.78
"641","2009-07-20",3.77
"642","2009-07-21",3.73
"643","2009-07-22",3.74
"644","2009-07-23",3.77
"645","2009-07-24",3.8
"646","2009-07-27",3.8
"647","2009-07-28",3.86
"648","2009-07-29",3.85
"649","2009-07-30",3.82
"650","2009-07-31",3.82
"651","2009-08-03",3.8
"652","2009-08-04",3.8
"653","2009-08-05",3.8
"654","2009-08-06",3.35
"655","2009-08-07",3.54
"656","2009-08-10",3.55
"657","2009-08-11",3.36
"658","2009-08-12",3.45
"659","2009-08-13",3.5
"660","2009-08-14",3.5
"661","2009-08-17",3.31
"662","2009-08-18",3.37
"663","2009-08-19",3.39
"664","2009-08-20",3.31
"665","2009-08-21",3.35
"666","2009-08-24",2.94
"667","2009-08-25",3.15
"668","2009-08-26",3.2
"669","2009-08-27",3.26
"670","2009-08-28",3.52
"671","2009-08-31",3.49
"672","2009-09-01",3.46
"673","2009-09-02",3.43
"674","2009-09-03",3.4
"675","2009-09-04",3.39
"676","2009-09-08",3.39
"677","2009-09-09",3.43
"678","2009-09-10",3.48
"679","2009-09-11",3.5
"680","2009-09-14",3.4
"681","2009-09-15",3.31
"682","2009-09-16",3.34
"683","2009-09-17",3.3
"684","2009-09-18",3.35
"685","2009-09-21",3.3
"686","2009-09-22",3.37
"687","2009-09-23",3.34
"688","2009-09-24",3.3
"689","2009-09-25",3.31
"690","2009-09-28",3.25
"691","2009-09-29",3.28
"692","2009-09-30",3.33
"693","2009-10-01",3.08
"694","2009-10-02",3.05
"695","2009-10-05",3.18
"696","2009-10-06",3.19
"697","2009-10-07",3.15
"698","2009-10-08",3.14
"699","2009-10-09",3.1
"700","2009-10-12",3.09
"701","2009-10-13",3.06
"702","2009-10-14",3.09
"703","2009-10-15",3.07
"704","2009-10-16",2.99
"705","2009-10-19",3.01
"706","2009-10-20",3.01
"707","2009-10-21",3
"708","2009-10-22",2.97
"709","2009-10-23",2.9
"710","2009-10-26",2.9
"711","2009-10-27",2.93
"712","2009-10-28",2.9
"713","2009-10-29",2.79
"714","2009-10-30",2.64
"715","2009-11-02",2.68
"716","2009-11-03",2.49
"717","2009-11-04",2.47
"718","2009-11-05",2.47
"719","2009-11-06",2.43
"720","2009-11-09",2.46
"721","2009-11-10",2.4
"722","2009-11-11",2.4
"723","2009-11-12",2.18
"724","2009-11-13",2.43
"725","2009-11-16",2.46
"726","2009-11-17",2.42
"727","2009-11-18",2.3
"728","2009-11-19",2.29
"729","2009-11-20",2.28
"730","2009-11-23",2.44
"731","2009-11-24",2.47
"732","2009-11-25",2.52
"733","2009-11-27",2.58
"734","2009-11-30",2.61
"735","2009-12-01",2.75
"736","2009-12-02",2.86
"737","2009-12-03",2.88
"738","2009-12-04",2.89
"739","2009-12-07",2.86
"740","2009-12-08",2.86
"741","2009-12-09",2.87
"742","2009-12-10",2.87
"743","2009-12-11",2.99
"744","2009-12-14",2.94
"745","2009-12-15",3.03
"746","2009-12-16",3.01
"747","2009-12-17",3.01
"748","2009-12-18",3.03
"749","2009-12-21",3.15
"750","2009-12-22",3.22
"751","2009-12-23",3.2
"752","2009-12-24",3.18
"753","2009-12-28",3.16
"754","2009-12-29",3
"755","2009-12-30",2.83
"756","2009-12-31",2.77
"757","2010-01-04",3.16
"758","2010-01-05",3.17
"759","2010-01-06",3.16
"760","2010-01-07",3.09
"761","2010-01-08",3.08
"762","2010-01-11",3.08
"763","2010-01-12",3.05
"764","2010-01-13",3.05
"765","2010-01-14",3.1
"766","2010-01-15",3.16
"767","2010-01-19",3.14
"768","2010-01-20",3.11
"769","2010-01-21",3.04
"770","2010-01-22",3
"771","2010-01-25",2.92
"772","2010-01-26",2.9
"773","2010-01-27",2.99
"774","2010-01-28",2.94
"775","2010-01-29",2.97
"776","2010-02-01",2.98
"777","2010-02-02",2.98
"778","2010-02-03",2.96
"779","2010-02-04",2.78
"780","2010-02-05",2.76
"781","2010-02-08",2.95
"782","2010-02-09",2.93
"783","2010-02-10",2.98
"784","2010-02-11",3.03
"785","2010-02-12",2.96
"786","2010-02-16",3
"787","2010-02-17",3.01
"788","2010-02-18",2.95
"789","2010-02-19",2.9
"790","2010-02-22",2.89
"791","2010-02-23",2.9
"792","2010-02-24",2.88
"793","2010-02-25",2.81
"794","2010-02-26",2.93
"795","2010-03-01",3
"796","2010-03-02",3.01
"797","2010-03-03",3.04
"798","2010-03-04",3.01
"799","2010-03-05",3.03
"800","2010-03-08",3
"801","2010-03-09",3.02
"802","2010-03-10",3.05
"803","2010-03-11",3.03
"804","2010-03-12",3.03
"805","2010-03-15",3
"806","2010-03-16",3
"807","2010-03-17",3.01
"808","2010-03-18",2.99
"809","2010-03-19",3.05
"810","2010-03-22",3.04
"811","2010-03-23",3.03
"812","2010-03-24",3.05
"813","2010-03-25",3.03
"814","2010-03-26",3.05
"815","2010-03-29",3.08
"816","2010-03-30",3.15
"817","2010-03-31",3.12
"818","2010-04-01",3.09
"819","2010-04-05",3.14
"820","2010-04-06",3.15
"821","2010-04-07",3.13
"822","2010-04-08",3.15
"823","2010-04-09",3.18
"824","2010-04-12",3.2
"825","2010-04-13",3.2
"826","2010-04-14",3.25
"827","2010-04-15",3.21
"828","2010-04-16",3.22
"829","2010-04-19",3.15
"830","2010-04-20",3.17
"831","2010-04-21",3.15
"832","2010-04-22",3.15
"833","2010-04-23",3.19
"834","2010-04-26",3.22
"835","2010-04-27",3.19
"836","2010-04-28",3.17
"837","2010-04-29",3.18
"838","2010-04-30",3.13
"839","2010-05-03",3.12
"840","2010-05-04",3.04
"841","2010-05-05",3.03
"842","2010-05-06",2.85
"843","2010-05-07",2.82
"844","2010-05-10",2.88
"845","2010-05-11",2.88
"846","2010-05-12",2.86
"847","2010-05-13",2.8
"848","2010-05-14",2.85
"849","2010-05-17",2.8
"850","2010-05-18",2.78
"851","2010-05-19",2.77
"852","2010-05-20",2.75
"853","2010-05-21",2.78
"854","2010-05-24",3.07
"855","2010-05-25",3.13
"856","2010-05-26",3.04
"857","2010-05-27",3.12
"858","2010-05-28",3.05
"859","2010-06-01",3.01
"860","2010-06-02",3.03
"861","2010-06-03",3.02
"862","2010-06-04",3.05
"863","2010-06-07",2.95
"864","2010-06-08",2.97
"865","2010-06-09",2.97
"866","2010-06-10",3.02
"867","2010-06-11",3.01
"868","2010-06-14",3.01
"869","2010-06-15",3.11
"870","2010-06-16",3.07
"871","2010-06-17",3.08
"872","2010-06-18",3.07
"873","2010-06-21",3.11
"874","2010-06-22",3.04
"875","2010-06-23",3.07
"876","2010-06-24",3
"877","2010-06-25",3.02
"878","2010-06-28",2.99
"879","2010-06-29",2.98
"880","2010-06-30",2.91
"881","2010-07-01",2.82
"882","2010-07-02",2.88
"883","2010-07-06",2.86
"884","2010-07-07",2.89
"885","2010-07-08",2.9
"886","2010-07-09",2.92
"887","2010-07-12",2.92
"888","2010-07-13",2.98
"889","2010-07-14",2.96
"890","2010-07-15",3.01
"891","2010-07-16",3.01
"892","2010-07-19",2.97
"893","2010-07-20",3
"894","2010-07-21",2.98
"895","2010-07-22",3.01
"896","2010-07-23",3
"897","2010-07-26",3.07
"898","2010-07-27",3.04
"899","2010-07-28",3.04
"900","2010-07-29",3.02
"901","2010-07-30",3.06
"902","2010-08-02",3.1
"903","2010-08-03",3.07
"904","2010-08-04",2.88
"905","2010-08-05",2.89
"906","2010-08-06",2.78
"907","2010-08-09",2.78
"908","2010-08-10",2.48
"909","2010-08-11",2.47
"910","2010-08-12",2.44
"911","2010-08-13",2.42
"912","2010-08-16",2.38
"913","2010-08-17",2.4
"914","2010-08-18",2.39
"915","2010-08-19",2.34
"916","2010-08-20",2.32
"917","2010-08-23",2.41
"918","2010-08-24",2.42
"919","2010-08-25",2.41
"920","2010-08-26",2.41
"921","2010-08-27",2.4
"922","2010-08-30",2.4
"923","2010-08-31",2.42
"924","2010-09-01",2.4
"925","2010-09-02",2.41
"926","2010-09-03",2.45
"927","2010-09-07",2.44
"928","2010-09-08",2.4
"929","2010-09-09",2.42
"930","2010-09-10",2.42
"931","2010-09-13",2.45
"932","2010-09-14",2.53
"933","2010-09-15",2.55
"934","2010-09-16",2.49
"935","2010-09-17",2.38
"936","2010-09-20",2.46
"937","2010-09-21",2.41
"938","2010-09-22",2.44
"939","2010-09-23",2.46
"940","2010-09-24",2.48
"941","2010-09-27",2.47
"942","2010-09-28",2.47
"943","2010-09-29",2.47
"944","2010-09-30",2.48
"945","2010-10-01",2.49
"946","2010-10-04",2.41
"947","2010-10-05",2.41
"948","2010-10-06",2.4
"949","2010-10-07",2.32
"950","2010-10-08",2.3
"951","2010-10-11",2.33
"952","2010-10-12",2.38
"953","2010-10-13",2.38
"954","2010-10-14",2.4
"955","2010-10-15",2.4
"956","2010-10-18",2.39
"957","2010-10-19",2.35
"958","2010-10-20",2.32
"959","2010-10-21",2.27
"960","2010-10-22",2.31
"961","2010-10-25",2.32
"962","2010-10-26",2.33
"963","2010-10-27",2.39
"964","2010-10-28",2.39
"965","2010-10-29",2.33
"966","2010-11-01",2.32
"967","2010-11-02",2.3
"968","2010-11-03",2.31
"969","2010-11-04",2.38
"970","2010-11-05",2.39
"971","2010-11-08",2.38
"972","2010-11-09",2.32
"973","2010-11-10",2.29
"974","2010-11-11",2.24
"975","2010-11-12",2.2
"976","2010-11-15",2.22
"977","2010-11-16",2.22
"978","2010-11-17",2.24
"979","2010-11-18",2.17
"980","2010-11-19",2.2
"981","2010-11-22",2.2
"982","2010-11-23",2.2
"983","2010-11-24",2.16
"984","2010-11-26",2.16
"985","2010-11-29",2.1
"986","2010-11-30",2.08
"987","2010-12-01",2.07
"988","2010-12-02",2.13
"989","2010-12-03",2.12
"990","2010-12-06",2.1
"991","2010-12-07",2.1
"992","2010-12-08",2.08
"993","2010-12-09",2.08
"994","2010-12-10",2.1
"995","2010-12-13",2.11
"996","2010-12-14",2
"997","2010-12-15",2.09
"998","2010-12-16",2.06
"999","2010-12-17",2.02
"1000","2010-12-20",2.04
"1001","2010-12-21",2.04
"1002","2010-12-22",2.03
