"","date","B"
"1","2007-01-03",21.58
"2","2007-01-04",21.209999
"3","2007-01-05",20.73
"4","2007-01-08",20.860001
"5","2007-01-09",20.860001
"6","2007-01-10",20.82
"7","2007-01-11",21.209999
"8","2007-01-12",21.290001
"9","2007-01-16",21.02
"10","2007-01-17",21.049999
"11","2007-01-18",20.440001
"12","2007-01-19",20.67
"13","2007-01-22",20.459999
"14","2007-01-23",20.93
"15","2007-01-24",20.67
"16","2007-01-25",19.99
"17","2007-01-26",20.280001
"18","2007-01-29",20.299999
"19","2007-01-30",20.66
"20","2007-01-31",21.42
"21","2007-02-01",21.76
"22","2007-02-02",22.27
"23","2007-02-05",22.389999
"24","2007-02-06",22.67
"25","2007-02-07",22.790001
"26","2007-02-08",23.25
"27","2007-02-09",22.629999
"28","2007-02-12",22.469999
"29","2007-02-13",22.200001
"30","2007-02-14",22.27
"31","2007-02-15",23.290001
"32","2007-02-16",23.049999
"33","2007-02-20",23.17
"34","2007-02-21",23.450001
"35","2007-02-22",23.27
"36","2007-02-23",23.309999
"37","2007-02-26",23.08
"38","2007-02-27",22.290001
"39","2007-02-28",22.34
"40","2007-03-01",22.08
"41","2007-03-02",21.610001
"42","2007-03-05",20.950001
"43","2007-03-06",21.09
"44","2007-03-07",21.41
"45","2007-03-08",21.67
"46","2007-03-09",21.809999
"47","2007-03-12",22
"48","2007-03-13",21.43
"49","2007-03-14",21.709999
"50","2007-03-15",21.629999
"51","2007-03-16",21.84
"52","2007-03-19",22.440001
"53","2007-03-20",22.690001
"54","2007-03-21",23.040001
"55","2007-03-22",23.1
"56","2007-03-23",23.17
"57","2007-03-26",23.030001
"58","2007-03-27",22.709999
"59","2007-03-28",22.700001
"60","2007-03-29",22.91
"61","2007-03-30",23.01
"62","2007-04-02",22.93
"63","2007-04-03",22.940001
"64","2007-04-04",23.139999
"65","2007-04-05",23.129999
"66","2007-04-09",22.92
"67","2007-04-10",23.26
"68","2007-04-11",22.75
"69","2007-04-12",23.08
"70","2007-04-13",23.42
"71","2007-04-16",23.43
"72","2007-04-17",23.27
"73","2007-04-18",23.110001
"74","2007-04-19",23.08
"75","2007-04-20",23.309999
"76","2007-04-23",23.48
"77","2007-04-24",23.469999
"78","2007-04-25",23.48
"79","2007-04-26",23.73
"80","2007-04-27",24.26
"81","2007-04-30",24.299999
"82","2007-05-01",24.32
"83","2007-05-02",24.9
"84","2007-05-03",25.469999
"85","2007-05-04",25.51
"86","2007-05-07",24.790001
"87","2007-05-08",24.799999
"88","2007-05-09",28.610001
"89","2007-05-10",28.68
"90","2007-05-11",29.23
"91","2007-05-14",29.15
"92","2007-05-15",29.17
"93","2007-05-16",29.299999
"94","2007-05-17",29.450001
"95","2007-05-18",29.719999
"96","2007-05-21",29.58
"97","2007-05-22",29.43
"98","2007-05-23",29.120001
"99","2007-05-24",28.190001
"100","2007-05-25",28.99
"101","2007-05-29",29.32
"102","2007-05-30",29.110001
"103","2007-05-31",29.49
"104","2007-06-01",30.049999
"105","2007-06-04",29.940001
"106","2007-06-05",29.639999
"107","2007-06-06",30.959999
"108","2007-06-07",30
"109","2007-06-08",31
"110","2007-06-11",32.099998
"111","2007-06-12",31.43
"112","2007-06-13",32.18
"113","2007-06-14",33.040001
"114","2007-06-15",34.189999
"115","2007-06-18",33.889999
"116","2007-06-19",33.959999
"117","2007-06-20",33.189999
"118","2007-06-21",33.5
"119","2007-06-22",32.720001
"120","2007-06-25",32
"121","2007-06-26",31.700001
"122","2007-06-27",32.130001
"123","2007-06-28",31.9
"124","2007-06-29",31.68
"125","2007-07-02",32.799999
"126","2007-07-03",32.849998
"127","2007-07-05",33.169998
"128","2007-07-06",33.07
"129","2007-07-09",32.990002
"130","2007-07-10",32.560001
"131","2007-07-11",33
"132","2007-07-12",33.509998
"133","2007-07-13",33.490002
"134","2007-07-16",33.380001
"135","2007-07-17",33.939999
"136","2007-07-18",33.540001
"137","2007-07-19",33.73
"138","2007-07-20",32.919998
"139","2007-07-23",32.75
"140","2007-07-24",31.9
"141","2007-07-25",32.040001
"142","2007-07-26",30.77
"143","2007-07-27",30.15
"144","2007-07-30",31.16
"145","2007-07-31",31.200001
"146","2007-08-01",30.799999
"147","2007-08-02",29.280001
"148","2007-08-03",27.4
"149","2007-08-06",27.379999
"150","2007-08-07",28.9
"151","2007-08-08",29.52
"152","2007-08-09",31.700001
"153","2007-08-10",31.879999
"154","2007-08-13",31.4
"155","2007-08-14",30.809999
"156","2007-08-15",29.51
"157","2007-08-16",29.83
"158","2007-08-17",30.120001
"159","2007-08-20",30.82
"160","2007-08-21",31.17
"161","2007-08-22",32.110001
"162","2007-08-23",31.4
"163","2007-08-24",32.009998
"164","2007-08-27",31.33
"165","2007-08-28",30.1
"166","2007-08-29",30.790001
"167","2007-08-30",31.219999
"168","2007-08-31",31.459999
"169","2007-09-04",32.080002
"170","2007-09-05",31.52
"171","2007-09-06",31.530001
"172","2007-09-07",30.809999
"173","2007-09-10",30.469999
"174","2007-09-11",31.360001
"175","2007-09-12",30.469999
"176","2007-09-13",30.58
"177","2007-09-14",31.34
"178","2007-09-17",31.34
"179","2007-09-18",32.82
"180","2007-09-19",32.459999
"181","2007-09-20",31.92
"182","2007-09-21",32.07
"183","2007-09-24",32.110001
"184","2007-09-25",31.940001
"185","2007-09-26",32.099998
"186","2007-09-27",32.5
"187","2007-09-28",31.92
"188","2007-10-01",32.299999
"189","2007-10-02",32.450001
"190","2007-10-03",30.940001
"191","2007-10-04",31.879999
"192","2007-10-05",32.869999
"193","2007-10-08",33.779999
"194","2007-10-09",34.860001
"195","2007-10-10",34.41
"196","2007-10-11",34.259998
"197","2007-10-12",35.110001
"198","2007-10-15",34.599998
"199","2007-10-16",35.68
"200","2007-10-17",35.759998
"201","2007-10-18",36.450001
"202","2007-10-19",34.599998
"203","2007-10-22",34.650002
"204","2007-10-23",35.240002
"205","2007-10-24",35.18
"206","2007-10-25",34.889999
"207","2007-10-26",36.099998
"208","2007-10-29",36.150002
"209","2007-10-30",35.880001
"210","2007-10-31",36.73
"211","2007-11-01",35.150002
"212","2007-11-02",33.93
"213","2007-11-05",34.540001
"214","2007-11-06",35.369999
"215","2007-11-07",34.669998
"216","2007-11-08",34.919998
"217","2007-11-09",34.93
"218","2007-11-12",34.299999
"219","2007-11-13",34.459999
"220","2007-11-14",34.630001
"221","2007-11-15",34.439999
"222","2007-11-16",33.830002
"223","2007-11-19",32.400002
"224","2007-11-20",32.080002
"225","2007-11-21",30.860001
"226","2007-11-23",31.26
"227","2007-11-26",30.73
"228","2007-11-27",30.780001
"229","2007-11-28",31.93
"230","2007-11-29",31.49
"231","2007-11-30",30.959999
"232","2007-12-03",30.51
"233","2007-12-04",29.99
"234","2007-12-05",30.51
"235","2007-12-06",30.690001
"236","2007-12-07",30.540001
"237","2007-12-10",31.02
"238","2007-12-11",30.27
"239","2007-12-12",30.639999
"240","2007-12-13",30.549999
"241","2007-12-14",30.299999
"242","2007-12-17",28.74
"243","2007-12-18",29.719999
"244","2007-12-19",30.25
"245","2007-12-20",31.469999
"246","2007-12-21",33.139999
"247","2007-12-24",33.5
"248","2007-12-26",34.259998
"249","2007-12-27",33.509998
"250","2007-12-28",34.240002
"251","2007-12-31",33.389999
"252","2008-01-02",33.5
"253","2008-01-03",33.68
"254","2008-01-04",32.209999
"255","2008-01-07",31.860001
"256","2008-01-08",29.26
"257","2008-01-09",28.790001
"258","2008-01-10",28.92
"259","2008-01-11",28
"260","2008-01-14",27.799999
"261","2008-01-15",26.379999
"262","2008-01-16",25.610001
"263","2008-01-17",24.309999
"264","2008-01-18",24.639999
"265","2008-01-22",24.389999
"266","2008-01-23",25.76
"267","2008-01-24",25.110001
"268","2008-01-25",25
"269","2008-01-28",25.91
"270","2008-01-29",26.030001
"271","2008-01-30",25.85
"272","2008-01-31",26.639999
"273","2008-02-01",27.26
"274","2008-02-04",27.09
"275","2008-02-05",26.129999
"276","2008-02-06",26.16
"277","2008-02-07",26.4
"278","2008-02-08",26.1
"279","2008-02-11",25.9
"280","2008-02-12",25.629999
"281","2008-02-13",26.98
"282","2008-02-14",26.34
"283","2008-02-15",22.440001
"284","2008-02-19",25.709999
"285","2008-02-20",24.690001
"286","2008-02-21",24.040001
"287","2008-02-22",23.700001
"288","2008-02-25",23.98
"289","2008-02-26",23.59
"290","2008-02-27",23.290001
"291","2008-02-28",23.01
"292","2008-02-29",22.74
"293","2008-03-03",22.200001
"294","2008-03-04",21.85
"295","2008-03-05",21.870001
"296","2008-03-06",21.43
"297","2008-03-07",21.370001
"298","2008-03-10",20.530001
"299","2008-03-11",21.65
"300","2008-03-12",21.09
"301","2008-03-13",21.879999
"302","2008-03-14",21.26
"303","2008-03-17",21.17
"304","2008-03-18",22.49
"305","2008-03-19",22.91
"306","2008-03-20",23.450001
"307","2008-03-24",23.68
"308","2008-03-25",24.459999
"309","2008-03-26",23.889999
"310","2008-03-27",23.459999
"311","2008-03-28",22.77
"312","2008-03-31",22.950001
"313","2008-04-01",23.98
"314","2008-04-02",24.459999
"315","2008-04-03",25.4
"316","2008-04-04",24.610001
"317","2008-04-07",23.9
"318","2008-04-08",23.6
"319","2008-04-09",23.959999
"320","2008-04-10",23.969999
"321","2008-04-11",23.370001
"322","2008-04-14",23.07
"323","2008-04-15",23.440001
"324","2008-04-16",24.4
"325","2008-04-17",24.4
"326","2008-04-18",25
"327","2008-04-21",24.73
"328","2008-04-22",24.139999
"329","2008-04-23",23.84
"330","2008-04-24",24.15
"331","2008-04-25",24.549999
"332","2008-04-28",25.93
"333","2008-04-29",25.52
"334","2008-04-30",26.08
"335","2008-05-01",26.450001
"336","2008-05-02",30.309999
"337","2008-05-05",28.709999
"338","2008-05-06",29.809999
"339","2008-05-07",29.190001
"340","2008-05-08",30.200001
"341","2008-05-09",30.450001
"342","2008-05-12",30.950001
"343","2008-05-13",31.200001
"344","2008-05-14",31.690001
"345","2008-05-15",31.99
"346","2008-05-16",31.84
"347","2008-05-19",31.92
"348","2008-05-20",31.459999
"349","2008-05-21",31.01
"350","2008-05-22",30.790001
"351","2008-05-23",30.43
"352","2008-05-27",30.719999
"353","2008-05-28",30.950001
"354","2008-05-29",31.139999
"355","2008-05-30",31.940001
"356","2008-06-02",30.9
"357","2008-06-03",30.469999
"358","2008-06-04",30.629999
"359","2008-06-05",31.1
"360","2008-06-06",29.450001
"361","2008-06-09",27.99
"362","2008-06-10",28.09
"363","2008-06-11",26.219999
"364","2008-06-12",26.030001
"365","2008-06-13",26.469999
"366","2008-06-16",26.33
"367","2008-06-17",25.67
"368","2008-06-18",25.25
"369","2008-06-19",26.07
"370","2008-06-20",25.73
"371","2008-06-23",25.41
"372","2008-06-24",24.68
"373","2008-06-25",24.74
"374","2008-06-26",23.360001
"375","2008-06-27",23.09
"376","2008-06-30",23.09
"377","2008-07-01",23.629999
"378","2008-07-02",22.209999
"379","2008-07-03",22.190001
"380","2008-07-07",21.9
"381","2008-07-08",22.48
"382","2008-07-09",22
"383","2008-07-10",22.82
"384","2008-07-11",22.41
"385","2008-07-14",21.969999
"386","2008-07-15",21.82
"387","2008-07-16",22.41
"388","2008-07-17",23.34
"389","2008-07-18",23.35
"390","2008-07-21",24.059999
"391","2008-07-22",24.870001
"392","2008-07-23",25.16
"393","2008-07-24",23.99
"394","2008-07-25",23.67
"395","2008-07-28",23.16
"396","2008-07-29",23.540001
"397","2008-07-30",23.530001
"398","2008-07-31",22.59
"399","2008-08-01",22.110001
"400","2008-08-04",21.51
"401","2008-08-05",21.52
"402","2008-08-06",22.09
"403","2008-08-07",21.6
"404","2008-08-08",22.290001
"405","2008-08-11",23.26
"406","2008-08-12",23.219999
"407","2008-08-13",23.780001
"408","2008-08-14",24.27
"409","2008-08-15",24.82
"410","2008-08-18",24.42
"411","2008-08-19",24.030001
"412","2008-08-20",23.799999
"413","2008-08-21",23.58
"414","2008-08-22",23.940001
"415","2008-08-25",23.48
"416","2008-08-26",23.6
"417","2008-08-27",23.809999
"418","2008-08-28",24.6
"419","2008-08-29",24.120001
"420","2008-09-02",24.33
"421","2008-09-03",24.07
"422","2008-09-04",23.07
"423","2008-09-05",23.450001
"424","2008-09-08",24
"425","2008-09-09",22.780001
"426","2008-09-10",23.190001
"427","2008-09-11",22.870001
"428","2008-09-12",23.48
"429","2008-09-15",22.389999
"430","2008-09-16",22.870001
"431","2008-09-17",20.74
"432","2008-09-18",23.049999
"433","2008-09-19",24.15
"434","2008-09-22",21.969999
"435","2008-09-23",21.530001
"436","2008-09-24",20.74
"437","2008-09-25",20.389999
"438","2008-09-26",20.98
"439","2008-09-29",19.530001
"440","2008-09-30",20.219999
"441","2008-10-01",19.76
"442","2008-10-02",16.73
"443","2008-10-03",15.88
"444","2008-10-06",15.54
"445","2008-10-07",14.48
"446","2008-10-08",13.65
"447","2008-10-09",12.92
"448","2008-10-10",14.25
"449","2008-10-13",16.549999
"450","2008-10-14",14.74
"451","2008-10-15",12.51
"452","2008-10-16",12.19
"453","2008-10-17",12.62
"454","2008-10-20",13.52
