"","date","CNI"
"1","2007-01-03",21.469999
"2","2007-01-04",21.059999
"3","2007-01-05",20.895
"4","2007-01-08",21.275
"5","2007-01-09",21.26
"6","2007-01-10",21.334999
"7","2007-01-11",21.49
"8","2007-01-12",22.09
"9","2007-01-16",22.549999
"10","2007-01-17",22.370001
"11","2007-01-18",22.5
"12","2007-01-19",22.33
"13","2007-01-22",21.924999
"14","2007-01-23",22.559999
"15","2007-01-24",22.365
"16","2007-01-25",22.334999
"17","2007-01-26",21.98
"18","2007-01-29",22.16
"19","2007-01-30",22.17
"20","2007-01-31",22.844999
"21","2007-02-01",23.34
"22","2007-02-02",23.08
"23","2007-02-05",22.905001
"24","2007-02-06",22.84
"25","2007-02-07",22.549999
"26","2007-02-08",22.629999
"27","2007-02-09",22.629999
"28","2007-02-12",22.74
"29","2007-02-13",23.26
"30","2007-02-14",23.41
"31","2007-02-15",23.59
"32","2007-02-16",23.315001
"33","2007-02-20",23.139999
"34","2007-02-21",23.43
"35","2007-02-22",23.23
"36","2007-02-23",23.205
"37","2007-02-26",23.165001
"38","2007-02-27",22.33
"39","2007-02-28",21.875
"40","2007-03-01",21.985001
"41","2007-03-02",21.955
"42","2007-03-05",21.805
"43","2007-03-06",21.84
"44","2007-03-07",21.790001
"45","2007-03-08",22.195
"46","2007-03-09",22.254999
"47","2007-03-12",22.295
"48","2007-03-13",21.735001
"49","2007-03-14",21.59
"50","2007-03-15",21.809999
"51","2007-03-16",21.75
"52","2007-03-19",22.235001
"53","2007-03-20",22.4
"54","2007-03-21",22.855
"55","2007-03-22",22.74
"56","2007-03-23",23.055
"57","2007-03-26",22.995001
"58","2007-03-27",22.629999
"59","2007-03-28",22.34
"60","2007-03-29",22.120001
"61","2007-03-30",22.07
"62","2007-04-02",22.43
"63","2007-04-03",22.190001
"64","2007-04-04",22.155001
"65","2007-04-05",22.145
"66","2007-04-09",23.235001
"67","2007-04-10",23.309999
"68","2007-04-11",23.219999
"69","2007-04-12",24.09
"70","2007-04-13",23.870001
"71","2007-04-16",24.540001
"72","2007-04-17",24.389999
"73","2007-04-18",24.9
"74","2007-04-19",24.99
"75","2007-04-20",24.950001
"76","2007-04-23",24.879999
"77","2007-04-24",24.825001
"78","2007-04-25",25.235001
"79","2007-04-26",25.235001
"80","2007-04-27",25.855
"81","2007-04-30",25.120001
"82","2007-05-01",25.040001
"83","2007-05-02",25.209999
"84","2007-05-03",25.495001
"85","2007-05-04",25.700001
"86","2007-05-07",25.540001
"87","2007-05-08",26.200001
"88","2007-05-09",26.105
"89","2007-05-10",25.67
"90","2007-05-11",25.844999
"91","2007-05-14",25.965
"92","2007-05-15",26.700001
"93","2007-05-16",26.695
"94","2007-05-17",27.165001
"95","2007-05-18",26.799999
"96","2007-05-21",26.785
"97","2007-05-22",26.584999
"98","2007-05-23",26.98
"99","2007-05-24",26.405001
"100","2007-05-25",26.875
"101","2007-05-29",27.004999
"102","2007-05-30",27.135
"103","2007-05-31",27.295
"104","2007-06-01",27.695
"105","2007-06-04",27.795
"106","2007-06-05",27.665001
"107","2007-06-06",26.98
"108","2007-06-07",26.205
"109","2007-06-08",26.67
"110","2007-06-11",26.504999
"111","2007-06-12",26.205
"112","2007-06-13",26.165001
"113","2007-06-14",26.485001
"114","2007-06-15",26.715
"115","2007-06-18",26.65
"116","2007-06-19",26.43
"117","2007-06-20",25.805
"118","2007-06-21",26.174999
"119","2007-06-22",25.51
"120","2007-06-25",25.09
"121","2007-06-26",24.940001
"122","2007-06-27",25.1
"123","2007-06-28",25.299999
"124","2007-06-29",25.465
"125","2007-07-02",25.725
"126","2007-07-03",25.719999
"127","2007-07-05",26.08
"128","2007-07-06",26.365
"129","2007-07-09",26.620001
"130","2007-07-10",26.15
"131","2007-07-11",26.725
"132","2007-07-12",27.105
"133","2007-07-13",27.33
"134","2007-07-16",27.33
"135","2007-07-17",27.434999
"136","2007-07-18",29
"137","2007-07-19",28.715
"138","2007-07-20",28.545
"139","2007-07-23",28.855
"140","2007-07-24",27.549999
"141","2007-07-25",26.950001
"142","2007-07-26",26.355
"143","2007-07-27",26.09
"144","2007-07-30",26.355
"145","2007-07-31",26.065001
"146","2007-08-01",26.139999
"147","2007-08-02",26.495001
"148","2007-08-03",26.084999
"149","2007-08-06",25.620001
"150","2007-08-07",26.415001
"151","2007-08-08",27.025
"152","2007-08-09",26.385
"153","2007-08-10",26.77
"154","2007-08-13",26.629999
"155","2007-08-14",25.290001
"156","2007-08-15",24.629999
"157","2007-08-16",24.43
"158","2007-08-17",24.809999
"159","2007-08-20",25.110001
"160","2007-08-21",24.975
"161","2007-08-22",25.870001
"162","2007-08-23",25.719999
"163","2007-08-24",26.200001
"164","2007-08-27",25.924999
"165","2007-08-28",25.125
"166","2007-08-29",25.49
"167","2007-08-30",25.34
"168","2007-08-31",26.325001
"169","2007-09-04",26.565001
"170","2007-09-05",26.440001
"171","2007-09-06",26.690001
"172","2007-09-07",26.334999
"173","2007-09-10",26.370001
"174","2007-09-11",26.955
"175","2007-09-12",27.375
"176","2007-09-13",27.98
"177","2007-09-14",27.924999
"178","2007-09-17",27.84
"179","2007-09-18",28.82
"180","2007-09-19",28.455
"181","2007-09-20",28.299999
"182","2007-09-21",27.665001
"183","2007-09-24",27.700001
"184","2007-09-25",27.9
"185","2007-09-26",28.315001
"186","2007-09-27",28.655001
"187","2007-09-28",28.5
"188","2007-10-01",28.629999
"189","2007-10-02",28.33
"190","2007-10-03",27.955
"191","2007-10-04",27.645
"192","2007-10-05",28.205
"193","2007-10-08",28.299999
"194","2007-10-09",27.844999
"195","2007-10-10",27.389999
"196","2007-10-11",27.209999
"197","2007-10-12",27.174999
"198","2007-10-15",26.645
"199","2007-10-16",25.950001
"200","2007-10-17",26.33
"201","2007-10-18",26.795
"202","2007-10-19",26.434999
"203","2007-10-22",26.309999
"204","2007-10-23",25.870001
"205","2007-10-24",26.525
"206","2007-10-25",26.67
"207","2007-10-26",26.65
"208","2007-10-29",27.129999
"209","2007-10-30",26.895
"210","2007-10-31",27.995001
"211","2007-11-01",27.059999
"212","2007-11-02",27.615
"213","2007-11-05",27.275
"214","2007-11-06",27.275
"215","2007-11-07",26.34
"216","2007-11-08",26.690001
"217","2007-11-09",26.115
"218","2007-11-12",25.34
"219","2007-11-13",25.540001
"220","2007-11-14",25.110001
"221","2007-11-15",24.365
"222","2007-11-16",24.24
"223","2007-11-19",23.66
"224","2007-11-20",23.620001
"225","2007-11-21",23.105
"226","2007-11-23",23.34
"227","2007-11-26",23.18
"228","2007-11-27",23.465
"229","2007-11-28",24.41
"230","2007-11-29",23.915001
"231","2007-11-30",24.52
"232","2007-12-03",24.065001
"233","2007-12-04",24.110001
"234","2007-12-05",24.334999
"235","2007-12-06",25.205
"236","2007-12-07",25.02
"237","2007-12-10",25.549999
"238","2007-12-11",25.125
"239","2007-12-12",25.035
"240","2007-12-13",24.575001
"241","2007-12-14",24.16
"242","2007-12-17",24.245001
"243","2007-12-18",23.825001
"244","2007-12-19",23.620001
"245","2007-12-20",23.355
"246","2007-12-21",23.5
"247","2007-12-24",23.870001
"248","2007-12-26",23.775
"249","2007-12-27",23.745001
"250","2007-12-28",23.795
"251","2007-12-31",23.465
"252","2008-01-02",23.200001
"253","2008-01-03",23.24
"254","2008-01-04",22.959999
"255","2008-01-07",22.620001
"256","2008-01-08",22.209999
"257","2008-01-09",22.035
"258","2008-01-10",22.475
"259","2008-01-11",21.795
"260","2008-01-14",22.385
"261","2008-01-15",22.41
"262","2008-01-16",22.209999
"263","2008-01-17",21.780001
"264","2008-01-18",22.059999
"265","2008-01-22",21.879999
