"","date","EFOI"
"848","2010-05-14",59.5
"849","2010-05-17",66
"850","2010-05-18",65
"851","2010-05-19",64
"852","2010-05-20",56
"853","2010-05-21",59
"854","2010-05-24",59
"855","2010-05-25",54.5
"856","2010-05-26",55.5
"857","2010-05-27",54.5
"858","2010-05-28",55
"859","2010-06-01",53
"860","2010-06-02",52
"861","2010-06-03",52.5
"862","2010-06-04",48.5
"863","2010-06-07",53.5
"864","2010-06-08",53.5
"865","2010-06-09",56
"866","2010-06-10",58
"867","2010-06-11",54.5
"868","2010-06-14",59
"869","2010-06-15",55
"870","2010-06-16",60
"871","2010-06-17",59
"872","2010-06-18",62
"873","2010-06-21",65
"874","2010-06-22",64.5
"875","2010-06-23",58.5
"876","2010-06-24",57
"877","2010-06-25",58
"878","2010-06-28",64
"879","2010-06-29",60
"880","2010-06-30",60.5
"881","2010-07-01",62.5
"882","2010-07-02",61
"883","2010-07-06",66
"884","2010-07-07",60
"885","2010-07-08",60.5
"886","2010-07-09",65.5
"887","2010-07-12",63
"888","2010-07-13",65.5
"889","2010-07-14",62.5
"890","2010-07-15",62
"891","2010-07-16",62
"892","2010-07-19",66.5
"893","2010-07-20",66.5
"894","2010-07-21",64
"895","2010-07-22",66
"896","2010-07-23",66.5
"897","2010-07-26",67.5
"898","2010-07-27",69.5
"899","2010-07-28",70
"900","2010-07-29",76.5
"901","2010-07-30",70.5
"902","2010-08-02",75.5
"903","2010-08-03",80
"904","2010-08-04",81.5
"905","2010-08-05",80
"906","2010-08-06",90.5
"907","2010-08-09",97.5
"908","2010-08-10",98
"909","2010-08-11",87.5
"910","2010-08-12",108.5
"911","2010-08-13",96
"912","2010-08-16",89.5
"913","2010-08-17",98.5
"914","2010-08-18",114.5
"915","2010-08-19",125
"916","2010-08-20",116.5
"917","2010-08-23",120.5
"918","2010-08-24",115
"919","2010-08-25",105
"920","2010-08-26",85.5
"921","2010-08-27",79
"922","2010-08-30",79.5
"923","2010-08-31",89
"924","2010-09-01",93
"925","2010-09-02",90.5
"926","2010-09-03",90
"927","2010-09-07",82.5
"928","2010-09-08",87.5
"929","2010-09-09",85.5
"930","2010-09-10",83
"931","2010-09-13",80.5
"932","2010-09-14",81.5
"933","2010-09-15",81
"934","2010-09-16",79
"935","2010-09-17",90
"936","2010-09-20",87
"937","2010-09-21",87.5
"938","2010-09-22",77
"939","2010-09-23",77
"940","2010-09-24",76.5
"941","2010-09-27",77
"942","2010-09-28",78
"943","2010-09-29",75
"944","2010-09-30",75.5
"945","2010-10-01",66
"946","2010-10-04",56
"947","2010-10-05",50
"948","2010-10-06",56.5
"949","2010-10-07",66
"950","2010-10-08",69.5
"951","2010-10-11",60.5
"952","2010-10-12",61
"953","2010-10-13",65
"954","2010-10-14",59.5
"955","2010-10-15",59
"956","2010-10-18",61.5
"957","2010-10-19",58.5
"958","2010-10-20",56
"959","2010-10-21",59
"960","2010-10-22",55.5
"961","2010-10-25",56
"962","2010-10-26",55.5
"963","2010-10-27",53
"964","2010-10-28",57.5
"965","2010-10-29",57.5
"966","2010-11-01",54.5
"967","2010-11-02",54.5
"968","2010-11-03",55.5
"969","2010-11-04",56.5
"970","2010-11-05",56.5
"971","2010-11-08",57.5
"972","2010-11-09",58.5
"973","2010-11-10",57
"974","2010-11-11",57
"975","2010-11-12",56
"976","2010-11-15",54.5
"977","2010-11-16",55
"978","2010-11-17",55
"979","2010-11-18",51
"980","2010-11-19",52
"981","2010-11-22",50
"982","2010-11-23",50
"983","2010-11-24",50.5
"984","2010-11-26",51
"985","2010-11-29",51.5
"986","2010-11-30",50.5
"987","2010-12-01",50.5
"988","2010-12-02",50
"989","2010-12-03",49
"990","2010-12-06",50
"991","2010-12-07",47
"992","2010-12-08",47.5
"993","2010-12-09",47
"994","2010-12-10",50.5
"995","2010-12-13",48.5
"996","2010-12-14",50
"997","2010-12-15",50.5
"998","2010-12-16",50.5
"999","2010-12-17",51
"1000","2010-12-20",48
"1001","2010-12-21",49
"1002","2010-12-22",48.5
"1003","2010-12-23",47.5
"1004","2010-12-27",47
"1005","2010-12-28",47.5
"1006","2010-12-29",45.5
"1007","2010-12-30",46.5
"1008","2010-12-31",47.5
"1009","2011-01-03",48
"1010","2011-01-04",51
"1011","2011-01-05",49
"1012","2011-01-06",49.5
"1013","2011-01-07",49.5
"1014","2011-01-10",48
"1015","2011-01-11",47
"1016","2011-01-12",46.5
"1017","2011-01-13",51
"1018","2011-01-14",55
"1019","2011-01-18",53.5
"1020","2011-01-19",61.5
"1021","2011-01-20",58.5
"1022","2011-01-21",55
"1023","2011-01-24",54
"1024","2011-01-25",56.5
"1025","2011-01-26",59
"1026","2011-01-27",58.5
"1027","2011-01-28",55
"1028","2011-01-31",50
"1029","2011-02-01",51
"1030","2011-02-02",52
"1031","2011-02-03",51
"1032","2011-02-04",51
"1033","2011-02-07",53
"1034","2011-02-08",52
"1035","2011-02-09",52.5
"1036","2011-02-10",52.5
"1037","2011-02-11",51.5
"1038","2011-02-14",50
"1039","2011-02-15",49
"1040","2011-02-16",49.5
"1041","2011-02-17",53.5
"1042","2011-02-18",52
"1043","2011-02-22",49.5
"1044","2011-02-23",50.5
"1045","2011-02-24",49.5
"1046","2011-02-25",52.5
"1047","2011-02-28",51
"1048","2011-03-01",50.5
"1049","2011-03-02",52
"1050","2011-03-03",54
"1051","2011-03-04",52
"1052","2011-03-07",53
"1053","2011-03-08",56
"1054","2011-03-09",61
"1055","2011-03-10",55.5
"1056","2011-03-11",55.5
"1057","2011-03-14",52.5
"1058","2011-03-15",50.5
"1059","2011-03-16",53.5
"1060","2011-03-17",53
"1061","2011-03-18",51
"1062","2011-03-21",54
"1063","2011-03-22",53
"1064","2011-03-23",51.5
"1065","2011-03-24",53
"1066","2011-03-25",53
"1067","2011-03-28",59.5
