"","date","EFOI"
"1","2007-01-03",326.5
"2","2007-01-04",323.5
"3","2007-01-05",321.5
"4","2007-01-08",332
"5","2007-01-09",324.5
"6","2007-01-10",312.5
"7","2007-01-11",315
"8","2007-01-12",323.5
"9","2007-01-16",333.5
"10","2007-01-17",352
"11","2007-01-18",371
"12","2007-01-19",361.5
"13","2007-01-22",364
"14","2007-01-23",374
"15","2007-01-24",399
"16","2007-01-25",400.5
"17","2007-01-26",397.5
"18","2007-01-29",401.5
"19","2007-01-30",396.5
"20","2007-01-31",412
"21","2007-02-01",407
"22","2007-02-02",405.5
"23","2007-02-05",409
"24","2007-02-06",402.5
"25","2007-02-07",399.5
"26","2007-02-08",396.5
"27","2007-02-09",395
"28","2007-02-12",399
"29","2007-02-13",388.5
"30","2007-02-14",394
"31","2007-02-15",391.5
"32","2007-02-16",402.5
"33","2007-02-20",420
"34","2007-02-21",431.5
"35","2007-02-22",434.5
"36","2007-02-23",408
"37","2007-02-26",398
"38","2007-02-27",378
"39","2007-02-28",395
"40","2007-03-01",382.5
"41","2007-03-02",384
"42","2007-03-05",374.5
"43","2007-03-06",377.5
"44","2007-03-07",381.5
"45","2007-03-08",363.5
"46","2007-03-09",368.5
"47","2007-03-12",360.5
"48","2007-03-13",357.5
"49","2007-03-14",320
"50","2007-03-15",268.5
"51","2007-03-16",269
"52","2007-03-19",266
"53","2007-03-20",268.5
"54","2007-03-21",270.5
"55","2007-03-22",271
"56","2007-03-23",278.5
"57","2007-03-26",276.5
"58","2007-03-27",278.5
"59","2007-03-28",270.5
"60","2007-03-29",278.5
"61","2007-03-30",282.5
"62","2007-04-02",293.5
"63","2007-04-03",313
"64","2007-04-04",311.5
"65","2007-04-05",314.5
"66","2007-04-09",314
"67","2007-04-10",329
"68","2007-04-11",326.5
"69","2007-04-12",333
"70","2007-04-13",325
"71","2007-04-16",328
"72","2007-04-17",333
"73","2007-04-18",331.5
"74","2007-04-19",326.5
"75","2007-04-20",308.5
"76","2007-04-23",326
"77","2007-04-24",319.5
"78","2007-04-25",319.5
"79","2007-04-26",318
"80","2007-04-27",314
"81","2007-04-30",320
"82","2007-05-01",323
"83","2007-05-02",321
"84","2007-05-03",308.5
"85","2007-05-04",309.5
"86","2007-05-07",321
"87","2007-05-08",321
"88","2007-05-09",334
"89","2007-05-10",329.5
"90","2007-05-11",349
"91","2007-05-14",349.5
"92","2007-05-15",332
"93","2007-05-16",337
"94","2007-05-17",327
"95","2007-05-18",333.5
"96","2007-05-21",323.5
"97","2007-05-22",313.5
"98","2007-05-23",322
"99","2007-05-24",335
"100","2007-05-25",357.5
"101","2007-05-29",347.5
"102","2007-05-30",355
"103","2007-05-31",375
"104","2007-06-01",375
"105","2007-06-04",373.5
"106","2007-06-05",362
"107","2007-06-06",352
"108","2007-06-07",342.5
"109","2007-06-08",340
"110","2007-06-11",349
"111","2007-06-12",337.5
"112","2007-06-13",333
"113","2007-06-14",322.5
"114","2007-06-15",317.5
"115","2007-06-18",321
"116","2007-06-19",330
"117","2007-06-20",331
"118","2007-06-21",343.5
"119","2007-06-22",346.5
"120","2007-06-25",345.5
"121","2007-06-26",332
"122","2007-06-27",337.5
"123","2007-06-28",327.5
"124","2007-06-29",331.5
"125","2007-07-02",330
"126","2007-07-03",329
"127","2007-07-05",329.5
"128","2007-07-06",334.5
"129","2007-07-09",339.5
"130","2007-07-10",323.5
"131","2007-07-11",318.5
"132","2007-07-12",308
"133","2007-07-13",312.5
"134","2007-07-16",313.5
"135","2007-07-17",303
"136","2007-07-18",294.5
"137","2007-07-19",302.5
"138","2007-07-20",297
"139","2007-07-23",300
"140","2007-07-24",285.5
"141","2007-07-25",287.5
"142","2007-07-26",297.5
"143","2007-07-27",303.5
"144","2007-07-30",317
"145","2007-07-31",308
"146","2007-08-01",294.5
"147","2007-08-02",303
"148","2007-08-03",294
"149","2007-08-06",297.5
"150","2007-08-07",326.5
"151","2007-08-08",297.5
"152","2007-08-09",300
"153","2007-08-10",302.5
"154","2007-08-13",297.5
"155","2007-08-14",272.5
"156","2007-08-15",270
"157","2007-08-16",253
"158","2007-08-17",250
"159","2007-08-20",255.5
"160","2007-08-21",257
"161","2007-08-22",256.5
"162","2007-08-23",260
"163","2007-08-24",254
"164","2007-08-27",257.5
"165","2007-08-28",241.5
"166","2007-08-29",252
"167","2007-08-30",243.5
"168","2007-08-31",260
"169","2007-09-04",264.5
"170","2007-09-05",280
"171","2007-09-06",268.5
"172","2007-09-07",287
"173","2007-09-10",275.5
"174","2007-09-11",262.5
"175","2007-09-12",257
"176","2007-09-13",258
"177","2007-09-14",318
"178","2007-09-17",280
"179","2007-09-18",341.5
"180","2007-09-19",333.5
"181","2007-09-20",319.5
"182","2007-09-21",335.5
"183","2007-09-24",332
"184","2007-09-25",355.5
"185","2007-09-26",352.5
"186","2007-09-27",362.5
"187","2007-09-28",374.5
"188","2007-10-01",360
"189","2007-10-02",377.5
"190","2007-10-03",383.5
"191","2007-10-04",384
"192","2007-10-05",395.5
"193","2007-10-08",399
"194","2007-10-09",416.5
"195","2007-10-10",410
"196","2007-10-11",410.5
"197","2007-10-12",465.5
"198","2007-10-15",429
"199","2007-10-16",402.5
"200","2007-10-17",395.5
"201","2007-10-18",370
"202","2007-10-19",345
"203","2007-10-22",334.5
"204","2007-10-23",346.5
"205","2007-10-24",328.5
"206","2007-10-25",356.5
"207","2007-10-26",363
"208","2007-10-29",370.5
"209","2007-10-30",395.5
"210","2007-10-31",405.5
"211","2007-11-01",406.5
"212","2007-11-02",384
"213","2007-11-05",387.5
"214","2007-11-06",340
"215","2007-11-07",310.5
"216","2007-11-08",347.5
"217","2007-11-09",307
"218","2007-11-12",323
"219","2007-11-13",313
"220","2007-11-14",325
"221","2007-11-15",307
"222","2007-11-16",305
"223","2007-11-19",300
"224","2007-11-20",281.5
"225","2007-11-21",289
"226","2007-11-23",305.5
"227","2007-11-26",305.5
"228","2007-11-27",294.5
"229","2007-11-28",291
"230","2007-11-29",308.5
"231","2007-11-30",335
"232","2007-12-03",330.5
"233","2007-12-04",308.5
"234","2007-12-05",309.5
"235","2007-12-06",303
"236","2007-12-07",298
"237","2007-12-10",293
"238","2007-12-11",295
"239","2007-12-12",285.5
"240","2007-12-13",275.5
"241","2007-12-14",267.5
"242","2007-12-17",262
"243","2007-12-18",269
"244","2007-12-19",268
"245","2007-12-20",278
"246","2007-12-21",265
"247","2007-12-24",265
"248","2007-12-26",257
"249","2007-12-27",342.5
"250","2007-12-28",338.5
"251","2007-12-31",362.5
"252","2008-01-02",332.5
"253","2008-01-03",327.5
"254","2008-01-04",312.5
"255","2008-01-07",293
"256","2008-01-08",280.5
"257","2008-01-09",258
"258","2008-01-10",265
"259","2008-01-11",255
"260","2008-01-14",258.5
"261","2008-01-15",259.5
"262","2008-01-16",281.5
"263","2008-01-17",272
"264","2008-01-18",244.5
"265","2008-01-22",235.5
"266","2008-01-23",245.5
"267","2008-01-24",236
"268","2008-01-25",243
"269","2008-01-28",240.5
"270","2008-01-29",283
"271","2008-01-30",289
"272","2008-01-31",298
"273","2008-02-01",288.5
"274","2008-02-04",274
"275","2008-02-05",267.5
"276","2008-02-06",265.5
"277","2008-02-07",285
"278","2008-02-08",287
"279","2008-02-11",278
"280","2008-02-12",259.5
"281","2008-02-13",261
"282","2008-02-14",267
"283","2008-02-15",261
"284","2008-02-19",254
"285","2008-02-20",250
"286","2008-02-21",246.5
"287","2008-02-22",243.5
"288","2008-02-25",238
"289","2008-02-26",243
"290","2008-02-27",254
"291","2008-02-28",256.5
"292","2008-02-29",252
"293","2008-03-03",249.5
"294","2008-03-04",241
"295","2008-03-05",235.5
"296","2008-03-06",155
"297","2008-03-07",217.5
"298","2008-03-10",178
"299","2008-03-11",162.5
"300","2008-03-12",166
"301","2008-03-13",154
"302","2008-03-14",131.5
"303","2008-03-17",130
"304","2008-03-18",125
"305","2008-03-19",138.5
"306","2008-03-20",129.5
"307","2008-03-24",123
"308","2008-03-25",132.5
"309","2008-03-26",134.5
"310","2008-03-27",134
"311","2008-03-28",137.5
"312","2008-03-31",124.5
"313","2008-04-01",129.5
"314","2008-04-02",131
"315","2008-04-03",133.5
"316","2008-04-04",134.5
"317","2008-04-07",135.5
"318","2008-04-08",137
"319","2008-04-09",144.5
"320","2008-04-10",136.5
"321","2008-04-11",133.5
"322","2008-04-14",122.5
"323","2008-04-15",122
"324","2008-04-16",127.5
"325","2008-04-17",126.5
"326","2008-04-18",130.5
"327","2008-04-21",122.5
"328","2008-04-22",107
"329","2008-04-23",99.5
"330","2008-04-24",99
"331","2008-04-25",97
"332","2008-04-28",93.5
"333","2008-04-29",100
"334","2008-04-30",96.5
"335","2008-05-01",98
"336","2008-05-02",91
"337","2008-05-05",94.5
"338","2008-05-06",100
"339","2008-05-07",100
"340","2008-05-08",128
"341","2008-05-09",136
"342","2008-05-12",138.5
"343","2008-05-13",127.5
"344","2008-05-14",132
"345","2008-05-15",133
"346","2008-05-16",137
"347","2008-05-19",135
"348","2008-05-20",131.5
"349","2008-05-21",126
"350","2008-05-22",122.5
"351","2008-05-23",117
"352","2008-05-27",116
"353","2008-05-28",127
"354","2008-05-29",125.5
"355","2008-05-30",119.5
"356","2008-06-02",112.5
"357","2008-06-03",120
"358","2008-06-04",120
"359","2008-06-05",125
"360","2008-06-06",120.5
"361","2008-06-09",110
"362","2008-06-10",103
"363","2008-06-11",103.5
"364","2008-06-12",99.5
"365","2008-06-13",101
"366","2008-06-16",107.5
"367","2008-06-17",105.5
"368","2008-06-18",100.5
"369","2008-06-19",101.5
"370","2008-06-20",99.5
"371","2008-06-23",102.5
"372","2008-06-24",105.5
"373","2008-06-25",100
"374","2008-06-26",98.5
"375","2008-06-27",97.5
"376","2008-06-30",117.5
"377","2008-07-01",94.5
"378","2008-07-02",100
"379","2008-07-03",112
"380","2008-07-07",100
"381","2008-07-08",101
"382","2008-07-09",99.5
"383","2008-07-10",93.5
"384","2008-07-11",95
"385","2008-07-14",92
"386","2008-07-15",91.5
"387","2008-07-16",101
"388","2008-07-17",100
"389","2008-07-18",94.5
"390","2008-07-21",100
"391","2008-07-22",94.5
"392","2008-07-23",90.5
"393","2008-07-24",83.5
"394","2008-07-25",79.5
"395","2008-07-28",73
"396","2008-07-29",85
"397","2008-07-30",93.5
"398","2008-07-31",95
"399","2008-08-01",99.5
"400","2008-08-04",102.5
"401","2008-08-05",102.5
"402","2008-08-06",111
"403","2008-08-07",116.5
"404","2008-08-08",121.5
"405","2008-08-11",113.5
"406","2008-08-12",112
"407","2008-08-13",109.5
"408","2008-08-14",118.5
"409","2008-08-15",118.5
"410","2008-08-18",119.5
"411","2008-08-19",113
"412","2008-08-20",115
"413","2008-08-21",118.5
"414","2008-08-22",119
"415","2008-08-25",118.5
"416","2008-08-26",121
"417","2008-08-27",121.5
"418","2008-08-28",124
"419","2008-08-29",123.5
"420","2008-09-02",125
"421","2008-09-03",127.5
"422","2008-09-04",126.5
"423","2008-09-05",129.5
"424","2008-09-08",132.5
"425","2008-09-09",131
"426","2008-09-10",130
"427","2008-09-11",125.5
"428","2008-09-12",107.5
"429","2008-09-15",103
"430","2008-09-16",107.5
"431","2008-09-17",106.5
"432","2008-09-18",120
"433","2008-09-19",124.5
"434","2008-09-22",127.5
"435","2008-09-23",118.5
"436","2008-09-24",125
"437","2008-09-25",125.5
"438","2008-09-26",130
"439","2008-09-29",116.5
"440","2008-09-30",115
"441","2008-10-01",105
"442","2008-10-02",96.5
"443","2008-10-03",98.5
"444","2008-10-06",83
"445","2008-10-07",82.5
"446","2008-10-08",67
"447","2008-10-09",60
"448","2008-10-10",60
"449","2008-10-13",82.5
"450","2008-10-14",100.5
"451","2008-10-15",83
"452","2008-10-16",85
"453","2008-10-17",77.5
"454","2008-10-20",69
"455","2008-10-21",57.5
"456","2008-10-22",63
"457","2008-10-23",68.5
"458","2008-10-24",80.5
"459","2008-10-27",92
"460","2008-10-28",100
"461","2008-10-29",104.5
"462","2008-10-30",112.5
"463","2008-10-31",120
"464","2008-11-03",122.5
"465","2008-11-04",122
"466","2008-11-05",120
"467","2008-11-06",112
"468","2008-11-07",105
"469","2008-11-10",103.5
"470","2008-11-11",95
"471","2008-11-12",85
"472","2008-11-13",85.5
"473","2008-11-14",86.5
"474","2008-11-17",80.5
"475","2008-11-18",70.5
"476","2008-11-19",64.5
"477","2008-11-20",52.5
"478","2008-11-21",54.5
"479","2008-11-24",54
"480","2008-11-25",57.5
"481","2008-11-26",58.5
"482","2008-11-28",55
"483","2008-12-01",59.5
"484","2008-12-02",59.5
"485","2008-12-03",55
"486","2008-12-04",50.5
"487","2008-12-05",54
"488","2008-12-08",60.5
"489","2008-12-09",57
"490","2008-12-10",55
"491","2008-12-11",54.5
"492","2008-12-12",63.5
"493","2008-12-15",67.5
"494","2008-12-16",67.5
"495","2008-12-17",70
"496","2008-12-18",70
"497","2008-12-19",57.5
"498","2008-12-22",57
"499","2008-12-23",53
"500","2008-12-24",53.5
"501","2008-12-26",53
"502","2008-12-29",50
"503","2008-12-30",54.5
"504","2008-12-31",57.5
"505","2009-01-02",60
"506","2009-01-05",59
"507","2009-01-06",53
"508","2009-01-07",53.5
"509","2009-01-08",53.5
"510","2009-01-09",55
"511","2009-01-12",50
"512","2009-01-13",45
"513","2009-01-14",45
"514","2009-01-15",48
"515","2009-01-16",48
"516","2009-01-20",47.5
"517","2009-01-21",50.5
"518","2009-01-22",49.5
"519","2009-01-23",49
"520","2009-01-26",50
"521","2009-01-27",51
"522","2009-01-28",52.5
"523","2009-01-29",47.5
"524","2009-01-30",48.5
"525","2009-02-02",46.5
"526","2009-02-03",46
"527","2009-02-04",45
"528","2009-02-05",43
"529","2009-02-06",43
"530","2009-02-09",40
"531","2009-02-10",37.5
"532","2009-02-11",37
"533","2009-02-12",35
"534","2009-02-13",31.5
"535","2009-02-17",40.5
"536","2009-02-18",44.5
"537","2009-02-19",44
"538","2009-02-20",42
"539","2009-02-23",38
"540","2009-02-24",41.5
"541","2009-02-25",48.5
"542","2009-02-26",52.5
"543","2009-02-27",67.5
"544","2009-03-02",67
"545","2009-03-03",69
"546","2009-03-04",83
"547","2009-03-05",86.5
"548","2009-03-06",80.5
"549","2009-03-09",66.5
"550","2009-03-10",65
"551","2009-03-11",70
"552","2009-03-12",73
"553","2009-03-13",67.5
"554","2009-03-16",61
"555","2009-03-17",69.5
"556","2009-03-18",69
"557","2009-03-19",72.5
"558","2009-03-20",75
"559","2009-03-23",70.5
"560","2009-03-24",73
"561","2009-03-25",64.5
"562","2009-03-26",60
"563","2009-03-27",58
"564","2009-03-30",50
"565","2009-03-31",52.5
"566","2009-04-01",53.5
"567","2009-04-02",53.5
"568","2009-04-03",52.5
"569","2009-04-06",49
"570","2009-04-07",48
"571","2009-04-08",50
"572","2009-04-09",51.5
"573","2009-04-13",46
"574","2009-04-14",46.5
"575","2009-04-15",46
"576","2009-04-16",46
"577","2009-04-17",45.5
"578","2009-04-20",46.5
"579","2009-04-21",45
"580","2009-04-22",38.5
"581","2009-04-23",43.5
"582","2009-04-24",46.5
"583","2009-04-27",41.5
"584","2009-04-28",44.5
"585","2009-04-29",43
"586","2009-04-30",41.5
"587","2009-05-01",43.5
"588","2009-05-04",44.5
"589","2009-05-05",40
"590","2009-05-06",41
"591","2009-05-07",38
"592","2009-05-08",39.5
"593","2009-05-11",41.5
"594","2009-05-12",41
"595","2009-05-13",40.5
"596","2009-05-14",41
"597","2009-05-15",40.5
"598","2009-05-18",37.5
"599","2009-05-19",37.5
"600","2009-05-20",39.5
"601","2009-05-21",37.5
"602","2009-05-22",36
"603","2009-05-26",35.5
"604","2009-05-27",32
"605","2009-05-28",30
"606","2009-05-29",33.5
"607","2009-06-01",33
"608","2009-06-02",32.5
"609","2009-06-03",32.5
"610","2009-06-04",35
"611","2009-06-05",39
"612","2009-06-08",35.5
"613","2009-06-09",34
"614","2009-06-10",33
"615","2009-06-11",36
"616","2009-06-12",36
"617","2009-06-15",36
"618","2009-06-16",37.5
"619","2009-06-17",34
"620","2009-06-18",35
"621","2009-06-19",36
"622","2009-06-22",33
"623","2009-06-23",29
"624","2009-06-24",30
"625","2009-06-25",31.5
"626","2009-06-26",31
"627","2009-06-29",36.5
"628","2009-06-30",35.5
"629","2009-07-01",33.5
"630","2009-07-02",33
"631","2009-07-06",28.5
"632","2009-07-07",28.5
"633","2009-07-08",29
"634","2009-07-09",28.5
"635","2009-07-10",28
"636","2009-07-13",26.5
"637","2009-07-14",27.5
"638","2009-07-15",29.5
"639","2009-07-16",28.5
"640","2009-07-17",27.5
"641","2009-07-20",33.5
"642","2009-07-21",32.5
"643","2009-07-22",31.5
"644","2009-07-23",32.5
"645","2009-07-24",32.5
"646","2009-07-27",32.5
"647","2009-07-28",33
"648","2009-07-29",31
"649","2009-07-30",34
"650","2009-07-31",35
"651","2009-08-03",41
"652","2009-08-04",44.5
"653","2009-08-05",61
"654","2009-08-06",65
"655","2009-08-07",69.5
"656","2009-08-10",66.5
"657","2009-08-11",60
"658","2009-08-12",54
"659","2009-08-13",56.5
"660","2009-08-14",46
"661","2009-08-17",45.5
"662","2009-08-18",43.5
"663","2009-08-19",47.5
"664","2009-08-20",50.5
"665","2009-08-21",52
"666","2009-08-24",52
"667","2009-08-25",50
"668","2009-08-26",52
"669","2009-08-27",52
"670","2009-08-28",49.5
"671","2009-08-31",50
"672","2009-09-01",47.5
"673","2009-09-02",45.5
"674","2009-09-03",44.5
"675","2009-09-04",46
"676","2009-09-08",40.5
"677","2009-09-09",41.5
"678","2009-09-10",46.5
"679","2009-09-11",45
"680","2009-09-14",45.5
"681","2009-09-15",44
"682","2009-09-16",47.5
"683","2009-09-17",47.5
"684","2009-09-18",46
"685","2009-09-21",46
"686","2009-09-22",46.5
"687","2009-09-23",50
"688","2009-09-24",53
"689","2009-09-25",52
"690","2009-09-28",51.5
"691","2009-09-29",53
"692","2009-09-30",49
"693","2009-10-01",49.5
"694","2009-10-02",46
"695","2009-10-05",43.5
"696","2009-10-06",45.5
"697","2009-10-07",44.5
"698","2009-10-08",42.5
"699","2009-10-09",45
"700","2009-10-12",47.5
"701","2009-10-13",47
"702","2009-10-14",46.5
"703","2009-10-15",44.5
"704","2009-10-16",43.5
"705","2009-10-19",41.5
"706","2009-10-20",41
"707","2009-10-21",43
"708","2009-10-22",41.5
"709","2009-10-23",41
"710","2009-10-26",38.5
"711","2009-10-27",39.5
"712","2009-10-28",38.5
"713","2009-10-29",38.5
"714","2009-10-30",38
"715","2009-11-02",34
"716","2009-11-03",37.5
"717","2009-11-04",39.5
"718","2009-11-05",39.5
"719","2009-11-06",38.5
"720","2009-11-09",39.5
"721","2009-11-10",40
"722","2009-11-11",42.5
"723","2009-11-12",43
"724","2009-11-13",44.5
"725","2009-11-16",47
"726","2009-11-17",38
"727","2009-11-18",37
"728","2009-11-19",37
"729","2009-11-20",38.5
"730","2009-11-23",37.5
"731","2009-11-24",35
"732","2009-11-25",35.5
"733","2009-11-27",38
"734","2009-11-30",35.5
"735","2009-12-01",35
"736","2009-12-02",34.5
"737","2009-12-03",32.5
"738","2009-12-04",33
"739","2009-12-07",35
"740","2009-12-08",35
"741","2009-12-09",33.5
"742","2009-12-10",31.5
"743","2009-12-11",32.5
"744","2009-12-14",29
"745","2009-12-15",31.5
"746","2009-12-16",32.5
"747","2009-12-17",32
"748","2009-12-18",31
"749","2009-12-21",30.5
"750","2009-12-22",30.5
"751","2009-12-23",31.5
"752","2009-12-24",33
"753","2009-12-28",33
"754","2009-12-29",32.5
"755","2009-12-30",32.5
"756","2009-12-31",32
"757","2010-01-04",33
"758","2010-01-05",39
"759","2010-01-06",38
"760","2010-01-07",40
"761","2010-01-08",46
"762","2010-01-11",47
"763","2010-01-12",63.5
"764","2010-01-13",56.5
"765","2010-01-14",57
"766","2010-01-15",58.5
"767","2010-01-19",58.5
"768","2010-01-20",60
"769","2010-01-21",60
"770","2010-01-22",58.5
"771","2010-01-25",56
"772","2010-01-26",57.5
"773","2010-01-27",59
"774","2010-01-28",56.5
"775","2010-01-29",57
"776","2010-02-01",56.5
"777","2010-02-02",54.5
"778","2010-02-03",52.5
"779","2010-02-04",50
"780","2010-02-05",50.5
"781","2010-02-08",50
"782","2010-02-09",52
"783","2010-02-10",51
"784","2010-02-11",52.5
"785","2010-02-12",51.5
"786","2010-02-16",49
"787","2010-02-17",50
"788","2010-02-18",47.5
"789","2010-02-19",46
"790","2010-02-22",46
"791","2010-02-23",50
"792","2010-02-24",51
"793","2010-02-25",51
"794","2010-02-26",47
"795","2010-03-01",51
"796","2010-03-02",54
"797","2010-03-03",54.5
"798","2010-03-04",54.5
"799","2010-03-05",52
"800","2010-03-08",56.5
"801","2010-03-09",59
"802","2010-03-10",59
"803","2010-03-11",57.5
"804","2010-03-12",59
"805","2010-03-15",63
"806","2010-03-16",64
"807","2010-03-17",66.5
"808","2010-03-18",66
"809","2010-03-19",64.5
"810","2010-03-22",59.5
"811","2010-03-23",58
"812","2010-03-24",54
"813","2010-03-25",53
"814","2010-03-26",52.5
"815","2010-03-29",55
"816","2010-03-30",54
"817","2010-03-31",57
"818","2010-04-01",60
"819","2010-04-05",61
"820","2010-04-06",61
"821","2010-04-07",60.5
"822","2010-04-08",61.5
"823","2010-04-09",59
"824","2010-04-12",58.5
"825","2010-04-13",57.5
"826","2010-04-14",60
"827","2010-04-15",57.5
"828","2010-04-16",59.5
"829","2010-04-19",57.5
"830","2010-04-20",59
"831","2010-04-21",58
"832","2010-04-22",60
"833","2010-04-23",59.5
"834","2010-04-26",57.5
"835","2010-04-27",58.5
"836","2010-04-28",58.5
"837","2010-04-29",60
"838","2010-04-30",62.5
"839","2010-05-03",64
"840","2010-05-04",63.5
"841","2010-05-05",59.5
"842","2010-05-06",59.5
"843","2010-05-07",63
"844","2010-05-10",58.5
"845","2010-05-11",59.5
"846","2010-05-12",59
"847","2010-05-13",60.5
