"","date","CFG"
"1","2014-09-24",23.08
"2","2014-09-25",23.049999
"3","2014-09-26",23.25
"4","2014-09-29",23.23
"5","2014-09-30",23.42
"6","2014-10-01",23.440001
"7","2014-10-02",23.34
"8","2014-10-03",23.23
"9","2014-10-06",22.639999
"10","2014-10-07",22.52
"11","2014-10-08",22.75
"12","2014-10-09",22.48
"13","2014-10-10",22.280001
"14","2014-10-13",22.450001
"15","2014-10-14",22.450001
"16","2014-10-15",21.85
"17","2014-10-16",21.799999
"18","2014-10-17",21.92
"19","2014-10-20",22.379999
"20","2014-10-21",22.82
"21","2014-10-22",22.6
"22","2014-10-23",23.030001
"23","2014-10-24",23.18
"24","2014-10-27",22.85
"25","2014-10-28",23.280001
"26","2014-10-29",23.48
"27","2014-10-30",23.440001
"28","2014-10-31",23.620001
"29","2014-11-03",24
"30","2014-11-04",23.6
"31","2014-11-05",23.9
"32","2014-11-06",24.299999
"33","2014-11-07",23.969999
"34","2014-11-10",23.950001
"35","2014-11-11",23.940001
"36","2014-11-12",23.860001
"37","2014-11-13",23.82
"38","2014-11-14",23.959999
"39","2014-11-17",24
"40","2014-11-18",23.73
"41","2014-11-19",23.719999
"42","2014-11-20",23.709999
"43","2014-11-21",23.77
"44","2014-11-24",24.25
"45","2014-11-25",24.030001
"46","2014-11-26",24.23
"47","2014-11-28",24.629999
"48","2014-12-01",23.98
"49","2014-12-02",24.200001
"50","2014-12-03",24.23
"51","2014-12-04",24.4
"52","2014-12-05",25.15
"53","2014-12-08",25.040001
"54","2014-12-09",25.16
"55","2014-12-10",24.65
"56","2014-12-11",24.690001
"57","2014-12-12",24.459999
"58","2014-12-15",24.49
"59","2014-12-16",24.25
"60","2014-12-17",24.559999
"61","2014-12-18",25.08
"62","2014-12-19",25
"63","2014-12-22",25.1
"64","2014-12-23",25.440001
"65","2014-12-24",25.51
"66","2014-12-26",25.309999
"67","2014-12-29",25.370001
"68","2014-12-30",25.190001
"69","2014-12-31",24.860001
"70","2015-01-02",24.76
"71","2015-01-05",24.18
"72","2015-01-06",23.91
"73","2015-01-07",24
"74","2015-01-08",24.18
"75","2015-01-09",23.889999
"76","2015-01-12",23.879999
"77","2015-01-13",23.870001
"78","2015-01-14",23.440001
"79","2015-01-15",22.959999
"80","2015-01-16",23.190001
"81","2015-01-20",23.1
"82","2015-01-21",23.280001
"83","2015-01-22",24.139999
"84","2015-01-23",23.709999
"85","2015-01-26",24.09
"86","2015-01-27",24.15
"87","2015-01-28",23.860001
"88","2015-01-29",24.24
"89","2015-01-30",23.9
"90","2015-02-02",24
"91","2015-02-03",24.290001
"92","2015-02-04",24.01
"93","2015-02-05",24.35
"94","2015-02-06",24.5
"95","2015-02-09",24.26
"96","2015-02-10",24.82
"97","2015-02-11",24.969999
"98","2015-02-12",25.33
"99","2015-02-13",25.450001
"100","2015-02-17",25.559999
"101","2015-02-18",25.209999
"102","2015-02-19",25.02
"103","2015-02-20",25.25
"104","2015-02-23",24.91
"105","2015-02-24",24.93
"106","2015-02-25",24.959999
"107","2015-02-26",24.85
"108","2015-02-27",24.84
"109","2015-03-02",24.85
"110","2015-03-03",25.040001
"111","2015-03-04",24.9
"112","2015-03-05",25.299999
"113","2015-03-06",25.5
"114","2015-03-09",25.23
"115","2015-03-10",25
"116","2015-03-11",25.110001
"117","2015-03-12",25.49
"118","2015-03-13",24.77
"119","2015-03-16",25.309999
"120","2015-03-17",25.6
"121","2015-03-18",25.190001
"122","2015-03-19",24.799999
"123","2015-03-20",24.799999
"124","2015-03-23",24.76
"125","2015-03-24",24.32
"126","2015-03-25",24
"127","2015-03-26",24.120001
"128","2015-03-27",24.48
"129","2015-03-30",24.32
"130","2015-03-31",24.129999
"131","2015-04-01",24.360001
"132","2015-04-02",24.620001
"133","2015-04-06",24.75
"134","2015-04-07",24.9
"135","2015-04-08",25
"136","2015-04-09",25.040001
"137","2015-04-10",25.110001
"138","2015-04-13",25.450001
"139","2015-04-14",25.139999
"140","2015-04-15",25.6
"141","2015-04-16",25.49
"142","2015-04-17",25.120001
"143","2015-04-20",25.110001
"144","2015-04-21",25.040001
"145","2015-04-22",25.49
"146","2015-04-23",25.639999
"147","2015-04-24",25.57
"148","2015-04-27",25.48
"149","2015-04-28",25.780001
"150","2015-04-29",26.09
"151","2015-04-30",26.049999
"152","2015-05-01",25.98
"153","2015-05-04",26.299999
"154","2015-05-05",26.24
"155","2015-05-06",25.85
"156","2015-05-07",25.950001
"157","2015-05-08",25.809999
"158","2015-05-11",26.07
"159","2015-05-12",26.15
"160","2015-05-13",26.23
"161","2015-05-14",26.48
"162","2015-05-15",25.93
"163","2015-05-18",26.299999
"164","2015-05-19",26.860001
"165","2015-05-20",26.75
"166","2015-05-21",26.84
"167","2015-05-22",26.92
"168","2015-05-26",26.700001
"169","2015-05-27",26.77
"170","2015-05-28",26.83
"171","2015-05-29",26.84
"172","2015-06-01",26.950001
"173","2015-06-02",27.190001
"174","2015-06-03",27.620001
"175","2015-06-04",27.75
"176","2015-06-05",28.32
"177","2015-06-08",28.040001
"178","2015-06-09",28.08
"179","2015-06-10",28
"180","2015-06-11",27.52
"181","2015-06-12",27.540001
"182","2015-06-15",27.91
"183","2015-06-16",28.25
"184","2015-06-17",27.91
"185","2015-06-18",28.07
"186","2015-06-19",28.190001
"187","2015-06-22",28.27
"188","2015-06-23",28.190001
"189","2015-06-24",28.049999
"190","2015-06-25",27.379999
"191","2015-06-26",27.540001
"192","2015-06-29",26.93
"193","2015-06-30",27.309999
"194","2015-07-01",27.440001
"195","2015-07-02",27.15
"196","2015-07-06",27.01
"197","2015-07-07",26.74
"198","2015-07-08",26.639999
"199","2015-07-09",26.98
"200","2015-07-10",27.299999
"201","2015-07-13",27.25
"202","2015-07-14",27.549999
"203","2015-07-15",27.799999
"204","2015-07-16",28.110001
"205","2015-07-17",27.91
"206","2015-07-20",27.959999
"207","2015-07-21",26.719999
"208","2015-07-22",27.040001
"209","2015-07-23",26.450001
"210","2015-07-24",26.15
"211","2015-07-27",25.940001
"212","2015-07-28",26.17
"213","2015-07-29",26
"214","2015-07-30",26.49
"215","2015-07-31",26.07
"216","2015-08-03",26.030001
"217","2015-08-04",26.27
"218","2015-08-05",26.66
"219","2015-08-06",26.65
"220","2015-08-07",26.700001
"221","2015-08-10",27.190001
"222","2015-08-11",26.84
"223","2015-08-12",26.030001
"224","2015-08-13",26.200001
"225","2015-08-14",26.379999
"226","2015-08-17",26.280001
"227","2015-08-18",26.559999
"228","2015-08-19",26.26
"229","2015-08-20",25.33
"230","2015-08-21",24.57
"231","2015-08-24",23.030001
"232","2015-08-25",23.1
"233","2015-08-26",24.190001
"234","2015-08-27",24.48
"235","2015-08-28",24.690001
"236","2015-08-31",24.82
"237","2015-09-01",23.690001
"238","2015-09-02",24.129999
"239","2015-09-03",24.5
"240","2015-09-04",24.09
"241","2015-09-08",24.629999
"242","2015-09-09",24.4
"243","2015-09-10",24.440001
"244","2015-09-11",24.32
"245","2015-09-14",24.41
"246","2015-09-15",25.030001
"247","2015-09-16",24.879999
"248","2015-09-17",24.040001
"249","2015-09-18",23.75
"250","2015-09-21",23.9
"251","2015-09-22",23.6
"252","2015-09-23",23.34
"253","2015-09-24",23.24
"254","2015-09-25",23.610001
"255","2015-09-28",22.629999
"256","2015-09-29",23.219999
"257","2015-09-30",23.860001
"258","2015-10-01",23.5
"259","2015-10-02",23.41
"260","2015-10-05",23.719999
"261","2015-10-06",23.360001
"262","2015-10-07",23.440001
"263","2015-10-08",23.52
"264","2015-10-09",23.459999
"265","2015-10-12",23.559999
"266","2015-10-13",23.459999
"267","2015-10-14",22.91
"268","2015-10-15",23.52
"269","2015-10-16",23.219999
"270","2015-10-19",23.23
