"","date","FLO"
"1","2007-01-03",7.976296
"2","2007-01-04",7.991111
"3","2007-01-05",7.928889
"4","2007-01-08",7.94963
"5","2007-01-09",7.887407
"6","2007-01-10",7.899259
"7","2007-01-11",7.997037
"8","2007-01-12",7.988148
"9","2007-01-16",7.922963
"10","2007-01-17",7.937778
"11","2007-01-18",7.881482
"12","2007-01-19",7.905185
"13","2007-01-22",7.92
"14","2007-01-23",7.991111
"15","2007-01-24",8.082963
"16","2007-01-25",7.985185
"17","2007-01-26",8.059259
"18","2007-01-29",8.263703
"19","2007-01-30",8.311111
"20","2007-01-31",8.331852
"21","2007-02-01",8.696297
"22","2007-02-02",8.752593
"23","2007-02-05",8.696297
"24","2007-02-06",8.708148
"25","2007-02-07",8.645926
"26","2007-02-08",8.66963
"27","2007-02-09",8.687407
"28","2007-02-12",8.714074
"29","2007-02-13",8.788148
"30","2007-02-14",8.746667
"31","2007-02-15",8.808888
"32","2007-02-16",8.77926
"33","2007-02-20",9.04
"34","2007-02-21",8.980741
"35","2007-02-22",9.096296
"36","2007-02-23",9.016296
"37","2007-02-26",8.98963
"38","2007-02-27",8.696297
"39","2007-02-28",8.693334
"40","2007-03-01",8.684444
"41","2007-03-02",8.515555
"42","2007-03-05",8.37037
"43","2007-03-06",8.554074
"44","2007-03-07",8.548148
"45","2007-03-08",8.533334
"46","2007-03-09",8.595555
"47","2007-03-12",8.651852
"48","2007-03-13",8.462222
"49","2007-03-14",8.491852
"50","2007-03-15",8.642963
"51","2007-03-16",8.509629
"52","2007-03-19",8.592592
"53","2007-03-20",8.654815
"54","2007-03-21",8.782222
"55","2007-03-22",8.8
"56","2007-03-23",8.740741
"57","2007-03-26",8.820741
"58","2007-03-27",8.740741
"59","2007-03-28",8.666667
"60","2007-03-29",8.731852
"61","2007-03-30",8.93926
"62","2007-04-02",8.980741
"63","2007-04-03",9.072593
"64","2007-04-04",8.998519
"65","2007-04-05",9.06074
"66","2007-04-09",9.066667
"67","2007-04-10",9.14074
"68","2007-04-11",9.102222
"69","2007-04-12",9.232593
"70","2007-04-13",9.318519
"71","2007-04-16",9.632592
"72","2007-04-17",9.677037
"73","2007-04-18",9.585185
"74","2007-04-19",9.52
"75","2007-04-20",9.638518
"76","2007-04-23",9.597037
"77","2007-04-24",9.623704
"78","2007-04-25",9.647408
"79","2007-04-26",9.573334
"80","2007-04-27",9.445926
"81","2007-04-30",9.241482
"82","2007-05-01",9.226666
"83","2007-05-02",9.277037
"84","2007-05-03",9.241482
"85","2007-05-04",9.238519
"86","2007-05-07",9.315556
"87","2007-05-08",9.22074
"88","2007-05-09",9.241482
"89","2007-05-10",9.075556
"90","2007-05-11",9.173333
"91","2007-05-14",9.167407
"92","2007-05-15",9.099259
"93","2007-05-16",9.274074
"94","2007-05-17",9.232593
"95","2007-05-18",9.315556
"96","2007-05-21",9.650371
"97","2007-05-22",9.712592
"98","2007-05-23",9.608889
"99","2007-05-24",9.988148
"100","2007-05-25",10.278519
"101","2007-05-29",10.32
"102","2007-05-30",10.355556
"103","2007-05-31",10.222222
"104","2007-06-01",10.438519
"105","2007-06-04",10.385185
"106","2007-06-05",10.222222
"107","2007-06-06",10.118519
"108","2007-06-07",10.020741
"109","2007-06-08",10.038519
"110","2007-06-11",9.925926
"111","2007-06-12",9.804444
"112","2007-06-13",9.804444
"113","2007-06-14",9.931851
"114","2007-06-15",10.011852
"115","2007-06-18",10.053333
"116","2007-06-19",10.082963
"117","2007-06-20",9.94963
"118","2007-06-21",9.896297
"119","2007-06-22",9.848889
"120","2007-06-25",9.845926
"121","2007-06-26",9.777778
"122","2007-06-27",9.854815
"123","2007-06-28",9.925926
"124","2007-06-29",9.884444
"125","2007-07-02",9.786667
"126","2007-07-03",10.013333
"127","2007-07-05",10.013333
"128","2007-07-06",9.937778
"129","2007-07-09",9.991111
"130","2007-07-10",9.795555
"131","2007-07-11",9.848889
"132","2007-07-12",10.026667
"133","2007-07-13",10.115556
"134","2007-07-16",10.013333
"135","2007-07-17",10.004444
"136","2007-07-18",9.857778
"137","2007-07-19",10.213333
"138","2007-07-20",9.831111
"139","2007-07-23",9.786667
"140","2007-07-24",9.391111
"141","2007-07-25",9.386666
"142","2007-07-26",9.208889
"143","2007-07-27",8.933333
"144","2007-07-30",9.08
"145","2007-07-31",9.111111
"146","2007-08-01",9.182222
"147","2007-08-02",9.377778
"148","2007-08-03",9.164444
"149","2007-08-06",9.386666
"150","2007-08-07",9.422222
"151","2007-08-08",9.053333
"152","2007-08-09",8.564445
"153","2007-08-10",9.155556
"154","2007-08-13",9.257778
"155","2007-08-14",8.928889
"156","2007-08-15",8.928889
"157","2007-08-16",9.017777
"158","2007-08-17",9.013333
"159","2007-08-20",9.142222
"160","2007-08-21",9.151111
"161","2007-08-22",9.248889
"162","2007-08-23",9.071111
"163","2007-08-24",9.2
"164","2007-08-27",9.022223
"165","2007-08-28",8.888889
"166","2007-08-29",9.173333
"167","2007-08-30",9.235556
"168","2007-08-31",9.173333
"169","2007-09-04",9.16
"170","2007-09-05",9.502222
"171","2007-09-06",9.537778
"172","2007-09-07",9.435555
"173","2007-09-10",9.431111
"174","2007-09-11",9.537778
"175","2007-09-12",9.391111
"176","2007-09-13",9.471111
"177","2007-09-14",9.644444
"178","2007-09-17",9.551111
"179","2007-09-18",9.937778
"180","2007-09-19",10.066667
"181","2007-09-20",9.857778
"182","2007-09-21",9.826667
"183","2007-09-24",9.688889
"184","2007-09-25",9.657778
"185","2007-09-26",9.857778
"186","2007-09-27",9.871111
"187","2007-09-28",9.688889
"188","2007-10-01",9.826667
"189","2007-10-02",9.773334
"190","2007-10-03",9.671111
"191","2007-10-04",9.422222
"192","2007-10-05",9.662222
"193","2007-10-08",9.56
"194","2007-10-09",9.68
"195","2007-10-10",9.666667
"196","2007-10-11",9.391111
"197","2007-10-12",9.524445
"198","2007-10-15",9.337778
"199","2007-10-16",9.435555
"200","2007-10-17",9.422222
"201","2007-10-18",9.471111
"202","2007-10-19",9.302222
"203","2007-10-22",9.6
"204","2007-10-23",9.568889
"205","2007-10-24",9.613334
"206","2007-10-25",9.533334
"207","2007-10-26",9.746667
"208","2007-10-29",9.737778
"209","2007-10-30",9.826667
"210","2007-10-31",9.751111
"211","2007-11-01",9.24
"212","2007-11-02",9.168889
"213","2007-11-05",9.324445
"214","2007-11-06",9.484445
"215","2007-11-07",9.257778
"216","2007-11-08",9.737778
"217","2007-11-09",10.097777
"218","2007-11-12",10.004444
"219","2007-11-13",10.053333
"220","2007-11-14",10.102222
"221","2007-11-15",10.142222
"222","2007-11-16",10.231112
"223","2007-11-19",10.137777
"224","2007-11-20",10.053333
"225","2007-11-21",9.924444
"226","2007-11-23",10.213333
"227","2007-11-26",9.866667
"228","2007-11-27",9.911111
"229","2007-11-28",10.217778
"230","2007-11-29",10.204445
"231","2007-11-30",10.324445
"232","2007-12-03",10.297778
"233","2007-12-04",10.115556
"234","2007-12-05",10.16
"235","2007-12-06",10.413333
"236","2007-12-07",10.315556
"237","2007-12-10",10.457778
"238","2007-12-11",10.351111
"239","2007-12-12",10.697778
"240","2007-12-13",10.688889
"241","2007-12-14",10.657778
"242","2007-12-17",10.648889
"243","2007-12-18",10.826667
"244","2007-12-19",10.902223
"245","2007-12-20",10.897778
"246","2007-12-21",10.884444
"247","2007-12-24",11.075556
"248","2007-12-26",10.866667
"249","2007-12-27",10.622222
"250","2007-12-28",10.631111
"251","2007-12-31",10.404445
"252","2008-01-02",10.191112
"253","2008-01-03",10.191112
"254","2008-01-04",9.982223
"255","2008-01-07",10.208889
"256","2008-01-08",9.968889
"257","2008-01-09",10.04
"258","2008-01-10",10.026667
"259","2008-01-11",9.706667
"260","2008-01-14",9.911111
"261","2008-01-15",9.671111
"262","2008-01-16",9.835556
"263","2008-01-17",9.884444
"264","2008-01-18",9.742222
"265","2008-01-22",9.724444
"266","2008-01-23",9.924444
"267","2008-01-24",9.991111
"268","2008-01-25",9.902223
"269","2008-01-28",10.04
"270","2008-01-29",10.084444
"271","2008-01-30",9.728889
"272","2008-01-31",10.604445
"273","2008-02-01",11.226666
"274","2008-02-04",11
"275","2008-02-05",10.795555
"276","2008-02-06",10.604445
"277","2008-02-07",10.715555
"278","2008-02-08",10.831111
"279","2008-02-11",10.928889
"280","2008-02-12",10.764444
"281","2008-02-13",11.186666
"282","2008-02-14",10.733334
"283","2008-02-15",10.804444
"284","2008-02-19",10.666667
"285","2008-02-20",10.706667
"286","2008-02-21",10.248889
"287","2008-02-22",10.506667
"288","2008-02-25",10.4
"289","2008-02-26",10.573334
"290","2008-02-27",10.471111
"291","2008-02-28",10.351111
"292","2008-02-29",10.071111
"293","2008-03-03",10.142222
"294","2008-03-04",10.066667
"295","2008-03-05",10.208889
"296","2008-03-06",10.053333
"297","2008-03-07",10.2
"298","2008-03-10",10.466666
"299","2008-03-11",10.72
"300","2008-03-12",10.635555
"301","2008-03-13",10.782222
"302","2008-03-14",10.56
"303","2008-03-17",10.364445
"304","2008-03-18",10.924444
"305","2008-03-19",10.635555
"306","2008-03-20",11.097777
"307","2008-03-24",11.053333
"308","2008-03-25",11.324445
"309","2008-03-26",11.142222
"310","2008-03-27",11.088889
"311","2008-03-28",10.875556
"312","2008-03-31",11
"313","2008-04-01",10.928889
"314","2008-04-02",10.973333
"315","2008-04-03",10.671111
"316","2008-04-04",10.648889
"317","2008-04-07",10.631111
"318","2008-04-08",10.662222
"319","2008-04-09",10.751111
"320","2008-04-10",10.942223
"321","2008-04-11",10.884444
"322","2008-04-14",11.164444
"323","2008-04-15",11.444445
"324","2008-04-16",11.422222
"325","2008-04-17",11.32
"326","2008-04-18",11.506667
"327","2008-04-21",11.373333
"328","2008-04-22",11.164444
"329","2008-04-23",11.475555
"330","2008-04-24",11.48
"331","2008-04-25",11.431111
"332","2008-04-28",11.524445
"333","2008-04-29",11.422222
"334","2008-04-30",11.506667
"335","2008-05-01",11.626667
"336","2008-05-02",11.822222
"337","2008-05-05",11.973333
"338","2008-05-06",11.875556
"339","2008-05-07",11.68
"340","2008-05-08",11.528889
"341","2008-05-09",11.306666
"342","2008-05-12",11.493333
"343","2008-05-13",11.417778
"344","2008-05-14",11.617778
"345","2008-05-15",11.711111
"346","2008-05-16",11.702222
"347","2008-05-19",11.666667
"348","2008-05-20",11.373333
"349","2008-05-21",11.315556
"350","2008-05-22",12.031111
"351","2008-05-23",12.337778
"352","2008-05-27",12.92
"353","2008-05-28",12.426666
"354","2008-05-29",12.653334
"355","2008-05-30",12.502222
"356","2008-06-02",12.4
"357","2008-06-03",12.395555
"358","2008-06-04",12.688889
"359","2008-06-05",12.848889
"360","2008-06-06",12.333333
"361","2008-06-09",12.288889
"362","2008-06-10",12.217778
"363","2008-06-11",12.048889
"364","2008-06-12",12.386666
"365","2008-06-13",12.484445
"366","2008-06-16",12.564445
"367","2008-06-17",12.515555
"368","2008-06-18",12.404445
"369","2008-06-19",12.271111
"370","2008-06-20",12.257778
"371","2008-06-23",12.36
"372","2008-06-24",12.457778
"373","2008-06-25",12.72
"374","2008-06-26",12.968889
"375","2008-06-27",12.755555
"376","2008-06-30",12.595555
"377","2008-07-01",12.444445
"378","2008-07-02",12.017777
"379","2008-07-03",12.017777
"380","2008-07-07",12.182222
"381","2008-07-08",12.924444
"382","2008-07-09",13.053333
"383","2008-07-10",13.115556
"384","2008-07-11",13.04
"385","2008-07-14",12.928889
"386","2008-07-15",12.737778
"387","2008-07-16",13.253333
"388","2008-07-17",13.128889
"389","2008-07-18",12.893333
"390","2008-07-21",12.964444
"391","2008-07-22",13.195556
"392","2008-07-23",13.151111
"393","2008-07-24",13.084444
"394","2008-07-25",12.964444
"395","2008-07-28",12.955556
"396","2008-07-29",13.284445
"397","2008-07-30",13.288889
"398","2008-07-31",13.364445
"399","2008-08-01",13.422222
"400","2008-08-04",13.497778
"401","2008-08-05",13.875556
"402","2008-08-06",13.888889
"403","2008-08-07",13.826667
"404","2008-08-08",14.044444
"405","2008-08-11",14.24
"406","2008-08-12",14.271111
"407","2008-08-13",14.208889
"408","2008-08-14",12.426666
"409","2008-08-15",12.062222
"410","2008-08-18",11.844444
"411","2008-08-19",11.72
"412","2008-08-20",11.555555
"413","2008-08-21",11.617778
"414","2008-08-22",11.551111
"415","2008-08-25",11.346666
"416","2008-08-26",10.946667
"417","2008-08-27",11.328889
"418","2008-08-28",11.582222
"419","2008-08-29",11.751111
"420","2008-09-02",11.808888
"421","2008-09-03",11.893333
"422","2008-09-04",12.106667
"423","2008-09-05",12.213333
"424","2008-09-08",12.248889
"425","2008-09-09",12.137777
"426","2008-09-10",12.208889
"427","2008-09-11",12.52
"428","2008-09-12",12.724444
