"","date","ASC"
"140","2014-02-20",13.21
"141","2014-02-21",13.09
"142","2014-02-24",13.12
"143","2014-02-25",13.03
"144","2014-02-26",13.05
"145","2014-02-27",13.16
"146","2014-02-28",12.98
"147","2014-03-03",13.01
"148","2014-03-04",12.53
"149","2014-03-05",13.65
"150","2014-03-06",13.61
"151","2014-03-07",13.5
"152","2014-03-10",13.65
"153","2014-03-11",13.87
"154","2014-03-12",13.66
"155","2014-03-13",13.63
"156","2014-03-14",13.66
"157","2014-03-17",13.64
"158","2014-03-18",13.89
"159","2014-03-19",13.8
"160","2014-03-20",13.66
"161","2014-03-21",13.53
"162","2014-03-24",13.29
"163","2014-03-25",13.36
"164","2014-03-26",13.23
"165","2014-03-27",13.04
"166","2014-03-28",13.14
"167","2014-03-31",13.3
"168","2014-04-01",13.46
"169","2014-04-02",13.54
"170","2014-04-03",13.28
"171","2014-04-04",13.26
"172","2014-04-07",12.73
"173","2014-04-08",12.52
"174","2014-04-09",12.41
"175","2014-04-10",12.45
"176","2014-04-11",12.45
"177","2014-04-14",12.59
"178","2014-04-15",12.66
"179","2014-04-16",12.77
"180","2014-04-17",12.63
"181","2014-04-21",12.93
"182","2014-04-22",12.97
"183","2014-04-23",12.98
"184","2014-04-24",13.38
"185","2014-04-25",13.24
"186","2014-04-28",13.15
"187","2014-04-29",13.13
"188","2014-04-30",13.04
"189","2014-05-01",12.98
"190","2014-05-02",13.08
"191","2014-05-05",13.13
"192","2014-05-06",13.2
"193","2014-05-07",13.09
"194","2014-05-08",13.05
"195","2014-05-09",13.07
"196","2014-05-12",13.12
"197","2014-05-13",13.01
"198","2014-05-14",13.05
"199","2014-05-15",12.97
"200","2014-05-16",13.01
"201","2014-05-19",13.04
"202","2014-05-20",12.97
"203","2014-05-21",12.93
"204","2014-05-22",13
"205","2014-05-23",13.76
"206","2014-05-27",13.89
"207","2014-05-28",13.89
"208","2014-05-29",13.86
"209","2014-05-30",13.91
"210","2014-06-02",13.86
"211","2014-06-03",14.17
"212","2014-06-04",14.19
"213","2014-06-05",14.39
"214","2014-06-06",14.47
"215","2014-06-09",14.52
"216","2014-06-10",14.47
"217","2014-06-11",14.64
"218","2014-06-12",14.84
"219","2014-06-13",14.64
"220","2014-06-16",14.81
"221","2014-06-17",14.61
"222","2014-06-18",14.55
"223","2014-06-19",14.44
"224","2014-06-20",14.72
"225","2014-06-23",14.36
"226","2014-06-24",14.05
"227","2014-06-25",14.21
"228","2014-06-26",14.06
"229","2014-06-27",13.68
"230","2014-06-30",13.83
"231","2014-07-01",13.68
"232","2014-07-02",13.58
"233","2014-07-03",13.43
"234","2014-07-07",13
"235","2014-07-08",12.66
"236","2014-07-09",12.86
"237","2014-07-10",12.57
"238","2014-07-11",12.62
"239","2014-07-14",12.67
"240","2014-07-15",12.63
"241","2014-07-16",12.58
"242","2014-07-17",12.43
"243","2014-07-18",12.57
"244","2014-07-21",12.46
"245","2014-07-22",12.41
"246","2014-07-23",12.52
"247","2014-07-24",12.79
"248","2014-07-25",12.9
"249","2014-07-28",13.1
"250","2014-07-29",13.22
"251","2014-07-30",13.13
"252","2014-07-31",13.13
"253","2014-08-01",13.1
"254","2014-08-04",13.48
"255","2014-08-05",13.07
"256","2014-08-06",13
"257","2014-08-07",12.73
"258","2014-08-08",12.94
"259","2014-08-11",13.09
"260","2014-08-12",12.88
"261","2014-08-13",12.76
"262","2014-08-14",12.94
"263","2014-08-15",13.06
"264","2014-08-18",13.24
"265","2014-08-19",13.32
"266","2014-08-20",13.3
"267","2014-08-21",13.2
"268","2014-08-22",13
"269","2014-08-25",13.1
"270","2014-08-26",13.15
"271","2014-08-27",13.03
"272","2014-08-28",12.84
"273","2014-08-29",13.09
"274","2014-09-02",12.74
"275","2014-09-03",12.63
"276","2014-09-04",12.56
"277","2014-09-05",12.74
"278","2014-09-08",12.86
"279","2014-09-09",12.7
"280","2014-09-10",12.91
"281","2014-09-11",12.95
"282","2014-09-12",12.61
"283","2014-09-15",12.56
"284","2014-09-16",12.51
"285","2014-09-17",12.45
"286","2014-09-18",12.48
"287","2014-09-19",12.05
"288","2014-09-22",11.91
"289","2014-09-23",11.8
"290","2014-09-24",12
"291","2014-09-25",11.58
"292","2014-09-26",11.27
"293","2014-09-29",11.19
"294","2014-09-30",10.9
"295","2014-10-01",10.91
"296","2014-10-02",10.92
"297","2014-10-03",10.85
"298","2014-10-06",10.65
"299","2014-10-07",10.55
"300","2014-10-08",10.32
"301","2014-10-09",9.63
"302","2014-10-10",8.83
"303","2014-10-13",8.81
"304","2014-10-14",9.41
"305","2014-10-15",9.66
"306","2014-10-16",9.73
"307","2014-10-17",9.9
"308","2014-10-20",9.8
"309","2014-10-21",10.27
"310","2014-10-22",9.9
"311","2014-10-23",9.92
"312","2014-10-24",9.73
"313","2014-10-27",9.8
"314","2014-10-28",10.2
"315","2014-10-29",9.91
"316","2014-10-30",9.81
"317","2014-10-31",10.13
"318","2014-11-03",10.06
"319","2014-11-04",10.16
"320","2014-11-05",10.52
"321","2014-11-06",10.58
"322","2014-11-07",10.61
"323","2014-11-10",10.56
"324","2014-11-11",10.59
"325","2014-11-12",10.86
"326","2014-11-13",10.74
"327","2014-11-14",11.12
"328","2014-11-17",11.01
"329","2014-11-18",10.77
"330","2014-11-19",10.37
"331","2014-11-20",10.41
"332","2014-11-21",10.51
"333","2014-11-24",10.62
"334","2014-11-25",10.57
"335","2014-11-26",10.34
"336","2014-11-28",10.21
"337","2014-12-01",9.83
"338","2014-12-02",9.64
"339","2014-12-03",9.63
"340","2014-12-04",9.52
"341","2014-12-05",9.86
"342","2014-12-08",9.6
"343","2014-12-09",10.05
"344","2014-12-10",9.85
"345","2014-12-11",10.02
"346","2014-12-12",10.13
"347","2014-12-15",10.79
"348","2014-12-16",10.74
"349","2014-12-17",10.97
"350","2014-12-18",10.93
"351","2014-12-19",11.27
"352","2014-12-22",11.27
"353","2014-12-23",11.3
"354","2014-12-24",11.37
"355","2014-12-26",11.68
"356","2014-12-29",11.6
"357","2014-12-30",11.58
"358","2014-12-31",11.97
"359","2015-01-02",12
"360","2015-01-05",11.71
"361","2015-01-06",11.5
"362","2015-01-07",11.42
"363","2015-01-08",11.71
"364","2015-01-09",11.6
"365","2015-01-12",11.42
"366","2015-01-13",11.54
"367","2015-01-14",11.55
"368","2015-01-15",11.33
"369","2015-01-16",11.39
"370","2015-01-20",10.9
"371","2015-01-21",10.87
"372","2015-01-22",11.52
"373","2015-01-23",11.52
"374","2015-01-26",11.54
"375","2015-01-27",11.73
"376","2015-01-28",11.37
"377","2015-01-29",11.54
"378","2015-01-30",11.32
"379","2015-02-02",11.28
"380","2015-02-03",10.98
"381","2015-02-04",11.8
"382","2015-02-05",12.06
"383","2015-02-06",12.23
"384","2015-02-09",11.66
"385","2015-02-10",11.57
"386","2015-02-11",11.39
"387","2015-02-12",11.42
"388","2015-02-13",11.21
"389","2015-02-17",10.89
"390","2015-02-18",10.67
"391","2015-02-19",10.7
"392","2015-02-20",10.54
"393","2015-02-23",10.19
"394","2015-02-24",10.29
"395","2015-02-25",10.39
"396","2015-02-26",10.53
"397","2015-02-27",10.57
"398","2015-03-02",10.6
"399","2015-03-03",10.48
"400","2015-03-04",10.44
"401","2015-03-05",10.25
"402","2015-03-06",10.13
"403","2015-03-09",10.2
"404","2015-03-10",10.07
"405","2015-03-11",10.16
"406","2015-03-12",10.34
"407","2015-03-13",10.29
"408","2015-03-16",9.88
"409","2015-03-17",9.92
"410","2015-03-18",10.65
"411","2015-03-19",10.2
"412","2015-03-20",10.19
"413","2015-03-23",10.28
"414","2015-03-24",10.45
"415","2015-03-25",10.51
"416","2015-03-26",10.46
"417","2015-03-27",10.15
"418","2015-03-30",10.14
"419","2015-03-31",10.07
"420","2015-04-01",10.11
"421","2015-04-02",10.15
"422","2015-04-06",10.19
"423","2015-04-07",10.48
"424","2015-04-08",10.28
"425","2015-04-09",10.47
"426","2015-04-10",10.63
"427","2015-04-13",10.58
"428","2015-04-14",10.59
"429","2015-04-15",10.59
"430","2015-04-16",10.73
"431","2015-04-17",10.63
"432","2015-04-20",10.67
"433","2015-04-21",10.64
"434","2015-04-22",10.97
"435","2015-04-23",11.69
"436","2015-04-24",11.71
"437","2015-04-27",11.97
"438","2015-04-28",12.4
"439","2015-04-29",12.34
"440","2015-04-30",12.03
"441","2015-05-01",11.9
"442","2015-05-04",11.86
"443","2015-05-05",12.2
"444","2015-05-06",12.32
"445","2015-05-07",12.4
"446","2015-05-08",12.41
"447","2015-05-11",11.93
"448","2015-05-12",11.94
"449","2015-05-13",12.19
"450","2015-05-14",12.28
"451","2015-05-15",12.53
"452","2015-05-18",12.35
"453","2015-05-19",12.34
"454","2015-05-20",12.63
"455","2015-05-21",12.49
"456","2015-05-22",12.46
"457","2015-05-26",12.02
"458","2015-05-27",11.92
"459","2015-05-28",11.99
"460","2015-05-29",11.62
"461","2015-06-01",11.55
"462","2015-06-02",11.72
"463","2015-06-03",11.76
"464","2015-06-04",11.4
"465","2015-06-05",11.36
"466","2015-06-08",11.36
"467","2015-06-09",11.53
"468","2015-06-10",11.65
"469","2015-06-11",11.51
"470","2015-06-12",11.9
"471","2015-06-15",11.88
"472","2015-06-16",11.97
"473","2015-06-17",11.87
"474","2015-06-18",12.15
"475","2015-06-19",12.16
"476","2015-06-22",12.29
"477","2015-06-23",12.86
"478","2015-06-24",12.6
"479","2015-06-25",12.54
"480","2015-06-26",12.32
"481","2015-06-29",12.05
"482","2015-06-30",12.11
"483","2015-07-01",12.21
"484","2015-07-02",12.07
"485","2015-07-06",11.6
"486","2015-07-07",11.8
"487","2015-07-08",11.63
"488","2015-07-09",11.68
"489","2015-07-10",11.85
"490","2015-07-13",12.16
"491","2015-07-14",12.39
"492","2015-07-15",12.79
"493","2015-07-16",13.26
"494","2015-07-17",14.26
"495","2015-07-20",14.66
"496","2015-07-21",14.62
"497","2015-07-22",14.42
"498","2015-07-23",13.78
"499","2015-07-24",14.06
"500","2015-07-27",13.84
"501","2015-07-28",13.95
"502","2015-07-29",13.76
"503","2015-07-30",13.7
"504","2015-07-31",13.14
"505","2015-08-03",12.97
"506","2015-08-04",13.06
"507","2015-08-05",13.53
"508","2015-08-06",13.23
"509","2015-08-07",13.2
"510","2015-08-10",12.98
"511","2015-08-11",12.9
"512","2015-08-12",12.38
"513","2015-08-13",12.97
"514","2015-08-14",12.85
"515","2015-08-17",12.78
"516","2015-08-18",12.43
"517","2015-08-19",11.97
"518","2015-08-20",11.38
"519","2015-08-21",10.8
"520","2015-08-24",10.04
"521","2015-08-25",10.52
"522","2015-08-26",11.25
"523","2015-08-27",10.99
"524","2015-08-28",11.53
"525","2015-08-31",11.22
"526","2015-09-01",11.1
"527","2015-09-02",10.98
"528","2015-09-03",11.34
"529","2015-09-04",11.15
"530","2015-09-08",11.68
"531","2015-09-09",11.72
"532","2015-09-10",11.93
"533","2015-09-11",11.5
"534","2015-09-14",11.63
"535","2015-09-15",11.83
"536","2015-09-16",12.24
"537","2015-09-17",12.36
"538","2015-09-18",12.91
"539","2015-09-21",12.52
"540","2015-09-22",12.5
"541","2015-09-23",12.35
"542","2015-09-24",12.41
"543","2015-09-25",12.39
"544","2015-09-28",11.74
"545","2015-09-29",11.83
"546","2015-09-30",12.08
"547","2015-10-01",12.43
"548","2015-10-02",12.8
"549","2015-10-05",13.38
"550","2015-10-06",13.43
"551","2015-10-07",13.43
"552","2015-10-08",13.45
"553","2015-10-09",12.77
"554","2015-10-12",12.6
"555","2015-10-13",12.32
"556","2015-10-14",11.95
"557","2015-10-15",12.08
"558","2015-10-16",12.46
"559","2015-10-19",12.31
"560","2015-10-20",12.55
"561","2015-10-21",12.3
"562","2015-10-22",12.29
"563","2015-10-23",12.4
"564","2015-10-26",12.3
"565","2015-10-27",13.97
"566","2015-10-28",14.49
"567","2015-10-29",14.48
"568","2015-10-30",14.35
"569","2015-11-02",14.79
"570","2015-11-03",12.93
"571","2015-11-04",12.97
"572","2015-11-05",13.07
"573","2015-11-06",12.99
"574","2015-11-09",12.88
"575","2015-11-10",12.97
"576","2015-11-11",12.75
"577","2015-11-12",12.62
"578","2015-11-13",12.82
"579","2015-11-16",12.89
"580","2015-11-17",12.55
"581","2015-11-18",12.57
"582","2015-11-19",12.51
"583","2015-11-20",12.52
"584","2015-11-23",12.49
"585","2015-11-24",12.47
"586","2015-11-25",12.55
"587","2015-11-27",12.39
"588","2015-11-30",12.52
"589","2015-12-01",12.51
"590","2015-12-02",12.46
"591","2015-12-03",12.44
"592","2015-12-04",12.37
"593","2015-12-07",12.12
"594","2015-12-08",12.06
"595","2015-12-09",12.18
"596","2015-12-10",12.25
"597","2015-12-11",11.55
"598","2015-12-14",11.42
"599","2015-12-15",11.54
"600","2015-12-16",11.81
"601","2015-12-17",11.51
"602","2015-12-18",11.48
"603","2015-12-21",11.48
"604","2015-12-22",12.05
"605","2015-12-23",12.45
"606","2015-12-24",12.49
"607","2015-12-28",12.09
"608","2015-12-29",12.42
"609","2015-12-30",12.59
"610","2015-12-31",12.72
"611","2016-01-04",12.33
"612","2016-01-05",12.2
"613","2016-01-06",12.18
"614","2016-01-07",11.55
"615","2016-01-08",10.83
"616","2016-01-11",10.77
"617","2016-01-12",10.46
"618","2016-01-13",9.26
"619","2016-01-14",9.75
"620","2016-01-15",9.2
"621","2016-01-19",9.23
"622","2016-01-20",9.34
"623","2016-01-21",9.58
"624","2016-01-22",9.69
"625","2016-01-25",9.43
"626","2016-01-26",9.73
"627","2016-01-27",9.74
"628","2016-01-28",10.08
"629","2016-01-29",10.15
"630","2016-02-01",9.89
"631","2016-02-02",9.75
"632","2016-02-03",8.75
"633","2016-02-04",8.57
"634","2016-02-05",8.31
"635","2016-02-08",7.81
"636","2016-02-09",7.51
"637","2016-02-10",7.49
"638","2016-02-11",7.68
"639","2016-02-12",7.49
"640","2016-02-16",7.83
"641","2016-02-17",8.12
"642","2016-02-18",8.14
"643","2016-02-19",8.28
"644","2016-02-22",8.23
"645","2016-02-23",7.91
"646","2016-02-24",7.89
"647","2016-02-25",7.82
"648","2016-02-26",7.96
"649","2016-02-29",8.04
"650","2016-03-01",8.18
"651","2016-03-02",8.21
"652","2016-03-03",8.67
"653","2016-03-04",8.86
"654","2016-03-07",8.94
"655","2016-03-08",8.25
"656","2016-03-09",8.53
"657","2016-03-10",8.48
"658","2016-03-11",8.6
"659","2016-03-14",8.48
"660","2016-03-15",8.42
"661","2016-03-16",8.59
"662","2016-03-17",8.99
"663","2016-03-18",8.81
"664","2016-03-21",8.53
"665","2016-03-22",8.33
"666","2016-03-23",7.96
"667","2016-03-24",8.02
"668","2016-03-28",8.12
"669","2016-03-29",8.13
"670","2016-03-30",8.33
"671","2016-03-31",8.45
"672","2016-04-01",8.1
"673","2016-04-04",7.87
"674","2016-04-05",8.09
"675","2016-04-06",7.97
"676","2016-04-07",7.78
"677","2016-04-08",8.29
"678","2016-04-11",8.53
"679","2016-04-12",8.84
"680","2016-04-13",8.98
"681","2016-04-14",9.21
"682","2016-04-15",9.41
"683","2016-04-18",9.62
"684","2016-04-19",9.62
"685","2016-04-20",9.9
"686","2016-04-21",9.5
"687","2016-04-22",9.69
"688","2016-04-25",9.43
"689","2016-04-26",9.54
"690","2016-04-27",9.32
"691","2016-04-28",9.38
"692","2016-04-29",9.35
"693","2016-05-02",9.21
"694","2016-05-03",8.94
"695","2016-05-04",9.04
"696","2016-05-05",8.62
"697","2016-05-06",8.65
"698","2016-05-09",8.54
"699","2016-05-10",9.12
"700","2016-05-11",9
"701","2016-05-12",8.97
"702","2016-05-13",8.93
"703","2016-05-16",9.12
"704","2016-05-17",9.23
"705","2016-05-18",9.24
"706","2016-05-19",8.99
"707","2016-05-20",9.17
"708","2016-05-23",8.91
"709","2016-05-24",9.27
"710","2016-05-25",9.01
"711","2016-05-26",9.05
"712","2016-05-27",9.35
"713","2016-05-31",9.48
"714","2016-06-01",9.44
"715","2016-06-02",9.37
"716","2016-06-03",9.55
"717","2016-06-06",9.8
"718","2016-06-07",9.74
"719","2016-06-08",8.67
"720","2016-06-09",8.87
"721","2016-06-10",8.7
"722","2016-06-13",8.45
"723","2016-06-14",8.21
"724","2016-06-15",8.07
"725","2016-06-16",7.88
"726","2016-06-17",7.93
"727","2016-06-20",7.83
"728","2016-06-21",7.89
"729","2016-06-22",7.62
"730","2016-06-23",7.71
"731","2016-06-24",7.26
"732","2016-06-27",6.6
"733","2016-06-28",7.08
"734","2016-06-29",7.21
"735","2016-06-30",6.77
"736","2016-07-01",7.24
"737","2016-07-05",6.71
"738","2016-07-06",7.05
"739","2016-07-07",6.72
"740","2016-07-08",7.1
"741","2016-07-11",7.03
"742","2016-07-12",7.26
"743","2016-07-13",7.21
"744","2016-07-14",7.24
"745","2016-07-15",7.23
"746","2016-07-18",7.21
"747","2016-07-19",7.02
"748","2016-07-20",7.1
"749","2016-07-21",7.37
"750","2016-07-22",7.23
"751","2016-07-25",7.23
"752","2016-07-26",7.17
"753","2016-07-27",6.85
"754","2016-07-28",6.96
"755","2016-07-29",7.03
"756","2016-08-01",6.95
"757","2016-08-02",7.6
"758","2016-08-03",8.09
"759","2016-08-04",7.77
"760","2016-08-05",8.16
"761","2016-08-08",8.01
"762","2016-08-09",7.93
"763","2016-08-10",7.85
"764","2016-08-11",7.89
"765","2016-08-12",7.75
"766","2016-08-15",8.04
"767","2016-08-16",7.86
"768","2016-08-17",7.9
"769","2016-08-18",7.96
"770","2016-08-19",7.95
"771","2016-08-22",7.8
"772","2016-08-23",7.84
"773","2016-08-24",7.61
"774","2016-08-25",7.11
"775","2016-08-26",7.14
"776","2016-08-29",7.07
"777","2016-08-30",7.07
"778","2016-08-31",7.22
"779","2016-09-01",6.99
"780","2016-09-02",7.09
"781","2016-09-06",7.15
"782","2016-09-07",7.22
"783","2016-09-08",7.49
"784","2016-09-09",7.24
"785","2016-09-12",7.25
"786","2016-09-13",7.11
"787","2016-09-14",7.07
"788","2016-09-15",7.04
"789","2016-09-16",7.13
"790","2016-09-19",7.09
"791","2016-09-20",6.91
"792","2016-09-21",7.03
"793","2016-09-22",7.25
"794","2016-09-23",7.06
"795","2016-09-26",7.1
"796","2016-09-27",7.08
"797","2016-09-28",7.29
"798","2016-09-29",7.08
"799","2016-09-30",7.04
"800","2016-10-03",7.03
"801","2016-10-04",7.07
"802","2016-10-05",7.1
"803","2016-10-06",7.25
"804","2016-10-07",7.15
"805","2016-10-10",7.11
"806","2016-10-11",6.91
"807","2016-10-12",6.85
"808","2016-10-13",6.66
"809","2016-10-14",6.61
"810","2016-10-17",6.58
"811","2016-10-18",6.58
"812","2016-10-19",6.6
"813","2016-10-20",6.77
"814","2016-10-21",6.84
"815","2016-10-24",6.6
"816","2016-10-25",6.54
"817","2016-10-26",6.41
"818","2016-10-27",6.5
"819","2016-10-28",6.34
"820","2016-10-31",5.85
"821","2016-11-01",5.7
"822","2016-11-02",5.65
"823","2016-11-03",5.65
"824","2016-11-04",5.5
"825","2016-11-07",5.5
"826","2016-11-08",5.65
"827","2016-11-09",5.6
"828","2016-11-10",6.2
"829","2016-11-11",6.6
"830","2016-11-14",6.4
"831","2016-11-15",6.2
"832","2016-11-16",6.8
"833","2016-11-17",6.8
"834","2016-11-18",6.65
"835","2016-11-21",7
"836","2016-11-22",6.95
"837","2016-11-23",6.75
"838","2016-11-25",6.75
"839","2016-11-28",6.9
"840","2016-11-29",6.7
"841","2016-11-30",6.8
"842","2016-12-01",6.65
"843","2016-12-02",6.8
"844","2016-12-05",6.95
"845","2016-12-06",6.95
"846","2016-12-07",6.95
"847","2016-12-08",7.2
"848","2016-12-09",7.25
"849","2016-12-12",6.85
"850","2016-12-13",6.85
"851","2016-12-14",6.85
"852","2016-12-15",6.85
"853","2016-12-16",6.7
"854","2016-12-19",6.9
"855","2016-12-20",6.95
"856","2016-12-21",7.35
"857","2016-12-22",7.25
"858","2016-12-23",7.2
"859","2016-12-27",7.4
"860","2016-12-28",7.4
"861","2016-12-29",7.3
"862","2016-12-30",7.4
"863","2017-01-03",7.5
"864","2017-01-04",7.7
"865","2017-01-05",7.65
"866","2017-01-06",7.75
"867","2017-01-09",7.75
"868","2017-01-10",7.8
"869","2017-01-11",7.9
"870","2017-01-12",7.7
"871","2017-01-13",7.7
"872","2017-01-17",7.35
"873","2017-01-18",7.4
"874","2017-01-19",7.35
"875","2017-01-20",7.5
"876","2017-01-23",7.35
"877","2017-01-24",7.3
"878","2017-01-25",7.35
"879","2017-01-26",7.3
"880","2017-01-27",7.3
"881","2017-01-30",7.3
"882","2017-01-31",7.35
"883","2017-02-01",7.25
"884","2017-02-02",7.2
"885","2017-02-03",7.15
"886","2017-02-06",6.95
"887","2017-02-07",6.8
"888","2017-02-08",7.05
"889","2017-02-09",7.2
"890","2017-02-10",7.25
"891","2017-02-13",7.15
"892","2017-02-14",7.4
"893","2017-02-15",7.45
"894","2017-02-16",7.2
"895","2017-02-17",7.05
"896","2017-02-21",7.25
"897","2017-02-22",7.05
"898","2017-02-23",7
"899","2017-02-24",6.95
"900","2017-02-27",7.05
"901","2017-02-28",6.85
"902","2017-03-01",7
"903","2017-03-02",6.95
"904","2017-03-03",6.9
"905","2017-03-06",7.15
"906","2017-03-07",7.2
"907","2017-03-08",7.15
"908","2017-03-09",7
"909","2017-03-10",7.05
"910","2017-03-13",7.15
"911","2017-03-14",7.05
"912","2017-03-15",7.15
"913","2017-03-16",7.6
"914","2017-03-17",7.95
"915","2017-03-20",7.85
"916","2017-03-21",7.15
"917","2017-03-22",7.1
"918","2017-03-23",7.4
"919","2017-03-24",7.8
"920","2017-03-27",7.65
"921","2017-03-28",8
"922","2017-03-29",8.1
"923","2017-03-30",8.05
"924","2017-03-31",8.05
"925","2017-04-03",8.05
"926","2017-04-04",8
"927","2017-04-05",7.75
"928","2017-04-06",7.8
"929","2017-04-07",8.35
"930","2017-04-10",8.3
"931","2017-04-11",8.4
"932","2017-04-12",8.3
"933","2017-04-13",7.75
"934","2017-04-17",7.5
"935","2017-04-18",7.4
"936","2017-04-19",7.3
"937","2017-04-20",7.45
"938","2017-04-21",6.95
"939","2017-04-24",7.3
"940","2017-04-25",7.5
"941","2017-04-26",7.55
"942","2017-04-27",7.7
"943","2017-04-28",7.75
"944","2017-05-01",7.55
"945","2017-05-02",7.6
"946","2017-05-03",7.55
"947","2017-05-04",7.55
"948","2017-05-05",7.3
"949","2017-05-08",7.45
"950","2017-05-09",7.55
"951","2017-05-10",7.9
"952","2017-05-11",8.15
"953","2017-05-12",7.95
"954","2017-05-15",7.8
"955","2017-05-16",7.9
"956","2017-05-17",7.6
"957","2017-05-18",7.7
"958","2017-05-19",7.7
"959","2017-05-22",7.8
"960","2017-05-23",7.7
"961","2017-05-24",7.5
"962","2017-05-25",7.45
"963","2017-05-26",7.45
"964","2017-05-30",7.35
"965","2017-05-31",7.2
"966","2017-06-01",7.2
"967","2017-06-02",7.2
"968","2017-06-05",7.2
"969","2017-06-06",7.25
"970","2017-06-07",7.15
"971","2017-06-08",7.55
"972","2017-06-09",7.7
"973","2017-06-12",7.85
"974","2017-06-13",7.95
"975","2017-06-14",7.75
"976","2017-06-15",7.6
"977","2017-06-16",7.85
"978","2017-06-19",7.9
"979","2017-06-20",7.85
"980","2017-06-21",7.65
"981","2017-06-22",7.85
"982","2017-06-23",8.15
"983","2017-06-26",8.4
"984","2017-06-27",8.5
"985","2017-06-28",8.35
"986","2017-06-29",8.2
"987","2017-06-30",8.15
"988","2017-07-03",8.45
"989","2017-07-05",8.1
"990","2017-07-06",7.85
"991","2017-07-07",7.85
"992","2017-07-10",7.65
"993","2017-07-11",7.85
"994","2017-07-12",7.95
"995","2017-07-13",8
"996","2017-07-14",8
"997","2017-07-17",8
"998","2017-07-18",7.85
"999","2017-07-19",8
"1000","2017-07-20",7.9
"1001","2017-07-21",7.8
