"","date","PFIE"
"1","2010-03-10",0.26
"2","2010-03-11",0.26
"3","2010-03-12",0.26
"4","2010-03-15",0.32
"5","2010-03-16",0.32
"6","2010-03-17",0.33
"7","2010-03-18",0.33
"8","2010-03-19",0.33
"9","2010-03-22",0.33
"10","2010-03-23",0.33
"11","2010-03-24",0.33
"12","2010-03-25",0.33
"13","2010-03-26",0.31
"14","2010-03-29",0.31
"15","2010-03-30",0.31
"16","2010-03-31",0.31
"17","2010-04-01",0.31
"18","2010-04-05",0.31
"19","2010-04-06",0.33
"20","2010-04-07",0.33
"21","2010-04-08",0.33
"22","2010-04-09",0.33
"23","2010-04-12",0.33
"24","2010-04-13",0.33
"25","2010-04-14",0.51
"26","2010-04-15",0.49
"27","2010-04-16",0.49
"28","2010-04-19",0.49
"29","2010-04-20",0.45
"30","2010-04-21",0.45
"31","2010-04-22",0.45
"32","2010-04-23",0.45
"33","2010-04-26",0.45
"34","2010-04-27",0.45
"35","2010-04-28",0.45
"36","2010-04-29",0.45
"37","2010-04-30",0.45
"38","2010-05-03",0.45
"39","2010-05-04",0.45
"40","2010-05-05",0.45
"41","2010-05-06",0.45
"42","2010-05-07",0.45
"43","2010-05-10",0.45
"44","2010-05-11",0.45
"45","2010-05-12",0.45
"46","2010-05-13",0.45
"47","2010-05-14",0.45
"48","2010-05-17",0.45
"49","2010-05-18",0.45
"50","2010-05-19",0.45
"51","2010-05-20",0.45
"52","2010-05-21",0.45
"53","2010-05-24",0.45
"54","2010-05-25",0.45
"55","2010-05-26",0.45
"56","2010-05-27",0.45
"57","2010-05-28",0.45
"58","2010-06-01",0.45
"59","2010-06-02",0.45
"60","2010-06-03",0.45
"61","2010-06-04",0.45
"62","2010-06-07",0.45
"63","2010-06-08",0.45
"64","2010-06-09",0.45
"65","2010-06-10",0.45
"66","2010-06-11",0.45
"67","2010-06-14",0.45
"68","2010-06-15",0.45
"69","2010-06-16",0.45
"70","2010-06-17",0.45
"71","2010-06-18",0.45
"72","2010-06-21",0.45
"73","2010-06-22",0.45
"74","2010-06-23",0.45
"75","2010-06-24",0.45
"76","2010-06-25",0.45
"77","2010-06-28",0.45
"78","2010-06-29",0.45
"79","2010-06-30",0.3
"80","2010-07-01",0.28
"81","2010-07-02",0.28
"82","2010-07-06",0.28
"83","2010-07-07",0.28
"84","2010-07-08",0.28
"85","2010-07-09",0.28
"86","2010-07-12",0.28
"87","2010-07-13",0.28
"88","2010-07-14",0.28
"89","2010-07-15",0.28
"90","2010-07-16",0.28
"91","2010-07-19",0.28
"92","2010-07-20",0.28
"93","2010-07-21",0.28
"94","2010-07-22",0.32
"95","2010-07-23",0.32
"96","2010-07-26",0.32
"97","2010-07-27",0.32
"98","2010-07-28",0.32
"99","2010-07-29",0.32
"100","2010-07-30",0.32
"101","2010-08-02",0.32
"102","2010-08-03",0.32
"103","2010-08-04",0.32
"104","2010-08-05",0.32
"105","2010-08-06",0.32
"106","2010-08-09",0.32
"107","2010-08-10",0.32
"108","2010-08-11",0.32
"109","2010-08-12",0.32
"110","2010-08-13",0.32
"111","2010-08-16",0.32
"112","2010-08-17",0.32
"113","2010-08-18",0.32
"114","2010-08-19",0.32
"115","2010-08-20",0.32
"116","2010-08-23",0.32
"117","2010-08-24",0.32
"118","2010-08-25",0.32
"119","2010-08-26",0.32
"120","2010-08-27",0.32
"121","2010-08-30",0.32
"122","2010-08-31",0.32
"123","2010-09-01",0.32
"124","2010-09-02",0.32
"125","2010-09-03",0.32
"126","2010-09-07",0.32
"127","2010-09-08",0.32
"128","2010-09-09",0.32
"129","2010-09-10",0.32
"130","2010-09-13",0.32
"131","2010-09-14",0.32
"132","2010-09-15",0.35
"133","2010-09-16",0.35
"134","2010-09-17",0.35
"135","2010-09-20",0.35
"136","2010-09-21",0.35
"137","2010-09-22",0.35
"138","2010-09-23",0.15
"139","2010-09-24",0.2
"140","2010-09-27",0.2
"141","2010-09-28",0.2
"142","2010-09-29",0.2
"143","2010-09-30",0.2
"144","2010-10-01",0.2
"145","2010-10-04",0.2
"146","2010-10-05",0.25
"147","2010-10-06",0.25
"148","2010-10-07",0.25
"149","2010-10-08",0.25
"150","2010-10-11",0.25
"151","2010-10-12",0.25
"152","2010-10-13",0.25
"153","2010-10-14",0.25
"154","2010-10-15",0.25
"155","2010-10-18",0.25
"156","2010-10-19",0.25
"157","2010-10-20",0.25
"158","2010-10-21",0.25
"159","2010-10-22",0.25
"160","2010-10-25",0.25
"161","2010-10-26",0.25
"162","2010-10-27",0.25
"163","2010-10-28",0.25
"164","2010-10-29",0.25
"165","2010-11-01",0.1
"166","2010-11-02",0.2
"167","2010-11-03",0.2
"168","2010-11-04",0.2
"169","2010-11-05",0.2
"170","2010-11-08",0.2
"171","2010-11-09",0.24
"172","2010-11-10",0.24
"173","2010-11-11",0.24
"174","2010-11-12",0.24
"175","2010-11-15",0.24
"176","2010-11-16",0.22
"177","2010-11-17",0.22
"178","2010-11-18",0.25
"179","2010-11-19",0.22
"180","2010-11-22",0.25
"181","2010-11-23",0.25
"182","2010-11-24",0.25
"183","2010-11-26",0.25
"184","2010-11-29",0.25
"185","2010-11-30",0.25
"186","2010-12-01",0.25
"187","2010-12-02",0.25
"188","2010-12-03",0.25
"189","2010-12-06",0.25
"190","2010-12-07",0.25
"191","2010-12-08",0.25
"192","2010-12-09",0.25
"193","2010-12-10",0.25
"194","2010-12-13",0.25
"195","2010-12-14",0.25
"196","2010-12-15",0.25
"197","2010-12-16",0.25
"198","2010-12-17",0.25
"199","2010-12-20",0.25
"200","2010-12-21",0.25
"201","2010-12-22",0.25
"202","2010-12-23",0.25
"203","2010-12-27",0.25
"204","2010-12-28",0.25
"205","2010-12-29",0.25
"206","2010-12-30",0.25
"207","2010-12-31",0.25
"208","2011-01-03",0.25
"209","2011-01-04",0.35
"210","2011-01-05",0.35
"211","2011-01-06",0.35
"212","2011-01-07",0.25
"213","2011-01-10",0.25
"214","2011-01-11",0.25
"215","2011-01-12",0.25
"216","2011-01-13",0.339
"217","2011-01-14",0.339
"218","2011-01-18",0.339
"219","2011-01-19",0.339
"220","2011-01-20",0.339
"221","2011-01-21",0.339
"222","2011-01-24",0.34
"223","2011-01-25",0.34
"224","2011-01-26",0.34
"225","2011-01-27",0.35
"226","2011-01-28",0.35
"227","2011-01-31",0.35
"228","2011-02-01",0.35
"229","2011-02-02",0.35
"230","2011-02-03",0.33
"231","2011-02-04",0.33
"232","2011-02-07",0.33
"233","2011-02-08",0.33
"234","2011-02-09",0.33
"235","2011-02-10",0.33
"236","2011-02-11",0.33
"237","2011-02-14",0.35
"238","2011-02-15",0.35
"239","2011-02-16",0.35
"240","2011-02-17",0.35
"241","2011-02-18",0.45
"242","2011-02-22",0.45
"243","2011-02-23",0.45
"244","2011-02-24",0.4
"245","2011-02-25",0.4
"246","2011-02-28",0.4
"247","2011-03-01",0.41
"248","2011-03-02",0.41
"249","2011-03-03",0.41
"250","2011-03-04",0.44
"251","2011-03-07",0.42
"252","2011-03-08",0.42
"253","2011-03-09",0.5
"254","2011-03-10",0.48
"255","2011-03-11",0.43
"256","2011-03-14",0.44
"257","2011-03-15",0.44
"258","2011-03-16",0.44
"259","2011-03-17",0.45
"260","2011-03-18",0.44
"261","2011-03-21",0.44
"262","2011-03-22",0.46
"263","2011-03-23",0.46
"264","2011-03-24",0.47
"265","2011-03-25",0.46
"266","2011-03-28",0.48
"267","2011-03-29",0.48
"268","2011-03-30",0.45
"269","2011-03-31",0.48
"270","2011-04-01",0.48
"271","2011-04-04",0.48
"272","2011-04-05",0.47
"273","2011-04-06",0.48
"274","2011-04-07",0.48
"275","2011-04-08",0.48
"276","2011-04-11",0.48
"277","2011-04-12",0.51
"278","2011-04-13",0.48
"279","2011-04-14",0.55
"280","2011-04-15",0.55
"281","2011-04-18",0.6
"282","2011-04-19",0.7
"283","2011-04-20",0.75
"284","2011-04-21",0.75
"285","2011-04-25",0.76
"286","2011-04-26",0.95
"287","2011-04-27",1.25
"288","2011-04-28",1.1
"289","2011-04-29",1.24
"290","2011-05-02",1.11
"291","2011-05-03",1.11
"292","2011-05-04",1.06
"293","2011-05-05",1
"294","2011-05-06",1.01
"295","2011-05-09",1
"296","2011-05-10",1
"297","2011-05-11",1
"298","2011-05-12",1
"299","2011-05-13",1
"300","2011-05-16",1
"301","2011-05-17",1
"302","2011-05-18",1
"303","2011-05-19",1
"304","2011-05-20",1.01
"305","2011-05-23",1.01
"306","2011-05-24",1.01
"307","2011-05-25",0.99
"308","2011-05-26",1
"309","2011-05-27",1
"310","2011-05-31",1
"311","2011-06-01",1
"312","2011-06-02",0.99
"313","2011-06-03",0.99
"314","2011-06-06",0.99
"315","2011-06-07",0.99
"316","2011-06-08",0.75
"317","2011-06-09",0.95
"318","2011-06-10",0.95
"319","2011-06-13",0.95
"320","2011-06-14",0.99
"321","2011-06-15",0.99
"322","2011-06-16",0.99
"323","2011-06-17",1
"324","2011-06-20",0.76
"325","2011-06-21",1
"326","2011-06-22",0.99
"327","2011-06-23",0.78
"328","2011-06-24",0.98
"329","2011-06-27",0.98
"330","2011-06-28",0.98
"331","2011-06-29",0.98
"332","2011-06-30",0.25
"333","2011-07-01",0.9
"334","2011-07-05",0.78
"335","2011-07-06",0.78
"336","2011-07-07",1
"337","2011-07-08",0.94
"338","2011-07-11",0.94
"339","2011-07-12",0.94
"340","2011-07-13",1
"341","2011-07-14",1
"342","2011-07-15",1
"343","2011-07-18",0.85
"344","2011-07-19",0.85
"345","2011-07-20",1
"346","2011-07-21",1
"347","2011-07-22",1
"348","2011-07-25",1
"349","2011-07-26",0.85
"350","2011-07-27",0.94
"351","2011-07-28",0.85
"352","2011-07-29",0.85
"353","2011-08-01",0.85
"354","2011-08-02",0.8
"355","2011-08-03",0.8
"356","2011-08-04",1
"357","2011-08-05",1
"358","2011-08-08",1
"359","2011-08-09",1
"360","2011-08-10",1
"361","2011-08-11",1
"362","2011-08-12",1
"363","2011-08-15",0.79
"364","2011-08-16",0.79
"365","2011-08-17",0.79
"366","2011-08-18",1
"367","2011-08-19",1
"368","2011-08-22",1
"369","2011-08-23",0.99
"370","2011-08-24",0.98
"371","2011-08-25",0.98
"372","2011-08-26",0.98
"373","2011-08-29",0.98
"374","2011-08-30",0.98
"375","2011-08-31",0.98
"376","2011-09-01",0.98
"377","2011-09-02",0.98
"378","2011-09-06",0.98
"379","2011-09-07",0.98
"380","2011-09-08",0.98
"381","2011-09-09",1
"382","2011-09-12",1
"383","2011-09-13",0.97
"384","2011-09-14",0.97
"385","2011-09-15",0.97
"386","2011-09-16",0.97
"387","2011-09-19",0.97
"388","2011-09-20",1
"389","2011-09-21",1
"390","2011-09-22",1
"391","2011-09-23",1
"392","2011-09-26",1
"393","2011-09-27",0.97
"394","2011-09-28",0.97
"395","2011-09-29",1
"396","2011-09-30",0.98
"397","2011-10-03",0.99
"398","2011-10-04",0.99
"399","2011-10-05",0.99
"400","2011-10-06",0.98
"401","2011-10-07",0.98
"402","2011-10-10",0.95
"403","2011-10-11",0.92
"404","2011-10-12",0.97
"405","2011-10-13",0.92
"406","2011-10-14",0.9
"407","2011-10-17",0.95
"408","2011-10-18",0.95
"409","2011-10-19",0.9
"410","2011-10-20",0.9
"411","2011-10-21",0.88
"412","2011-10-24",0.95
"413","2011-10-25",0.8
"414","2011-10-26",0.7
"415","2011-10-27",0.9
"416","2011-10-28",0.9
"417","2011-10-31",0.98
"418","2011-11-01",0.97
"419","2011-11-02",0.9
"420","2011-11-03",0.9
"421","2011-11-04",0.92
"422","2011-11-07",0.93
"423","2011-11-08",0.92
"424","2011-11-09",0.9
"425","2011-11-10",0.9
"426","2011-11-11",0.88
"427","2011-11-14",0.9
"428","2011-11-15",0.82
"429","2011-11-16",0.8
"430","2011-11-17",0.82
"431","2011-11-18",0.82
"432","2011-11-21",0.82
"433","2011-11-22",0.7
"434","2011-11-23",0.8
"435","2011-11-25",0.8
"436","2011-11-28",0.81
"437","2011-11-29",0.75
"438","2011-11-30",0.8
"439","2011-12-01",0.81
"440","2011-12-02",0.75
"441","2011-12-05",0.75
"442","2011-12-06",0.78
"443","2011-12-07",0.78
"444","2011-12-08",0.75
"445","2011-12-09",0.7
"446","2011-12-12",0.75
"447","2011-12-13",0.745
"448","2011-12-14",0.71
"449","2011-12-15",0.63
"450","2011-12-16",0.71
"451","2011-12-19",0.71
"452","2011-12-20",0.7
"453","2011-12-21",0.7
"454","2011-12-22",0.7
"455","2011-12-23",0.7
"456","2011-12-27",0.61
"457","2011-12-28",0.75
"458","2011-12-29",0.75
"459","2011-12-30",0.745
"460","2012-01-03",0.738
"461","2012-01-04",0.738
"462","2012-01-05",0.738
"463","2012-01-06",0.75
"464","2012-01-09",0.8
"465","2012-01-10",0.95
"466","2012-01-11",1.02
"467","2012-01-12",1.05
"468","2012-01-13",1.13
"469","2012-01-17",1.25
"470","2012-01-18",1.25
"471","2012-01-19",1.25
"472","2012-01-20",1.24
"473","2012-01-23",1.05
"474","2012-01-24",1.25
"475","2012-01-25",1.25
"476","2012-01-26",1.25
"477","2012-01-27",1.24
"478","2012-01-30",1.3
"479","2012-01-31",1.25
"480","2012-02-01",1.24
"481","2012-02-02",1.26
"482","2012-02-03",1.25
"483","2012-02-06",1.25
"484","2012-02-07",1.23
"485","2012-02-08",1.26
"486","2012-02-09",1.24
"487","2012-02-10",1.24
"488","2012-02-13",1.23
"489","2012-02-14",1.26
"490","2012-02-15",1.25
"491","2012-02-16",1.23
"492","2012-02-17",1.29
"493","2012-02-21",1.29
"494","2012-02-22",1.35
"495","2012-02-23",1.33
"496","2012-02-24",1.6
"497","2012-02-27",1.65
"498","2012-02-28",1.65
"499","2012-02-29",1.61
"500","2012-03-01",1.75
"501","2012-03-02",1.78
"502","2012-03-05",1.73
"503","2012-03-06",1.75
"504","2012-03-07",1.75
"505","2012-03-08",1.75
"506","2012-03-09",1.73
"507","2012-03-12",1.73
"508","2012-03-13",1.73
"509","2012-03-14",1.72
"510","2012-03-15",1.7
"511","2012-03-16",1.7
"512","2012-03-19",1.75
"513","2012-03-20",1.79
"514","2012-03-21",1.74
"515","2012-03-22",1.7
"516","2012-03-23",1.7
"517","2012-03-26",1.7
"518","2012-03-27",1.7
"519","2012-03-28",1.7
"520","2012-03-29",1.7
"521","2012-03-30",1.65
"522","2012-04-02",1.69
"523","2012-04-03",1.49
"524","2012-04-04",1.49
"525","2012-04-05",1.49
"526","2012-04-09",1.4
"527","2012-04-10",1.5
"528","2012-04-11",1.6
"529","2012-04-12",1.5
"530","2012-04-13",1.5
"531","2012-04-16",1.45
"532","2012-04-17",1.4
"533","2012-04-18",1.4
"534","2012-04-19",1.4
"535","2012-04-20",1.4
"536","2012-04-23",1.35
"537","2012-04-24",1.41
"538","2012-04-25",1.52
"539","2012-04-26",1.52
"540","2012-04-27",1.52
"541","2012-04-30",1.55
"542","2012-05-01",1.45
"543","2012-05-02",1.5
"544","2012-05-03",1.5
"545","2012-05-04",1.45
"546","2012-05-07",1.45
"547","2012-05-08",1.45
"548","2012-05-09",1.45
"549","2012-05-10",1.44
"550","2012-05-11",1.55
"551","2012-05-14",1.5
"552","2012-05-15",1.5
"553","2012-05-16",1.48
"554","2012-05-17",1.49
"555","2012-05-18",1.395
"556","2012-05-21",1.45
"557","2012-05-22",1.5
"558","2012-05-23",1.45
