"","date","CRDF"
"1","2007-01-03",432
"2","2007-01-04",432
"3","2007-01-05",432
"4","2007-01-08",432
"5","2007-01-09",410.399994
"6","2007-01-10",410.399994
"7","2007-01-11",388.799988
"8","2007-01-12",388.799988
"9","2007-01-16",393.119995
"10","2007-01-17",393.119995
"11","2007-01-18",432
"12","2007-01-19",432
"13","2007-01-22",427.679993
"14","2007-01-23",345.600006
"15","2007-01-24",345.600006
"16","2007-01-25",345.600006
"17","2007-01-26",345.600006
"18","2007-01-29",328.320007
"19","2007-01-30",328.320007
"20","2007-01-31",328.320007
"21","2007-02-01",328.320007
"22","2007-02-02",328.320007
"23","2007-02-05",328.320007
"24","2007-02-06",328.320007
"25","2007-02-07",328.320007
"26","2007-02-08",345.600006
"27","2007-02-09",367.200012
"28","2007-02-12",345.600006
"29","2007-02-13",354.23999
"30","2007-02-14",367.200012
"31","2007-02-15",367.200012
"32","2007-02-16",354.23999
"33","2007-02-20",354.23999
"34","2007-02-21",432
"35","2007-02-22",453.600006
"36","2007-02-23",440.640015
"37","2007-02-26",432
"38","2007-02-27",419.040009
"39","2007-02-28",410.399994
"40","2007-03-01",427.679993
"41","2007-03-02",427.679993
"42","2007-03-05",406.079987
"43","2007-03-06",423.359985
"44","2007-03-07",423.359985
"45","2007-03-08",436.320007
"46","2007-03-09",375.839996
"47","2007-03-12",401.76001
"48","2007-03-13",401.76001
"49","2007-03-14",397.440002
"50","2007-03-15",388.799988
"51","2007-03-16",371.519989
"52","2007-03-19",371.519989
"53","2007-03-20",302.399994
"54","2007-03-21",397.440002
"55","2007-03-22",397.440002
"56","2007-03-23",397.440002
"57","2007-03-26",397.440002
"58","2007-03-27",367.200012
"59","2007-03-28",311.040009
"60","2007-03-29",324
"61","2007-03-30",302.399994
"62","2007-04-02",302.399994
"63","2007-04-03",315.359985
"64","2007-04-04",336.959991
"65","2007-04-05",336.959991
"66","2007-04-09",341.279999
"67","2007-04-10",444.959991
"68","2007-04-11",349.920013
"69","2007-04-12",393.119995
"70","2007-04-13",393.119995
"71","2007-04-16",362.880005
"72","2007-04-17",362.880005
"73","2007-04-18",362.880005
"74","2007-04-19",362.880005
"75","2007-04-20",349.920013
"76","2007-04-23",432
"77","2007-04-24",432
"78","2007-04-25",432
"79","2007-04-26",349.920013
"80","2007-04-27",367.200012
"81","2007-04-30",367.200012
"82","2007-05-01",324
"83","2007-05-02",311.040009
"84","2007-05-03",315.359985
"85","2007-05-04",315.359985
"86","2007-05-07",315.359985
"87","2007-05-08",315.359985
"88","2007-05-09",332.640015
"89","2007-05-10",332.640015
"90","2007-05-11",367.200012
"91","2007-05-14",367.200012
"92","2007-05-15",328.320007
"93","2007-05-16",328.320007
"94","2007-05-17",328.320007
"95","2007-05-18",328.320007
"96","2007-05-21",397.440002
"97","2007-05-22",345.600006
"98","2007-05-23",324
"99","2007-05-24",289.440002
"100","2007-05-25",345.600006
"101","2007-05-29",345.600006
"102","2007-05-30",289.440002
"103","2007-05-31",289.440002
"104","2007-06-01",341.279999
"105","2007-06-04",341.279999
"106","2007-06-05",341.279999
"107","2007-06-06",311.040009
"108","2007-06-07",311.040009
"109","2007-06-08",311.040009
"110","2007-06-11",311.040009
"111","2007-06-12",289.440002
"112","2007-06-13",289.440002
"113","2007-06-14",332.640015
"114","2007-06-15",332.640015
"115","2007-06-18",332.640015
"116","2007-06-19",332.640015
"117","2007-06-20",332.640015
"118","2007-06-21",332.640015
"119","2007-06-22",332.640015
"120","2007-06-25",332.640015
"121","2007-06-26",332.640015
"122","2007-06-27",319.679993
"123","2007-06-28",216
"124","2007-06-29",324
"125","2007-07-02",324
"126","2007-07-03",324
"127","2007-07-05",324
"128","2007-07-06",259.200012
"129","2007-07-09",259.200012
"130","2007-07-10",254.880005
"131","2007-07-11",315.359985
"132","2007-07-12",306.720001
"133","2007-07-13",293.76001
"134","2007-07-16",285.119995
"135","2007-07-17",259.200012
"136","2007-07-18",259.200012
"137","2007-07-19",228.960007
"138","2007-07-20",237.600006
"139","2007-07-23",228.960007
"140","2007-07-24",228.960007
"141","2007-07-25",228.960007
"142","2007-07-26",233.279999
"143","2007-07-27",237.600006
"144","2007-07-30",233.279999
"145","2007-07-31",233.279999
"146","2007-08-01",233.279999
"147","2007-08-02",259.200012
"148","2007-08-03",259.200012
"149","2007-08-06",237.600006
"150","2007-08-07",237.600006
"151","2007-08-08",259.200012
"152","2007-08-09",259.200012
"153","2007-08-10",254.880005
"154","2007-08-13",280.799988
"155","2007-08-14",254.880005
"156","2007-08-15",254.880005
"157","2007-08-16",254.880005
"158","2007-08-17",254.880005
"159","2007-08-20",259.200012
"160","2007-08-21",259.200012
"161","2007-08-22",280.799988
"162","2007-08-23",280.799988
"163","2007-08-24",254.880005
"164","2007-08-27",254.880005
"165","2007-08-28",254.880005
"166","2007-08-29",254.880005
"167","2007-08-30",254.880005
"168","2007-08-31",254.880005
"169","2007-09-04",254.880005
"170","2007-09-05",259.200012
"171","2007-09-06",246.240005
"172","2007-09-07",246.240005
"173","2007-09-10",246.240005
"174","2007-09-11",246.240005
"175","2007-09-12",246.240005
"176","2007-09-13",246.240005
"177","2007-09-14",246.240005
"178","2007-09-17",250.559998
"179","2007-09-18",250.559998
"180","2007-09-19",250.559998
"181","2007-09-20",250.559998
"182","2007-09-21",250.559998
"183","2007-09-24",276.480011
"184","2007-09-25",276.480011
"185","2007-09-26",254.880005
"186","2007-09-27",254.880005
"187","2007-09-28",254.880005
"188","2007-10-01",250.559998
"189","2007-10-02",250.559998
"190","2007-10-03",246.240005
"191","2007-10-04",246.240005
"192","2007-10-05",246.240005
"193","2007-10-08",250.559998
"194","2007-10-09",250.559998
"195","2007-10-10",250.559998
"196","2007-10-11",250.559998
"197","2007-10-12",250.559998
"198","2007-10-15",280.799988
"199","2007-10-16",302.399994
"200","2007-10-17",302.399994
"201","2007-10-18",432
"202","2007-10-19",432
"203","2007-10-22",432
"204","2007-10-23",432
"205","2007-10-24",280.799988
"206","2007-10-25",324
"207","2007-10-26",289.440002
"208","2007-10-29",289.440002
"209","2007-10-30",289.440002
"210","2007-10-31",289.440002
"211","2007-11-01",289.440002
"212","2007-11-02",289.440002
"213","2007-11-05",293.76001
"214","2007-11-06",293.76001
"215","2007-11-07",293.76001
"216","2007-11-08",293.76001
"217","2007-11-09",293.76001
"218","2007-11-12",293.76001
"219","2007-11-13",298.079987
"220","2007-11-14",324
"221","2007-11-15",324
"222","2007-11-16",324
"223","2007-11-19",324
"224","2007-11-20",324
"225","2007-11-21",328.320007
"226","2007-11-23",328.320007
"227","2007-11-26",328.320007
"228","2007-11-27",380.160004
