"","date","ALKS"
"97","2007-05-22",17.690001
"98","2007-05-23",17.469999
"99","2007-05-24",16.959999
"100","2007-05-25",17.02
"101","2007-05-29",17.1
"102","2007-05-30",16.280001
"103","2007-05-31",16.059999
"104","2007-06-01",15.98
"105","2007-06-04",15.79
"106","2007-06-05",15.7
"107","2007-06-06",15.41
"108","2007-06-07",15.21
"109","2007-06-08",14.97
"110","2007-06-11",14.97
"111","2007-06-12",14.43
"112","2007-06-13",14.61
"113","2007-06-14",15.06
"114","2007-06-15",15.24
"115","2007-06-18",15.1
"116","2007-06-19",15.07
"117","2007-06-20",15.12
"118","2007-06-21",15.28
"119","2007-06-22",14.78
"120","2007-06-25",14.71
"121","2007-06-26",14.63
"122","2007-06-27",14.89
"123","2007-06-28",14.83
"124","2007-06-29",14.6
"125","2007-07-02",14.9
"126","2007-07-03",14.79
"127","2007-07-05",14.75
"128","2007-07-06",14.91
"129","2007-07-09",14.84
"130","2007-07-10",14.59
"131","2007-07-11",14.39
"132","2007-07-12",14.8
"133","2007-07-13",14.99
"134","2007-07-16",14.76
"135","2007-07-17",14.44
"136","2007-07-18",14.48
"137","2007-07-19",14.72
"138","2007-07-20",14.43
"139","2007-07-23",14.25
"140","2007-07-24",14.91
"141","2007-07-25",15.02
"142","2007-07-26",14.67
"143","2007-07-27",14.39
"144","2007-07-30",14.46
"145","2007-07-31",14.24
"146","2007-08-01",14.72
"147","2007-08-02",14.78
"148","2007-08-03",16.629999
"149","2007-08-06",16.74
"150","2007-08-07",16.639999
"151","2007-08-08",17.9
"152","2007-08-09",17.99
"153","2007-08-10",16.99
"154","2007-08-13",16.58
"155","2007-08-14",16.66
"156","2007-08-15",16.559999
"157","2007-08-16",17.33
"158","2007-08-17",17.41
"159","2007-08-20",17.5
"160","2007-08-21",17.129999
"161","2007-08-22",17.24
"162","2007-08-23",16.93
"163","2007-08-24",17
"164","2007-08-27",16.51
"165","2007-08-28",16.379999
"166","2007-08-29",16.690001
"167","2007-08-30",16.700001
"168","2007-08-31",16.85
"169","2007-09-04",17.200001
"170","2007-09-05",16.83
"171","2007-09-06",16.799999
"172","2007-09-07",16.469999
"173","2007-09-10",16.48
"174","2007-09-11",16.540001
"175","2007-09-12",16.26
"176","2007-09-13",16.17
"177","2007-09-14",16.16
"178","2007-09-17",16.040001
"179","2007-09-18",16.73
"180","2007-09-19",17
"181","2007-09-20",16.91
"182","2007-09-21",16.99
"183","2007-09-24",16.76
"184","2007-09-25",16.68
"185","2007-09-26",17.92
"186","2007-09-27",17.700001
"187","2007-09-28",18.4
"188","2007-10-01",18.379999
"189","2007-10-02",18.34
"190","2007-10-03",18.4
"191","2007-10-04",18.129999
"192","2007-10-05",18.379999
"193","2007-10-08",18.23
"194","2007-10-09",18.389999
"195","2007-10-10",18.559999
"196","2007-10-11",17.76
"197","2007-10-12",17.719999
"198","2007-10-15",17.469999
"199","2007-10-16",16.74
"200","2007-10-17",17.040001
"201","2007-10-18",16.799999
"202","2007-10-19",16.23
"203","2007-10-22",16.51
"204","2007-10-23",16.719999
"205","2007-10-24",16.459999
"206","2007-10-25",16.98
"207","2007-10-26",17.219999
"208","2007-10-29",16.879999
"209","2007-10-30",16.66
"210","2007-10-31",16.200001
"211","2007-11-01",15.31
"212","2007-11-02",14.19
"213","2007-11-05",14.3
"214","2007-11-06",14.31
"215","2007-11-07",13.53
"216","2007-11-08",13.5
"217","2007-11-09",13.34
"218","2007-11-12",13.31
"219","2007-11-13",13.6
"220","2007-11-14",13.55
"221","2007-11-15",13.32
"222","2007-11-16",13.41
"223","2007-11-19",12.85
"224","2007-11-20",12.76
"225","2007-11-21",13.08
"226","2007-11-23",13.62
"227","2007-11-26",13.66
"228","2007-11-27",14.06
"229","2007-11-28",14.33
"230","2007-11-29",14.32
"231","2007-11-30",14.26
"232","2007-12-03",14.34
"233","2007-12-04",14.61
"234","2007-12-05",14.6
"235","2007-12-06",15.14
"236","2007-12-07",14.88
"237","2007-12-10",15.05
"238","2007-12-11",14.57
"239","2007-12-12",15.02
"240","2007-12-13",15.17
"241","2007-12-14",14.71
"242","2007-12-17",14.45
"243","2007-12-18",14.22
"244","2007-12-19",14.88
"245","2007-12-20",15.36
"246","2007-12-21",15.86
"247","2007-12-24",16.24
"248","2007-12-26",16.25
"249","2007-12-27",15.86
"250","2007-12-28",15.87
"251","2007-12-31",15.59
"252","2008-01-02",15.1
"253","2008-01-03",14.9
"254","2008-01-04",14.79
"255","2008-01-07",15.46
"256","2008-01-08",15.19
"257","2008-01-09",15.39
"258","2008-01-10",15.74
"259","2008-01-11",15.38
"260","2008-01-14",15.33
"261","2008-01-15",14.77
"262","2008-01-16",15.03
"263","2008-01-17",14.55
"264","2008-01-18",14.2
"265","2008-01-22",13.99
"266","2008-01-23",14.05
"267","2008-01-24",13.76
"268","2008-01-25",13.61
"269","2008-01-28",13.75
"270","2008-01-29",13.64
"271","2008-01-30",13.33
"272","2008-01-31",13.32
"273","2008-02-01",13.7
"274","2008-02-04",13.69
"275","2008-02-05",13.47
"276","2008-02-06",13.34
"277","2008-02-07",13.68
"278","2008-02-08",13.57
"279","2008-02-11",13.43
"280","2008-02-12",13.32
"281","2008-02-13",13.39
"282","2008-02-14",13.12
"283","2008-02-15",12.89
"284","2008-02-19",13.04
"285","2008-02-20",13.18
"286","2008-02-21",13.16
"287","2008-02-22",13.04
"288","2008-02-25",13.16
"289","2008-02-26",13.23
"290","2008-02-27",13.15
"291","2008-02-28",13.4
"292","2008-02-29",12.94
"293","2008-03-03",12.73
"294","2008-03-04",12.64
"295","2008-03-05",12.57
"296","2008-03-06",12.4
"297","2008-03-07",11.26
"298","2008-03-10",10.78
"299","2008-03-11",11.18
"300","2008-03-12",10.96
"301","2008-03-13",11.21
"302","2008-03-14",11.12
"303","2008-03-17",10.81
"304","2008-03-18",10.85
"305","2008-03-19",10.82
"306","2008-03-20",11.09
"307","2008-03-24",11.66
"308","2008-03-25",11.49
"309","2008-03-26",11.45
"310","2008-03-27",11.5
"311","2008-03-28",11.08
"312","2008-03-31",11.88
"313","2008-04-01",12.06
"314","2008-04-02",12.03
"315","2008-04-03",11.87
"316","2008-04-04",11.81
"317","2008-04-07",11.66
"318","2008-04-08",11.69
"319","2008-04-09",10.95
"320","2008-04-10",11.33
"321","2008-04-11",11.11
"322","2008-04-14",11.19
"323","2008-04-15",11.04
"324","2008-04-16",11.41
"325","2008-04-17",11.13
"326","2008-04-18",11.41
"327","2008-04-21",11.38
"328","2008-04-22",11.27
"329","2008-04-23",11.3
"330","2008-04-24",11.53
"331","2008-04-25",11.43
"332","2008-04-28",12.1
"333","2008-04-29",12.01
"334","2008-04-30",12.43
"335","2008-05-01",12.84
"336","2008-05-02",12.85
"337","2008-05-05",12.89
"338","2008-05-06",13.06
"339","2008-05-07",12.79
"340","2008-05-08",13.02
"341","2008-05-09",12.98
"342","2008-05-12",13.3
"343","2008-05-13",13.3
"344","2008-05-14",13.2
"345","2008-05-15",13.28
"346","2008-05-16",13.75
"347","2008-05-19",13.51
"348","2008-05-20",13.42
"349","2008-05-21",13.05
"350","2008-05-22",13.62
"351","2008-05-23",12.75
"352","2008-05-27",11.95
"353","2008-05-28",12.13
"354","2008-05-29",12.78
"355","2008-05-30",12.67
"356","2008-06-02",12.16
"357","2008-06-03",12.06
"358","2008-06-04",12.48
"359","2008-06-05",13.02
"360","2008-06-06",12.57
"361","2008-06-09",12.36
"362","2008-06-10",12.48
"363","2008-06-11",11.89
"364","2008-06-12",11.8
"365","2008-06-13",11.9
"366","2008-06-16",12.59
"367","2008-06-17",12.84
"368","2008-06-18",12.54
"369","2008-06-19",12.98
"370","2008-06-20",12.89
"371","2008-06-23",12.24
"372","2008-06-24",12.29
"373","2008-06-25",12.68
"374","2008-06-26",12.64
"375","2008-06-27",12.7
"376","2008-06-30",12.36
"377","2008-07-01",12.49
"378","2008-07-02",12.53
"379","2008-07-03",12.33
"380","2008-07-07",12.36
"381","2008-07-08",13.22
"382","2008-07-09",12.93
"383","2008-07-10",13.31
"384","2008-07-11",13.72
"385","2008-07-14",13.73
"386","2008-07-15",13.85
"387","2008-07-16",14.29
"388","2008-07-17",14.58
"389","2008-07-18",14.44
"390","2008-07-21",14.91
"391","2008-07-22",15.15
"392","2008-07-23",15.08
"393","2008-07-24",14.91
"394","2008-07-25",15.35
"395","2008-07-28",15.12
"396","2008-07-29",15.25
"397","2008-07-30",15.22
"398","2008-07-31",15.75
"399","2008-08-01",15.3
"400","2008-08-04",15.14
"401","2008-08-05",15.41
"402","2008-08-06",15.43
"403","2008-08-07",14.51
"404","2008-08-08",16.049999
"405","2008-08-11",16.889999
"406","2008-08-12",16.450001
"407","2008-08-13",15.99
"408","2008-08-14",16.23
"409","2008-08-15",16.379999
"410","2008-08-18",14.73
"411","2008-08-19",14.41
"412","2008-08-20",14.81
"413","2008-08-21",14.75
"414","2008-08-22",14.98
"415","2008-08-25",14.64
"416","2008-08-26",14.6
"417","2008-08-27",12.9
"418","2008-08-28",13.56
"419","2008-08-29",13.37
"420","2008-09-02",13.72
"421","2008-09-03",13.96
"422","2008-09-04",13.65
"423","2008-09-05",13.43
"424","2008-09-08",13.56
"425","2008-09-09",13.17
"426","2008-09-10",13.25
"427","2008-09-11",13.32
"428","2008-09-12",12.99
"429","2008-09-15",12.47
"430","2008-09-16",12.79
"431","2008-09-17",11.97
"432","2008-09-18",12.37
"433","2008-09-19",13.08
"434","2008-09-22",12.54
"435","2008-09-23",12.9
"436","2008-09-24",12.91
"437","2008-09-25",13.2
"438","2008-09-26",13.51
"439","2008-09-29",13.35
"440","2008-09-30",13.3
"441","2008-10-01",13.26
"442","2008-10-02",13.01
"443","2008-10-03",12.74
"444","2008-10-06",12.14
"445","2008-10-07",11.44
"446","2008-10-08",11.08
"447","2008-10-09",10.02
"448","2008-10-10",9.94
"449","2008-10-13",11.27
"450","2008-10-14",11.22
"451","2008-10-15",9.67
"452","2008-10-16",10.42
"453","2008-10-17",10.13
"454","2008-10-20",10.82
"455","2008-10-21",11.05
"456","2008-10-22",10.67
"457","2008-10-23",10.54
"458","2008-10-24",9.94
"459","2008-10-27",8.75
"460","2008-10-28",9.34
"461","2008-10-29",9.17
"462","2008-10-30",9.59
"463","2008-10-31",9.88
"464","2008-11-03",10.1
"465","2008-11-04",9.11
"466","2008-11-05",8.71
"467","2008-11-06",8.07
"468","2008-11-07",8
"469","2008-11-10",8.12
"470","2008-11-11",7.89
"471","2008-11-12",7.42
"472","2008-11-13",7.63
"473","2008-11-14",7.65
"474","2008-11-17",7.64
"475","2008-11-18",7.51
"476","2008-11-19",6.58
"477","2008-11-20",6.1
"478","2008-11-21",6.37
"479","2008-11-24",6.88
"480","2008-11-25",6.95
"481","2008-11-26",7.45
"482","2008-11-28",7.38
"483","2008-12-01",6.76
"484","2008-12-02",7.37
"485","2008-12-03",7.21
"486","2008-12-04",7.68
"487","2008-12-05",7.82
"488","2008-12-08",9.54
"489","2008-12-09",8.55
"490","2008-12-10",8.7
"491","2008-12-11",9.94
"492","2008-12-12",10.08
"493","2008-12-15",9.74
"494","2008-12-16",10.34
"495","2008-12-17",10.42
"496","2008-12-18",10.3
"497","2008-12-19",9.83
"498","2008-12-22",10.09
"499","2008-12-23",10.13
"500","2008-12-24",10.38
"501","2008-12-26",10.42
"502","2008-12-29",10.17
"503","2008-12-30",10.42
"504","2008-12-31",10.65
"505","2009-01-02",10.71
"506","2009-01-05",10.73
"507","2009-01-06",10.7
"508","2009-01-07",10.71
"509","2009-01-08",10.9
"510","2009-01-09",10.27
"511","2009-01-12",10.02
"512","2009-01-13",10.62
"513","2009-01-14",10.75
"514","2009-01-15",11.11
"515","2009-01-16",10.88
"516","2009-01-20",9.97
"517","2009-01-21",10.78
"518","2009-01-22",10.47
"519","2009-01-23",10.71
"520","2009-01-26",10.85
"521","2009-01-27",11.56
"522","2009-01-28",11.98
"523","2009-01-29",11.63
"524","2009-01-30",11.47
"525","2009-02-02",11.76
"526","2009-02-03",11.91
"527","2009-02-04",11.98
"528","2009-02-05",11.65
"529","2009-02-06",11.51
"530","2009-02-09",11.5
"531","2009-02-10",11.33
"532","2009-02-11",11.32
"533","2009-02-12",11.73
"534","2009-02-13",11.84
"535","2009-02-17",11.24
"536","2009-02-18",11.09
"537","2009-02-19",11.3
"538","2009-02-20",11.16
"539","2009-02-23",10.93
"540","2009-02-24",11.39
"541","2009-02-25",11.19
"542","2009-02-26",10.66
"543","2009-02-27",10.08
"544","2009-03-02",9.19
"545","2009-03-03",8.92
"546","2009-03-04",8.97
"547","2009-03-05",8.4
"548","2009-03-06",8.49
"549","2009-03-09",8.35
"550","2009-03-10",9.01
"551","2009-03-11",8.84
"552","2009-03-12",9.91
"553","2009-03-13",10.05
"554","2009-03-16",9.56
"555","2009-03-17",10.05
"556","2009-03-18",10.52
"557","2009-03-19",10.61
"558","2009-03-20",11.03
"559","2009-03-23",11.76
"560","2009-03-24",11.44
"561","2009-03-25",11.55
"562","2009-03-26",13.13
"563","2009-03-27",12.1
"564","2009-03-30",11.82
"565","2009-03-31",12.13
"566","2009-04-01",11.96
"567","2009-04-02",11.41
"568","2009-04-03",9.49
"569","2009-04-06",8.86
"570","2009-04-07",8.39
"571","2009-04-08",8.44
"572","2009-04-09",8.5
"573","2009-04-13",8.95
"574","2009-04-14",8.7
"575","2009-04-15",8.45
"576","2009-04-16",8.37
"577","2009-04-17",8.1
"578","2009-04-20",7.68
"579","2009-04-21",7.88
"580","2009-04-22",7.75
"581","2009-04-23",7.6
"582","2009-04-24",7.73
"583","2009-04-27",7.61
"584","2009-04-28",7.56
"585","2009-04-29",7.79
"586","2009-04-30",7.65
"587","2009-05-01",7.64
"588","2009-05-04",7.85
"589","2009-05-05",8.75
"590","2009-05-06",8.59
"591","2009-05-07",8.73
"592","2009-05-08",9
"593","2009-05-11",9.06
"594","2009-05-12",8.81
"595","2009-05-13",8.46
"596","2009-05-14",8.63
"597","2009-05-15",8.62
"598","2009-05-18",8.75
"599","2009-05-19",8.81
"600","2009-05-20",8.81
"601","2009-05-21",8.5
"602","2009-05-22",8.25
"603","2009-05-26",8.55
"604","2009-05-27",8.33
"605","2009-05-28",8.25
"606","2009-05-29",8.12
"607","2009-06-01",8.11
"608","2009-06-02",7.99
"609","2009-06-03",8.06
"610","2009-06-04",8.2
"611","2009-06-05",8.5
"612","2009-06-08",8.55
"613","2009-06-09",8.61
"614","2009-06-10",8.71
"615","2009-06-11",9.1
"616","2009-06-12",9.28
"617","2009-06-15",9.1
"618","2009-06-16",9.36
"619","2009-06-17",9.58
"620","2009-06-18",9.62
"621","2009-06-19",9.92
"622","2009-06-22",10.06
"623","2009-06-23",9.84
"624","2009-06-24",10.32
"625","2009-06-25",10.9
"626","2009-06-26",11.2
"627","2009-06-29",10.88
"628","2009-06-30",10.82
"629","2009-07-01",11.04
"630","2009-07-02",10.46
"631","2009-07-06",10.47
"632","2009-07-07",10.26
"633","2009-07-08",10.23
"634","2009-07-09",10.19
"635","2009-07-10",10.16
"636","2009-07-13",10.17
"637","2009-07-14",10.18
"638","2009-07-15",10.53
"639","2009-07-16",10.51
"640","2009-07-17",10.47
"641","2009-07-20",10.75
"642","2009-07-21",10.73
"643","2009-07-22",11.03
"644","2009-07-23",11.62
"645","2009-07-24",11.61
"646","2009-07-27",11.65
"647","2009-07-28",11.28
"648","2009-07-29",11.04
"649","2009-07-30",10.87
"650","2009-07-31",10.32
"651","2009-08-03",11.15
"652","2009-08-04",11.2
"653","2009-08-05",10.73
"654","2009-08-06",10.52
"655","2009-08-07",10.55
"656","2009-08-10",10.28
"657","2009-08-11",9.94
"658","2009-08-12",10.05
"659","2009-08-13",9.94
"660","2009-08-14",9.55
"661","2009-08-17",9.46
"662","2009-08-18",9.81
"663","2009-08-19",10.3
"664","2009-08-20",10.42
"665","2009-08-21",10.41
"666","2009-08-24",10.4
"667","2009-08-25",10.35
"668","2009-08-26",10.37
"669","2009-08-27",9.55
"670","2009-08-28",9.37
"671","2009-08-31",9.05
"672","2009-09-01",8.75
"673","2009-09-02",8.98
"674","2009-09-03",9.02
"675","2009-09-04",9.22
"676","2009-09-08",9.51
"677","2009-09-09",9.45
"678","2009-09-10",9.41
"679","2009-09-11",9.48
"680","2009-09-14",9.69
"681","2009-09-15",9.68
"682","2009-09-16",9.88
"683","2009-09-17",9.96
"684","2009-09-18",9.89
"685","2009-09-21",10.04
"686","2009-09-22",9.89
"687","2009-09-23",9.71
"688","2009-09-24",9.45
"689","2009-09-25",9.2
"690","2009-09-28",9.33
"691","2009-09-29",9.45
"692","2009-09-30",9.19
"693","2009-10-01",8.8
"694","2009-10-02",8.8
"695","2009-10-05",8.79
"696","2009-10-06",8.98
"697","2009-10-07",8.84
"698","2009-10-08",8.72
"699","2009-10-09",8.69
"700","2009-10-12",8.59
"701","2009-10-13",8.62
"702","2009-10-14",8.88
"703","2009-10-15",9.12
"704","2009-10-16",8.99
"705","2009-10-19",9.02
"706","2009-10-20",8.85
"707","2009-10-21",8.72
"708","2009-10-22",8.89
"709","2009-10-23",8.64
"710","2009-10-26",8.46
"711","2009-10-27",8.41
"712","2009-10-28",8.26
"713","2009-10-29",8.19
"714","2009-10-30",7.97
"715","2009-11-02",7.98
"716","2009-11-03",8.13
"717","2009-11-04",7.83
"718","2009-11-05",8.09
"719","2009-11-06",7.7
"720","2009-11-09",7.63
"721","2009-11-10",7.58
"722","2009-11-11",7.89
"723","2009-11-12",7.93
"724","2009-11-13",7.91
"725","2009-11-16",8.18
"726","2009-11-17",9.36
"727","2009-11-18",9.21
"728","2009-11-19",8.91
"729","2009-11-20",8.66
"730","2009-11-23",8.65
"731","2009-11-24",8.63
"732","2009-11-25",8.91
"733","2009-11-27",8.63
"734","2009-11-30",8.98
"735","2009-12-01",9.11
"736","2009-12-02",9.06
"737","2009-12-03",8.84
"738","2009-12-04",9.06
"739","2009-12-07",8.9
"740","2009-12-08",8.82
"741","2009-12-09",8.64
"742","2009-12-10",8.75
"743","2009-12-11",8.84
"744","2009-12-14",8.89
"745","2009-12-15",8.81
"746","2009-12-16",8.68
"747","2009-12-17",8.83
"748","2009-12-18",8.93
"749","2009-12-21",9.37
"750","2009-12-22",9.88
"751","2009-12-23",9.57
"752","2009-12-24",9.57
"753","2009-12-28",9.6
"754","2009-12-29",9.56
"755","2009-12-30",9.56
"756","2009-12-31",9.41
"757","2010-01-04",9.71
"758","2010-01-05",9.69
"759","2010-01-06",10.11
"760","2010-01-07",10.13
"761","2010-01-08",10.01
"762","2010-01-11",10.31
"763","2010-01-12",10.3
"764","2010-01-13",10.85
"765","2010-01-14",11.06
"766","2010-01-15",10.8
"767","2010-01-19",11.09
"768","2010-01-20",11.45
"769","2010-01-21",11.23
"770","2010-01-22",10.87
"771","2010-01-25",10.78
"772","2010-01-26",11.56
"773","2010-01-27",11.5
"774","2010-01-28",11.13
"775","2010-01-29",10.94
"776","2010-02-01",11.04
"777","2010-02-02",11.25
"778","2010-02-03",11.09
"779","2010-02-04",10.52
"780","2010-02-05",11.18
"781","2010-02-08",11.37
"782","2010-02-09",11.43
"783","2010-02-10",11.67
"784","2010-02-11",11.69
"785","2010-02-12",11.85
"786","2010-02-16",11.92
"787","2010-02-17",12
"788","2010-02-18",11.8
"789","2010-02-19",11.7
"790","2010-02-22",11.47
"791","2010-02-23",11.2
"792","2010-02-24",11.18
"793","2010-02-25",11.1
"794","2010-02-26",11.46
"795","2010-03-01",11.57
"796","2010-03-02",11.84
"797","2010-03-03",11.94
"798","2010-03-04",11.89
"799","2010-03-05",12.2
"800","2010-03-08",12.45
"801","2010-03-09",12.92
"802","2010-03-10",12.56
"803","2010-03-11",12.64
"804","2010-03-12",12.21
"805","2010-03-15",14.01
"806","2010-03-16",13.62
"807","2010-03-17",13.33
"808","2010-03-18",13.31
"809","2010-03-19",12.94
"810","2010-03-22",13.14
"811","2010-03-23",13.17
"812","2010-03-24",13
"813","2010-03-25",13.15
"814","2010-03-26",12.94
"815","2010-03-29",12.92
"816","2010-03-30",13.09
"817","2010-03-31",12.97
"818","2010-04-01",13.27
"819","2010-04-05",13.26
"820","2010-04-06",13.16
"821","2010-04-07",13.1
"822","2010-04-08",13.49
"823","2010-04-09",13.4
"824","2010-04-12",13.34
"825","2010-04-13",13.39
"826","2010-04-14",13.75
"827","2010-04-15",13.57
"828","2010-04-16",13.48
"829","2010-04-19",12.96
"830","2010-04-20",13.23
"831","2010-04-21",13.26
"832","2010-04-22",13.4
"833","2010-04-23",13.35
"834","2010-04-26",13.16
"835","2010-04-27",13.09
"836","2010-04-28",13.21
"837","2010-04-29",13.37
"838","2010-04-30",13.11
"839","2010-05-03",13.36
"840","2010-05-04",12.78
"841","2010-05-05",12.66
"842","2010-05-06",12
"843","2010-05-07",11.6
"844","2010-05-10",11.98
"845","2010-05-11",11.98
"846","2010-05-12",12.65
"847","2010-05-13",12.61
"848","2010-05-14",11.6
"849","2010-05-17",11.74
"850","2010-05-18",11.41
"851","2010-05-19",11.4
"852","2010-05-20",10.7
"853","2010-05-21",10.79
"854","2010-05-24",10.78
"855","2010-05-25",11.02
"856","2010-05-26",11.26
"857","2010-05-27",11.48
"858","2010-05-28",11.36
"859","2010-06-01",11.46
"860","2010-06-02",11.94
"861","2010-06-03",12.11
"862","2010-06-04",11.56
"863","2010-06-07",11.02
"864","2010-06-08",10.88
"865","2010-06-09",10.9
"866","2010-06-10",11.26
"867","2010-06-11",11.67
"868","2010-06-14",11.62
"869","2010-06-15",11.61
"870","2010-06-16",11.57
"871","2010-06-17",11.56
"872","2010-06-18",12.65
"873","2010-06-21",12.72
"874","2010-06-22",12.32
"875","2010-06-23",12.46
"876","2010-06-24",12.22
"877","2010-06-25",13.09
"878","2010-06-28",12.95
"879","2010-06-29",12.56
"880","2010-06-30",12.45
"881","2010-07-01",12.18
"882","2010-07-02",12.32
"883","2010-07-06",12.09
"884","2010-07-07",12.38
"885","2010-07-08",12.54
"886","2010-07-09",12.62
"887","2010-07-12",12.3
"888","2010-07-13",13
"889","2010-07-14",13.17
"890","2010-07-15",13.44
"891","2010-07-16",12.75
"892","2010-07-19",12.93
"893","2010-07-20",12.65
"894","2010-07-21",12.29
"895","2010-07-22",12.85
"896","2010-07-23",13.2
"897","2010-07-26",13.58
"898","2010-07-27",13.38
"899","2010-07-28",13.06
"900","2010-07-29",12.69
"901","2010-07-30",12.9
"902","2010-08-02",13.15
"903","2010-08-03",13.04
"904","2010-08-04",13.13
"905","2010-08-05",13.01
"906","2010-08-06",14.18
"907","2010-08-09",14.46
"908","2010-08-10",14.25
"909","2010-08-11",13.67
"910","2010-08-12",13.59
"911","2010-08-13",13.55
"912","2010-08-16",13.64
"913","2010-08-17",13.89
"914","2010-08-18",13.94
"915","2010-08-19",13.51
"916","2010-08-20",13.73
"917","2010-08-23",13.31
"918","2010-08-24",13.27
"919","2010-08-25",13.49
"920","2010-08-26",13.35
"921","2010-08-27",13.71
"922","2010-08-30",13.46
"923","2010-08-31",13.27
"924","2010-09-01",13.73
"925","2010-09-02",13.93
"926","2010-09-03",14.24
"927","2010-09-07",13.94
"928","2010-09-08",13.85
"929","2010-09-09",13.72
"930","2010-09-10",13.98
"931","2010-09-13",14.3
"932","2010-09-14",14.1
"933","2010-09-15",14.22
"934","2010-09-16",14.22
"935","2010-09-17",14.87
"936","2010-09-20",14.8
"937","2010-09-21",14.65
"938","2010-09-22",14.07
"939","2010-09-23",14.28
"940","2010-09-24",14.62
"941","2010-09-27",14.43
"942","2010-09-28",14.62
"943","2010-09-29",14.58
"944","2010-09-30",14.65
"945","2010-10-01",14.79
"946","2010-10-04",14.68
"947","2010-10-05",14.92
"948","2010-10-06",15.05
"949","2010-10-07",15.62
"950","2010-10-08",15.92
"951","2010-10-11",15.88
"952","2010-10-12",15.68
"953","2010-10-13",15.55
"954","2010-10-14",14.96
"955","2010-10-15",14.8
"956","2010-10-18",14.99
"957","2010-10-19",14.5
"958","2010-10-20",10.5
"959","2010-10-21",11.1
"960","2010-10-22",11.07
"961","2010-10-25",10.81
"962","2010-10-26",10.88
"963","2010-10-27",11.48
"964","2010-10-28",11.49
"965","2010-10-29",11.57
"966","2010-11-01",11.4
"967","2010-11-02",11.75
"968","2010-11-03",11.89
"969","2010-11-04",11.93
"970","2010-11-05",12.1
"971","2010-11-08",11.91
"972","2010-11-09",11.68
"973","2010-11-10",11.58
"974","2010-11-11",11.36
"975","2010-11-12",11.13
"976","2010-11-15",11.11
"977","2010-11-16",10.74
"978","2010-11-17",10.68
"979","2010-11-18",10.88
"980","2010-11-19",10.82
"981","2010-11-22",10.77
"982","2010-11-23",10.65
"983","2010-11-24",10.93
"984","2010-11-26",10.86
"985","2010-11-29",10.66
"986","2010-11-30",10.48
"987","2010-12-01",10.61
"988","2010-12-02",10.54
"989","2010-12-03",10.61
"990","2010-12-06",10.86
"991","2010-12-07",11.26
"992","2010-12-08",11.21
"993","2010-12-09",11.11
"994","2010-12-10",11.27
"995","2010-12-13",11.15
"996","2010-12-14",11.28
