"","date","PEP"
"1","2007-01-03",62.720001
"2","2007-01-04",63.150002
"3","2007-01-05",62.950001
"4","2007-01-08",63.09
"5","2007-01-09",63.349998
"6","2007-01-10",64.150002
"7","2007-01-11",64.949997
"8","2007-01-12",64.699997
"9","2007-01-16",64.849998
"10","2007-01-17",65
"11","2007-01-18",64.919998
"12","2007-01-19",64.82
"13","2007-01-22",64.809998
"14","2007-01-23",64.839996
"15","2007-01-24",65.199997
"16","2007-01-25",64.419998
"17","2007-01-26",64.449997
"18","2007-01-29",64.599998
"19","2007-01-30",65.089996
"20","2007-01-31",65.239998
"21","2007-02-01",65.379997
"22","2007-02-02",65.040001
"23","2007-02-05",64.830002
"24","2007-02-06",64.389999
"25","2007-02-07",64.5
"26","2007-02-08",63.310001
"27","2007-02-09",63.91
"28","2007-02-12",63.720001
"29","2007-02-13",63.810001
"30","2007-02-14",63.349998
"31","2007-02-15",64.080002
"32","2007-02-16",64.620003
"33","2007-02-20",64.610001
"34","2007-02-21",65.019997
"35","2007-02-22",64.660004
"36","2007-02-23",64.580002
"37","2007-02-26",64.489998
"38","2007-02-27",62.759998
"39","2007-02-28",63.150002
"40","2007-03-01",63.43
"41","2007-03-02",62.93
"42","2007-03-05",62.77
"43","2007-03-06",63.259998
"44","2007-03-07",62.75
"45","2007-03-08",63.049999
"46","2007-03-09",62.880001
"47","2007-03-12",63.169998
"48","2007-03-13",62.16
"49","2007-03-14",62.689999
"50","2007-03-15",62.990002
"51","2007-03-16",62.57
"52","2007-03-19",62.84
"53","2007-03-20",63.400002
"54","2007-03-21",64.18
"55","2007-03-22",64.110001
"56","2007-03-23",64.089996
"57","2007-03-26",63.889999
"58","2007-03-27",62.950001
"59","2007-03-28",62.889999
"60","2007-03-29",63.59
"61","2007-03-30",63.560001
"62","2007-04-02",63.389999
"63","2007-04-03",63.400002
"64","2007-04-04",63.73
"65","2007-04-05",63.68
"66","2007-04-09",62.990002
"67","2007-04-10",63.41
"68","2007-04-11",63.209999
"69","2007-04-12",64.160004
"70","2007-04-13",64.400002
"71","2007-04-16",64.559998
"72","2007-04-17",65.800003
"73","2007-04-18",65.919998
"74","2007-04-19",66.029999
"75","2007-04-20",66.650002
"76","2007-04-23",66.589996
"77","2007-04-24",66.410004
"78","2007-04-25",66.980003
"79","2007-04-26",66.410004
"80","2007-04-27",66.290001
"81","2007-04-30",66.089996
"82","2007-05-01",66.400002
"83","2007-05-02",67.019997
"84","2007-05-03",67.309998
"85","2007-05-04",67.419998
"86","2007-05-07",67.480003
"87","2007-05-08",67.150002
"88","2007-05-09",67.169998
"89","2007-05-10",66.349998
"90","2007-05-11",66.800003
"91","2007-05-14",66.790001
"92","2007-05-15",67.449997
"93","2007-05-16",68.639999
"94","2007-05-17",68.489998
"95","2007-05-18",69.480003
"96","2007-05-21",69.029999
"97","2007-05-22",68.669998
"98","2007-05-23",68.690002
"99","2007-05-24",68.449997
"100","2007-05-25",68.82
"101","2007-05-29",68.480003
"102","2007-05-30",68.57
"103","2007-05-31",68.330002
"104","2007-06-01",68.699997
"105","2007-06-04",68.309998
"106","2007-06-05",67.620003
"107","2007-06-06",67.059998
"108","2007-06-07",66.349998
"109","2007-06-08",66.610001
"110","2007-06-11",66.040001
"111","2007-06-12",66.029999
"112","2007-06-13",66.389999
"113","2007-06-14",66.889999
"114","2007-06-15",66.68
"115","2007-06-18",66.589996
"116","2007-06-19",65.800003
"117","2007-06-20",65.519997
"118","2007-06-21",65.879997
"119","2007-06-22",64.860001
"120","2007-06-25",64.650002
"121","2007-06-26",64.660004
"122","2007-06-27",65.169998
"123","2007-06-28",65.25
