"","date","SUPV"
"181","2017-02-06",14.3
"182","2017-02-07",14.18
"183","2017-02-08",14.32
"184","2017-02-09",14.48
"185","2017-02-10",14.7
"186","2017-02-13",14.84
"187","2017-02-14",15.12
"188","2017-02-15",15.28
"189","2017-02-16",15.3
"190","2017-02-17",15.57
"191","2017-02-21",15.74
"192","2017-02-22",15.69
"193","2017-02-23",15.49
"194","2017-02-24",15.52
"195","2017-02-27",15.53
"196","2017-02-28",15.34
"197","2017-03-01",15.24
"198","2017-03-02",15.05
"199","2017-03-03",15.22
"200","2017-03-06",15.14
"201","2017-03-07",15.15
"202","2017-03-08",15.16
"203","2017-03-09",15.02
"204","2017-03-10",15.18
"205","2017-03-13",15.19
"206","2017-03-14",15.21
"207","2017-03-15",15.43
"208","2017-03-16",15.69
"209","2017-03-17",15.7
"210","2017-03-20",15.6
"211","2017-03-21",15.47
"212","2017-03-22",15.33
"213","2017-03-23",15.54
"214","2017-03-24",15.94
"215","2017-03-27",15.98
"216","2017-03-28",16.200001
"217","2017-03-29",16.41
"218","2017-03-30",16.809999
"219","2017-03-31",17
"220","2017-04-03",17
"221","2017-04-04",17.07
"222","2017-04-05",16.93
"223","2017-04-06",17.049999
"224","2017-04-07",16.99
"225","2017-04-10",17.02
"226","2017-04-11",17.049999
"227","2017-04-12",17.07
"228","2017-04-13",17.15
"229","2017-04-17",17
"230","2017-04-18",17.059999
"231","2017-04-19",16.83
"232","2017-04-20",17.07
"233","2017-04-21",17.01
"234","2017-04-24",17.15
"235","2017-04-25",17.17
"236","2017-04-26",16.940001
"237","2017-04-27",16.719999
"238","2017-04-28",16.99
"239","2017-05-01",16.77
"240","2017-05-02",17
"241","2017-05-03",17.049999
"242","2017-05-04",16.98
"243","2017-05-05",16.98
"244","2017-05-08",16.610001
"245","2017-05-09",16.9
"246","2017-05-10",16.940001
"247","2017-05-11",17.059999
"248","2017-05-12",17.059999
"249","2017-05-15",17.67
"250","2017-05-16",17.450001
"251","2017-05-17",17.08
"252","2017-05-18",16.67
"253","2017-05-19",16.84
"254","2017-05-22",16.549999
"255","2017-05-23",16.360001
"256","2017-05-24",16.5
"257","2017-05-25",16.709999
"258","2017-05-26",17.09
"259","2017-05-30",17.09
"260","2017-05-31",17.17
"261","2017-06-01",17.32
"262","2017-06-02",17.700001
"263","2017-06-05",18.219999
"264","2017-06-06",18.309999
"265","2017-06-07",18.08
"266","2017-06-08",17.9
"267","2017-06-09",17.959999
"268","2017-06-12",17.41
"269","2017-06-13",17.040001
"270","2017-06-14",17.209999
"271","2017-06-15",17.16
"272","2017-06-16",17.09
"273","2017-06-19",17.25
"274","2017-06-20",17.1
"275","2017-06-21",16.879999
"276","2017-06-22",17.23
"277","2017-06-23",17.139999
"278","2017-06-26",17.24
"279","2017-06-27",17.4
"280","2017-06-28",17.85
"281","2017-06-29",17.9
"282","2017-06-30",18.08
"283","2017-07-03",18.27
"284","2017-07-05",17.950001
"285","2017-07-06",17.540001
"286","2017-07-07",17.51
"287","2017-07-10",17.49
"288","2017-07-11",17.48
"289","2017-07-12",17.84
"290","2017-07-13",17.85
"291","2017-07-14",17.950001
"292","2017-07-17",17.799999
"293","2017-07-18",17.15
"294","2017-07-19",17.549999
"295","2017-07-20",17.57
"296","2017-07-21",17.5
"297","2017-07-24",17.26
"298","2017-07-25",17.700001
"299","2017-07-26",17.719999
"300","2017-07-27",17.75
"301","2017-07-28",17.99
"302","2017-07-31",17.92
"303","2017-08-01",17.93
"304","2017-08-02",17.76
"305","2017-08-03",17.82
"306","2017-08-04",17.75
"307","2017-08-07",17.559999
"308","2017-08-08",17.27
"309","2017-08-09",16.940001
"310","2017-08-10",17.540001
"311","2017-08-11",17.68
"312","2017-08-14",19.809999
"313","2017-08-15",19.15
"314","2017-08-16",19.4
"315","2017-08-17",19.57
"316","2017-08-18",19.959999
"317","2017-08-21",19.57
"318","2017-08-22",19.6
"319","2017-08-23",20.530001
"320","2017-08-24",21.27
"321","2017-08-25",22
"322","2017-08-28",20.450001
"323","2017-08-29",20.51
"324","2017-08-30",20.17
"325","2017-08-31",20.43
"326","2017-09-01",20.85
"327","2017-09-05",20.799999
"328","2017-09-06",20.75
"329","2017-09-07",20.92
"330","2017-09-08",20.799999
"331","2017-09-11",20.700001
"332","2017-09-12",20.559999
"333","2017-09-13",21.49
"334","2017-09-14",21.52
"335","2017-09-15",22.629999
"336","2017-09-18",22.9
"337","2017-09-19",22.6
"338","2017-09-20",22.9
"339","2017-09-21",22.74
"340","2017-09-22",23.690001
"341","2017-09-25",23.02
"342","2017-09-26",23.370001
"343","2017-09-27",23.32
"344","2017-09-28",23.35
"345","2017-09-29",24.690001
"346","2017-10-02",24.48
"347","2017-10-03",24.540001
"348","2017-10-04",24.16
"349","2017-10-05",24.370001
"350","2017-10-06",24.17
"351","2017-10-09",23.889999
"352","2017-10-10",24.08
"353","2017-10-11",24.370001
"354","2017-10-12",24.68
"355","2017-10-13",24.959999
"356","2017-10-16",25.030001
"357","2017-10-17",26.09
"358","2017-10-18",25.709999
"359","2017-10-19",25.73
"360","2017-10-20",25.59
"361","2017-10-23",27.01
"362","2017-10-24",26.610001
"363","2017-10-25",26.43
"364","2017-10-26",26.09
"365","2017-10-27",25.719999
"366","2017-10-30",25.92
"367","2017-10-31",26.809999
"368","2017-11-01",26.49
"369","2017-11-02",26.450001
"370","2017-11-03",25.9
"371","2017-11-06",26.41
"372","2017-11-07",25.51
"373","2017-11-08",26.17
"374","2017-11-09",25.67
"375","2017-11-10",24.799999
"376","2017-11-13",24.6
"377","2017-11-14",23.41
"378","2017-11-15",24.129999
"379","2017-11-16",25.110001
"380","2017-11-17",24.629999
"381","2017-11-20",25.629999
"382","2017-11-21",26.5
"383","2017-11-22",27.209999
"384","2017-11-24",27.67
"385","2017-11-27",27.200001
"386","2017-11-28",27.1
"387","2017-11-29",26.549999
"388","2017-11-30",26.299999
"389","2017-12-01",26.5
"390","2017-12-04",26.379999
"391","2017-12-05",26.4
"392","2017-12-06",27.07
"393","2017-12-07",27.809999
"394","2017-12-08",28.610001
"395","2017-12-11",28.52
"396","2017-12-12",29.51
"397","2017-12-13",29.299999
"398","2017-12-14",28.700001
"399","2017-12-15",28.629999
"400","2017-12-18",28.25
"401","2017-12-19",29.34
"402","2017-12-20",30
"403","2017-12-21",29.77
"404","2017-12-22",30.08
"405","2017-12-26",29.530001
"406","2017-12-27",30.01
"407","2017-12-28",29.530001
"408","2017-12-29",29.32
"409","2018-01-02",30.26
"410","2018-01-03",29.93
"411","2018-01-04",30.280001
"412","2018-01-05",29.709999
"413","2018-01-08",29.68
"414","2018-01-09",29.4
"415","2018-01-10",29.700001
"416","2018-01-11",30.620001
"417","2018-01-12",31.66
"418","2018-01-16",32.709999
"419","2018-01-17",32.98
"420","2018-01-18",33.009998
"421","2018-01-19",32.75
"422","2018-01-22",32.560001
"423","2018-01-23",32.5
"424","2018-01-24",32.27
"425","2018-01-25",32.77
"426","2018-01-26",31.889999
"427","2018-01-29",30.790001
"428","2018-01-30",30.450001
"429","2018-01-31",31.969999
"430","2018-02-01",31.610001
"431","2018-02-02",30.389999
"432","2018-02-05",29.1
"433","2018-02-06",30.17
"434","2018-02-07",29.93
"435","2018-02-08",28.26
"436","2018-02-09",28.709999
"437","2018-02-12",30.030001
"438","2018-02-13",29.92
"439","2018-02-14",30.92
"440","2018-02-15",32.59
"441","2018-02-16",31.32
"442","2018-02-20",32.16
"443","2018-02-21",31.92
"444","2018-02-22",31.9
"445","2018-02-23",32.02
"446","2018-02-26",31.219999
"447","2018-02-27",30.48
"448","2018-02-28",30.709999
"449","2018-03-01",29.690001
"450","2018-03-02",29.370001
"451","2018-03-05",29.370001
"452","2018-03-06",29.629999
"453","2018-03-07",28.91
"454","2018-03-08",28.4
"455","2018-03-09",29.280001
"456","2018-03-12",30
"457","2018-03-13",30.18
"458","2018-03-14",30.459999
"459","2018-03-15",30.84
"460","2018-03-16",30.75
"461","2018-03-19",29.610001
"462","2018-03-20",29.93
"463","2018-03-21",30.610001
"464","2018-03-22",29.75
"465","2018-03-23",30.040001
"466","2018-03-26",30.459999
"467","2018-03-27",30.5
"468","2018-03-28",30.219999
"469","2018-03-29",30.34
"470","2018-04-02",30.25
"471","2018-04-03",31.209999
"472","2018-04-04",30.84
"473","2018-04-05",30.93
"474","2018-04-06",30.57
"475","2018-04-09",30.15
"476","2018-04-10",30.93
"477","2018-04-11",30.41
"478","2018-04-12",31.059999
"479","2018-04-13",30.620001
"480","2018-04-16",30.049999
"481","2018-04-17",30.17
"482","2018-04-18",29.940001
"483","2018-04-19",28.719999
"484","2018-04-20",28.75
"485","2018-04-23",28.629999
"486","2018-04-24",28.370001
"487","2018-04-25",27.219999
"488","2018-04-26",26.549999
"489","2018-04-27",27.58
"490","2018-04-30",27.940001
"491","2018-05-01",26.35
"492","2018-05-02",25.120001
"493","2018-05-03",23.309999
"494","2018-05-04",23.24
"495","2018-05-07",21.74
"496","2018-05-08",21.58
"497","2018-05-09",22.99
"498","2018-05-10",22.969999
"499","2018-05-11",20.85
"500","2018-05-14",19.280001
"501","2018-05-15",19.799999
"502","2018-05-16",20.120001
"503","2018-05-17",20.84
"504","2018-05-18",20.719999
"505","2018-05-21",20.360001
"506","2018-05-22",18.77
"507","2018-05-23",18.129999
"508","2018-05-24",17.82
"509","2018-05-25",17.5
"510","2018-05-29",16.82
"511","2018-05-30",16.68
"512","2018-05-31",17.17
"513","2018-06-01",16.790001
"514","2018-06-04",17.92
"515","2018-06-05",19.25
"516","2018-06-06",19.6
"517","2018-06-07",18.73
"518","2018-06-08",19.23
"519","2018-06-11",19.15
"520","2018-06-12",18.23
"521","2018-06-13",16.84
"522","2018-06-14",14.68
"523","2018-06-15",14.55
"524","2018-06-18",13.2
"525","2018-06-19",13.7
"526","2018-06-20",13.7
"527","2018-06-21",14.86
"528","2018-06-22",14
"529","2018-06-25",12.31
"530","2018-06-26",12
"531","2018-06-27",10.42
"532","2018-06-28",10.86
"533","2018-06-29",10.58
"534","2018-07-02",11.02
"535","2018-07-03",12.38
"536","2018-07-05",13.01
"537","2018-07-06",12.75
"538","2018-07-09",13.04
"539","2018-07-10",12.9
"540","2018-07-11",12.69
"541","2018-07-12",12.25
"542","2018-07-13",11.77
"543","2018-07-16",11.6
"544","2018-07-17",11.54
"545","2018-07-18",11.74
"546","2018-07-19",11.23
"547","2018-07-20",11.42
"548","2018-07-23",11.26
"549","2018-07-24",11.89
"550","2018-07-25",12.97
"551","2018-07-26",13.16
"552","2018-07-27",13.58
"553","2018-07-30",13.18
"554","2018-07-31",13.51
"555","2018-08-01",13.59
"556","2018-08-02",13.16
"557","2018-08-03",13.3
"558","2018-08-06",13.14
"559","2018-08-07",12.57
"560","2018-08-08",11.74
"561","2018-08-09",11.78
"562","2018-08-10",11.06
"563","2018-08-13",10.1
"564","2018-08-14",10.21
"565","2018-08-15",10.12
"566","2018-08-16",9.94
"567","2018-08-17",9.39
"568","2018-08-20",8.83
"569","2018-08-21",8.93
"570","2018-08-22",9.38
"571","2018-08-23",9.15
"572","2018-08-24",6.11
"573","2018-08-27",6.09
"574","2018-08-28",5.88
"575","2018-08-29",5.65
"576","2018-08-30",5.33
"577","2018-08-31",6.84
"578","2018-09-04",6.31
"579","2018-09-05",6.96
"580","2018-09-06",7.93
"581","2018-09-07",7.84
"582","2018-09-10",7.59
"583","2018-09-11",7.36
"584","2018-09-12",7.36
"585","2018-09-13",6.94
"586","2018-09-14",6.94
"587","2018-09-17",7.42
"588","2018-09-18",7.38
"589","2018-09-19",7.95
"590","2018-09-20",9
"591","2018-09-21",9.34
"592","2018-09-24",8.65
"593","2018-09-25",9.14
"594","2018-09-26",9.07
"595","2018-09-27",8.29
"596","2018-09-28",7.67
"597","2018-10-01",8.02
"598","2018-10-02",8.36
"599","2018-10-03",8.29
"600","2018-10-04",7.54
"601","2018-10-05",7.38
"602","2018-10-08",7.4
"603","2018-10-09",7.13
"604","2018-10-10",6.7
"605","2018-10-11",6.6
"606","2018-10-12",7.32
"607","2018-10-15",7.4
"608","2018-10-16",7.47
"609","2018-10-17",7.07
"610","2018-10-18",6.97
"611","2018-10-19",7.08
"612","2018-10-22",7.05
"613","2018-10-23",7.06
"614","2018-10-24",6.96
"615","2018-10-25",7.8
"616","2018-10-26",7.84
"617","2018-10-29",7.98
"618","2018-10-30",8.11
"619","2018-10-31",8.34
"620","2018-11-01",8.99
"621","2018-11-02",9.16
"622","2018-11-05",8.79
"623","2018-11-06",8.73
"624","2018-11-07",8.67
"625","2018-11-08",8.4
"626","2018-11-09",8.35
"627","2018-11-12",8.17
"628","2018-11-13",7.6
"629","2018-11-14",8.06
"630","2018-11-15",8.49
"631","2018-11-16",8.87
"632","2018-11-19",9.1
"633","2018-11-20",8.69
"634","2018-11-21",9.12
"635","2018-11-23",9.13
"636","2018-11-26",8.84
"637","2018-11-27",8.22
"638","2018-11-28",8.48
"639","2018-11-29",8.71
"640","2018-11-30",8.72
"641","2018-12-03",9.12
"642","2018-12-04",9
"643","2018-12-06",9.06
"644","2018-12-07",8.95
"645","2018-12-10",8.9
"646","2018-12-11",8.94
"647","2018-12-12",8.83
"648","2018-12-13",8.64
"649","2018-12-14",8.66
"650","2018-12-17",7.95
"651","2018-12-18",8.03
"652","2018-12-19",7.87
"653","2018-12-20",7.64
"654","2018-12-21",7.61
"655","2018-12-24",7.19
"656","2018-12-26",7.63
"657","2018-12-27",7.97
"658","2018-12-28",8.35
"659","2018-12-31",8.68
"660","2019-01-02",8.49
"661","2019-01-03",8.54
"662","2019-01-04",8.9
"663","2019-01-07",8.88
"664","2019-01-08",8.92
"665","2019-01-09",9.3
"666","2019-01-10",9.48
"667","2019-01-11",9.65
"668","2019-01-14",9.41
"669","2019-01-15",9.38
"670","2019-01-16",9.2
"671","2019-01-17",9.2
"672","2019-01-18",9.46
"673","2019-01-22",9.16
"674","2019-01-23",9.37
"675","2019-01-24",9.24
"676","2019-01-25",9.44
"677","2019-01-28",9.79
"678","2019-01-29",9.91
"679","2019-01-30",10.29
"680","2019-01-31",10.49
"681","2019-02-01",10.71
"682","2019-02-04",11.3
"683","2019-02-05",11.31
"684","2019-02-06",10.76
"685","2019-02-07",10.63
"686","2019-02-08",10.79
"687","2019-02-11",10.82
"688","2019-02-12",11.02
"689","2019-02-13",10.58
"690","2019-02-14",10.82
"691","2019-02-15",10.63
"692","2019-02-19",9.97
"693","2019-02-20",9.68
"694","2019-02-21",9.4
"695","2019-02-22",10.04
"696","2019-02-25",9.63
"697","2019-02-26",9.59
"698","2019-02-27",9.13
"699","2019-02-28",8.92
"700","2019-03-01",8.26
"701","2019-03-04",8.12
"702","2019-03-05",8.19
"703","2019-03-06",7.54
"704","2019-03-07",7.31
"705","2019-03-08",7.57
"706","2019-03-11",7.55
"707","2019-03-12",7.47
"708","2019-03-13",7.44
"709","2019-03-14",7.27
"710","2019-03-15",7.66
"711","2019-03-18",8
"712","2019-03-19",7.65
"713","2019-03-20",7.44
"714","2019-03-21",7.19
"715","2019-03-22",6.52
"716","2019-03-25",6.7
"717","2019-03-26",6.19
"718","2019-03-27",6.05
"719","2019-03-28",6.16
"720","2019-03-29",6.08
"721","2019-04-01",6.2
"722","2019-04-02",6.02
"723","2019-04-03",5.82
"724","2019-04-04",5.88
"725","2019-04-05",5.98
"726","2019-04-08",6.37
"727","2019-04-09",5.97
"728","2019-04-10",5.91
"729","2019-04-11",5.92
"730","2019-04-12",5.96
"731","2019-04-15",6.09
"732","2019-04-16",6.05
"733","2019-04-17",6.12
"734","2019-04-18",5.65
"735","2019-04-22",5.55
"736","2019-04-23",5.72
"737","2019-04-24",5.04
"738","2019-04-25",5.2
"739","2019-04-26",4.97
"740","2019-04-29",5
"741","2019-04-30",5.08
"742","2019-05-01",5.28
"743","2019-05-02",5.34
"744","2019-05-03",5.74
"745","2019-05-06",5.75
"746","2019-05-07",5.28
"747","2019-05-08",5.45
"748","2019-05-09",5.58
"749","2019-05-10",5.44
"750","2019-05-13",5.27
"751","2019-05-14",5.3
"752","2019-05-15",5.54
"753","2019-05-16",5.65
"754","2019-05-17",5.29
"755","2019-05-20",5.43
"756","2019-05-21",6.1
"757","2019-05-22",5.88
"758","2019-05-23",5.75
"759","2019-05-24",5.9
"760","2019-05-28",5.9
"761","2019-05-29",5.97
"762","2019-05-30",5.95
"763","2019-05-31",5.84
"764","2019-06-03",5.71
"765","2019-06-04",6.15
"766","2019-06-05",6.17
"767","2019-06-06",6.2
"768","2019-06-07",6.09
"769","2019-06-10",6.35
"770","2019-06-11",7.49
"771","2019-06-12",7.9
"772","2019-06-13",7.68
"773","2019-06-14",7.44
"774","2019-06-17",7.34
"775","2019-06-18",7.42
"776","2019-06-19",7.01
"777","2019-06-20",7.44
"778","2019-06-21",7.26
"779","2019-06-24",7.43
"780","2019-06-25",7.39
"781","2019-06-26",7.16
"782","2019-06-27",7.39
"783","2019-06-28",7.88
"784","2019-07-01",7.88
"785","2019-07-02",8.21
"786","2019-07-03",8.16
"787","2019-07-05",8.34
"788","2019-07-08",8.44
"789","2019-07-09",8.8
"790","2019-07-10",8.57
"791","2019-07-11",8.35
"792","2019-07-12",8.35
"793","2019-07-15",7.94
"794","2019-07-16",7.98
"795","2019-07-17",8.12
"796","2019-07-18",7.81
"797","2019-07-19",7.59
"798","2019-07-22",7.18
"799","2019-07-23",7.12
"800","2019-07-24",7.16
"801","2019-07-25",7.07
"802","2019-07-26",7.72
"803","2019-07-29",7.76
"804","2019-07-30",7.68
"805","2019-07-31",7.7
"806","2019-08-01",7.29
"807","2019-08-02",7.51
"808","2019-08-05",7.34
"809","2019-08-06",7.35
"810","2019-08-07",7.09
"811","2019-08-08",7.07
"812","2019-08-09",7.66
"813","2019-08-12",3.16
"814","2019-08-13",3.5
"815","2019-08-14",3.35
"816","2019-08-15",3.92
"817","2019-08-16",3.93
"818","2019-08-19",3.31
"819","2019-08-20",3.34
"820","2019-08-21",3.5
"821","2019-08-22",3.48
"822","2019-08-23",3.33
"823","2019-08-26",3.25
"824","2019-08-27",2.94
"825","2019-08-28",2.9
"826","2019-08-29",2.69
"827","2019-08-30",2.46
"828","2019-09-03",2.29
"829","2019-09-04",2.72
"830","2019-09-05",3.12
"831","2019-09-06",3.21
"832","2019-09-09",3.18
"833","2019-09-10",3.17
"834","2019-09-11",3.26
"835","2019-09-12",3.09
"836","2019-09-13",2.92
"837","2019-09-16",2.93
"838","2019-09-17",2.99
"839","2019-09-18",2.97
"840","2019-09-19",3.05
"841","2019-09-20",2.91
"842","2019-09-23",2.87
"843","2019-09-24",2.82
"844","2019-09-25",2.93
"845","2019-09-26",2.98
"846","2019-09-27",3.21
"847","2019-09-30",3.21
"848","2019-10-01",3.11
"849","2019-10-02",3.18
"850","2019-10-03",3.09
"851","2019-10-04",3.24
"852","2019-10-07",3.28
"853","2019-10-08",3.06
"854","2019-10-09",3.14
"855","2019-10-10",3.32
"856","2019-10-11",3.19
"857","2019-10-14",3.12
"858","2019-10-15",3.11
"859","2019-10-16",3.09
"860","2019-10-17",2.98
"861","2019-10-18",2.87
"862","2019-10-21",2.92
"863","2019-10-22",2.79
"864","2019-10-23",2.82
"865","2019-10-24",2.82
"866","2019-10-25",2.8
"867","2019-10-28",2.64
"868","2019-10-29",2.7
"869","2019-10-30",2.72
"870","2019-10-31",2.72
"871","2019-11-01",2.78
"872","2019-11-04",2.96
"873","2019-11-05",3.08
"874","2019-11-06",2.93
"875","2019-11-07",2.92
"876","2019-11-08",2.72
"877","2019-11-11",2.69
"878","2019-11-12",2.57
"879","2019-11-13",2.47
"880","2019-11-14",2.37
"881","2019-11-15",2.56
"882","2019-11-18",2.49
"883","2019-11-19",2.69
"884","2019-11-20",2.81
"885","2019-11-21",2.78
"886","2019-11-22",2.82
"887","2019-11-25",2.8
"888","2019-11-26",2.8
"889","2019-11-27",3.01
"890","2019-11-29",2.8
"891","2019-12-02",2.74
"892","2019-12-03",2.75
"893","2019-12-04",2.8
"894","2019-12-05",2.77
"895","2019-12-06",2.88
"896","2019-12-09",2.95
"897","2019-12-10",2.79
"898","2019-12-11",2.86
"899","2019-12-12",3
"900","2019-12-13",3.14
"901","2019-12-16",3.06
"902","2019-12-17",3.1
"903","2019-12-18",3.23
"904","2019-12-19",3.3
"905","2019-12-20",3.3
"906","2019-12-23",3.7
"907","2019-12-24",3.75
"908","2019-12-26",4.18
"909","2019-12-27",3.94
"910","2019-12-30",3.73
"911","2019-12-31",3.68
"912","2020-01-02",3.66
"913","2020-01-03",3.5
"914","2020-01-06",3.59
"915","2020-01-07",3.42
"916","2020-01-08",3.38
"917","2020-01-09",3.6
"918","2020-01-10",3.58
"919","2020-01-13",3.41
"920","2020-01-14",3.33
"921","2020-01-15",3.16
"922","2020-01-16",3.27
"923","2020-01-17",3.36
"924","2020-01-21",3.14
"925","2020-01-22",3.18
"926","2020-01-23",3.08
"927","2020-01-24",2.98
"928","2020-01-27",2.87
"929","2020-01-28",3.01
"930","2020-01-29",2.97
"931","2020-01-30",3
"932","2020-01-31",2.89
"933","2020-02-03",3.13
"934","2020-02-04",3.05
"935","2020-02-05",3.15
"936","2020-02-06",3.14
"937","2020-02-07",3.15
"938","2020-02-10",3.1
"939","2020-02-11",2.99
"940","2020-02-12",3
"941","2020-02-13",2.86
"942","2020-02-14",2.87
"943","2020-02-18",2.89
"944","2020-02-19",3
"945","2020-02-20",3.08
"946","2020-02-21",3.08
"947","2020-02-24",2.91
"948","2020-02-25",2.8
"949","2020-02-26",2.86
"950","2020-02-27",2.68
"951","2020-02-28",2.68
"952","2020-03-02",2.78
"953","2020-03-03",2.68
"954","2020-03-04",2.76
"955","2020-03-05",2.73
"956","2020-03-06",2.56
"957","2020-03-09",2.08
"958","2020-03-10",2.32
"959","2020-03-11",1.97
"960","2020-03-12",1.47
"961","2020-03-13",1.69
"962","2020-03-16",1.42
"963","2020-03-17",1.57
"964","2020-03-18",1.44
"965","2020-03-19",1.48
"966","2020-03-20",1.46
"967","2020-03-23",1.41
"968","2020-03-24",1.59
"969","2020-03-25",1.84
"970","2020-03-26",1.82
"971","2020-03-27",1.6
"972","2020-03-30",1.55
"973","2020-03-31",1.56
"974","2020-04-01",1.61
"975","2020-04-02",1.71
"976","2020-04-03",1.71
"977","2020-04-06",1.64
"978","2020-04-07",1.55
"979","2020-04-08",1.66
"980","2020-04-09",1.62
"981","2020-04-13",1.59
"982","2020-04-14",1.62
"983","2020-04-15",1.71
"984","2020-04-16",1.71
"985","2020-04-17",1.7
"986","2020-04-20",1.75
"987","2020-04-21",1.67
"988","2020-04-22",1.56
"989","2020-04-23",1.52
"990","2020-04-24",1.435
"991","2020-04-27",1.42
"992","2020-04-28",1.6
