"","date","TOTA"
"227","2019-09-13",10.3
"228","2019-09-16",10.3
"229","2019-09-17",10.3
"230","2019-09-18",10.3
"231","2019-09-19",10.27
"232","2019-09-20",10.3
"233","2019-09-23",10.3
"234","2019-09-24",10.32
"235","2019-09-25",10.32
"236","2019-09-26",10.29
"237","2019-09-27",10.29
"238","2019-09-30",10.29
"239","2019-10-01",10.3
"240","2019-10-02",10.29
"241","2019-10-03",10.3
"242","2019-10-04",10.32
"243","2019-10-07",10.32
"244","2019-10-08",10.32
"245","2019-10-09",10.32
"246","2019-10-10",10.32
"247","2019-10-11",10.32
"248","2019-10-14",10.31
"249","2019-10-15",10.3
"250","2019-10-16",10.3
"251","2019-10-17",10.3
"252","2019-10-18",10.3
"253","2019-10-21",10.34
"254","2019-10-22",10.3
"255","2019-10-23",10.3
"256","2019-10-24",10.3
"257","2019-10-25",10.3
"258","2019-10-28",10.32
"259","2019-10-29",10.34
"260","2019-10-30",10.34
"261","2019-10-31",10.39
"262","2019-11-01",10.39
"263","2019-11-04",10.4
"264","2019-11-05",10.37
"265","2019-11-06",10.37
"266","2019-11-07",10.37
"267","2019-11-08",10.38
"268","2019-11-11",10.38
"269","2019-11-12",10.38
"270","2019-11-13",10.35
"271","2019-11-14",10.35
"272","2019-11-15",10.38
"273","2019-11-18",10.38
"274","2019-11-19",10.38
"275","2019-11-20",10.42
"276","2019-11-21",10.42
"277","2019-11-22",10.42
"278","2019-11-25",10.42
"279","2019-11-26",10.45
"280","2019-11-27",10.44
"281","2019-11-29",10.44
"282","2019-12-02",10.44
"283","2019-12-03",10.44
"284","2019-12-04",10.44
"285","2019-12-05",10.44
"286","2019-12-06",10.46
"287","2019-12-09",10.46
"288","2019-12-10",10.49
"289","2019-12-11",10.49
"290","2019-12-12",10.45
"291","2019-12-13",10.45
"292","2019-12-16",10.42
"293","2019-12-17",10.42
"294","2019-12-18",10.45
"295","2019-12-19",10.42
"296","2019-12-20",10.46
"297","2019-12-23",10.46
"298","2019-12-24",10.46
"299","2019-12-26",10.46
"300","2019-12-27",10.46
"301","2019-12-30",10.48
"302","2019-12-31",10.48
"303","2020-01-02",10.48
"304","2020-01-03",10.48
"305","2020-01-06",10.48
"306","2020-01-07",10.53
"307","2020-01-08",10.53
"308","2020-01-09",10.53
"309","2020-01-10",10.53
"310","2020-01-13",10.53
"311","2020-01-14",10.45
"312","2020-01-15",10.45
"313","2020-01-16",10.45
"314","2020-01-17",10.45
"315","2020-01-21",10.45
"316","2020-01-22",10.45
"317","2020-01-23",10.45
"318","2020-01-24",10.45
"319","2020-01-27",10.45
"320","2020-01-28",10.45
"321","2020-01-29",10.5
"322","2020-01-30",10.5
"323","2020-01-31",10.6
"324","2020-02-03",10.6
"325","2020-02-04",10.6
"326","2020-02-05",10.6
"327","2020-02-06",10.6
"328","2020-02-07",10.6
"329","2020-02-10",10.6
"330","2020-02-11",10.6
"331","2020-02-12",10.63
"332","2020-02-13",10.53
"333","2020-02-14",10.53
"334","2020-02-18",10.53
"335","2020-02-19",10.53
"336","2020-02-20",10.53
"337","2020-02-21",10.64
"338","2020-02-24",10.55
"339","2020-02-25",10.6
"340","2020-02-26",10.6
"341","2020-02-27",10.6
"342","2020-02-28",10.6
"343","2020-03-02",10.6
"344","2020-03-03",10.6
"345","2020-03-04",10.6
"346","2020-03-05",10.59
"347","2020-03-06",10.59
"348","2020-03-09",10.57
"349","2020-03-10",10.51
"350","2020-03-11",10.55
"351","2020-03-12",10.45
"352","2020-03-13",10.4
"353","2020-03-16",10.35
"354","2020-03-17",10.3
"355","2020-03-18",10.4
"356","2020-03-19",10.4
"357","2020-03-20",10.4
"358","2020-03-23",10.4
"359","2020-03-24",10.4
"360","2020-03-25",10.45
"361","2020-03-26",10.45
"362","2020-03-27",10.5
"363","2020-03-30",10.5
"364","2020-03-31",10.5
"365","2020-04-01",10.5
"366","2020-04-02",10.5
"367","2020-04-03",10.52
"368","2020-04-06",10.51
"369","2020-04-07",10.51
"370","2020-04-08",10.51
"371","2020-04-09",10.51
"372","2020-04-13",10.55
"373","2020-04-14",10.57
"374","2020-04-15",10.57
"375","2020-04-16",10.57
"376","2020-04-17",10.57
"377","2020-04-20",10.57
"378","2020-04-21",10.6
"379","2020-04-22",10.6
"380","2020-04-23",10.6
"381","2020-04-24",10.6
"382","2020-04-27",10.6
"383","2020-04-28",10.6
"384","2020-04-29",10.62
"385","2020-04-30",10.65
"386","2020-05-01",10.66
"387","2020-05-04",10.66
"388","2020-05-05",10.66
"389","2020-05-06",10.66
"390","2020-05-07",10.66
"391","2020-05-08",10.66
"392","2020-05-11",10.66
"393","2020-05-12",10.66
"394","2020-05-13",10.62
"395","2020-05-14",10.62
"396","2020-05-15",10.62
"397","2020-05-18",10.64
"398","2020-05-19",10.65
"399","2020-05-20",10.65
"400","2020-05-21",10.64
"401","2020-05-22",10.64
"402","2020-05-26",10.64
"403","2020-05-27",10.64
"404","2020-05-28",10.67
"405","2020-05-29",10.67
"406","2020-06-01",10.67
"407","2020-06-02",10.67
"408","2020-06-03",10.67
"409","2020-06-04",10.67
"410","2020-06-05",10.67
"411","2020-06-08",10.67
"412","2020-06-09",10.67
"413","2020-06-10",10.67
"414","2020-06-11",10.67
"415","2020-06-12",10.67
"416","2020-06-15",10.67
"417","2020-06-16",10.8
"418","2020-06-17",10.8
"419","2020-06-18",10.8
"420","2020-06-19",10.7
"421","2020-06-22",10.79
"422","2020-06-23",10.79
"423","2020-06-24",10.79
"424","2020-06-25",10.79
"425","2020-06-26",10.79
"426","2020-06-29",10.79
"427","2020-06-30",10.79
"428","2020-07-01",10.79
"429","2020-07-02",10.79
"430","2020-07-06",10.81
"431","2020-07-07",10.9
"432","2020-07-08",10.8
"433","2020-07-09",10.75
"434","2020-07-10",10.86
"435","2020-07-13",10.89
"436","2020-07-14",10.89
"437","2020-07-15",10.89
"438","2020-07-16",10.89
"439","2020-07-17",10.97
"440","2020-07-20",10.97
"441","2020-07-21",10.97
"442","2020-07-22",10.97
"443","2020-07-23",10.97
"444","2020-07-24",10.88
"445","2020-07-27",10.88
"446","2020-07-28",10.9
"447","2020-07-29",10.9
"448","2020-07-30",10.87
"449","2020-07-31",10.85
"450","2020-08-03",10.9
"451","2020-08-04",10.9
"452","2020-08-05",10.9
"453","2020-08-06",10.9
"454","2020-08-07",10.85
"455","2020-08-10",10.85
"456","2020-08-11",10.85
"457","2020-08-12",10.85
"458","2020-08-13",10.85
"459","2020-08-14",10.85
"460","2020-08-17",10.9
"461","2020-08-18",10.9
"462","2020-08-19",10.9
"463","2020-08-20",10.85
"464","2020-08-21",10.85
"465","2020-08-24",10.85
"466","2020-08-25",10.85
"467","2020-08-26",10.94
"468","2020-08-27",10.8
"469","2020-08-28",10.89
"470","2020-08-31",10.89
"471","2020-09-01",10.92
"472","2020-09-02",10.92
"473","2020-09-03",10.95
"474","2020-09-04",10.95
"475","2020-09-08",10.92
"476","2020-09-09",10.99
"477","2020-09-10",10.99
"478","2020-09-11",11
"479","2020-09-14",10.92
"480","2020-09-15",10.97
"481","2020-09-16",10.92
"482","2020-09-17",10.82
"483","2020-09-18",10.81
"484","2020-09-21",10.82
"485","2020-09-22",10.83
"486","2020-09-23",10.81
"487","2020-09-24",10.84
"488","2020-09-25",10.82
"489","2020-09-28",10.9
"490","2020-09-29",10.77
"491","2020-09-30",10.85
"492","2020-10-01",10.87
"493","2020-10-02",10.87
"494","2020-10-05",10.85
"495","2020-10-06",10.83
"496","2020-10-07",10.81
"497","2020-10-08",10.78
"498","2020-10-09",10.93
"499","2020-10-12",10.88
"500","2020-10-13",10.78
"501","2020-10-14",10.78
"502","2020-10-15",10.78
"503","2020-10-16",10.84
"504","2020-10-19",10.84
"505","2020-10-20",10.84
"506","2020-10-21",10.85
"507","2020-10-22",10.83
"508","2020-10-23",10.88
"509","2020-10-26",10.85
"510","2020-10-27",10.85
"511","2020-10-28",10.87
"512","2020-10-29",10.87
"513","2020-10-30",10.85
"514","2020-11-02",10.85
"515","2020-11-03",10.84
"516","2020-11-04",10.75
"517","2020-11-05",10.75
"518","2020-11-06",10.75
"519","2020-11-09",10.95
"520","2020-11-10",10.91
"521","2020-11-11",10.86
"522","2020-11-12",10.86
"523","2020-11-13",10.9
"524","2020-11-16",10.9
"525","2020-11-17",10.82
"526","2020-11-18",10.76
"527","2020-11-19",10.95
"528","2020-11-20",10.8
"529","2020-11-23",10.8
"530","2020-11-24",10.85
"531","2020-11-25",10.78
"532","2020-11-27",10.88
