"","date","CCL"
"1","2007-01-03",50.950001
"2","2007-01-04",50.869999
"3","2007-01-05",49.880001
"4","2007-01-08",49.860001
"5","2007-01-09",50.43
"6","2007-01-10",50.25
"7","2007-01-11",50.799999
"8","2007-01-12",50.91
"9","2007-01-16",50.950001
"10","2007-01-17",51.330002
"11","2007-01-18",51.950001
"12","2007-01-19",52.389999
"13","2007-01-22",52.18
"14","2007-01-23",51.990002
"15","2007-01-24",52.259998
"16","2007-01-25",51.68
"17","2007-01-26",51.959999
"18","2007-01-29",51.990002
"19","2007-01-30",52.150002
"20","2007-01-31",51.560001
"21","2007-02-01",52.150002
"22","2007-02-02",51.77
"23","2007-02-05",50.779999
"24","2007-02-06",49.27
"25","2007-02-07",49.889999
"26","2007-02-08",49.57
"27","2007-02-09",48.450001
"28","2007-02-12",48.66
"29","2007-02-13",48.759998
"30","2007-02-14",48.93
"31","2007-02-15",48.66
"32","2007-02-16",48.360001
"33","2007-02-20",48.900002
"34","2007-02-21",48.66
"35","2007-02-22",48.630001
"36","2007-02-23",47.610001
"37","2007-02-26",47.349998
"38","2007-02-27",46.23
"39","2007-02-28",46.439999
"40","2007-03-01",46.09
"41","2007-03-02",45.700001
"42","2007-03-05",44.990002
"43","2007-03-06",45.970001
"44","2007-03-07",45.459999
"45","2007-03-08",46.25
"46","2007-03-09",46.259998
"47","2007-03-12",46.400002
"48","2007-03-13",45.290001
"49","2007-03-14",45.139999
"50","2007-03-15",45.610001
"51","2007-03-16",45.549999
"52","2007-03-19",45.919998
"53","2007-03-20",45.93
"54","2007-03-21",47.599998
"55","2007-03-22",47.84
"56","2007-03-23",48.119999
"57","2007-03-26",48.060001
"58","2007-03-27",47.380001
"59","2007-03-28",46.43
"60","2007-03-29",46.889999
"61","2007-03-30",46.860001
"62","2007-04-02",47.189999
"63","2007-04-03",47.419998
"64","2007-04-04",47
"65","2007-04-05",46.75
"66","2007-04-09",46.490002
"67","2007-04-10",46.040001
"68","2007-04-11",45.110001
"69","2007-04-12",45.34
"70","2007-04-13",45.25
"71","2007-04-16",46.779999
"72","2007-04-17",46.700001
"73","2007-04-18",46.41
"74","2007-04-19",46.549999
"75","2007-04-20",47.200001
"76","2007-04-23",47.419998
"77","2007-04-24",47.720001
"78","2007-04-25",48.549999
"79","2007-04-26",48.470001
"80","2007-04-27",48.68
"81","2007-04-30",48.889999
"82","2007-05-01",48.5
"83","2007-05-02",48.900002
"84","2007-05-03",48.150002
"85","2007-05-04",47.950001
"86","2007-05-07",47.720001
"87","2007-05-08",47.299999
"88","2007-05-09",48.189999
"89","2007-05-10",48.130001
"90","2007-05-11",48.790001
"91","2007-05-14",48.200001
"92","2007-05-15",47.900002
"93","2007-05-16",47.889999
"94","2007-05-17",47.459999
"95","2007-05-18",49.18
"96","2007-05-21",49.419998
"97","2007-05-22",49.880001
"98","2007-05-23",49.73
"99","2007-05-24",49.57
"100","2007-05-25",49.950001
"101","2007-05-29",50.380001
"102","2007-05-30",50.419998
"103","2007-05-31",50.439999
"104","2007-06-01",50.540001
"105","2007-06-04",50.73
"106","2007-06-05",51.259998
"107","2007-06-06",50.18
"108","2007-06-07",48.93
"109","2007-06-08",49
"110","2007-06-11",48.919998
"111","2007-06-12",49.700001
"112","2007-06-13",49.880001
"113","2007-06-14",49.779999
"114","2007-06-15",49.709999
"115","2007-06-18",49.66
"116","2007-06-19",49.709999
"117","2007-06-20",49.389999
"118","2007-06-21",48.330002
"119","2007-06-22",49.32
"120","2007-06-25",48.490002
"121","2007-06-26",48.75
"122","2007-06-27",48.5
"123","2007-06-28",48.540001
"124","2007-06-29",48.77
"125","2007-07-02",47.98
"126","2007-07-03",47.669998
"127","2007-07-05",48.060001
"128","2007-07-06",48.150002
"129","2007-07-09",47.439999
"130","2007-07-10",46.82
"131","2007-07-11",46.59
"132","2007-07-12",46.860001
"133","2007-07-13",47.73
"134","2007-07-16",47.709999
"135","2007-07-17",47.639999
"136","2007-07-18",47.540001
"137","2007-07-19",47.41
"138","2007-07-20",46.860001
"139","2007-07-23",46.900002
"140","2007-07-24",45.77
"141","2007-07-25",45.669998
"142","2007-07-26",45.049999
"143","2007-07-27",44.32
"144","2007-07-30",44.77
"145","2007-07-31",44.310001
"146","2007-08-01",44.799999
"147","2007-08-02",44.900002
"148","2007-08-03",43.610001
"149","2007-08-06",44.439999
"150","2007-08-07",45.580002
"151","2007-08-08",46.810001
"152","2007-08-09",47.400002
"153","2007-08-10",47.669998
"154","2007-08-13",46.529999
"155","2007-08-14",44.43
"156","2007-08-15",43.110001
"157","2007-08-16",43.490002
"158","2007-08-17",45.099998
"159","2007-08-20",44.529999
"160","2007-08-21",44.549999
"161","2007-08-22",45.119999
"162","2007-08-23",45.139999
"163","2007-08-24",45.849998
"164","2007-08-27",45.700001
"165","2007-08-28",44.470001
"166","2007-08-29",45.080002
"167","2007-08-30",45
"168","2007-08-31",45.59
"169","2007-09-04",46.279999
"170","2007-09-05",46.049999
"171","2007-09-06",46.16
"172","2007-09-07",44.720001
"173","2007-09-10",44.200001
"174","2007-09-11",44.98
"175","2007-09-12",44.59
"176","2007-09-13",44.950001
"177","2007-09-14",44.540001
"178","2007-09-17",44.380001
"179","2007-09-18",46.700001
"180","2007-09-19",47.299999
"181","2007-09-20",48.529999
"182","2007-09-21",49.209999
"183","2007-09-24",49.189999
"184","2007-09-25",48.639999
"185","2007-09-26",48.869999
"186","2007-09-27",49.09
"187","2007-09-28",48.43
"188","2007-10-01",49.439999
"189","2007-10-02",50.009998
"190","2007-10-03",49.959999
"191","2007-10-04",50
"192","2007-10-05",50.799999
"193","2007-10-08",50.75
"194","2007-10-09",51.330002
"195","2007-10-10",51.040001
"196","2007-10-11",50.25
"197","2007-10-12",50.23
"198","2007-10-15",49.32
"199","2007-10-16",48.450001
"200","2007-10-17",48.73
"201","2007-10-18",48.240002
