"","date","CTBI"
"1","2007-01-03",37.172726
"2","2007-01-04",37.136364
"3","2007-01-05",36.018181
"4","2007-01-08",36.354546
"5","2007-01-09",35.918182
"6","2007-01-10",35.872726
"7","2007-01-11",35.954544
"8","2007-01-12",35.272728
"9","2007-01-16",35.045456
"10","2007-01-17",35.463634
"11","2007-01-18",34.954544
"12","2007-01-19",35.772728
"13","2007-01-22",35.636364
"14","2007-01-23",35.409092
"15","2007-01-24",36.054546
"16","2007-01-25",35.218182
"17","2007-01-26",35.68182
"18","2007-01-29",35.909092
"19","2007-01-30",35.618183
"20","2007-01-31",35.545456
"21","2007-02-01",34.981819
"22","2007-02-02",34.863636
"23","2007-02-05",34.472729
"24","2007-02-06",34.336365
"25","2007-02-07",35.118183
"26","2007-02-08",34.254547
"27","2007-02-09",33.900002
"28","2007-02-12",34.781818
"29","2007-02-13",35.00909
"30","2007-02-14",34.890907
"31","2007-02-15",34.527271
"32","2007-02-16",34.481819
"33","2007-02-20",34.845455
"34","2007-02-21",35.036366
"35","2007-02-22",35.118183
"36","2007-02-23",34.763638
"37","2007-02-26",34.645454
"38","2007-02-27",32.454544
"39","2007-02-28",32.454544
"40","2007-03-01",32.618183
"41","2007-03-02",31.727272
"42","2007-03-05",31.254545
"43","2007-03-06",32.545456
"44","2007-03-07",32.090908
"45","2007-03-08",32.00909
"46","2007-03-09",32.054546
"47","2007-03-12",32.209091
"48","2007-03-13",30.954546
"49","2007-03-14",31.681818
"50","2007-03-15",32.227272
"51","2007-03-16",31.945454
"52","2007-03-19",32.745453
"53","2007-03-20",33.263638
"54","2007-03-21",34.172726
"55","2007-03-22",33.618183
"56","2007-03-23",33.272728
"57","2007-03-26",33.00909
"58","2007-03-27",32.590908
"59","2007-03-28",32.209091
"60","2007-03-29",32.372726
"61","2007-03-30",32.936363
"62","2007-04-02",32.972729
"63","2007-04-03",34.018181
"64","2007-04-04",33.854546
"65","2007-04-05",33.799999
"66","2007-04-09",32.945454
"67","2007-04-10",32.890907
"68","2007-04-11",32.736362
"69","2007-04-12",33.018181
"70","2007-04-13",33.772728
"71","2007-04-16",34.50909
"72","2007-04-17",33.472729
"73","2007-04-18",31.4
"74","2007-04-19",30.799999
"75","2007-04-20",31.245455
"76","2007-04-23",30.718182
"77","2007-04-24",30.845455
"78","2007-04-25",31.445454
"79","2007-04-26",31.245455
"80","2007-04-27",31.1
"81","2007-04-30",30.236364
"82","2007-05-01",30.554546
"83","2007-05-02",30.872726
"84","2007-05-03",30.627274
"85","2007-05-04",30.772728
"86","2007-05-07",30.118181
"87","2007-05-08",30.690908
"88","2007-05-09",30.609091
"89","2007-05-10",30.036364
"90","2007-05-11",30.690908
"91","2007-05-14",30.554546
"92","2007-05-15",29.790909
"93","2007-05-16",30.081818
"94","2007-05-17",29.863636
"95","2007-05-18",29.709091
"96","2007-05-21",30.154545
"97","2007-05-22",30.381819
"98","2007-05-23",30.127274
"99","2007-05-24",29.709091
"100","2007-05-25",30.454546
"101","2007-05-29",31
"102","2007-05-30",30.854546
"103","2007-05-31",30.872726
"104","2007-06-01",31.245455
"105","2007-06-04",31.281818
"106","2007-06-05",30.763636
"107","2007-06-06",30.4
"108","2007-06-07",29.972727
"109","2007-06-08",30.472727
"110","2007-06-11",30.263636
"111","2007-06-12",29.809092
"112","2007-06-13",30.454546
"113","2007-06-14",30.072727
"114","2007-06-15",31
"115","2007-06-18",30.709091
"116","2007-06-19",30.636364
"117","2007-06-20",29.799999
"118","2007-06-21",29.445454
"119","2007-06-22",28.854546
"120","2007-06-25",28.881819
"121","2007-06-26",28.799999
"122","2007-06-27",29.890909
"123","2007-06-28",29.981817
"124","2007-06-29",29.363636
"125","2007-07-02",29.672728
"126","2007-07-03",29.272728
"127","2007-07-05",29.636364
"128","2007-07-06",29.954546
"129","2007-07-09",29.827272
"130","2007-07-10",29.136364
"131","2007-07-11",29.109091
"132","2007-07-12",30.136364
"133","2007-07-13",29.90909
"134","2007-07-16",29.309092
"135","2007-07-17",28.890909
"136","2007-07-18",28.5
"137","2007-07-19",28.781818
"138","2007-07-20",27.845455
"139","2007-07-23",27.554546
"140","2007-07-24",26.581818
"141","2007-07-25",26.609091
"142","2007-07-26",25.872726
"143","2007-07-27",25.636364
"144","2007-07-30",25.872726
"145","2007-07-31",26.072727
"146","2007-08-01",26.181818
"147","2007-08-02",26.063637
"148","2007-08-03",24.854546
"149","2007-08-06",26
"150","2007-08-07",26.136364
"151","2007-08-08",27.700001
"152","2007-08-09",28.363636
"153","2007-08-10",28.363636
"154","2007-08-13",25.554546
"155","2007-08-14",24.427273
"156","2007-08-15",24.336363
"157","2007-08-16",27.236364
"158","2007-08-17",28.472727
"159","2007-08-20",28.59091
"160","2007-08-21",28.981817
"161","2007-08-22",29.799999
"162","2007-08-23",29.463636
"163","2007-08-24",30.299999
"164","2007-08-27",28.645454
"165","2007-08-28",27.636364
"166","2007-08-29",28.663637
"167","2007-08-30",28.763636
"168","2007-08-31",29.1
"169","2007-09-04",28.845455
"170","2007-09-05",28.354546
"171","2007-09-06",28.336363
"172","2007-09-07",27.1
"173","2007-09-10",27.081818
"174","2007-09-11",28.045454
"175","2007-09-12",27.218182
"176","2007-09-13",27.845455
"177","2007-09-14",27.145454
"178","2007-09-17",27.045454
"179","2007-09-18",29.127274
"180","2007-09-19",30.154545
"181","2007-09-20",29.481817
"182","2007-09-21",29.336363
