"","date","MTH"
"1","2007-01-03",45.049999
"2","2007-01-04",44.529999
"3","2007-01-05",44.23
"4","2007-01-08",43.419998
"5","2007-01-09",43.34
"6","2007-01-10",42.599998
"7","2007-01-11",43.509998
"8","2007-01-12",43.18
"9","2007-01-16",43.41
"10","2007-01-17",44.380001
"11","2007-01-18",44.450001
"12","2007-01-19",45.59
"13","2007-01-22",45.27
"14","2007-01-23",46.119999
"15","2007-01-24",45.849998
"16","2007-01-25",44.18
"17","2007-01-26",42.970001
"18","2007-01-29",42.82
"19","2007-01-30",42.700001
"20","2007-01-31",44.450001
"21","2007-02-01",44.189999
"22","2007-02-02",46.220001
"23","2007-02-05",45.209999
"24","2007-02-06",45.200001
"25","2007-02-07",44.950001
"26","2007-02-08",43.740002
"27","2007-02-09",41.990002
"28","2007-02-12",41.360001
"29","2007-02-13",42.360001
"30","2007-02-14",42.860001
"31","2007-02-15",43.549999
"32","2007-02-16",43.560001
"33","2007-02-20",43.330002
"34","2007-02-21",42.84
"35","2007-02-22",41.77
"36","2007-02-23",40.810001
"37","2007-02-26",40.349998
"38","2007-02-27",38.880001
"39","2007-02-28",38.759998
"40","2007-03-01",38.73
"41","2007-03-02",37.82
"42","2007-03-05",34.27
"43","2007-03-06",35.27
"44","2007-03-07",34.84
"45","2007-03-08",34.849998
"46","2007-03-09",35.25
"47","2007-03-12",33.970001
"48","2007-03-13",31.77
"49","2007-03-14",32.16
"50","2007-03-15",32.959999
"51","2007-03-16",32.34
"52","2007-03-19",32.720001
"53","2007-03-20",33.02
"54","2007-03-21",34.41
"55","2007-03-22",34.009998
"56","2007-03-23",33.939999
"57","2007-03-26",33.5
"58","2007-03-27",33.419998
"59","2007-03-28",32.580002
"60","2007-03-29",32.330002
"61","2007-03-30",32.119999
"62","2007-04-02",31.23
"63","2007-04-03",31.83
"64","2007-04-04",30.93
"65","2007-04-05",31.27
"66","2007-04-09",31.309999
"67","2007-04-10",31.48
"68","2007-04-11",31
"69","2007-04-12",32.299999
"70","2007-04-13",31.68
"71","2007-04-16",32.380001
"72","2007-04-17",33.040001
"73","2007-04-18",33.549999
"74","2007-04-19",33.130001
"75","2007-04-20",33.700001
"76","2007-04-23",33.389999
"77","2007-04-24",33
"78","2007-04-25",32.560001
"79","2007-04-26",36.939999
"80","2007-04-27",35.080002
"81","2007-04-30",34.810001
"82","2007-05-01",35.099998
"83","2007-05-02",35.25
"84","2007-05-03",35.599998
"85","2007-05-04",35.400002
"86","2007-05-07",34.959999
"87","2007-05-08",35.330002
"88","2007-05-09",35.66
"89","2007-05-10",33.73
"90","2007-05-11",33.759998
"91","2007-05-14",33.220001
"92","2007-05-15",32.650002
"93","2007-05-16",33.169998
"94","2007-05-17",34.299999
"95","2007-05-18",34
"96","2007-05-21",34.650002
"97","2007-05-22",36.240002
"98","2007-05-23",35.84
"99","2007-05-24",35.18
"100","2007-05-25",35
"101","2007-05-29",35
"102","2007-05-30",34.970001
"103","2007-05-31",34.689999
"104","2007-06-01",34.459999
"105","2007-06-04",34.849998
"106","2007-06-05",34
"107","2007-06-06",33.099998
"108","2007-06-07",31.25
"109","2007-06-08",32.119999
"110","2007-06-11",30.469999
"111","2007-06-12",29.82
"112","2007-06-13",29.799999
"113","2007-06-14",29.889999
"114","2007-06-15",29.82
"115","2007-06-18",29.379999
"116","2007-06-19",29.18
"117","2007-06-20",28.75
"118","2007-06-21",28.870001
"119","2007-06-22",27.950001
"120","2007-06-25",27.65
"121","2007-06-26",27.110001
"122","2007-06-27",28.02
"123","2007-06-28",27.530001
"124","2007-06-29",26.75
"125","2007-07-02",26.57
"126","2007-07-03",26.01
"127","2007-07-05",26.110001
"128","2007-07-06",26.73
"129","2007-07-09",26.27
"130","2007-07-10",24.809999
"131","2007-07-11",24.76
"132","2007-07-12",25.129999
"133","2007-07-13",25.74
"134","2007-07-16",25.459999
"135","2007-07-17",24.889999
"136","2007-07-18",24.07
"137","2007-07-19",24.02
"138","2007-07-20",23.92
"139","2007-07-23",22.530001
"140","2007-07-24",21.440001
"141","2007-07-25",21.059999
"142","2007-07-26",19.68
"143","2007-07-27",19.51
"144","2007-07-30",19.690001
"145","2007-07-31",19.5
"146","2007-08-01",18.25
"147","2007-08-02",18.51
"148","2007-08-03",17.190001
"149","2007-08-06",16.99
"150","2007-08-07",18.040001
"151","2007-08-08",19.969999
"152","2007-08-09",20.639999
"153","2007-08-10",20.15
"154","2007-08-13",20.1
"155","2007-08-14",19.129999
"156","2007-08-15",16.01
"157","2007-08-16",16.709999
"158","2007-08-17",18.9
"159","2007-08-20",19.5
"160","2007-08-21",19.6
"161","2007-08-22",19.690001
"162","2007-08-23",18.65
"163","2007-08-24",18.99
"164","2007-08-27",17.280001
"165","2007-08-28",16.190001
"166","2007-08-29",16.450001
"167","2007-08-30",16.91
"168","2007-08-31",18.120001
"169","2007-09-04",18.309999
"170","2007-09-05",17.15
"171","2007-09-06",16.73
"172","2007-09-07",17.24
"173","2007-09-10",15.95
"174","2007-09-11",17
"175","2007-09-12",17.309999
"176","2007-09-13",17.27
"177","2007-09-14",17.4
"178","2007-09-17",17.940001
"179","2007-09-18",19.129999
"180","2007-09-19",19.040001
"181","2007-09-20",17.549999
"182","2007-09-21",16.66
"183","2007-09-24",15.15
"184","2007-09-25",15.01
"185","2007-09-26",14.16
"186","2007-09-27",14.1
"187","2007-09-28",14.12
"188","2007-10-01",14.69
"189","2007-10-02",16.190001
"190","2007-10-03",16.73
"191","2007-10-04",16.309999
"192","2007-10-05",17.25
"193","2007-10-08",16.01
"194","2007-10-09",15.49
"195","2007-10-10",15.78
"196","2007-10-11",16.1
"197","2007-10-12",15.72
"198","2007-10-15",15.42
"199","2007-10-16",14.5
"200","2007-10-17",13.98
"201","2007-10-18",13.4
"202","2007-10-19",13.28
"203","2007-10-22",14.1
"204","2007-10-23",14.62
"205","2007-10-24",15.77
"206","2007-10-25",15.99
"207","2007-10-26",15.65
"208","2007-10-29",15.7
"209","2007-10-30",16.85
"210","2007-10-31",16.09
"211","2007-11-01",15.5
"212","2007-11-02",16.709999
"213","2007-11-05",16.75
"214","2007-11-06",17.309999
"215","2007-11-07",17.26
"216","2007-11-08",16.280001
"217","2007-11-09",15.87
"218","2007-11-12",14.87
"219","2007-11-13",15.3
"220","2007-11-14",14.9
"221","2007-11-15",14.59
"222","2007-11-16",14.95
"223","2007-11-19",14.82
"224","2007-11-20",15.1
"225","2007-11-21",14.2
"226","2007-11-23",14.28
"227","2007-11-26",12.84
"228","2007-11-27",12.65
"229","2007-11-28",14.21
"230","2007-11-29",13.45
"231","2007-11-30",13.67
"232","2007-12-03",15.85
"233","2007-12-04",14.61
"234","2007-12-05",14.61
"235","2007-12-06",16.209999
"236","2007-12-07",16.49
"237","2007-12-10",16.76
"238","2007-12-11",15.98
"239","2007-12-12",15.98
"240","2007-12-13",15.3
"241","2007-12-14",15.1
"242","2007-12-17",14.5
"243","2007-12-18",14.83
"244","2007-12-19",15.4
"245","2007-12-20",15.17
"246","2007-12-21",17.700001
"247","2007-12-24",16.48
"248","2007-12-26",15.81
"249","2007-12-27",15.3
"250","2007-12-28",14.85
"251","2007-12-31",14.57
"252","2008-01-02",13.69
"253","2008-01-03",12.99
"254","2008-01-04",11.85
"255","2008-01-07",11.47
"256","2008-01-08",9.82
"257","2008-01-09",9.2
"258","2008-01-10",8.9
"259","2008-01-11",8.78
"260","2008-01-14",8.69
"261","2008-01-15",7.91
"262","2008-01-16",8.06
"263","2008-01-17",8.41
"264","2008-01-18",7.82
"265","2008-01-22",8.6
"266","2008-01-23",10.78
"267","2008-01-24",10.87
"268","2008-01-25",10.84
"269","2008-01-28",11.68
"270","2008-01-29",14.44
"271","2008-01-30",13.61
"272","2008-01-31",16.040001
"273","2008-02-01",17.290001
"274","2008-02-04",15.06
"275","2008-02-05",14.06
"276","2008-02-06",13.25
"277","2008-02-07",13.55
"278","2008-02-08",13.5
"279","2008-02-11",13.65
"280","2008-02-12",13.89
"281","2008-02-13",14.31
"282","2008-02-14",13.49
"283","2008-02-15",13.06
"284","2008-02-19",13.13
"285","2008-02-20",15.53
"286","2008-02-21",14.8
"287","2008-02-22",15.07
"288","2008-02-25",16.5
"289","2008-02-26",16.84
"290","2008-02-27",17.08
"291","2008-02-28",16.209999
"292","2008-02-29",15.14
"293","2008-03-03",14.38
"294","2008-03-04",14.52
"295","2008-03-05",14.41
"296","2008-03-06",13.05
"297","2008-03-07",12.94
"298","2008-03-10",12.65
"299","2008-03-11",14.24
"300","2008-03-12",13.79
"301","2008-03-13",15.69
"302","2008-03-14",14.66
"303","2008-03-17",14.39
"304","2008-03-18",15.58
"305","2008-03-19",15.96
"306","2008-03-20",18.040001
"307","2008-03-24",18.9
"308","2008-03-25",20.870001
"309","2008-03-26",18.82
"310","2008-03-27",18.83
"311","2008-03-28",18.26
"312","2008-03-31",19.32
"313","2008-04-01",21.15
"314","2008-04-02",21.959999
"315","2008-04-03",22.780001
"316","2008-04-04",22.09
"317","2008-04-07",21.84
"318","2008-04-08",20.9
"319","2008-04-09",19.49
"320","2008-04-10",20.700001
"321","2008-04-11",20.389999
"322","2008-04-14",20
"323","2008-04-15",20.889999
"324","2008-04-16",22.48
"325","2008-04-17",20.889999
"326","2008-04-18",20.35
"327","2008-04-21",20
"328","2008-04-22",20.51
"329","2008-04-23",19.9
"330","2008-04-24",20.629999
"331","2008-04-25",20.799999
"332","2008-04-28",21.83
"333","2008-04-29",21.52
"334","2008-04-30",18.969999
"335","2008-05-01",20.059999
"336","2008-05-02",19.950001
"337","2008-05-05",19.48
"338","2008-05-06",19.16
"339","2008-05-07",18.4
"340","2008-05-08",17.16
"341","2008-05-09",17.23
"342","2008-05-12",17.66
