"","date","UNIT"
"1","2015-04-20",30.030001
"2","2015-04-21",30.049999
"3","2015-04-22",30.27
"4","2015-04-23",30.15
"5","2015-04-24",28.6
"6","2015-04-27",27.51
"7","2015-04-28",29.48
"8","2015-04-29",30.32
"9","2015-04-30",30.08
"10","2015-05-01",29.969999
"11","2015-05-04",30.16
"12","2015-05-05",30.24
"13","2015-05-06",28.559999
"14","2015-05-07",27.620001
"15","2015-05-08",27.65
"16","2015-05-11",27.41
"17","2015-05-12",28.110001
"18","2015-05-13",27.799999
"19","2015-05-14",27.809999
"20","2015-05-15",27.530001
"21","2015-05-18",26.860001
"22","2015-05-19",26.219999
"23","2015-05-20",25.690001
"24","2015-05-21",26.5
"25","2015-05-22",26.780001
"26","2015-05-26",26.49
"27","2015-05-27",26.129999
"28","2015-05-28",25.98
"29","2015-05-29",26.049999
"30","2015-06-01",25.860001
"31","2015-06-02",26.42
"32","2015-06-03",26
"33","2015-06-04",25.450001
"34","2015-06-05",25.52
"35","2015-06-08",25.6
"36","2015-06-09",25.49
"37","2015-06-10",25.389999
"38","2015-06-11",25.84
"39","2015-06-12",26.120001
"40","2015-06-15",25.68
"41","2015-06-16",26.17
"42","2015-06-17",26.33
"43","2015-06-18",26.42
"44","2015-06-19",26.74
"45","2015-06-22",27.360001
"46","2015-06-23",27.51
"47","2015-06-24",27.42
"48","2015-06-25",27.6
"49","2015-06-26",25.790001
"50","2015-06-29",24.82
"51","2015-06-30",24.719999
"52","2015-07-01",23.969999
"53","2015-07-02",23.52
"54","2015-07-06",23.75
"55","2015-07-07",23.059999
"56","2015-07-08",22.6
"57","2015-07-09",22.43
"58","2015-07-10",23.139999
"59","2015-07-13",23.27
"60","2015-07-14",23.42
"61","2015-07-15",23.799999
"62","2015-07-16",24.24
"63","2015-07-17",23.860001
"64","2015-07-20",24.23
"65","2015-07-21",23.379999
"66","2015-07-22",22.440001
"67","2015-07-23",21.91
"68","2015-07-24",21.190001
"69","2015-07-27",20.709999
"70","2015-07-28",20.85
"71","2015-07-29",20.98
"72","2015-07-30",20.940001
"73","2015-07-31",20.85
"74","2015-08-03",21.190001
"75","2015-08-04",21.469999
"76","2015-08-05",21.23
"77","2015-08-06",21.34
"78","2015-08-07",21.26
"79","2015-08-10",22.01
"80","2015-08-11",21.549999
"81","2015-08-12",21.209999
"82","2015-08-13",22.209999
"83","2015-08-14",23.059999
"84","2015-08-17",23.280001
"85","2015-08-18",23.139999
"86","2015-08-19",22.77
"87","2015-08-20",21.77
"88","2015-08-21",20.610001
"89","2015-08-24",19.709999
"90","2015-08-25",19.76
"91","2015-08-26",20.190001
"92","2015-08-27",20.68
"93","2015-08-28",20.6
"94","2015-08-31",20.1
"95","2015-09-01",20.07
"96","2015-09-02",20.440001
"97","2015-09-03",20.469999
"98","2015-09-04",20.200001
"99","2015-09-08",20.209999
"100","2015-09-09",20.290001
"101","2015-09-10",20.52
"102","2015-09-11",20.85
"103","2015-09-14",20.48
"104","2015-09-15",21.01
"105","2015-09-16",21.389999
"106","2015-09-17",21.440001
"107","2015-09-18",20.85
"108","2015-09-21",20.889999
"109","2015-09-22",20.6
"110","2015-09-23",20.73
"111","2015-09-24",20.49
"112","2015-09-25",20.09
"113","2015-09-28",18.190001
"114","2015-09-29",17.629999
"115","2015-09-30",17.9
"116","2015-10-01",17.43
"117","2015-10-02",18.26
"118","2015-10-05",18.639999
"119","2015-10-06",18.889999
"120","2015-10-07",19.549999
"121","2015-10-08",19.690001
"122","2015-10-09",19.6
"123","2015-10-12",19.26
"124","2015-10-13",19.16
"125","2015-10-14",18.83
"126","2015-10-15",19.41
"127","2015-10-16",19.780001
"128","2015-10-19",19.76
"129","2015-10-20",20.389999
"130","2015-10-21",20.379999
"131","2015-10-22",20.41
"132","2015-10-23",20.059999
"133","2015-10-26",19.77
"134","2015-10-27",19.459999
"135","2015-10-28",20.01
"136","2015-10-29",19.77
"137","2015-10-30",20.09
"138","2015-11-02",20.719999
"139","2015-11-03",20.41
"140","2015-11-04",20.23
"141","2015-11-05",20.48
"142","2015-11-06",20.42
"143","2015-11-09",20.24
"144","2015-11-10",19.790001
"145","2015-11-11",19.17
"146","2015-11-12",19.799999
"147","2015-11-13",19.030001
"148","2015-11-16",19.360001
"149","2015-11-17",19.34
"150","2015-11-18",19.379999
"151","2015-11-19",18.629999
"152","2015-11-20",18.33
"153","2015-11-23",18.610001
"154","2015-11-24",18.469999
"155","2015-11-25",18.84
"156","2015-11-27",19.200001
"157","2015-11-30",19.450001
"158","2015-12-01",19.620001
"159","2015-12-02",19.459999
"160","2015-12-03",18.709999
"161","2015-12-04",19.08
"162","2015-12-07",18.75
"163","2015-12-08",18.549999
"164","2015-12-09",18.59
"165","2015-12-10",19.059999
"166","2015-12-11",18.219999
"167","2015-12-14",18.23
"168","2015-12-15",18.120001
"169","2015-12-16",18.49
"170","2015-12-17",18.02
"171","2015-12-18",18.33
"172","2015-12-21",18.51
"173","2015-12-22",18.690001
"174","2015-12-23",19.84
"175","2015-12-24",19.559999
"176","2015-12-28",19.92
"177","2015-12-29",19.110001
"178","2015-12-30",18.65
"179","2015-12-31",18.690001
"180","2016-01-04",19.860001
"181","2016-01-05",19.91
"182","2016-01-06",19.790001
"183","2016-01-07",20.74
"184","2016-01-08",19.049999
"185","2016-01-11",19.18
"186","2016-01-12",18.940001
"187","2016-01-13",18.34
"188","2016-01-14",18.75
"189","2016-01-15",18.530001
"190","2016-01-19",17.75
"191","2016-01-20",17.469999
"192","2016-01-21",17.49
"193","2016-01-22",18.940001
"194","2016-01-25",18.870001
"195","2016-01-26",19.379999
"196","2016-01-27",18.700001
"197","2016-01-28",18.99
"198","2016-01-29",19.209999
"199","2016-02-01",19.4
"200","2016-02-02",18.93
"201","2016-02-03",18.690001
"202","2016-02-04",18.58
"203","2016-02-05",18.49
"204","2016-02-08",16.959999
"205","2016-02-09",16.530001
"206","2016-02-10",16.24
"207","2016-02-11",15.68
"208","2016-02-12",15.41
"209","2016-02-16",15.95
"210","2016-02-17",16.610001
"211","2016-02-18",16.309999
"212","2016-02-19",16.16
"213","2016-02-22",16.459999
"214","2016-02-23",16.35
"215","2016-02-24",17.139999
"216","2016-02-25",17.48
"217","2016-02-26",18.469999
"218","2016-02-29",18.85
"219","2016-03-01",19.690001
"220","2016-03-02",20.190001
"221","2016-03-03",20.76
"222","2016-03-04",21.57
"223","2016-03-07",22.83
"224","2016-03-08",21.799999
"225","2016-03-09",21.77
"226","2016-03-10",21.52
"227","2016-03-11",21.83
"228","2016-03-14",22.190001
"229","2016-03-15",21.73
"230","2016-03-16",22.120001
"231","2016-03-17",21.85
"232","2016-03-18",21.35
"233","2016-03-21",21.48
"234","2016-03-22",21.440001
"235","2016-03-23",21.16
"236","2016-03-24",21.83
"237","2016-03-28",21.65
"238","2016-03-29",21.700001
"239","2016-03-30",21.889999
"240","2016-03-31",22.25
"241","2016-04-01",22.549999
"242","2016-04-04",22.52
"243","2016-04-05",22.32
"244","2016-04-06",22.83
"245","2016-04-07",22.42
"246","2016-04-08",22.91
"247","2016-04-11",23.030001
"248","2016-04-12",22.98
"249","2016-04-13",23.24
"250","2016-04-14",23.209999
"251","2016-04-15",23.48
"252","2016-04-18",23.27
"253","2016-04-19",23.469999
"254","2016-04-20",23.51
"255","2016-04-21",23.440001
"256","2016-04-22",23.950001
"257","2016-04-25",23.34
"258","2016-04-26",23.540001
"259","2016-04-27",23.690001
"260","2016-04-28",23.33
"261","2016-04-29",23.23
"262","2016-05-02",23.15
"263","2016-05-03",23.129999
"264","2016-05-04",23.360001
"265","2016-05-05",23.66
"266","2016-05-06",23.51
"267","2016-05-09",23.559999
"268","2016-05-10",23.549999
"269","2016-05-11",23.73
"270","2016-05-12",24.030001
"271","2016-05-13",23.73
"272","2016-05-16",24.469999
"273","2016-05-17",24.17
"274","2016-05-18",24.15
"275","2016-05-19",23.870001
"276","2016-05-20",23.9
"277","2016-05-23",23.969999
"278","2016-05-24",24.389999
"279","2016-05-25",24.700001
"280","2016-05-26",24.540001
"281","2016-05-27",24.91
"282","2016-05-31",24.98
"283","2016-06-01",24.91
"284","2016-06-02",25.51
"285","2016-06-03",26.030001
"286","2016-06-06",26.120001
"287","2016-06-07",26.559999
"288","2016-06-08",26.68
"289","2016-06-09",26.860001
"290","2016-06-10",26.809999
"291","2016-06-13",26.68
"292","2016-06-14",26.120001
"293","2016-06-15",26.34
"294","2016-06-16",26.700001
"295","2016-06-17",27.459999
"296","2016-06-20",28.16
"297","2016-06-21",28.290001
"298","2016-06-22",28.57
"299","2016-06-23",29.42
"300","2016-06-24",28.27
"301","2016-06-27",26.82
"302","2016-06-28",27.73
"303","2016-06-29",28.290001
"304","2016-06-30",28.9
"305","2016-07-01",29.32
"306","2016-07-05",29.42
"307","2016-07-06",29.280001
"308","2016-07-07",29.4
"309","2016-07-08",30.5
"310","2016-07-11",30.26
"311","2016-07-12",30.48
"312","2016-07-13",30.52
"313","2016-07-14",30.370001
"314","2016-07-15",30.309999
"315","2016-07-18",30.76
"316","2016-07-19",30.860001
"317","2016-07-20",30.879999
"318","2016-07-21",30.639999
"319","2016-07-22",31.049999
"320","2016-07-25",30.91
"321","2016-07-26",30.969999
"322","2016-07-27",30.84
"323","2016-07-28",30.870001
"324","2016-07-29",31.08
"325","2016-08-01",31
"326","2016-08-02",30.290001
"327","2016-08-03",30.6
"328","2016-08-04",30.82
"329","2016-08-05",30.68
"330","2016-08-08",30.34
"331","2016-08-09",30.52
"332","2016-08-10",30.219999
"333","2016-08-11",30.299999
"334","2016-08-12",30.299999
"335","2016-08-15",30.450001
"336","2016-08-16",29.82
"337","2016-08-17",29.799999
"338","2016-08-18",29.700001
"339","2016-08-19",29.379999
"340","2016-08-22",29.58
"341","2016-08-23",29.68
"342","2016-08-24",29.299999
"343","2016-08-25",29.690001
"344","2016-08-26",29.5
"345","2016-08-29",30.309999
"346","2016-08-30",30.639999
"347","2016-08-31",31.200001
"348","2016-09-01",31.33
"349","2016-09-02",31.9
"350","2016-09-06",31.91
"351","2016-09-07",32.139999
"352","2016-09-08",31.610001
"353","2016-09-09",30.290001
"354","2016-09-12",31.23
"355","2016-09-13",30.6
"356","2016-09-14",30.84
"357","2016-09-15",31.49
"358","2016-09-16",31.440001
"359","2016-09-19",31.6
"360","2016-09-20",30.940001
"361","2016-09-21",31.23
"362","2016-09-22",31.620001
"363","2016-09-23",32.02
"364","2016-09-26",32.700001
"365","2016-09-27",32.290001
"366","2016-09-28",31.92
"367","2016-09-29",31.41
"368","2016-09-30",31.41
"369","2016-10-03",30.77
"370","2016-10-04",29.99
"371","2016-10-05",29.58
"372","2016-10-06",29.450001
"373","2016-10-07",29.209999
"374","2016-10-10",29.6
"375","2016-10-11",29.049999
"376","2016-10-12",29.41
"377","2016-10-13",30.040001
"378","2016-10-14",30.07
"379","2016-10-17",30.040001
"380","2016-10-18",30.139999
"381","2016-10-19",30.299999
"382","2016-10-20",30.139999
"383","2016-10-21",30.360001
"384","2016-10-24",29.969999
"385","2016-10-25",29.379999
"386","2016-10-26",29.040001
"387","2016-10-27",28.799999
"388","2016-10-28",28.780001
"389","2016-10-31",28.43
"390","2016-11-01",26.389999
"391","2016-11-02",26.190001
"392","2016-11-03",26.309999
"393","2016-11-04",26.879999
"394","2016-11-07",27.459999
"395","2016-11-08",27.35
"396","2016-11-09",27.360001
"397","2016-11-10",25.83
"398","2016-11-11",25.59
"399","2016-11-14",24.34
"400","2016-11-15",24.129999
"401","2016-11-16",23.74
"402","2016-11-17",23.969999
"403","2016-11-18",24.32
"404","2016-11-21",24.030001
"405","2016-11-22",25.129999
"406","2016-11-23",25.32
"407","2016-11-25",25.530001
"408","2016-11-28",25.43
"409","2016-11-29",25.32
"410","2016-11-30",24.93
"411","2016-12-01",24.360001
"412","2016-12-02",25.030001
"413","2016-12-05",25.34
"414","2016-12-06",25.32
"415","2016-12-07",25.969999
"416","2016-12-08",25.780001
"417","2016-12-09",25.48
"418","2016-12-12",25.110001
"419","2016-12-13",26.120001
"420","2016-12-14",25.629999
"421","2016-12-15",25.35
"422","2016-12-16",25.52
"423","2016-12-19",25.790001
"424","2016-12-20",26
"425","2016-12-21",26.290001
"426","2016-12-22",26.17
"427","2016-12-23",26.559999
"428","2016-12-27",26.48
"429","2016-12-28",25.540001
"430","2016-12-29",25.66
"431","2016-12-30",25.41
"432","2017-01-03",26.41
"433","2017-01-04",26.870001
"434","2017-01-05",26.860001
"435","2017-01-06",26.059999
"436","2017-01-09",25.809999
"437","2017-01-10",26.34
"438","2017-01-11",26.200001
"439","2017-01-12",26.23
"440","2017-01-13",26.610001
"441","2017-01-17",26.639999
"442","2017-01-18",26.67
"443","2017-01-19",25.85
"444","2017-01-20",26.190001
"445","2017-01-23",26.530001
"446","2017-01-24",26.809999
"447","2017-01-25",26.639999
"448","2017-01-26",26.559999
"449","2017-01-27",26.450001
"450","2017-01-30",26.200001
"451","2017-01-31",26.280001
"452","2017-02-01",25.959999
"453","2017-02-02",26.16
"454","2017-02-03",26.42
"455","2017-02-06",26.059999
"456","2017-02-07",25.889999
"457","2017-02-08",26.139999
"458","2017-02-09",26.469999
"459","2017-02-10",26.58
"460","2017-02-13",26.780001
"461","2017-02-14",26.51
"462","2017-02-15",26.389999
"463","2017-02-16",26.66
"464","2017-02-17",26.559999
"465","2017-02-21",26.75
"466","2017-02-22",27.34
"467","2017-02-23",28.299999
"468","2017-02-24",28.940001
"469","2017-02-27",29.24
"470","2017-02-28",28.969999
"471","2017-03-01",28.799999
"472","2017-03-02",28.65
"473","2017-03-03",29.129999
"474","2017-03-06",28.700001
"475","2017-03-07",28.41
"476","2017-03-08",27.34
"477","2017-03-09",27.309999
"478","2017-03-10",27.120001
"479","2017-03-13",26.629999
"480","2017-03-14",25.32
"481","2017-03-15",25.889999
"482","2017-03-16",25.51
"483","2017-03-17",25.639999
"484","2017-03-20",26.030001
"485","2017-03-21",25.959999
"486","2017-03-22",26.030001
"487","2017-03-23",25.65
"488","2017-03-24",25.540001
"489","2017-03-27",25.5
"490","2017-03-28",25.719999
"491","2017-03-29",25.469999
"492","2017-03-30",25.49
"493","2017-03-31",25.85
"494","2017-04-03",25.65
"495","2017-04-04",25.530001
"496","2017-04-05",25.540001
"497","2017-04-06",25.530001
"498","2017-04-07",25.639999
"499","2017-04-10",25.43
"500","2017-04-11",25.75
"501","2017-04-12",26.040001
"502","2017-04-13",26.43
"503","2017-04-17",27.129999
"504","2017-04-18",26.52
"505","2017-04-19",27.120001
"506","2017-04-20",27.5
"507","2017-04-21",27.24
"508","2017-04-24",27.309999
"509","2017-04-25",27.639999
"510","2017-04-26",27.25
"511","2017-04-27",27.27
"512","2017-04-28",27.459999
"513","2017-05-01",27.559999
"514","2017-05-02",27.35
"515","2017-05-03",26.450001
"516","2017-05-04",25.280001
"517","2017-05-05",25.34
"518","2017-05-08",25.639999
"519","2017-05-09",24.809999
"520","2017-05-10",24.82
"521","2017-05-11",24.17
"522","2017-05-12",23.4
"523","2017-05-15",23.84
"524","2017-05-16",23.200001
"525","2017-05-17",23.9
"526","2017-05-18",23.809999
"527","2017-05-19",24.1
"528","2017-05-22",24.790001
"529","2017-05-23",24.879999
"530","2017-05-24",25.01
"531","2017-05-25",25.040001
"532","2017-05-26",24.84
"533","2017-05-30",24.799999
"534","2017-05-31",25.01
"535","2017-06-01",25.559999
"536","2017-06-02",25.860001
"537","2017-06-05",26.57
"538","2017-06-06",26.360001
"539","2017-06-07",26.700001
"540","2017-06-08",27.01
"541","2017-06-09",26.809999
"542","2017-06-12",26.620001
"543","2017-06-13",26.82
"544","2017-06-14",27.059999
"545","2017-06-15",26.879999
"546","2017-06-16",26.73
"547","2017-06-19",27.4
"548","2017-06-20",26.93
"549","2017-06-21",26.110001
"550","2017-06-22",26.059999
"551","2017-06-23",26.01
"552","2017-06-26",26.559999
"553","2017-06-27",25.84
"554","2017-06-28",25.41
"555","2017-06-29",24.870001
"556","2017-06-30",25.139999
"557","2017-07-03",25.450001
"558","2017-07-05",24.74
"559","2017-07-06",24.200001
"560","2017-07-07",24.48
"561","2017-07-10",24.219999
"562","2017-07-11",25.139999
"563","2017-07-12",25.559999
"564","2017-07-13",25.6
"565","2017-07-14",25.459999
"566","2017-07-17",25.445
"567","2017-07-18",25.190001
"568","2017-07-19",25.559999
"569","2017-07-20",25.83
"570","2017-07-21",25.91
"571","2017-07-24",25.860001
"572","2017-07-25",26.379999
"573","2017-07-26",26.370001
"574","2017-07-27",26.389999
"575","2017-07-28",26.26
"576","2017-07-31",25.6
"577","2017-08-01",25.18
"578","2017-08-02",24.690001
"579","2017-08-03",22.57
"580","2017-08-04",21.84
"581","2017-08-07",22.93
"582","2017-08-08",22.629999
"583","2017-08-09",21.709999
"584","2017-08-10",20.190001
"585","2017-08-11",19.370001
"586","2017-08-14",20.16
"587","2017-08-15",18.629999
"588","2017-08-16",19.51
"589","2017-08-17",19.51
"590","2017-08-18",19.17
"591","2017-08-21",19.23
"592","2017-08-22",18.93
"593","2017-08-23",19.360001
"594","2017-08-24",19.41
"595","2017-08-25",19.65
