"","date","YUM"
"1","2007-01-03",21.15744
"2","2007-01-04",21.099928
"3","2007-01-05",20.916607
"4","2007-01-08",20.866283
"5","2007-01-09",20.945364
"6","2007-01-10",21.143063
"7","2007-01-11",21.567219
"8","2007-01-12",21.520489
"9","2007-01-16",21.642704
"10","2007-01-17",21.5133
"11","2007-01-18",21.247305
"12","2007-01-19",21.207764
"13","2007-01-22",21.214952
"14","2007-01-23",21.272467
"15","2007-01-24",21.365923
"16","2007-01-25",21.196981
"17","2007-01-26",21.294033
"18","2007-01-29",21.164629
"19","2007-01-30",21.229332
"20","2007-01-31",21.570812
"21","2007-02-01",21.409058
"22","2007-02-02",21.448599
"23","2007-02-05",21.416246
"24","2007-02-06",21.754133
"25","2007-02-07",21.883537
"26","2007-02-08",21.851187
"27","2007-02-09",21.743351
"28","2007-02-12",21.847591
"29","2007-02-13",21.480949
"30","2007-02-14",21.578001
"31","2007-02-15",21.70381
"32","2007-02-16",21.66427
"33","2007-02-20",22.307692
"34","2007-02-21",22.145939
"35","2007-02-22",21.948238
"36","2007-02-23",21.75054
"37","2007-02-26",21.286844
"38","2007-02-27",20.575127
"39","2007-02-28",20.826744
"40","2007-03-01",20.535585
"41","2007-03-02",20.312725
"42","2007-03-05",19.906542
"43","2007-03-06",20.463696
"44","2007-03-07",20.510424
"45","2007-03-08",20.726097
"46","2007-03-09",20.747663
"47","2007-03-12",20.844715
"48","2007-03-13",20.614666
"49","2007-03-14",20.704529
"50","2007-03-15",20.945364
"51","2007-03-16",20.754852
"52","2007-03-19",21.092739
"53","2007-03-20",21.078362
"54","2007-03-21",21.365923
"55","2007-03-22",21.250898
"56","2007-03-23",21.369518
"57","2007-03-26",21.143063
"58","2007-03-27",20.974119
"59","2007-03-28",20.866283
"60","2007-03-29",20.740475
"61","2007-03-30",20.762041
"62","2007-04-02",20.927391
"63","2007-04-03",21.117901
"64","2007-04-04",21.013659
"65","2007-04-05",21.146658
"66","2007-04-09",21.218548
"67","2007-04-10",21.462976
"68","2007-04-11",21.179008
"69","2007-04-12",21.279655
"70","2007-04-13",21.434219
"71","2007-04-16",21.951834
"72","2007-04-17",21.915888
"73","2007-04-18",21.980589
"74","2007-04-19",21.811646
"75","2007-04-20",21.951834
"76","2007-04-23",21.919483
"77","2007-04-24",21.991373
"78","2007-04-25",22.289721
"79","2007-04-26",22.429907
"80","2007-04-27",22.588066
"81","2007-04-30",22.235802
"82","2007-05-01",22.688713
"83","2007-05-02",23.986341
"84","2007-05-03",23.763479
"85","2007-05-04",24.086988
"86","2007-05-07",23.979151
"87","2007-05-08",24.029474
"88","2007-05-09",24.072609
"89","2007-05-10",23.838964
"90","2007-05-11",23.971962
"91","2007-05-14",23.763479
"92","2007-05-15",23.590942
"93","2007-05-16",23.803019
"94","2007-05-17",23.849749
"95","2007-05-18",24.043854
"96","2007-05-21",24.137312
"97","2007-05-22",24.342199
"98","2007-05-23",24.094177
"99","2007-05-24",24.090582
"100","2007-05-25",24.191229
"101","2007-05-29",24.234364
"102","2007-05-30",24.166067
"103","2007-05-31",24.342199
"104","2007-06-01",24.532711
"105","2007-06-04",24.708843
"106","2007-06-05",24.5399
"107","2007-06-06",24.37455
"108","2007-06-07",23.799425
"109","2007-06-08",24.162474
"110","2007-06-11",24.352983
"111","2007-06-12",24.025881
"112","2007-06-13",24.352983
"113","2007-06-14",24.370956
"114","2007-06-15",24.521927
"115","2007-06-18",24.180447
"116","2007-06-19",24.352983
"117","2007-06-20",23.9468
"118","2007-06-21",23.529835
"119","2007-06-22",23.303379
"120","2007-06-25",23.220705
"121","2007-06-26",23.209921
"122","2007-06-27",23.271029
"123","2007-06-28",23.421999
"124","2007-06-29",23.522646
"125","2007-07-02",23.968369
"126","2007-07-03",24.284687
"127","2007-07-05",24.277498
"128","2007-07-06",24.478792
"129","2007-07-09",24.299065
"130","2007-07-10",23.687994
"131","2007-07-11",24.737598
"132","2007-07-12",24.601006
"133","2007-07-13",24.787922
"134","2007-07-16",24.500359
"135","2007-07-17",24.442846
"136","2007-07-18",24.622574
"137","2007-07-19",24.651329
"138","2007-07-20",24.536304
"139","2007-07-23",25.017973
"140","2007-07-24",24.356579
"141","2007-07-25",24.126528
"142","2007-07-26",23.112869
"143","2007-07-27",22.854061
"144","2007-07-30",23.227894
"145","2007-07-31",23.033789
"146","2007-08-01",22.731848
"147","2007-08-02",22.976276
"148","2007-08-03",22.501797
"149","2007-08-06",23.055355
"150","2007-08-07",22.947519
"151","2007-08-08",22.868441
"152","2007-08-09",21.639109
"153","2007-08-10",22.422718
"154","2007-08-13",22.084831
"155","2007-08-14",21.976995
"156","2007-08-15",21.294033
"157","2007-08-16",21.746944
"158","2007-08-17",22.501797
"159","2007-08-20",22.458662
"160","2007-08-21",22.724659
"161","2007-08-22",23.141624
"162","2007-08-23",23.156002
"163","2007-08-24",23.79583
"164","2007-08-27",23.522646
"165","2007-08-28",23.199137
"166","2007-08-29",23.24946
"167","2007-08-30",23.26384
"168","2007-08-31",23.522646
"169","2007-09-04",23.501078
"170","2007-09-05",23.522646
"171","2007-09-06",23.393242
"172","2007-09-07",22.796549
"173","2007-09-10",22.63839
"174","2007-09-11",22.918764
"175","2007-09-12",22.609632
"176","2007-09-13",23.069735
"177","2007-09-14",23.364487
"178","2007-09-17",23.306973
"179","2007-09-18",24.040258
"180","2007-09-19",24.622574
"181","2007-09-20",24.464415
"182","2007-09-21",24.64414
"183","2007-09-24",24.536304
"184","2007-09-25",23.96118
"185","2007-09-26",24.018692
"186","2007-09-27",24.219986
"187","2007-09-28",24.320633
"188","2007-10-01",24.766356
"189","2007-10-02",24.636951
"190","2007-10-03",24.565062
"191","2007-10-04",24.241552
"192","2007-10-05",24.694464
"193","2007-10-08",26.089144
"194","2007-10-09",27.397556
"195","2007-10-10",27.397556
"196","2007-10-11",26.743351
"197","2007-10-12",26.772106
