"","date","ASIX"
"1","2016-09-15",16.639999
"2","2016-09-16",19.200001
"3","2016-09-19",20.15
"4","2016-09-20",19.51
"5","2016-09-21",19.4
"6","2016-09-22",19.5
"7","2016-09-23",19.5
"8","2016-09-26",18.700001
"9","2016-09-27",18.25
"10","2016-09-28",17.16
"11","2016-09-29",15.61
"12","2016-09-30",16.59
"13","2016-10-03",16.41
"14","2016-10-04",15
"15","2016-10-05",14.16
"16","2016-10-06",14.01
"17","2016-10-07",15.1
"18","2016-10-10",15.62
"19","2016-10-11",15.64
"20","2016-10-12",14.98
"21","2016-10-13",15.13
"22","2016-10-14",15.62
"23","2016-10-17",16.02
"24","2016-10-18",16.1
"25","2016-10-19",16.209999
"26","2016-10-20",16.370001
"27","2016-10-21",16.33
"28","2016-10-24",16.719999
"29","2016-10-25",16.559999
"30","2016-10-26",16.450001
"31","2016-10-27",15.93
"32","2016-10-28",15.66
"33","2016-10-31",15.96
"34","2016-11-01",14.94
"35","2016-11-02",14.85
"36","2016-11-03",14.9
"37","2016-11-04",14.92
"38","2016-11-07",14.97
"39","2016-11-08",15.04
"40","2016-11-09",15.33
"41","2016-11-10",16.059999
"42","2016-11-11",16.639999
"43","2016-11-14",15.97
"44","2016-11-15",16.389999
"45","2016-11-16",16.200001
"46","2016-11-17",16.530001
"47","2016-11-18",18.02
"48","2016-11-21",19.5
"49","2016-11-22",19.540001
"50","2016-11-23",19.77
"51","2016-11-25",20.120001
"52","2016-11-28",19.83
"53","2016-11-29",19.280001
"54","2016-11-30",18.700001
"55","2016-12-01",19
"56","2016-12-02",19.110001
"57","2016-12-05",19.66
"58","2016-12-06",20.469999
"59","2016-12-07",20.719999
"60","2016-12-08",20.360001
"61","2016-12-09",19.99
"62","2016-12-12",19.68
"63","2016-12-13",20.26
"64","2016-12-14",20.379999
"65","2016-12-15",21.139999
"66","2016-12-16",22.23
"67","2016-12-19",21.620001
"68","2016-12-20",21.41
"69","2016-12-21",22.969999
"70","2016-12-22",22.629999
"71","2016-12-23",22.68
"72","2016-12-27",22.940001
"73","2016-12-28",22.49
"74","2016-12-29",22.43
"75","2016-12-30",22.139999
"76","2017-01-03",22
"77","2017-01-04",23
"78","2017-01-05",22.51
"79","2017-01-06",22.32
"80","2017-01-09",21.48
"81","2017-01-10",21.76
"82","2017-01-11",21.57
"83","2017-01-12",21.4
"84","2017-01-13",22.43
"85","2017-01-17",23.08
"86","2017-01-18",24.25
"87","2017-01-19",24.48
"88","2017-01-20",25.24
"89","2017-01-23",25.809999
"90","2017-01-24",27.040001
"91","2017-01-25",26.15
"92","2017-01-26",25.73
"93","2017-01-27",25.549999
"94","2017-01-30",25.99
"95","2017-01-31",25.690001
"96","2017-02-01",25.99
"97","2017-02-02",26.5
"98","2017-02-03",26.450001
"99","2017-02-06",26.08
"100","2017-02-07",24.969999
"101","2017-02-08",24.6
"102","2017-02-09",25.690001
"103","2017-02-10",26.08
"104","2017-02-13",26.360001
"105","2017-02-14",26.549999
"106","2017-02-15",27.84
"107","2017-02-16",28.450001
"108","2017-02-17",29.23
"109","2017-02-21",29.620001
"110","2017-02-22",28.08
"111","2017-02-23",26.719999
"112","2017-02-24",27.48
"113","2017-02-27",27.870001
"114","2017-02-28",27.280001
"115","2017-03-01",28.41
"116","2017-03-02",26.969999
"117","2017-03-03",28.969999
"118","2017-03-06",27.32
"119","2017-03-07",26.91
"120","2017-03-08",26.379999
"121","2017-03-09",25.82
"122","2017-03-10",26.1
"123","2017-03-13",26.91
"124","2017-03-14",26.309999
"125","2017-03-15",26.5
"126","2017-03-16",26.34
"127","2017-03-17",26.459999
"128","2017-03-20",27.42
"129","2017-03-21",26.52
"130","2017-03-22",25.98
"131","2017-03-23",26.73
"132","2017-03-24",26.530001
"133","2017-03-27",26.049999
"134","2017-03-28",26.57
"135","2017-03-29",26.540001
"136","2017-03-30",27.42
"137","2017-03-31",27.32
"138","2017-04-03",26.110001
"139","2017-04-04",25.940001
"140","2017-04-05",25.59
"141","2017-04-06",26.059999
"142","2017-04-07",26.879999
"143","2017-04-10",26.969999
"144","2017-04-11",27.33
"145","2017-04-12",25.950001
"146","2017-04-13",25.24
"147","2017-04-17",25.290001
"148","2017-04-18",25.18
"149","2017-04-19",24.91
"150","2017-04-20",25.129999
"151","2017-04-21",25.16
"152","2017-04-24",25.360001
"153","2017-04-25",26.15
"154","2017-04-26",26.700001
"155","2017-04-27",26.049999
"156","2017-04-28",27.26
"157","2017-05-01",27.440001
"158","2017-05-02",27.370001
"159","2017-05-03",27.190001
"160","2017-05-04",26.799999
"161","2017-05-05",27.469999
"162","2017-05-08",26.58
"163","2017-05-09",26.9
"164","2017-05-10",26.940001
"165","2017-05-11",28.969999
"166","2017-05-12",31.139999
"167","2017-05-15",31.43
"168","2017-05-16",30.620001
"169","2017-05-17",30.73
"170","2017-05-18",29.66
"171","2017-05-19",30.27
"172","2017-05-22",29.74
"173","2017-05-23",30.299999
"174","2017-05-24",30.209999
"175","2017-05-25",30.120001
"176","2017-05-26",29.42
"177","2017-05-30",28.950001
"178","2017-05-31",28.77
"179","2017-06-01",28.790001
"180","2017-06-02",28.559999
"181","2017-06-05",29.07
"182","2017-06-06",29.42
"183","2017-06-07",28.75
"184","2017-06-08",29.049999
"185","2017-06-09",29.98
"186","2017-06-12",29.32
"187","2017-06-13",30.209999
"188","2017-06-14",29.709999
"189","2017-06-15",29.34
"190","2017-06-16",29.440001
"191","2017-06-19",30.110001
"192","2017-06-20",30.07
"193","2017-06-21",29.700001
"194","2017-06-22",30.02
"195","2017-06-23",32.849998
"196","2017-06-26",32.759998
"197","2017-06-27",31.209999
"198","2017-06-28",32.360001
"199","2017-06-29",31.92
"200","2017-06-30",31.24
"201","2017-07-03",31.450001
"202","2017-07-05",32.080002
"203","2017-07-06",32.349998
"204","2017-07-07",33.18
"205","2017-07-10",33.040001
"206","2017-07-11",33.23
"207","2017-07-12",33.130001
"208","2017-07-13",33.450001
"209","2017-07-14",33.439999
"210","2017-07-17",34.290001
"211","2017-07-18",34.040001
"212","2017-07-19",34.740002
"213","2017-07-20",33.98
"214","2017-07-21",33.919998
"215","2017-07-24",34.110001
"216","2017-07-25",34.5
"217","2017-07-26",34.130001
"218","2017-07-27",34
"219","2017-07-28",34.27
"220","2017-07-31",33.48
"221","2017-08-01",33.84
"222","2017-08-02",34.139999
"223","2017-08-03",33.790001
"224","2017-08-04",33.330002
"225","2017-08-07",33.5
"226","2017-08-08",33.389999
"227","2017-08-09",33.360001
"228","2017-08-10",30.780001
"229","2017-08-11",31.809999
"230","2017-08-14",32.220001
"231","2017-08-15",32.040001
"232","2017-08-16",31.870001
"233","2017-08-17",30.969999
"234","2017-08-18",31.110001
"235","2017-08-21",30.780001
"236","2017-08-22",31.299999
"237","2017-08-23",30.77
"238","2017-08-24",30.67
"239","2017-08-25",30.92
"240","2017-08-28",31.01
"241","2017-08-29",31.17
"242","2017-08-30",31.42
"243","2017-08-31",31.93
"244","2017-09-01",32.799999
"245","2017-09-05",32.380001
"246","2017-09-06",32.959999
"247","2017-09-07",34.389999
"248","2017-09-08",34.43
"249","2017-09-11",34.169998
"250","2017-09-12",34.41
"251","2017-09-13",34.639999
"252","2017-09-14",36.189999
"253","2017-09-15",36.549999
"254","2017-09-18",37.5
"255","2017-09-19",37.669998
"256","2017-09-20",37.73
"257","2017-09-21",38.150002
"258","2017-09-22",38.919998
"259","2017-09-25",38.939999
"260","2017-09-26",39.790001
"261","2017-09-27",39.560001
"262","2017-09-28",39.650002
"263","2017-09-29",39.75
"264","2017-10-02",40.869999
"265","2017-10-03",41.23
"266","2017-10-04",41.700001
"267","2017-10-05",41.799999
"268","2017-10-06",43.16
"269","2017-10-09",44.860001
"270","2017-10-10",44.09
"271","2017-10-11",44.279999
"272","2017-10-12",44.200001
"273","2017-10-13",43.580002
"274","2017-10-16",44.720001
"275","2017-10-17",44.34
"276","2017-10-18",44.549999
"277","2017-10-19",44.09
"278","2017-10-20",44.049999
"279","2017-10-23",43.93
"280","2017-10-24",44.209999
"281","2017-10-25",45.169998
"282","2017-10-26",44.869999
"283","2017-10-27",44.860001
"284","2017-10-30",44.299999
"285","2017-10-31",46.27
"286","2017-11-01",44.18
"287","2017-11-02",44.650002
"288","2017-11-03",44.240002
"289","2017-11-06",45.52
"290","2017-11-07",42.779999
"291","2017-11-08",42.459999
"292","2017-11-09",41.380001
"293","2017-11-10",42.23
"294","2017-11-13",43.150002
"295","2017-11-14",42.77
"296","2017-11-15",41.59
"297","2017-11-16",42.68
"298","2017-11-17",42.790001
"299","2017-11-20",42.349998
"300","2017-11-21",43.41
"301","2017-11-22",42.810001
"302","2017-11-24",42.990002
"303","2017-11-27",42.360001
"304","2017-11-28",43.709999
"305","2017-11-29",42.82
"306","2017-11-30",43.049999
"307","2017-12-01",41.040001
"308","2017-12-04",39.959999
"309","2017-12-05",40.290001
"310","2017-12-06",39.950001
"311","2017-12-07",40.34
"312","2017-12-08",40.209999
"313","2017-12-11",39.970001
"314","2017-12-12",40.639999
"315","2017-12-13",41.049999
"316","2017-12-14",39.639999
"317","2017-12-15",41.080002
"318","2017-12-18",43.110001
"319","2017-12-19",42.16
"320","2017-12-20",42.57
"321","2017-12-21",42.68
"322","2017-12-22",42.810001
"323","2017-12-26",42.73
"324","2017-12-27",43.09
"325","2017-12-28",42.639999
"326","2017-12-29",42.07
"327","2018-01-02",42.599998
"328","2018-01-03",43.25
"329","2018-01-04",43.27
"330","2018-01-05",43.080002
"331","2018-01-08",42.310001
"332","2018-01-09",41.32
"333","2018-01-10",41.25
"334","2018-01-11",43.150002
"335","2018-01-12",43.810001
"336","2018-01-16",43.459999
"337","2018-01-17",39.98
"338","2018-01-18",38.759998
"339","2018-01-19",38.860001
"340","2018-01-22",38.380001
"341","2018-01-23",39.060001
"342","2018-01-24",39.119999
"343","2018-01-25",39.619999
"344","2018-01-26",40.529999
"345","2018-01-29",40.889999
"346","2018-01-30",40.419998
"347","2018-01-31",39.459999
"348","2018-02-01",40.279999
"349","2018-02-02",38.299999
"350","2018-02-05",37.040001
"351","2018-02-06",37.32
"352","2018-02-07",37.18
"353","2018-02-08",35.18
"354","2018-02-09",34.93
"355","2018-02-12",36.509998
"356","2018-02-13",36.66
"357","2018-02-14",37.549999
"358","2018-02-15",38.400002
"359","2018-02-16",38.349998
"360","2018-02-20",38.889999
"361","2018-02-21",38.549999
"362","2018-02-22",38.799999
"363","2018-02-23",42.82
"364","2018-02-26",40.549999
"365","2018-02-27",41.98
"366","2018-02-28",41.349998
"367","2018-03-01",42.049999
"368","2018-03-02",42.360001
"369","2018-03-05",42.02
"370","2018-03-06",43.09
"371","2018-03-07",43.59
"372","2018-03-08",42.450001
"373","2018-03-09",43.810001
"374","2018-03-12",43.900002
"375","2018-03-13",42.189999
"376","2018-03-14",36.07
"377","2018-03-15",36.490002
"378","2018-03-16",36.970001
"379","2018-03-19",36.209999
"380","2018-03-20",36.580002
"381","2018-03-21",36.720001
"382","2018-03-22",35.259998
"383","2018-03-23",34.07
"384","2018-03-26",34.759998
"385","2018-03-27",33.939999
"386","2018-03-28",33.599998
"387","2018-03-29",34.779999
"388","2018-04-02",33.709999
"389","2018-04-03",34.73
"390","2018-04-04",34.740002
"391","2018-04-05",36.450001
"392","2018-04-06",35.66
"393","2018-04-09",35.240002
"394","2018-04-10",36.119999
"395","2018-04-11",35.599998
"396","2018-04-12",35.540001
"397","2018-04-13",35.080002
"398","2018-04-16",36.540001
"399","2018-04-17",37.32
"400","2018-04-18",37.959999
"401","2018-04-19",37.43
