"","date","SSB"
"1","2007-01-03",40.104763
"2","2007-01-04",40.57143
"3","2007-01-05",38.714287
"4","2007-01-08",38.457142
"5","2007-01-09",38.285713
"6","2007-01-10",37.885715
"7","2007-01-11",37.971428
"8","2007-01-12",37.780952
"9","2007-01-16",36.923809
"10","2007-01-17",36.666668
"11","2007-01-18",35.723808
"12","2007-01-19",36.019047
"13","2007-01-22",35.24762
"14","2007-01-23",35.57143
"15","2007-01-24",35.619049
"16","2007-01-25",35.209522
"17","2007-01-26",35.57143
"18","2007-01-29",35.57143
"19","2007-01-30",35.609524
"20","2007-01-31",36.314285
"21","2007-02-01",36.57143
"22","2007-02-02",36.200001
"23","2007-02-05",36.400002
"24","2007-02-06",36.685715
"25","2007-02-07",36.695236
"26","2007-02-08",36.75238
"27","2007-02-09",36.542858
"28","2007-02-12",36.42857
"29","2007-02-13",36.809525
"30","2007-02-14",36.238094
"31","2007-02-15",36.209522
"32","2007-02-16",36.75238
"33","2007-02-20",37.495239
"34","2007-02-21",37.152382
"35","2007-02-22",37.942856
"36","2007-02-23",37.704762
"37","2007-02-26",37.238094
"38","2007-02-27",35.866665
"39","2007-02-28",35.799999
"40","2007-03-01",36.095238
"41","2007-03-02",35.42857
"42","2007-03-05",35.285713
"43","2007-03-06",37.180954
"44","2007-03-07",36.549999
"45","2007-03-08",35.849998
"46","2007-03-09",36.849998
"47","2007-03-12",36.950001
"48","2007-03-13",36.25
"49","2007-03-14",36.689999
"50","2007-03-15",36.380001
"51","2007-03-16",35.810001
"52","2007-03-19",36.259998
"53","2007-03-20",36.32
"54","2007-03-21",37.41
"55","2007-03-22",36.57
"56","2007-03-23",36.389999
"57","2007-03-26",36.389999
"58","2007-03-27",36.130001
"59","2007-03-28",36
"60","2007-03-29",36.169998
"61","2007-03-30",36.259998
"62","2007-04-02",36.02
"63","2007-04-03",37.23
"64","2007-04-04",36.75
"65","2007-04-05",36.360001
"66","2007-04-09",36.139999
"67","2007-04-10",36
"68","2007-04-11",36.119999
"69","2007-04-12",36.240002
"70","2007-04-13",36.450001
"71","2007-04-16",37.23
"72","2007-04-17",37.080002
"73","2007-04-18",37
"74","2007-04-19",37.25
"75","2007-04-20",37.529999
"76","2007-04-23",37.25
"77","2007-04-24",37.18
"78","2007-04-25",37.869999
"79","2007-04-26",37.939999
"80","2007-04-27",37.200001
"81","2007-04-30",36.849998
"82","2007-05-01",37.700001
"83","2007-05-02",38
"84","2007-05-03",37.599998
"85","2007-05-04",37.5
"86","2007-05-07",37.330002
"87","2007-05-08",37.240002
"88","2007-05-09",37.040001
"89","2007-05-10",35.900002
"90","2007-05-11",36.68
"91","2007-05-14",36.5
"92","2007-05-15",35.91
"93","2007-05-16",36.259998
"94","2007-05-17",35.619999
"95","2007-05-18",35.709999
"96","2007-05-21",36.02
"97","2007-05-22",36.860001
"98","2007-05-23",36.110001
"99","2007-05-24",36.099998
"100","2007-05-25",36.130001
"101","2007-05-29",36.66
"102","2007-05-30",36.93
"103","2007-05-31",36.259998
"104","2007-06-01",36.43
"105","2007-06-04",36.509998
"106","2007-06-05",36.02
"107","2007-06-06",36.25
"108","2007-06-07",35.689999
"109","2007-06-08",35.860001
"110","2007-06-11",36.040001
"111","2007-06-12",35.689999
"112","2007-06-13",36.389999
"113","2007-06-14",35.73
"114","2007-06-15",36.389999
"115","2007-06-18",35.950001
"116","2007-06-19",36.25
"117","2007-06-20",36.189999
"118","2007-06-21",36.220001
"119","2007-06-22",36.610001
"120","2007-06-25",36.040001
"121","2007-06-26",36.130001
"122","2007-06-27",37.139999
"123","2007-06-28",37.130001
"124","2007-06-29",36.400002
"125","2007-07-02",36.43
"126","2007-07-03",36.490002
"127","2007-07-05",36.459999
"128","2007-07-06",36.689999
"129","2007-07-09",36.32
"130","2007-07-10",35.68
"131","2007-07-11",35.68
"132","2007-07-12",36.099998
"133","2007-07-13",35.75
"134","2007-07-16",35.139999
"135","2007-07-17",35.310001
"136","2007-07-18",35.610001
"137","2007-07-19",35.139999
"138","2007-07-20",33.580002
"139","2007-07-23",33.32
"140","2007-07-24",32.099998
"141","2007-07-25",32.790001
"142","2007-07-26",31.440001
"143","2007-07-27",30.799999
"144","2007-07-30",30.190001
"145","2007-07-31",29.139999
"146","2007-08-01",30.530001
"147","2007-08-02",31.129999
"148","2007-08-03",29.969999
"149","2007-08-06",31.85
"150","2007-08-07",31.6
"151","2007-08-08",32.57
"152","2007-08-09",33.330002
"153","2007-08-10",35.799999
"154","2007-08-13",35.150002
"155","2007-08-14",34.869999
"156","2007-08-15",34.139999
"157","2007-08-16",35.049999
"158","2007-08-17",35.880001
"159","2007-08-20",35.25
"160","2007-08-21",36.290001
"161","2007-08-22",36.939999
"162","2007-08-23",36.689999
"163","2007-08-24",36.650002
"164","2007-08-27",36.299999
"165","2007-08-28",36.200001
"166","2007-08-29",37.25
"167","2007-08-30",36.330002
"168","2007-08-31",35.66
"169","2007-09-04",35.68
"170","2007-09-05",34.290001
"171","2007-09-06",34.77
"172","2007-09-07",33.759998
"173","2007-09-10",33
"174","2007-09-11",33.700001
"175","2007-09-12",33.27
"176","2007-09-13",33.880001
"177","2007-09-14",33.41
"178","2007-09-17",32.939999
"179","2007-09-18",35.400002
"180","2007-09-19",36.689999
"181","2007-09-20",36.150002
"182","2007-09-21",35.98
"183","2007-09-24",35.5
"184","2007-09-25",35.110001
"185","2007-09-26",34.419998
"186","2007-09-27",35.580002
"187","2007-09-28",34.540001
"188","2007-10-01",36.23
"189","2007-10-02",36.950001
"190","2007-10-03",35.400002
"191","2007-10-04",35.369999
"192","2007-10-05",37.240002
"193","2007-10-08",36.720001
"194","2007-10-09",36.810001
"195","2007-10-10",36.360001
"196","2007-10-11",35.880001
"197","2007-10-12",36.75
"198","2007-10-15",36.16
"199","2007-10-16",35.48
"200","2007-10-17",34.849998
"201","2007-10-18",34.639999
"202","2007-10-19",31.76
"203","2007-10-22",32.41
"204","2007-10-23",32.490002
"205","2007-10-24",31.5
"206","2007-10-25",32.68
"207","2007-10-26",31.780001
"208","2007-10-29",32.099998
"209","2007-10-30",31.370001
"210","2007-10-31",31.950001
"211","2007-11-01",28.860001
"212","2007-11-02",30.309999
"213","2007-11-05",30
"214","2007-11-06",30.360001
"215","2007-11-07",30.15
"216","2007-11-08",31.360001
"217","2007-11-09",31.98
"218","2007-11-12",32.900002
"219","2007-11-13",33.849998
"220","2007-11-14",33.939999
"221","2007-11-15",33.419998
"222","2007-11-16",33.830002
"223","2007-11-19",32.93
"224","2007-11-20",32.990002
"225","2007-11-21",33.889999
"226","2007-11-23",34.200001
"227","2007-11-26",32.630001
"228","2007-11-27",32.849998
"229","2007-11-28",33.41
"230","2007-11-29",32.810001
"231","2007-11-30",31
"232","2007-12-03",30.040001
"233","2007-12-04",29.99
"234","2007-12-05",30.68
"235","2007-12-06",31.889999
"236","2007-12-07",32
"237","2007-12-10",32.560001
"238","2007-12-11",30.290001
"239","2007-12-12",30.540001
"240","2007-12-13",30.93
"241","2007-12-14",30.959999
"242","2007-12-17",30.5
"243","2007-12-18",32.099998
"244","2007-12-19",32.23
"245","2007-12-20",32.82
"246","2007-12-21",34.18
"247","2007-12-24",34.43
"248","2007-12-26",35.369999
"249","2007-12-27",32.189999
"250","2007-12-28",31.59
"251","2007-12-31",31.67
"252","2008-01-02",31.5
"253","2008-01-03",31.5
"254","2008-01-04",29.879999
"255","2008-01-07",31.530001
"256","2008-01-08",30.530001
"257","2008-01-09",31.950001
"258","2008-01-10",32.23
"259","2008-01-11",30.1
"260","2008-01-14",30.879999
"261","2008-01-15",30.49
"262","2008-01-16",30.969999
"263","2008-01-17",29.629999
"264","2008-01-18",28.75
"265","2008-01-22",30.85
"266","2008-01-23",30.75
"267","2008-01-24",30.73
"268","2008-01-25",30.48
"269","2008-01-28",30.24
"270","2008-01-29",30
"271","2008-01-30",29.07
"272","2008-01-31",29.92
"273","2008-02-01",30.790001
"274","2008-02-04",31.23
"275","2008-02-05",30.559999
"276","2008-02-06",30.379999
"277","2008-02-07",30.93
"278","2008-02-08",30.92
"279","2008-02-11",30.6
"280","2008-02-12",31.190001
"281","2008-02-13",32.259998
"282","2008-02-14",31.459999
"283","2008-02-15",31.93
"284","2008-02-19",31.32
"285","2008-02-20",32.279999
"286","2008-02-21",31.030001
"287","2008-02-22",30.65
"288","2008-02-25",31.58
"289","2008-02-26",31.889999
"290","2008-02-27",31.209999
"291","2008-02-28",31.08
"292","2008-02-29",29.91
"293","2008-03-03",29.09
"294","2008-03-04",29.450001
"295","2008-03-05",28.6
"296","2008-03-06",27.219999
"297","2008-03-07",28.16
"298","2008-03-10",26.959999
"299","2008-03-11",28.99
"300","2008-03-12",29.65
"301","2008-03-13",29.92
"302","2008-03-14",29.469999
"303","2008-03-17",30.02
"304","2008-03-18",31.5
"305","2008-03-19",30.629999
"306","2008-03-20",32.549999
"307","2008-03-24",33.68
"308","2008-03-25",34.75
"309","2008-03-26",34.650002
"310","2008-03-27",34.09
"311","2008-03-28",33.099998
"312","2008-03-31",33.799999
"313","2008-04-01",36.389999
"314","2008-04-02",34.049999
"315","2008-04-03",32.959999
"316","2008-04-04",32.599998
"317","2008-04-07",31.809999
"318","2008-04-08",32.080002
"319","2008-04-09",30.969999
"320","2008-04-10",31.48
"321","2008-04-11",29.860001
"322","2008-04-14",29.5
"323","2008-04-15",30.530001
"324","2008-04-16",32.98
"325","2008-04-17",32.75
"326","2008-04-18",35.060001
"327","2008-04-21",34.060001
"328","2008-04-22",34.310001
"329","2008-04-23",34.490002
"330","2008-04-24",34.990002
"331","2008-04-25",34.919998
"332","2008-04-28",34.82
"333","2008-04-29",34.810001
"334","2008-04-30",33.970001
"335","2008-05-01",36
"336","2008-05-02",33.68
"337","2008-05-05",33.740002
"338","2008-05-06",34.459999
"339","2008-05-07",33.990002
"340","2008-05-08",34.07
"341","2008-05-09",34.040001
"342","2008-05-12",35.619999
"343","2008-05-13",35.41
"344","2008-05-14",35.16
"345","2008-05-15",35.950001
"346","2008-05-16",35.060001
"347","2008-05-19",33.279999
"348","2008-05-20",32.259998
"349","2008-05-21",33.240002
"350","2008-05-22",34.299999
"351","2008-05-23",33.939999
"352","2008-05-27",34.59
"353","2008-05-28",34.450001
"354","2008-05-29",34.669998
"355","2008-05-30",33.299999
"356","2008-06-02",31.889999
"357","2008-06-03",32.41
"358","2008-06-04",33.310001
"359","2008-06-05",34
"360","2008-06-06",32.73
"361","2008-06-09",32.130001
"362","2008-06-10",32.169998
"363","2008-06-11",32
"364","2008-06-12",32.490002
