"","date","ACHV"
"240","2007-12-13",18612
"241","2007-12-14",18216
"242","2007-12-17",18216
"243","2007-12-18",19800
"244","2007-12-19",19008
"245","2007-12-20",18216
"246","2007-12-21",17424
"247","2007-12-24",17424
"248","2007-12-26",17424
"249","2007-12-27",16632
"250","2007-12-28",17820
"251","2007-12-31",17424
"252","2008-01-02",17820
"253","2008-01-03",17424
"254","2008-01-04",17820
"255","2008-01-07",17028
"256","2008-01-08",16236
"257","2008-01-09",16632
"258","2008-01-10",17028
"259","2008-01-11",17028
"260","2008-01-14",16632
"261","2008-01-15",15840
"262","2008-01-16",17028
"263","2008-01-17",16236
"264","2008-01-18",15840
"265","2008-01-22",14652
"266","2008-01-23",14652
"267","2008-01-24",15444
"268","2008-01-25",14256
"269","2008-01-28",15444
"270","2008-01-29",15444
"271","2008-01-30",15444
"272","2008-01-31",15048
"273","2008-02-01",16236
"274","2008-02-04",16236
"275","2008-02-05",16236
"276","2008-02-06",17820
"277","2008-02-07",19008
"278","2008-02-08",19800
"279","2008-02-11",18216
"280","2008-02-12",18216
"281","2008-02-13",17820
"282","2008-02-14",17028
"283","2008-02-15",17424
"284","2008-02-19",18216
"285","2008-02-20",19008
"286","2008-02-21",19008
"287","2008-02-22",18612
"288","2008-02-25",18216
"289","2008-02-26",19404
"290","2008-02-27",19404
"291","2008-02-28",19404
"292","2008-02-29",18612
"293","2008-03-03",17820
"294","2008-03-04",17028
"295","2008-03-05",15840
"296","2008-03-06",16236
"297","2008-03-07",15840
"298","2008-03-10",15840
"299","2008-03-11",15048
"300","2008-03-12",15444
"301","2008-03-13",15444
"302","2008-03-14",14652
"303","2008-03-17",14256
"304","2008-03-18",14652
"305","2008-03-19",14256
"306","2008-03-20",14652
"307","2008-03-24",14256
"308","2008-03-25",14652
"309","2008-03-26",14652
"310","2008-03-27",15048
"311","2008-03-28",15048
"312","2008-03-31",14256
"313","2008-04-01",13860
"314","2008-04-02",13464
"315","2008-04-03",14652
"316","2008-04-04",16632
"317","2008-04-07",15840
"318","2008-04-08",15840
"319","2008-04-09",15840
"320","2008-04-10",15048
"321","2008-04-11",15840
"322","2008-04-14",16236
"323","2008-04-15",16236
"324","2008-04-16",15840
"325","2008-04-17",15048
"326","2008-04-18",14652
"327","2008-04-21",15840
"328","2008-04-22",14652
"329","2008-04-23",15840
"330","2008-04-24",15840
"331","2008-04-25",15444
"332","2008-04-28",15048
"333","2008-04-29",15048
"334","2008-04-30",14652
"335","2008-05-01",14652
"336","2008-05-02",15048
"337","2008-05-05",15444
"338","2008-05-06",14652
"339","2008-05-07",14652
"340","2008-05-08",14652
"341","2008-05-09",12672
"342","2008-05-12",13068
"343","2008-05-13",13068
"344","2008-05-14",13464
"345","2008-05-15",13068
"346","2008-05-16",13068
"347","2008-05-19",13068
"348","2008-05-20",12276
"349","2008-05-21",12672
"350","2008-05-22",13068
"351","2008-05-23",12672
"352","2008-05-27",13068
"353","2008-05-28",11088
"354","2008-05-29",11484
"355","2008-05-30",13464
"356","2008-06-02",13860
"357","2008-06-03",13068
"358","2008-06-04",13068
"359","2008-06-05",12276
"360","2008-06-06",12276
"361","2008-06-09",12276
"362","2008-06-10",12276
"363","2008-06-11",13068
"364","2008-06-12",13068
"365","2008-06-13",12672
"366","2008-06-16",12672
"367","2008-06-17",12276
"368","2008-06-18",12276
"369","2008-06-19",12276
"370","2008-06-20",12276
"371","2008-06-23",11880
"372","2008-06-24",11880
"373","2008-06-25",11880
"374","2008-06-26",12672
"375","2008-06-27",10692
"376","2008-06-30",12672
"377","2008-07-01",12276
"378","2008-07-02",11880
"379","2008-07-03",11880
"380","2008-07-07",11484
"381","2008-07-08",11484
"382","2008-07-09",11088
"383","2008-07-10",11088
"384","2008-07-11",10692
"385","2008-07-14",10692
"386","2008-07-15",9900
"387","2008-07-16",10296
"388","2008-07-17",11088
"389","2008-07-18",10692
"390","2008-07-21",10692
"391","2008-07-22",10296
"392","2008-07-23",10692
"393","2008-07-24",10692
"394","2008-07-25",10296
"395","2008-07-28",9900
"396","2008-07-29",10296
"397","2008-07-30",10296
"398","2008-07-31",10296
"399","2008-08-01",10296
"400","2008-08-04",10296
"401","2008-08-05",9900
"402","2008-08-06",9900
"403","2008-08-07",10296
"404","2008-08-08",10296
"405","2008-08-11",10692
"406","2008-08-12",9900
"407","2008-08-13",10296
"408","2008-08-14",10692
"409","2008-08-15",9900
"410","2008-08-18",11088
"411","2008-08-19",10692
"412","2008-08-20",11088
"413","2008-08-21",10604
"414","2008-08-22",17380
"415","2008-08-25",13970
"416","2008-08-26",14630
"417","2008-08-27",14410
"418","2008-08-28",13266
"419","2008-08-29",12782
"420","2008-09-02",12364
"421","2008-09-03",12430
"422","2008-09-04",12980
"423","2008-09-05",12848
"424","2008-09-08",12914
"425","2008-09-09",11880
"426","2008-09-10",12650
"427","2008-09-11",11748
"428","2008-09-12",11572
"429","2008-09-15",10846
"430","2008-09-16",9460
"431","2008-09-17",9680
"432","2008-09-18",9570
"433","2008-09-19",9702
"434","2008-09-22",9790
"435","2008-09-23",9020
"436","2008-09-24",9592
"437","2008-09-25",8976
"438","2008-09-26",8536
"439","2008-09-29",7810
"440","2008-09-30",7810
"441","2008-10-01",8800
"442","2008-10-02",8360
"443","2008-10-03",8096
"444","2008-10-06",7040
"445","2008-10-07",6952
"446","2008-10-08",5808
"447","2008-10-09",4862
"448","2008-10-10",4884
"449","2008-10-13",5104
"450","2008-10-14",5720
"451","2008-10-15",5500
"452","2008-10-16",4928
"453","2008-10-17",6160
"454","2008-10-20",6490
"455","2008-10-21",5544
"456","2008-10-22",6094
"457","2008-10-23",6446
"458","2008-10-24",6116
"459","2008-10-27",6578
"460","2008-10-28",5918
"461","2008-10-29",5918
"462","2008-10-30",5720
"463","2008-10-31",5720
"464","2008-11-03",5830
"465","2008-11-04",5632
"466","2008-11-05",5764
"467","2008-11-06",6050
"468","2008-11-07",6358
"469","2008-11-10",5742
"470","2008-11-11",6050
"471","2008-11-12",5500
"472","2008-11-13",5390
"473","2008-11-14",5280
"474","2008-11-17",5610
"475","2008-11-18",5830
"476","2008-11-19",5280
"477","2008-11-20",5280
"478","2008-11-21",5280
"479","2008-11-24",4972
"480","2008-11-25",6358
"481","2008-11-26",5808
"482","2008-11-28",4906
"483","2008-12-01",4950
"484","2008-12-02",4950
"485","2008-12-03",8690
"486","2008-12-04",10648
"487","2008-12-05",16038
"488","2008-12-08",17952
"489","2008-12-09",13354
"490","2008-12-10",13684
"491","2008-12-11",13222
"492","2008-12-12",15840
"493","2008-12-15",13332
"494","2008-12-16",12320
"495","2008-12-17",12452
"496","2008-12-18",12276
"497","2008-12-19",10164
"498","2008-12-22",8888
"499","2008-12-23",9614
"500","2008-12-24",9042
"501","2008-12-26",9152
"502","2008-12-29",7018
"503","2008-12-30",7018
"504","2008-12-31",6600
"505","2009-01-02",7700
"506","2009-01-05",9416
"507","2009-01-06",9724
"508","2009-01-07",9988
"509","2009-01-08",9702
"510","2009-01-09",10098
"511","2009-01-12",9900
"512","2009-01-13",9900
"513","2009-01-14",10076
"514","2009-01-15",11550
"515","2009-01-16",12518
"516","2009-01-20",12870
"517","2009-01-21",12672
"518","2009-01-22",12430
"519","2009-01-23",12122
"520","2009-01-26",12100
"521","2009-01-27",11836
"522","2009-01-28",11660
"523","2009-01-29",11264
"524","2009-01-30",9746
"525","2009-02-02",9680
"526","2009-02-03",9460
"527","2009-02-04",10780
"528","2009-02-05",9812
"529","2009-02-06",9350
"530","2009-02-09",9570
"531","2009-02-10",8756
"532","2009-02-11",8910
"533","2009-02-12",8778
"534","2009-02-13",8690
"535","2009-02-17",6380
"536","2009-02-18",7590
"537","2009-02-19",8426
"538","2009-02-20",8118
"539","2009-02-23",7898
"540","2009-02-24",8074
"541","2009-02-25",8008
"542","2009-02-26",8140
"543","2009-02-27",8294
"544","2009-03-02",8228
"545","2009-03-03",9086
"546","2009-03-04",8580
"547","2009-03-05",8646
"548","2009-03-06",8580
"549","2009-03-09",8624
"550","2009-03-10",8822
"551","2009-03-11",9042
"552","2009-03-12",8800
"553","2009-03-13",8800
"554","2009-03-16",8426
"555","2009-03-17",9900
"556","2009-03-18",8470
"557","2009-03-19",8536
"558","2009-03-20",8800
"559","2009-03-23",8470
"560","2009-03-24",8690
"561","2009-03-25",9020
"562","2009-03-26",9988
"563","2009-03-27",9504
"564","2009-03-30",9240
"565","2009-03-31",10054
"566","2009-04-01",9086
"567","2009-04-02",9416
"568","2009-04-03",9174
"569","2009-04-06",9042
"570","2009-04-07",9240
"571","2009-04-08",9020
"572","2009-04-09",8844
"573","2009-04-13",9900
"574","2009-04-14",9196
"575","2009-04-15",9350
"576","2009-04-16",9262
"577","2009-04-17",9262
"578","2009-04-20",9284
"579","2009-04-21",10450
"580","2009-04-22",10274
"581","2009-04-23",10230
"582","2009-04-24",10802
"583","2009-04-27",11000
"584","2009-04-28",11946
"585","2009-04-29",12672
"586","2009-04-30",14630
"587","2009-05-01",15048
"588","2009-05-04",16060
"589","2009-05-05",15994
"590","2009-05-06",14762
"591","2009-05-07",15840
"592","2009-05-08",15818
"593","2009-05-11",15400
"594","2009-05-12",15950
"595","2009-05-13",14894
"596","2009-05-14",16742
"597","2009-05-15",18040
"598","2009-05-18",26136
"599","2009-05-19",29282
"600","2009-05-20",30360
"601","2009-05-21",36630
"602","2009-05-22",47124
"603","2009-05-26",37840
"604","2009-05-27",44000
"605","2009-05-28",44066
"606","2009-05-29",38830
"607","2009-06-01",41470
"608","2009-06-02",41448
"609","2009-06-03",45430
"610","2009-06-04",55044
"611","2009-06-05",54956
"612","2009-06-08",54450
"613","2009-06-09",57002
"614","2009-06-10",56980
"615","2009-06-11",56870
"616","2009-06-12",58080
"617","2009-06-15",56628
"618","2009-06-16",57420
"619","2009-06-17",54362
"620","2009-06-18",51480
"621","2009-06-19",52272
"622","2009-06-22",46618
"623","2009-06-23",42724
"624","2009-06-24",48510
"625","2009-06-25",46706
"626","2009-06-26",52206
"627","2009-06-29",49874
"628","2009-06-30",48136
"629","2009-07-01",51106
"630","2009-07-02",49038
"631","2009-07-06",47212
"632","2009-07-07",46178
"633","2009-07-08",44132
"634","2009-07-09",44902
"635","2009-07-10",44924
"636","2009-07-13",44924
"637","2009-07-14",44352
"638","2009-07-15",47762
"639","2009-07-16",47652
"640","2009-07-17",45584
"641","2009-07-20",45320
"642","2009-07-21",50050
"643","2009-07-22",56914
"644","2009-07-23",58300
"645","2009-07-24",62414
"646","2009-07-27",62788
"647","2009-07-28",64108
"648","2009-07-29",63162
"649","2009-07-30",63140
"650","2009-07-31",64196
"651","2009-08-03",67496
"652","2009-08-04",67430
"653","2009-08-05",67562
"654","2009-08-06",63822
"655","2009-08-07",65780
"656","2009-08-10",66088
"657","2009-08-11",65186
"658","2009-08-12",67386
"659","2009-08-13",68200
"660","2009-08-14",65978
"661","2009-08-17",62018
"662","2009-08-18",63228
"663","2009-08-19",66396
"664","2009-08-20",66946
"665","2009-08-21",66440
"666","2009-08-24",66660
"667","2009-08-25",70092
"668","2009-08-26",72776
"669","2009-08-27",77088
"670","2009-08-28",87758
"671","2009-08-31",88352
"672","2009-09-01",80630
"673","2009-09-02",81136
"674","2009-09-03",82280
"675","2009-09-04",83688
"676","2009-09-08",82390
"677","2009-09-09",82544
"678","2009-09-10",82434
"679","2009-09-11",82060
"680","2009-09-14",80322
"681","2009-09-15",81312
"682","2009-09-16",81268
"683","2009-09-17",78034
"684","2009-09-18",79596
"685","2009-09-21",85822
"686","2009-09-22",84766
"687","2009-09-23",84150
"688","2009-09-24",78870
"689","2009-09-25",78914
"690","2009-09-28",81004
"691","2009-09-29",80036
"692","2009-09-30",79200
"693","2009-10-01",75922
"694","2009-10-02",75240
"695","2009-10-05",76428
"696","2009-10-06",80454
"697","2009-10-07",80278
"698","2009-10-08",79926
"699","2009-10-09",80080
"700","2009-10-12",79464
"701","2009-10-13",76890
"702","2009-10-14",77000
"703","2009-10-15",79376
"704","2009-10-16",75548
"705","2009-10-19",73920
"706","2009-10-20",66924
"707","2009-10-21",66682
"708","2009-10-22",70532
"709","2009-10-23",67738
"710","2009-10-26",66000
"711","2009-10-27",68640
"712","2009-10-28",65428
"713","2009-10-29",66286
"714","2009-10-30",64042
"715","2009-11-02",59378
"716","2009-11-03",61248
"717","2009-11-04",60258
"718","2009-11-05",62458
"719","2009-11-06",64658
"720","2009-11-09",66132
"721","2009-11-10",66968
"722","2009-11-11",66880
"723","2009-11-12",66044
"724","2009-11-13",65934
"725","2009-11-16",68552
"726","2009-11-17",69278
"727","2009-11-18",70312
"728","2009-11-19",70708
"729","2009-11-20",71104
"730","2009-11-23",70378
"731","2009-11-24",70422
"732","2009-11-25",70532
"733","2009-11-27",68024
"734","2009-11-30",69388
"735","2009-12-01",70422
"736","2009-12-02",73018
"737","2009-12-03",72600
"738","2009-12-04",71896
"739","2009-12-07",71060
"740","2009-12-08",70180
"741","2009-12-09",69740
"742","2009-12-10",69168
"743","2009-12-11",68948
"744","2009-12-14",68024
"745","2009-12-15",66770
"746","2009-12-16",65978
"747","2009-12-17",65472
"748","2009-12-18",65230
"749","2009-12-21",46486
"750","2009-12-22",50292
"751","2009-12-23",50248
"752","2009-12-24",49214
"753","2009-12-28",49236
"754","2009-12-29",48158
"755","2009-12-30",49962
"756","2009-12-31",49016
"757","2010-01-04",48048
"758","2010-01-05",46926
"759","2010-01-06",47476
"760","2010-01-07",47322
"761","2010-01-08",45122
"762","2010-01-11",42284
"763","2010-01-12",39820
"764","2010-01-13",41800
"765","2010-01-14",40766
"766","2010-01-15",39732
"767","2010-01-19",39336
"768","2010-01-20",37422
"769","2010-01-21",35508
"770","2010-01-22",34870
"771","2010-01-25",33748
"772","2010-01-26",34562
"773","2010-01-27",33440
"774","2010-01-28",31086
"775","2010-01-29",31174
"776","2010-02-01",32098
"777","2010-02-02",33066
"778","2010-02-03",34122
"779","2010-02-04",32648
"780","2010-02-05",34078
"781","2010-02-08",35772
"782","2010-02-09",37466
"783","2010-02-10",37202
"784","2010-02-11",38148
"785","2010-02-12",37818
"786","2010-02-16",37752
"787","2010-02-17",37268
"788","2010-02-18",38236
"789","2010-02-19",37928
"790","2010-02-22",37158
"791","2010-02-23",36696
"792","2010-02-24",36784
"793","2010-02-25",37444
"794","2010-02-26",36630
"795","2010-03-01",37202
"796","2010-03-02",37994
"797","2010-03-03",37224
"798","2010-03-04",37136
"799","2010-03-05",36894
"800","2010-03-08",37334
"801","2010-03-09",38258
"802","2010-03-10",41096
"803","2010-03-11",44836
"804","2010-03-12",47630
"805","2010-03-15",48422
"806","2010-03-16",48884
"807","2010-03-17",47674
"808","2010-03-18",45606
"809","2010-03-19",43450
"810","2010-03-22",44594
"811","2010-03-23",46310
"812","2010-03-24",47212
"813","2010-03-25",46552
"814","2010-03-26",45716
"815","2010-03-29",46354
"816","2010-03-30",45562
"817","2010-03-31",45166
"818","2010-04-01",44660
"819","2010-04-05",45122
"820","2010-04-06",46640
"821","2010-04-07",45914
"822","2010-04-08",45958
"823","2010-04-09",45848
"824","2010-04-12",46398
"825","2010-04-13",47850
"826","2010-04-14",49148
"827","2010-04-15",49434
"828","2010-04-16",48092
"829","2010-04-19",48444
"830","2010-04-20",49016
"831","2010-04-21",48972
"832","2010-04-22",49016
"833","2010-04-23",49082
"834","2010-04-26",47894
"835","2010-04-27",45848
"836","2010-04-28",46090
"837","2010-04-29",47300
"838","2010-04-30",48400
"839","2010-05-03",48862
"840","2010-05-04",48312
"841","2010-05-05",48312
"842","2010-05-06",46420
"843","2010-05-07",42042
"844","2010-05-10",41712
"845","2010-05-11",42724
"846","2010-05-12",43252
"847","2010-05-13",41602
"848","2010-05-14",41426
"849","2010-05-17",40612
"850","2010-05-18",38280
"851","2010-05-19",37708
"852","2010-05-20",36608
"853","2010-05-21",36124
"854","2010-05-24",34078
"855","2010-05-25",33638
"856","2010-05-26",32824
"857","2010-05-27",33660
"858","2010-05-28",33022
"859","2010-06-01",31680
"860","2010-06-02",31834
"861","2010-06-03",31702
"862","2010-06-04",31328
"863","2010-06-07",30954
"864","2010-06-08",31240
"865","2010-06-09",30294
"866","2010-06-10",31570
"867","2010-06-11",31482
"868","2010-06-14",30800
"869","2010-06-15",30976
"870","2010-06-16",30800
"871","2010-06-17",30998
"872","2010-06-18",30822
"873","2010-06-21",30668
"874","2010-06-22",30888
"875","2010-06-23",30844
"876","2010-06-24",30426
"877","2010-06-25",30206
"878","2010-06-28",30162
"879","2010-06-29",29964
"880","2010-06-30",29590
"881","2010-07-01",29106
"882","2010-07-02",28996
"883","2010-07-06",28490
"884","2010-07-07",28270
"885","2010-07-08",28666
"886","2010-07-09",28688
"887","2010-07-12",28226
"888","2010-07-13",29238
"889","2010-07-14",28534
"890","2010-07-15",28094
"891","2010-07-16",27302
"892","2010-07-19",26466
"893","2010-07-20",26510
"894","2010-07-21",26510
"895","2010-07-22",26466
"896","2010-07-23",26268
"897","2010-07-26",26730
"898","2010-07-27",31042
"899","2010-07-28",30448
"900","2010-07-29",31130
"901","2010-07-30",31108
"902","2010-08-02",32186
"903","2010-08-03",33066
"904","2010-08-04",33132
"905","2010-08-05",33242
"906","2010-08-06",32824
"907","2010-08-09",33242
"908","2010-08-10",33704
"909","2010-08-11",33110
"910","2010-08-12",32824
"911","2010-08-13",31328
"912","2010-08-16",30316
"913","2010-08-17",30624
"914","2010-08-18",30492
"915","2010-08-19",29084
"916","2010-08-20",29150
"917","2010-08-23",29128
"918","2010-08-24",29040
"919","2010-08-25",28820
"920","2010-08-26",27632
"921","2010-08-27",28886
"922","2010-08-30",28556
"923","2010-08-31",28204
"924","2010-09-01",28556
"925","2010-09-02",28666
"926","2010-09-03",29018
"927","2010-09-07",28446
"928","2010-09-08",28160
"929","2010-09-09",28072
"930","2010-09-10",27676
"931","2010-09-13",28072
"932","2010-09-14",27764
"933","2010-09-15",27258
"934","2010-09-16",26598
"935","2010-09-17",26136
"936","2010-09-20",26752
"937","2010-09-21",26928
"938","2010-09-22",28622
"939","2010-09-23",28666
"940","2010-09-24",28974
"941","2010-09-27",29084
"942","2010-09-28",29040
"943","2010-09-29",30998
"944","2010-09-30",32670
"945","2010-10-01",31900
"946","2010-10-04",32076
"947","2010-10-05",31856
"948","2010-10-06",31548
"949","2010-10-07",31130
"950","2010-10-08",31790
"951","2010-10-11",34826
"952","2010-10-12",40920
"953","2010-10-13",41404
"954","2010-10-14",40744
"955","2010-10-15",39908
"956","2010-10-18",41250
"957","2010-10-19",35992
"958","2010-10-20",38676
"959","2010-10-21",38456
"960","2010-10-22",37026
"961","2010-10-25",36960
"962","2010-10-26",36938
"963","2010-10-27",37026
"964","2010-10-28",35662
"965","2010-10-29",34738
"966","2010-11-01",35046
"967","2010-11-02",36058
"968","2010-11-03",35750
"969","2010-11-04",35134
"970","2010-11-05",34892
"971","2010-11-08",34826
"972","2010-11-09",34650
"973","2010-11-10",34672
"974","2010-11-11",35310
"975","2010-11-12",35354
"976","2010-11-15",35442
"977","2010-11-16",35002
"978","2010-11-17",35178
"979","2010-11-18",36190
"980","2010-11-19",36784
"981","2010-11-22",36630
"982","2010-11-23",35882
"983","2010-11-24",36168
"984","2010-11-26",36586
"985","2010-11-29",35464
"986","2010-11-30",35332
"987","2010-12-01",35244
"988","2010-12-02",35200
"989","2010-12-03",35288
"990","2010-12-06",35464
"991","2010-12-07",34980
"992","2010-12-08",35134
"993","2010-12-09",35178
"994","2010-12-10",35288
"995","2010-12-13",35530
"996","2010-12-14",35134
"997","2010-12-15",34980
"998","2010-12-16",35310
"999","2010-12-17",35860
"1000","2010-12-20",35244
"1001","2010-12-21",35574
"1002","2010-12-22",35442
"1003","2010-12-23",35112
"1004","2010-12-27",34914
"1005","2010-12-28",35288
"1006","2010-12-29",35222
"1007","2010-12-30",36190
"1008","2010-12-31",36938
"1009","2011-01-03",37026
"1010","2011-01-04",36586
"1011","2011-01-05",37510
"1012","2011-01-06",37994
"1013","2011-01-07",37708
"1014","2011-01-10",37400
"1015","2011-01-11",37840
"1016","2011-01-12",37862
"1017","2011-01-13",37576
"1018","2011-01-14",37290
"1019","2011-01-18",38082
"1020","2011-01-19",37224
"1021","2011-01-20",36652
"1022","2011-01-21",36300
"1023","2011-01-24",35222
"1024","2011-01-25",35024
"1025","2011-01-26",35200
"1026","2011-01-27",35046
"1027","2011-01-28",34958
"1028","2011-01-31",34870
"1029","2011-02-01",34870
"1030","2011-02-02",35024
"1031","2011-02-03",35508
"1032","2011-02-04",35420
"1033","2011-02-07",35134
"1034","2011-02-08",35090
"1035","2011-02-09",34980
"1036","2011-02-10",34892
"1037","2011-02-11",35530
"1038","2011-02-14",34892
"1039","2011-02-15",34870
"1040","2011-02-16",34958
"1041","2011-02-17",35090
"1042","2011-02-18",34980
"1043","2011-02-22",34782
"1044","2011-02-23",34694
"1045","2011-02-24",34540
"1046","2011-02-25",34716
"1047","2011-02-28",34540
"1048","2011-03-01",33880
"1049","2011-03-02",33550
"1050","2011-03-03",33990
"1051","2011-03-04",34364
"1052","2011-03-07",34012
"1053","2011-03-08",34650
"1054","2011-03-09",34144
"1055","2011-03-10",33682
"1056","2011-03-11",33154
"1057","2011-03-14",34452
"1058","2011-03-15",34144
"1059","2011-03-16",33594
"1060","2011-03-17",33770
"1061","2011-03-18",33660
"1062","2011-03-21",34320
"1063","2011-03-22",34078
"1064","2011-03-23",33792
"1065","2011-03-24",33660
"1066","2011-03-25",33682
"1067","2011-03-28",34034
"1068","2011-03-29",34276
"1069","2011-03-30",34276
