"","date","PPL"
"1","2007-01-03",33.865704
"2","2007-01-04",33.698051
"3","2007-01-05",33.111271
"4","2007-01-08",33.027443
"5","2007-01-09",33.167152
"6","2007-01-10",33.055386
"7","2007-01-11",33.018131
"8","2007-01-12",32.580372
"9","2007-01-16",32.692139
"10","2007-01-17",32.552429
"11","2007-01-18",32.338207
"12","2007-01-19",32.347523
"13","2007-01-22",32.245068
"14","2007-01-23",32.543118
"15","2007-01-24",32.850479
"16","2007-01-25",32.71077
"17","2007-01-26",32.775967
"18","2007-01-29",32.748024
"19","2007-01-30",32.887733
"20","2007-01-31",33.157841
"21","2007-02-01",33.353436
"22","2007-02-02",33.241665
"23","2007-02-05",33.521088
"24","2007-02-06",33.781879
"25","2007-02-07",33.772564
"26","2007-02-08",34.117184
"27","2007-02-09",34.377975
"28","2007-02-12",34.098553
"29","2007-02-13",34.396603
"30","2007-02-14",34.629452
"31","2007-02-15",34.36866
"32","2007-02-16",34.508369
"33","2007-02-20",34.66671
"34","2007-02-21",34.471115
"35","2007-02-22",34.41523
"36","2007-02-23",34.983383
"37","2007-02-26",36.51088
"38","2007-02-27",35.458397
"39","2007-02-28",35.43977
"40","2007-03-01",35.793701
"41","2007-03-02",35.25349
"42","2007-03-05",34.676022
"43","2007-03-06",35.262802
"44","2007-03-07",34.694649
"45","2007-03-08",34.946129
"46","2007-03-09",35.011326
"47","2007-03-12",35.551537
"48","2007-03-13",34.890244
"49","2007-03-14",35.151035
"50","2007-03-15",35.3932
"51","2007-03-16",35.151035
"52","2007-03-19",35.905472
"53","2007-03-20",36.250088
"54","2007-03-21",36.697159
"55","2007-03-22",36.51088
"56","2007-03-23",36.920696
"57","2007-03-26",37.30257
"58","2007-03-27",38.317795
"59","2007-03-28",38.233971
"60","2007-03-29",38.401623
"61","2007-03-30",38.094261
"62","2007-04-02",39.193314
"63","2007-04-03",39.575188
"64","2007-04-04",39.74284
"65","2007-04-05",39.891861
"66","2007-04-09",40.143341
"67","2007-04-10",40.301678
"68","2007-04-11",40.208538
"69","2007-04-12",39.873234
"70","2007-04-13",39.649696
"71","2007-04-16",40.199223
"72","2007-04-17",41.028172
"73","2007-04-18",41.195824
"74","2007-04-19",41.037483
"75","2007-04-20",41.4473
"76","2007-04-23",41.912998
"77","2007-04-24",42.099281
"78","2007-04-25",42.164478
"79","2007-04-26",41.708092
"80","2007-04-27",41.30759
"81","2007-04-30",40.618355
"82","2007-05-01",40.981602
"83","2007-05-02",41.773289
"84","2007-05-03",41.40073
"85","2007-05-04",41.49387
"86","2007-05-07",42.155163
"87","2007-05-08",41.885059
"88","2007-05-09",42.034081
"89","2007-05-10",42.145851
"90","2007-05-11",42.51841
"91","2007-05-14",42.704689
"92","2007-05-15",42.490467
"93","2007-05-16",42.630177
"94","2007-05-17",42.835087
"95","2007-05-18",42.863029
"96","2007-05-21",42.639492
"97","2007-05-22",41.912998
"98","2007-05-23",41.270332
"99","2007-05-24",40.357563
"100","2007-05-25",41.428673
"101","2007-05-29",41.978199
"102","2007-05-30",42.509094
"103","2007-05-31",42.807144
"104","2007-06-01",42.900284
"105","2007-06-04",42.676746
"106","2007-06-05",42.024769
"107","2007-06-06",41.186508
"108","2007-06-07",40.022259
"109","2007-06-08",40.776691
"110","2007-06-11",41.270332
"111","2007-06-12",40.245792
"112","2007-06-13",41.35416
"113","2007-06-14",41.642895
"114","2007-06-15",43.49638
"115","2007-06-18",43.924824
"116","2007-06-19",43.868938
"117","2007-06-20",42.434586
"118","2007-06-21",43.021366
"119","2007-06-22",42.51841
"120","2007-06-25",42.788517
"121","2007-06-26",42.686062
"122","2007-06-27",43.393925
"123","2007-06-28",43.347355
"124","2007-06-29",43.580208
"125","2007-07-02",44.940048
"126","2007-07-03",44.828281
"127","2007-07-05",44.86554
"128","2007-07-06",44.139046
"129","2007-07-09",44.604748
"130","2007-07-10",43.79443
"131","2007-07-11",44.288071
"132","2007-07-12",45.210155
"133","2007-07-13",46.337151
"134","2007-07-16",45.210155
"135","2007-07-17",44.809654
"136","2007-07-18",45.210155
"137","2007-07-19",46.467545
"138","2007-07-20",45.266041
"139","2007-07-23",45.806252
"140","2007-07-24",44.371895
"141","2007-07-25",44.409153
"142","2007-07-26",43.216961
"143","2007-07-27",42.695377
"144","2007-07-30",43.701286
"145","2007-07-31",43.906197
"146","2007-08-01",45.321922
"147","2007-08-02",46.486176
"148","2007-08-03",44.56749
"149","2007-08-06",46.597942
"150","2007-08-07",47.985729
"151","2007-08-08",48.470055
"152","2007-08-09",47.296494
"153","2007-08-10",46.765594
"154","2007-08-13",46.802849
"155","2007-08-14",45.1077
"156","2007-08-15",44.725826
"157","2007-08-16",44.008652
"158","2007-08-17",44.52092
"159","2007-08-20",44.064533
"160","2007-08-21",44.56749
"161","2007-08-22",44.940048
"162","2007-08-23",45.266041
"163","2007-08-24",46.011162
"164","2007-08-27",43.785114
"165","2007-08-28",43.179703
