"","date","AIRG"
"228","2017-07-10",13.85
"229","2017-07-11",13.76
"230","2017-07-12",13.9
"231","2017-07-13",13.88
"232","2017-07-14",13.67
"233","2017-07-17",13.62
"234","2017-07-18",13.38
"235","2017-07-19",13.43
"236","2017-07-20",13.51
"237","2017-07-21",13.57
"238","2017-07-24",13.7
"239","2017-07-25",13.71
"240","2017-07-26",13.75
"241","2017-07-27",13.6
"242","2017-07-28",13.28
"243","2017-07-31",13.55
"244","2017-08-01",13.18
"245","2017-08-02",13.01
"246","2017-08-03",13.04
"247","2017-08-04",13.2
"248","2017-08-07",13.65
"249","2017-08-08",10.57
"250","2017-08-09",10.78
"251","2017-08-10",10.01
"252","2017-08-11",9.63
"253","2017-08-14",9.91
"254","2017-08-15",10
"255","2017-08-16",9.81
"256","2017-08-17",9.68
"257","2017-08-18",9.6
"258","2017-08-21",9.4
"259","2017-08-22",9.78
"260","2017-08-23",9.67
"261","2017-08-24",11.1
"262","2017-08-25",10.27
"263","2017-08-28",10.32
"264","2017-08-29",10.43
"265","2017-08-30",10.65
"266","2017-08-31",10.98
"267","2017-09-01",11.08
"268","2017-09-05",10.9
"269","2017-09-06",10.77
"270","2017-09-07",9.09
"271","2017-09-08",8.89
"272","2017-09-11",8.82
"273","2017-09-12",9.05
"274","2017-09-13",9.21
"275","2017-09-14",9.4
"276","2017-09-15",9.33
"277","2017-09-18",9.08
"278","2017-09-19",9.09
"279","2017-09-20",9.06
"280","2017-09-21",9.06
"281","2017-09-22",9.3
"282","2017-09-25",8.94
"283","2017-09-26",8.86
"284","2017-09-27",9.05
"285","2017-09-28",9.1
"286","2017-09-29",9.09
"287","2017-10-02",9.12
"288","2017-10-03",9.31
"289","2017-10-04",9.36
"290","2017-10-05",9.43
"291","2017-10-06",9.31
"292","2017-10-09",9.54
"293","2017-10-10",9.34
"294","2017-10-11",9.29
"295","2017-10-12",9.18
"296","2017-10-13",9.05
"297","2017-10-16",8.99
"298","2017-10-17",9.1
"299","2017-10-18",9.06
"300","2017-10-19",9.19
"301","2017-10-20",9.05
"302","2017-10-23",9.05
"303","2017-10-24",9.09
"304","2017-10-25",9.13
"305","2017-10-26",9.08
"306","2017-10-27",8.45
"307","2017-10-30",8.54
"308","2017-10-31",8.72
"309","2017-11-01",8.5
"310","2017-11-02",7.815
"311","2017-11-03",7.82
"312","2017-11-06",7.58
"313","2017-11-07",7.4
"314","2017-11-08",7.49
"315","2017-11-09",7.99
"316","2017-11-10",8.49
"317","2017-11-13",8.77
"318","2017-11-14",9.1
"319","2017-11-15",8.75
"320","2017-11-16",9.14
"321","2017-11-17",9.4
"322","2017-11-20",9.56
"323","2017-11-21",9.85
"324","2017-11-22",9.96
"325","2017-11-24",9.64
"326","2017-11-27",9.67
"327","2017-11-28",9.81
"328","2017-11-29",9.6
"329","2017-11-30",9.49
"330","2017-12-01",9.29
"331","2017-12-04",9.05
"332","2017-12-05",9.08
"333","2017-12-06",9.07
"334","2017-12-07",9.39
"335","2017-12-08",9.57
"336","2017-12-11",9.5
"337","2017-12-12",9.68
"338","2017-12-13",10.12
"339","2017-12-14",9.96
"340","2017-12-15",9.72
"341","2017-12-18",9.51
"342","2017-12-19",9.49
"343","2017-12-20",9.52
"344","2017-12-21",9.44
"345","2017-12-22",8.96
"346","2017-12-26",8.69
"347","2017-12-27",8.53
"348","2017-12-28",9.37
"349","2017-12-29",8.99
"350","2018-01-02",9.24
"351","2018-01-03",9.45
"352","2018-01-04",9.38
"353","2018-01-05",9.49
"354","2018-01-08",9.26
"355","2018-01-09",9.38
"356","2018-01-10",9.35
"357","2018-01-11",9.2
"358","2018-01-12",9.27
"359","2018-01-16",9.25
"360","2018-01-17",9.31
"361","2018-01-18",9.93
"362","2018-01-19",10.94
"363","2018-01-22",10.98
"364","2018-01-23",10.81
"365","2018-01-24",10.46
"366","2018-01-25",10.29
"367","2018-01-26",10.31
"368","2018-01-29",10.17
"369","2018-01-30",10.16
"370","2018-01-31",9.78
"371","2018-02-01",9.7
"372","2018-02-02",9.39
"373","2018-02-05",9.11
"374","2018-02-06",9.51
"375","2018-02-07",9.55
"376","2018-02-08",9.76
"377","2018-02-09",9.495
"378","2018-02-12",9.41
"379","2018-02-13",9.5
"380","2018-02-14",9.65
"381","2018-02-15",10.28
"382","2018-02-16",9.38
"383","2018-02-20",9.35
"384","2018-02-21",9.13
"385","2018-02-22",9.04
"386","2018-02-23",9
"387","2018-02-26",9.34
"388","2018-02-27",9.01
"389","2018-02-28",9.13
"390","2018-03-01",8.75
"391","2018-03-02",9.05
"392","2018-03-05",9.19
"393","2018-03-06",9.01
"394","2018-03-07",9.11
"395","2018-03-08",9.05
"396","2018-03-09",9
"397","2018-03-12",9.088
"398","2018-03-13",9.09
"399","2018-03-14",8.91
"400","2018-03-15",8.98
"401","2018-03-16",9.08
"402","2018-03-19",9
"403","2018-03-20",8.91
"404","2018-03-21",8.95
"405","2018-03-22",8.74
"406","2018-03-23",8.37
"407","2018-03-26",8.24
"408","2018-03-27",7.83
"409","2018-03-28",7.89
"410","2018-03-29",7.74
"411","2018-04-02",7.5
"412","2018-04-03",7.64
"413","2018-04-04",7.83
"414","2018-04-05",7.95
"415","2018-04-06",7.92
"416","2018-04-09",7.99
"417","2018-04-10",8.15
"418","2018-04-11",8.37
"419","2018-04-12",8.22
"420","2018-04-13",8.29
"421","2018-04-16",8.515
"422","2018-04-17",8.65
"423","2018-04-18",8.39
"424","2018-04-19",8.21
"425","2018-04-20",8.12
"426","2018-04-23",8.19
"427","2018-04-24",8.18
"428","2018-04-25",8.08
"429","2018-04-26",8.15
"430","2018-04-27",8.09
"431","2018-04-30",7.95
"432","2018-05-01",8.21
"433","2018-05-02",8.25
"434","2018-05-03",8.04
"435","2018-05-04",8.09
"436","2018-05-07",8.15
"437","2018-05-08",8.15
"438","2018-05-09",7.99
"439","2018-05-10",8.12
"440","2018-05-11",7.94
"441","2018-05-14",8.03
"442","2018-05-15",7.98
"443","2018-05-16",8.17
"444","2018-05-17",8.14
"445","2018-05-18",8.33
"446","2018-05-21",8.372
"447","2018-05-22",8.45
"448","2018-05-23",8.43
"449","2018-05-24",8.24
"450","2018-05-25",8.18
"451","2018-05-29",8.05
"452","2018-05-30",8.18
"453","2018-05-31",8.25
"454","2018-06-01",8.35
"455","2018-06-04",8.49
"456","2018-06-05",8.42
"457","2018-06-06",8.37
"458","2018-06-07",8.45
"459","2018-06-08",8.41
"460","2018-06-11",8.38
"461","2018-06-12",8.37
"462","2018-06-13",8.03
"463","2018-06-14",9.01
"464","2018-06-15",9.35
"465","2018-06-18",9.28
"466","2018-06-19",9.12
"467","2018-06-20",9.06
"468","2018-06-21",8.8
"469","2018-06-22",8.77
"470","2018-06-25",8.69
"471","2018-06-26",8.97
"472","2018-06-27",8.86
"473","2018-06-28",9.01
"474","2018-06-29",9.19
"475","2018-07-02",9.2
"476","2018-07-03",9.66
"477","2018-07-05",9.75
"478","2018-07-06",10.12
"479","2018-07-09",10.41
"480","2018-07-10",10.86
"481","2018-07-11",10.65
"482","2018-07-12",10.58
"483","2018-07-13",10.51
"484","2018-07-16",10.48
"485","2018-07-17",10.58
"486","2018-07-18",10.74
"487","2018-07-19",10.41
"488","2018-07-20",10.5
"489","2018-07-23",10.555
"490","2018-07-24",10.34
"491","2018-07-25",10.29
"492","2018-07-26",9.86
"493","2018-07-27",9.76
"494","2018-07-30",9.82
"495","2018-07-31",9.94
"496","2018-08-01",9.76
"497","2018-08-02",9.4
"498","2018-08-03",9.08
"499","2018-08-06",9.065
"500","2018-08-07",9.075
"501","2018-08-08",9.05
"502","2018-08-09",9.65
"503","2018-08-10",11.38
"504","2018-08-13",11.3
"505","2018-08-14",11.44
"506","2018-08-15",11.79
"507","2018-08-16",12.1
"508","2018-08-17",11.94
"509","2018-08-20",12
"510","2018-08-21",11.96
"511","2018-08-22",11.99
"512","2018-08-23",12.13
"513","2018-08-24",11.34
"514","2018-08-27",11.78
"515","2018-08-28",11.95
"516","2018-08-29",11.93
"517","2018-08-30",11.88
"518","2018-08-31",11.9
"519","2018-09-04",11.9
"520","2018-09-05",11.33
"521","2018-09-06",11.68
"522","2018-09-07",11.76
"523","2018-09-10",11.7
"524","2018-09-11",11.91
"525","2018-09-12",12.15
"526","2018-09-13",12.66
"527","2018-09-14",12.89
"528","2018-09-17",12.54
"529","2018-09-18",12.73
"530","2018-09-19",13.21
"531","2018-09-20",13.57
"532","2018-09-21",13.12
"533","2018-09-24",13.06
"534","2018-09-25",13.38
"535","2018-09-26",12.99
"536","2018-09-27",13.02
"537","2018-09-28",13.14
"538","2018-10-01",13.68
"539","2018-10-02",13.48
"540","2018-10-03",13.37
"541","2018-10-04",13.39
"542","2018-10-05",13.23
"543","2018-10-08",12.65
"544","2018-10-09",12.78
"545","2018-10-10",12.11
"546","2018-10-11",12.52
"547","2018-10-12",12.62
"548","2018-10-15",12.83
"549","2018-10-16",12.96
"550","2018-10-17",12.96
"551","2018-10-18",12.9
"552","2018-10-19",12.55
"553","2018-10-22",12.37
"554","2018-10-23",12
"555","2018-10-24",11.7
"556","2018-10-25",11.92
"557","2018-10-26",11.89
"558","2018-10-29",11.77
"559","2018-10-30",12.23
"560","2018-10-31",12.83
"561","2018-11-01",13.99
"562","2018-11-02",13.86
"563","2018-11-05",13.67
"564","2018-11-06",13.85
"565","2018-11-07",13.67
"566","2018-11-08",13.9
"567","2018-11-09",13.73
"568","2018-11-12",12.55
"569","2018-11-13",13.1
"570","2018-11-14",13.09
"571","2018-11-15",12.96
"572","2018-11-16",12.81
"573","2018-11-19",12.5
"574","2018-11-20",12.55
"575","2018-11-21",12.63
"576","2018-11-23",12.71
"577","2018-11-26",12.6
"578","2018-11-27",12.85
"579","2018-11-28",12.78
"580","2018-11-29",12.72
"581","2018-11-30",12.16
"582","2018-12-03",12.34
"583","2018-12-04",11.9
"584","2018-12-06",11.75
"585","2018-12-07",10.99
"586","2018-12-10",10.94
"587","2018-12-11",11.27
"588","2018-12-12",11.48
"589","2018-12-13",11.505
"590","2018-12-14",11.22
"591","2018-12-17",10.61
"592","2018-12-18",10.391
"593","2018-12-19",10.22
"594","2018-12-20",9.82
"595","2018-12-21",9.38
"596","2018-12-24",9.37
"597","2018-12-26",9.7
"598","2018-12-27",9.61
"599","2018-12-28",10.045
"600","2018-12-31",9.91
"601","2019-01-02",10.22
"602","2019-01-03",10.23
"603","2019-01-04",10.17
"604","2019-01-07",10.26
"605","2019-01-08",10.36
"606","2019-01-09",10.53
"607","2019-01-10",10.73
"608","2019-01-11",10.67
"609","2019-01-14",10.74
"610","2019-01-15",11.36
"611","2019-01-16",11.46
"612","2019-01-17",11.5
"613","2019-01-18",11.59
"614","2019-01-22",11.71
"615","2019-01-23",10.97
"616","2019-01-24",10.99
"617","2019-01-25",11.009
"618","2019-01-28",11
"619","2019-01-29",10.995
"620","2019-01-30",10.86
"621","2019-01-31",10.75
"622","2019-02-01",10.75
"623","2019-02-04",10.7
"624","2019-02-05",10.52
"625","2019-02-06",10.21
"626","2019-02-07",10.39
"627","2019-02-08",10.38
"628","2019-02-11",10.5
"629","2019-02-12",10.04
"630","2019-02-13",9.74
"631","2019-02-14",10.49
"632","2019-02-15",11.88
"633","2019-02-19",12.21
"634","2019-02-20",11.87
"635","2019-02-21",11.98
"636","2019-02-22",12.35
"637","2019-02-25",12.27
"638","2019-02-26",12.63
"639","2019-02-27",12.67
"640","2019-02-28",12.62
"641","2019-03-01",12.87
"642","2019-03-04",13.83
"643","2019-03-05",13.92
"644","2019-03-06",13.03
"645","2019-03-07",13.54
"646","2019-03-08",13.21
"647","2019-03-11",13.5
"648","2019-03-12",13.25
"649","2019-03-13",13.32
"650","2019-03-14",13.11
"651","2019-03-15",12.72
"652","2019-03-18",12.89
"653","2019-03-19",12.99
"654","2019-03-20",12.55
"655","2019-03-21",12.81
"656","2019-03-22",12.71
"657","2019-03-25",12.56
"658","2019-03-26",12.82
"659","2019-03-27",12.6
"660","2019-03-28",12.6
"661","2019-03-29",12.83
"662","2019-04-01",12.5
"663","2019-04-02",12.73
"664","2019-04-03",12.81
"665","2019-04-04",12.63
"666","2019-04-05",12.68
"667","2019-04-08",13.25
"668","2019-04-09",13.87
"669","2019-04-10",14.69
"670","2019-04-11",15.74
"671","2019-04-12",15.99
"672","2019-04-15",15.95
"673","2019-04-16",16.790001
"674","2019-04-17",16.48
"675","2019-04-18",15.45
"676","2019-04-22",15.78
"677","2019-04-23",16.26
"678","2019-04-24",16.219999
"679","2019-04-25",15.34
"680","2019-04-26",15.99
"681","2019-04-29",15.44
"682","2019-04-30",15.97
"683","2019-05-01",16.110001
"684","2019-05-02",15.68
"685","2019-05-03",16.25
"686","2019-05-06",15.74
"687","2019-05-07",16.200001
"688","2019-05-08",16.219999
"689","2019-05-09",15.72
"690","2019-05-10",15.42
"691","2019-05-13",14.51
"692","2019-05-14",15
"693","2019-05-15",14.88
"694","2019-05-16",14.54
"695","2019-05-17",13.88
"696","2019-05-20",13.54
"697","2019-05-21",13.48
"698","2019-05-22",13.1
"699","2019-05-23",13.24
"700","2019-05-24",13.24
"701","2019-05-28",13.65
"702","2019-05-29",12.87
"703","2019-05-30",13.33
"704","2019-05-31",12.82
"705","2019-06-03",12.58
"706","2019-06-04",13.23
"707","2019-06-05",13.39
"708","2019-06-06",13.61
"709","2019-06-07",13.67
"710","2019-06-10",13.38
"711","2019-06-11",13.88
"712","2019-06-12",14.45
"713","2019-06-13",14.22
"714","2019-06-14",14.51
"715","2019-06-17",13.865
"716","2019-06-18",13.91
"717","2019-06-19",14.27
"718","2019-06-20",15.07
"719","2019-06-21",14.78
"720","2019-06-24",13.58
"721","2019-06-25",13.68
"722","2019-06-26",13.57
"723","2019-06-27",14.05
"724","2019-06-28",14.15
"725","2019-07-01",14.84
"726","2019-07-02",14.4
"727","2019-07-03",14.61
"728","2019-07-05",14.5
"729","2019-07-08",14.2
"730","2019-07-09",14.32
"731","2019-07-10",14.64
"732","2019-07-11",14.53
"733","2019-07-12",14.39
"734","2019-07-15",14.43
"735","2019-07-16",14.2
"736","2019-07-17",14.27
"737","2019-07-18",13.62
"738","2019-07-19",13.29
"739","2019-07-22",12.91
"740","2019-07-23",12.56
"741","2019-07-24",13.11
"742","2019-07-25",13.26
"743","2019-07-26",13.24
"744","2019-07-29",12.94
"745","2019-07-30",13.26
"746","2019-07-31",12.98
"747","2019-08-01",12.69
"748","2019-08-02",11.97
"749","2019-08-05",11.4
"750","2019-08-06",11.3
"751","2019-08-07",11.6
"752","2019-08-08",11.16
"753","2019-08-09",11.72
"754","2019-08-12",12.07
"755","2019-08-13",12.41
"756","2019-08-14",11.85
"757","2019-08-15",11.59
"758","2019-08-16",11.8
"759","2019-08-19",11.79
"760","2019-08-20",11.8
"761","2019-08-21",11.63
"762","2019-08-22",11.37
"763","2019-08-23",10.98
"764","2019-08-26",11.19
"765","2019-08-27",10.79
"766","2019-08-28",11.06
"767","2019-08-29",11.19
"768","2019-08-30",11.23
"769","2019-09-03",10.65
"770","2019-09-04",10.77
"771","2019-09-05",11.01
"772","2019-09-06",10.98
"773","2019-09-09",11.17
"774","2019-09-10",12.18
"775","2019-09-11",12.57
"776","2019-09-12",12.26
"777","2019-09-13",12.57
"778","2019-09-16",12.56
"779","2019-09-17",12.53
"780","2019-09-18",12.18
"781","2019-09-19",12.13
"782","2019-09-20",12
"783","2019-09-23",12.08
"784","2019-09-24",11.78
"785","2019-09-25",12.12
"786","2019-09-26",12.04
"787","2019-09-27",11.95
"788","2019-09-30",11.75
"789","2019-10-01",11.29
"790","2019-10-02",11.33
"791","2019-10-03",11.24
"792","2019-10-04",11.2
"793","2019-10-07",11.29
"794","2019-10-08",10.82
"795","2019-10-09",10.67
"796","2019-10-10",10.72
"797","2019-10-11",10.75
"798","2019-10-14",10.62
"799","2019-10-15",10.49
"800","2019-10-16",10.43
"801","2019-10-17",10.83
"802","2019-10-18",10.74
"803","2019-10-21",11.04
"804","2019-10-22",10.9
"805","2019-10-23",10.83
"806","2019-10-24",10.6
"807","2019-10-25",10.6
"808","2019-10-28",10.76
"809","2019-10-29",11.23
"810","2019-10-30",11.36
"811","2019-10-31",11.37
"812","2019-11-01",11.05
"813","2019-11-04",10.94
"814","2019-11-05",11.1
"815","2019-11-06",11.18
"816","2019-11-07",11.22
"817","2019-11-08",11.4
"818","2019-11-11",10.02
"819","2019-11-12",10.26
"820","2019-11-13",10.35
"821","2019-11-14",10.56
"822","2019-11-15",10.44
"823","2019-11-18",10.19
"824","2019-11-19",10.4
"825","2019-11-20",10.42
"826","2019-11-21",9.87
"827","2019-11-22",9.81
"828","2019-11-25",9.98
"829","2019-11-26",8.66
"830","2019-11-27",9.06
"831","2019-11-29",9.44
"832","2019-12-02",9.84
"833","2019-12-03",9.89
"834","2019-12-04",9.89
"835","2019-12-05",9.86
"836","2019-12-06",10.24
"837","2019-12-09",9.85
"838","2019-12-10",9.92
"839","2019-12-11",10.09
"840","2019-12-12",10.34
"841","2019-12-13",10.16
"842","2019-12-16",10.07
"843","2019-12-17",10.29
"844","2019-12-18",10.32
"845","2019-12-19",10.2
"846","2019-12-20",10.17
"847","2019-12-23",10.48
"848","2019-12-24",10.69
"849","2019-12-26",10.64
"850","2019-12-27",10.48
"851","2019-12-30",10.49
"852","2019-12-31",10.69
"853","2020-01-02",10.69
"854","2020-01-03",10.42
"855","2020-01-06",10.435
"856","2020-01-07",10.34
"857","2020-01-08",10.28
"858","2020-01-09",10.3
"859","2020-01-10",9.88
"860","2020-01-13",10.16
"861","2020-01-14",10.21
"862","2020-01-15",9.97
"863","2020-01-16",10.3
"864","2020-01-17",10.34
"865","2020-01-21",10.19
"866","2020-01-22",10.02
"867","2020-01-23",10.25
"868","2020-01-24",10.16
"869","2020-01-27",9.66
"870","2020-01-28",9.75
"871","2020-01-29",9.67
"872","2020-01-30",9.55
"873","2020-01-31",9.45
"874","2020-02-03",9.35
"875","2020-02-04",9.27
"876","2020-02-05",9.03
"877","2020-02-06",8.89
"878","2020-02-07",8.8
"879","2020-02-10",8.85
"880","2020-02-11",8.98
"881","2020-02-12",8.82
"882","2020-02-13",8.78
"883","2020-02-14",8.96
"884","2020-02-18",9.08
"885","2020-02-19",9.03
"886","2020-02-20",9.11
"887","2020-02-21",9.62
"888","2020-02-24",9.09
"889","2020-02-25",8.56
"890","2020-02-26",8.61
"891","2020-02-27",8.22
"892","2020-02-28",7.89
"893","2020-03-02",7.98
"894","2020-03-03",8.02
"895","2020-03-04",8.36
"896","2020-03-05",7.93
"897","2020-03-06",7.83
"898","2020-03-09",7.14
"899","2020-03-10",7.26
"900","2020-03-11",7.22
"901","2020-03-12",6.53
"902","2020-03-13",6.89
"903","2020-03-16",6.66
"904","2020-03-17",8.11
"905","2020-03-18",6.61
"906","2020-03-19",6.98
"907","2020-03-20",6.15
"908","2020-03-23",5.96
"909","2020-03-24",7.17
"910","2020-03-25",6.985
"911","2020-03-26",7.38
"912","2020-03-27",6.86
"913","2020-03-30",6.93
"914","2020-03-31",7.39
"915","2020-04-01",6.61
"916","2020-04-02",6.48
"917","2020-04-03",6.02
"918","2020-04-06",6.44
"919","2020-04-07",6.45
"920","2020-04-08",7.09
"921","2020-04-09",6.88
"922","2020-04-13",6.67
"923","2020-04-14",6.95
"924","2020-04-15",7.36
"925","2020-04-16",6.86
"926","2020-04-17",7.12
"927","2020-04-20",7.15
"928","2020-04-21",7.2
"929","2020-04-22",7.48
"930","2020-04-23",7.65
"931","2020-04-24",7.73
"932","2020-04-27",8.6
"933","2020-04-28",8.38
"934","2020-04-29",8.58
"935","2020-04-30",8.09
"936","2020-05-01",7.91
"937","2020-05-04",7.65
"938","2020-05-05",7.29
"939","2020-05-06",7.5
"940","2020-05-07",7.84
"941","2020-05-08",8.68
"942","2020-05-11",8.84
"943","2020-05-12",8.19
"944","2020-05-13",8.26
"945","2020-05-14",8.35
"946","2020-05-15",8.14
"947","2020-05-18",8.3
"948","2020-05-19",8.03
"949","2020-05-20",7.78
"950","2020-05-21",8.14
"951","2020-05-22",8.11
"952","2020-05-26",8.56
"953","2020-05-27",9.39
"954","2020-05-28",8.88
"955","2020-05-29",9.03
"956","2020-06-01",9.15
"957","2020-06-02",9.3
"958","2020-06-03",9.32
"959","2020-06-04",9.34
"960","2020-06-05",9.3
"961","2020-06-08",9.65
"962","2020-06-09",11.31
"963","2020-06-10",10.6
"964","2020-06-11",10.36
"965","2020-06-12",10.31
"966","2020-06-15",9.86
"967","2020-06-16",10.23
"968","2020-06-17",9.93
"969","2020-06-18",10.01
"970","2020-06-19",9.99
"971","2020-06-22",9.96
"972","2020-06-23",10.31
"973","2020-06-24",9.85
"974","2020-06-25",9.96
"975","2020-06-26",10.93
"976","2020-06-29",10.65
"977","2020-06-30",10.74
"978","2020-07-01",10.75
"979","2020-07-02",11.11
"980","2020-07-06",10.77
"981","2020-07-07",10.47
"982","2020-07-08",10.35
"983","2020-07-09",10.83
"984","2020-07-10",10.34
"985","2020-07-13",10.335
"986","2020-07-14",10.41
"987","2020-07-15",10.31
"988","2020-07-16",10.48
"989","2020-07-17",11.01
"990","2020-07-20",12.14
"991","2020-07-21",11.97
"992","2020-07-22",12.28
"993","2020-07-23",13.16
"994","2020-07-24",13.15
"995","2020-07-27",13.24
"996","2020-07-28",12.76
"997","2020-07-29",12.96
"998","2020-07-30",12.94
