"","date","NFE"
"1","2019-01-31",13.07
"2","2019-02-01",13.95
"3","2019-02-04",13.99
"4","2019-02-05",13.98
"5","2019-02-06",14
"6","2019-02-07",14.06
"7","2019-02-08",14
"8","2019-02-11",14.09
"9","2019-02-12",14.07
"10","2019-02-13",14
"11","2019-02-14",14
"12","2019-02-15",14.01
"13","2019-02-19",14
"14","2019-02-20",14.07
"15","2019-02-21",14.02
"16","2019-02-22",14
"17","2019-02-25",14
"18","2019-02-26",14.62
"19","2019-02-27",15.64
"20","2019-02-28",15.42
"21","2019-03-01",15.91
"22","2019-03-04",14.75
"23","2019-03-05",14.65
"24","2019-03-06",14.51
"25","2019-03-07",14.53
"26","2019-03-08",14.28
"27","2019-03-11",12.76
"28","2019-03-12",12.47
"29","2019-03-13",11.99
"30","2019-03-14",11.07
"31","2019-03-15",10.28
"32","2019-03-18",11.25
"33","2019-03-19",11.23
"34","2019-03-20",10.89
"35","2019-03-21",10.86
"36","2019-03-22",10.16
"37","2019-03-25",9.85
"38","2019-03-26",9.73
"39","2019-03-27",9.51
"40","2019-03-28",9.91
"41","2019-03-29",11.68
"42","2019-04-01",11.13
"43","2019-04-02",11.41
"44","2019-04-03",12.26
"45","2019-04-04",12.18
"46","2019-04-05",12.65
"47","2019-04-08",12.35
"48","2019-04-09",11.93
"49","2019-04-10",11.8
"50","2019-04-11",11.41
"51","2019-04-12",10.97
"52","2019-04-15",10.76
"53","2019-04-16",11.1
"54","2019-04-17",11.05
"55","2019-04-18",10.77
"56","2019-04-22",12.03
"57","2019-04-23",12.69
"58","2019-04-24",12.03
"59","2019-04-25",12.02
"60","2019-04-26",11.84
"61","2019-04-29",12.79
"62","2019-04-30",12.56
"63","2019-05-01",12.74
"64","2019-05-02",12.71
"65","2019-05-03",12.9
"66","2019-05-06",12.65
"67","2019-05-07",12.18
"68","2019-05-08",12.09
"69","2019-05-09",12.29
"70","2019-05-10",11.87
"71","2019-05-13",11.11
"72","2019-05-14",11.34
"73","2019-05-15",11.65
"74","2019-05-16",11.33
"75","2019-05-17",12.1
"76","2019-05-20",13.02
"77","2019-05-21",12.97
"78","2019-05-22",12.86
"79","2019-05-23",13.38
"80","2019-05-24",13.22
"81","2019-05-28",12.91
"82","2019-05-29",12.25
"83","2019-05-30",11.77
"84","2019-05-31",10.88
"85","2019-06-03",10.1
"86","2019-06-04",10.38
"87","2019-06-05",10.5
"88","2019-06-06",10.49
"89","2019-06-07",10.25
"90","2019-06-10",10
"91","2019-06-11",9.65
"92","2019-06-12",9.69
"93","2019-06-13",10.02
"94","2019-06-14",10.18
"95","2019-06-17",10.22
"96","2019-06-18",10.34
"97","2019-06-19",10.13
"98","2019-06-20",10.06
"99","2019-06-21",10.55
"100","2019-06-24",10.6
"101","2019-06-25",10.86
"102","2019-06-26",11.05
"103","2019-06-27",10.92
"104","2019-06-28",11.71
"105","2019-07-01",11.87
"106","2019-07-02",11.37
"107","2019-07-03",11.84
"108","2019-07-05",11.42
"109","2019-07-08",11.61
"110","2019-07-09",11.62
"111","2019-07-10",11.9
"112","2019-07-11",11.6
"113","2019-07-12",11.7
"114","2019-07-15",11.7
"115","2019-07-16",11.78
"116","2019-07-17",11.9
"117","2019-07-18",12.39
"118","2019-07-19",12.45
"119","2019-07-22",12.51
"120","2019-07-23",12.68
"121","2019-07-24",12.59
"122","2019-07-25",12.45
"123","2019-07-26",12.26
"124","2019-07-29",11.75
"125","2019-07-30",12.31
"126","2019-07-31",11.88
"127","2019-08-01",11.64
"128","2019-08-02",11.73
"129","2019-08-05",11.73
"130","2019-08-06",11.52
"131","2019-08-07",11.64
"132","2019-08-08",12.62
"133","2019-08-09",12.15
"134","2019-08-12",12.88
"135","2019-08-13",13.9
"136","2019-08-14",14.23
"137","2019-08-15",15.1
"138","2019-08-16",15.51
"139","2019-08-19",16.4
"140","2019-08-20",16.360001
"141","2019-08-21",16.299999
"142","2019-08-22",15.16
"143","2019-08-23",14.78
"144","2019-08-26",15.05
"145","2019-08-27",15.16
"146","2019-08-28",15.45
"147","2019-08-29",16.049999
"148","2019-08-30",16.030001
"149","2019-09-03",15.22
"150","2019-09-04",15.59
"151","2019-09-05",15.91
"152","2019-09-06",15.86
"153","2019-09-09",16.110001
"154","2019-09-10",15.62
"155","2019-09-11",15.67
"156","2019-09-12",15.92
"157","2019-09-13",16.15
"158","2019-09-16",16.370001
"159","2019-09-17",17.75
"160","2019-09-18",18.290001
"161","2019-09-19",18.889999
"162","2019-09-20",18.9
"163","2019-09-23",19
"164","2019-09-24",18.34
"165","2019-09-25",18.42
"166","2019-09-26",18.08
"167","2019-09-27",17.6
"168","2019-09-30",18.030001
"169","2019-10-01",17.49
"170","2019-10-02",17.75
"171","2019-10-03",17.959999
"172","2019-10-04",18.93
"173","2019-10-07",18.790001
"174","2019-10-08",17.969999
"175","2019-10-09",18.07
"176","2019-10-10",17.969999
"177","2019-10-11",17.370001
"178","2019-10-14",17.959999
"179","2019-10-15",17.620001
"180","2019-10-16",17.440001
"181","2019-10-17",17.780001
"182","2019-10-18",17.549999
"183","2019-10-21",17.450001
"184","2019-10-22",17.530001
"185","2019-10-23",17.219999
"186","2019-10-24",17.209999
"187","2019-10-25",17.15
"188","2019-10-28",17.129999
"189","2019-10-29",17.049999
"190","2019-10-30",17.129999
"191","2019-10-31",17.24
"192","2019-11-01",16.870001
"193","2019-11-04",17.67
"194","2019-11-05",17.5
"195","2019-11-06",17.379999
"196","2019-11-07",17.27
"197","2019-11-08",16.66
"198","2019-11-11",15.87
"199","2019-11-12",15.98
"200","2019-11-13",15.86
"201","2019-11-14",15.43
"202","2019-11-15",15.52
"203","2019-11-18",15.36
"204","2019-11-19",15.39
"205","2019-11-20",15.33
"206","2019-11-21",15.28
"207","2019-11-22",15.38
"208","2019-11-25",15.47
"209","2019-11-26",15.04
"210","2019-11-27",14.99
"211","2019-11-29",14.97
"212","2019-12-02",14.36
"213","2019-12-03",15.33
"214","2019-12-04",15.7
"215","2019-12-05",16.23
"216","2019-12-06",16.620001
"217","2019-12-09",16.629999
"218","2019-12-10",16.540001
"219","2019-12-11",16.27
"220","2019-12-12",16.27
"221","2019-12-13",16.290001
"222","2019-12-16",16.450001
"223","2019-12-17",16.26
"224","2019-12-18",16
"225","2019-12-19",16.16
"226","2019-12-20",16.08
"227","2019-12-23",16.08
"228","2019-12-24",15.9
"229","2019-12-26",16.139999
"230","2019-12-27",16.09
"231","2019-12-30",16.15
"232","2019-12-31",15.67
"233","2020-01-02",14.79
"234","2020-01-03",14.47
"235","2020-01-06",14.74
"236","2020-01-07",15.35
"237","2020-01-08",15.51
"238","2020-01-09",15.86
"239","2020-01-10",15.37
"240","2020-01-13",15.56
"241","2020-01-14",15.61
"242","2020-01-15",15.33
"243","2020-01-16",15.36
"244","2020-01-17",15.62
"245","2020-01-21",15.18
"246","2020-01-22",14.94
"247","2020-01-23",14.8
"248","2020-01-24",15.01
"249","2020-01-27",15.02
"250","2020-01-28",15.42
"251","2020-01-29",15.2
"252","2020-01-30",15.05
"253","2020-01-31",15.05
"254","2020-02-03",15.46
"255","2020-02-04",15.7
"256","2020-02-05",15.85
"257","2020-02-06",16.030001
"258","2020-02-07",16.129999
"259","2020-02-10",16.129999
"260","2020-02-11",16.540001
"261","2020-02-12",16.610001
"262","2020-02-13",16.34
"263","2020-02-14",16.1
"264","2020-02-18",16.5
"265","2020-02-19",16.4
"266","2020-02-20",16.049999
"267","2020-02-21",16.280001
"268","2020-02-24",15.97
"269","2020-02-25",15.84
"270","2020-02-26",15.73
"271","2020-02-27",14.31
"272","2020-02-28",14.05
"273","2020-03-02",14.27
"274","2020-03-03",14.07
"275","2020-03-04",15.31
"276","2020-03-05",15.45
"277","2020-03-06",15.2
"278","2020-03-09",13.49
"279","2020-03-10",11.61
"280","2020-03-11",11.02
"281","2020-03-12",10.51
"282","2020-03-13",10.69
"283","2020-03-16",9.55
"284","2020-03-17",9.75
"285","2020-03-18",9.3
"286","2020-03-19",9.49
"287","2020-03-20",8.71
"288","2020-03-23",8.02
"289","2020-03-24",8.93
"290","2020-03-25",9.62
"291","2020-03-26",10.46
"292","2020-03-27",10.33
"293","2020-03-30",10.22
"294","2020-03-31",9.79
"295","2020-04-01",8.73
"296","2020-04-02",8.89
"297","2020-04-03",9.03
"298","2020-04-06",9.7
"299","2020-04-07",9.88
"300","2020-04-08",10.68
"301","2020-04-09",11.9
"302","2020-04-13",10.96
"303","2020-04-14",11.34
"304","2020-04-15",11.15
"305","2020-04-16",11.24
"306","2020-04-17",11.76
"307","2020-04-20",11.37
"308","2020-04-21",11.05
"309","2020-04-22",11.22
"310","2020-04-23",11.51
"311","2020-04-24",12.86
"312","2020-04-27",12.83
"313","2020-04-28",12.19
"314","2020-04-29",12.74
"315","2020-04-30",12.93
"316","2020-05-01",12.25
"317","2020-05-04",12.6
"318","2020-05-05",12.83
"319","2020-05-06",12.58
"320","2020-05-07",12.88
"321","2020-05-08",13.29
"322","2020-05-11",13.48
"323","2020-05-12",13.66
"324","2020-05-13",12.84
"325","2020-05-14",12.71
"326","2020-05-15",12.89
"327","2020-05-18",13.5
"328","2020-05-19",14
"329","2020-05-20",14.35
"330","2020-05-21",13.99
"331","2020-05-22",13.87
"332","2020-05-26",13.84
"333","2020-05-27",13.66
"334","2020-05-28",13.5
"335","2020-05-29",13.87
"336","2020-06-01",14.07
"337","2020-06-02",14
"338","2020-06-03",13.7
"339","2020-06-04",13.99
"340","2020-06-05",14.18
"341","2020-06-08",14.27
"342","2020-06-09",14.04
"343","2020-06-10",13.44
"344","2020-06-11",13.02
"345","2020-06-12",12.9
"346","2020-06-15",13
"347","2020-06-16",12.78
"348","2020-06-17",12.24
"349","2020-06-18",12.97
"350","2020-06-19",13
"351","2020-06-22",13
"352","2020-06-23",12.57
"353","2020-06-24",12.37
"354","2020-06-25",12.4
"355","2020-06-26",12.15
"356","2020-06-29",12.45
"357","2020-06-30",12.96
"358","2020-07-01",12.79
"359","2020-07-02",12.65
"360","2020-07-06",13
"361","2020-07-07",15.66
"362","2020-07-08",17.42
"363","2020-07-09",17.24
"364","2020-07-10",17.57
"365","2020-07-13",17.93
"366","2020-07-14",18
"367","2020-07-15",17.790001
"368","2020-07-16",18.57
"369","2020-07-17",19.030001
"370","2020-07-20",19.01
"371","2020-07-21",19.25
"372","2020-07-22",19.42
"373","2020-07-23",20.07
"374","2020-07-24",20.200001
"375","2020-07-27",19.66
"376","2020-07-28",20.57
"377","2020-07-29",21.77
"378","2020-07-30",21.25
"379","2020-07-31",21.6
"380","2020-08-03",20.66
"381","2020-08-04",23.360001
"382","2020-08-05",26
"383","2020-08-06",25.190001
"384","2020-08-07",24.83
"385","2020-08-10",25.5
"386","2020-08-11",25.93
"387","2020-08-12",24.950001
"388","2020-08-13",26.120001
"389","2020-08-14",27.030001
"390","2020-08-17",26.940001
"391","2020-08-18",26.09
"392","2020-08-19",26.280001
"393","2020-08-20",26.07
"394","2020-08-21",25.77
"395","2020-08-24",27.01
"396","2020-08-25",27.049999
"397","2020-08-26",27.51
"398","2020-08-27",27.549999
"399","2020-08-28",27.6
"400","2020-08-31",26.77
"401","2020-09-01",27.51
"402","2020-09-02",28.83
