"","date","WHD"
"1","2018-02-08",20.25
"2","2018-02-09",20.4
"3","2018-02-12",20.9
"4","2018-02-13",21.43
"5","2018-02-14",22
"6","2018-02-15",23.41
"7","2018-02-16",24.57
"8","2018-02-20",24.84
"9","2018-02-21",24.68
"10","2018-02-22",25.190001
"11","2018-02-23",25.200001
"12","2018-02-26",25.219999
"13","2018-02-27",25.24
"14","2018-02-28",24.610001
"15","2018-03-01",24.540001
"16","2018-03-02",24.66
"17","2018-03-05",24.93
"18","2018-03-06",25.610001
"19","2018-03-07",25.48
"20","2018-03-08",26.030001
"21","2018-03-09",26.33
"22","2018-03-12",26.85
"23","2018-03-13",26.68
"24","2018-03-14",27.309999
"25","2018-03-15",26.27
"26","2018-03-16",26.43
"27","2018-03-19",27.16
"28","2018-03-20",27.190001
"29","2018-03-21",27.370001
"30","2018-03-22",27.1
"31","2018-03-23",26.620001
"32","2018-03-26",27.200001
"33","2018-03-27",26.389999
"34","2018-03-28",26.559999
"35","2018-03-29",26.93
"36","2018-04-02",26.34
"37","2018-04-03",26.059999
"38","2018-04-04",26.66
"39","2018-04-05",27.15
"40","2018-04-06",26.049999
"41","2018-04-09",26.66
"42","2018-04-10",27.360001
"43","2018-04-11",27.799999
"44","2018-04-12",27.139999
"45","2018-04-13",26.92
"46","2018-04-16",27.389999
"47","2018-04-17",27.9
"48","2018-04-18",28.709999
"49","2018-04-19",28.120001
"50","2018-04-20",29.190001
"51","2018-04-23",29.799999
"52","2018-04-24",28.51
"53","2018-04-25",27.85
"54","2018-04-26",28.4
"55","2018-04-27",28.959999
"56","2018-04-30",28.709999
"57","2018-05-01",28.639999
"58","2018-05-02",28.639999
"59","2018-05-03",28.42
"60","2018-05-04",29.110001
"61","2018-05-07",29.23
"62","2018-05-08",29.33
"63","2018-05-09",29.799999
"64","2018-05-10",31.1
"65","2018-05-11",31.99
"66","2018-05-14",32.990002
"67","2018-05-15",34.310001
"68","2018-05-16",34.459999
"69","2018-05-17",35.279999
"70","2018-05-18",35.889999
"71","2018-05-21",35.959999
"72","2018-05-22",36.169998
"73","2018-05-23",35.240002
"74","2018-05-24",34.830002
"75","2018-05-25",33.529999
"76","2018-05-29",32.889999
"77","2018-05-30",33.25
"78","2018-05-31",33.720001
"79","2018-06-01",31.91
"80","2018-06-04",30.65
"81","2018-06-05",30.43
"82","2018-06-06",32.48
"83","2018-06-07",33.27
"84","2018-06-08",33
"85","2018-06-11",32.52
"86","2018-06-12",32.66
"87","2018-06-13",32.41
"88","2018-06-14",32.080002
"89","2018-06-15",31.450001
"90","2018-06-18",31.620001
"91","2018-06-19",30.98
"92","2018-06-20",31.559999
"93","2018-06-21",32.349998
"94","2018-06-22",34.009998
"95","2018-06-25",32.849998
"96","2018-06-26",34.029999
"97","2018-06-27",34.299999
"98","2018-06-28",33.970001
"99","2018-06-29",33.790001
"100","2018-07-02",33.139999
"101","2018-07-03",33.48
"102","2018-07-05",33.59
"103","2018-07-06",34.080002
"104","2018-07-09",35.599998
"105","2018-07-10",33.689999
"106","2018-07-11",33.650002
"107","2018-07-12",33.57
"108","2018-07-13",33.669998
"109","2018-07-16",33.27
"110","2018-07-17",33.790001
"111","2018-07-18",34.029999
"112","2018-07-19",34.77
"113","2018-07-20",34.830002
"114","2018-07-23",34.369999
"115","2018-07-24",33.59
"116","2018-07-25",32.25
"117","2018-07-26",32.740002
"118","2018-07-27",32.07
"119","2018-07-30",32.150002
"120","2018-07-31",32.720001
"121","2018-08-01",33
"122","2018-08-02",34.310001
"123","2018-08-03",33.48
"124","2018-08-06",34.639999
"125","2018-08-07",34.080002
"126","2018-08-08",34.560001
"127","2018-08-09",34.16
"128","2018-08-10",34.200001
"129","2018-08-13",33.77
"130","2018-08-14",33.810001
"131","2018-08-15",31.73
"132","2018-08-16",32.400002
"133","2018-08-17",32.810001
"134","2018-08-20",33.009998
"135","2018-08-21",33.07
"136","2018-08-22",33.450001
"137","2018-08-23",33.389999
"138","2018-08-24",33.470001
"139","2018-08-27",33.75
"140","2018-08-28",33.689999
